GameID,Team,Goalie,PlayerID,DEC,GA,SA,SV,SV%,SO,PIM,TOI
202310170BUF,BUF,Devon Levi,levide01,W,2,25,23,92.00%,0,0,61.77
202310190BUF,CGY,Daniel Vladař,vladada01,W,3,27,24,88.90%,0,0,60
202310190BUF,BUF,Devon Levi,levide01,L,4,36,32,88.90%,0,0,58.97
202310210BUF,NYI,Semyon Varlamov,varlasi01,L,3,42,39,92.90%,0,0,59.12
202310210BUF,BUF,Eric Comrie,comrier01,W,1,25,24,96.00%,0,0,60
202310230BUF,MTL,Jake Allen,allenja01,W,1,37,36,97.30%,0,0,60
202310230BUF,BUF,Eric Comrie,comrier01,L,3,27,24,88.90%,0,0,56.88
202310290BUF,COL,Alexandar Georgiev,georgal01,L,3,28,25,89.30%,0,0,59.22
202310290BUF,COL,Empty Net,,--,1,1,0,0.00%,0,0,0
202310290BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,0,23,23,100.00%,1,0,60
202311030BUF,PHI,Samuel Ersson,erssosa01,W,1,22,21,95.50%,0,0,60
202311030BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,5,19,14,73.70%,0,0,60
202311100BUF,MIN,Filip Gustavsson,gustafi01,L,3,25,22,88.00%,0,0,58.25
202311100BUF,BUF,Devon Levi,levide01,W,2,35,33,94.30%,0,0,60
202311140BUF,BOS,Linus Ullmark,ullmali01,W,2,34,32,94.10%,0,0,59.35
202311140BUF,BUF,Devon Levi,levide01,L,5,18,13,72.20%,0,0,35.12
202311140BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,--,0,14,14,100.00%,0,2,22.7
202311240BUF,PIT,Alex Nedeljkovic,nedelal01,L,3,34,31,91.20%,0,0,58.75
202311240BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,33,31,93.90%,0,0,59.83
202312030BUF,NSH,Juuse Saros,sarosju01,W,1,35,34,97.10%,0,0,60
202312030BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,2,29,27,93.10%,0,0,57.7
202312050BUF,DET,Alex Lyon,lyonal01,W,3,32,29,90.60%,0,0,60
202312050BUF,BUF,Eric Comrie,comrier01,L,4,26,22,84.60%,0,0,58.3
202312050BUF,BUF,Empty Net,,--,1,1,0,0.00%,0,0,0
202312090BUF,MTL,Cayden Primeau,primeca01,W,2,48,46,95.80%,0,2,64.62
202312090BUF,BUF,Devon Levi,levide01,O,2,31,29,93.50%,0,0,65
202312110BUF,ARI,Karel Vejmelka,vejmeka01,L,4,37,33,89.20%,0,0,59.65
202312110BUF,ARI,Empty Net,,--,1,1,0,0.00%,0,0,0
202312110BUF,BUF,Devon Levi,levide01,W,2,23,21,91.30%,0,0,60
202312190BUF,CBJ,Daniil Tarasov,tarasda02,W,4,29,25,86.20%,0,0,60
202312190BUF,BUF,Devon Levi,levide01,--,4,18,14,77.80%,0,0,27.62
202312190BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,5,16,11,68.80%,0,0,32.2
202312210BUF,TOR,Ilya Samsonov,samsoil01,L,5,19,14,73.70%,0,0,28.2
202312210BUF,TOR,Martin Jones,jonesma02,--,4,15,11,73.30%,0,0,31.63
202312210BUF,BUF,Devon Levi,levide01,W,3,27,24,88.90%,0,0,60
202312270BUF,BOS,Jeremy Swayman,swaymje01,W,1,26,25,96.20%,0,0,60
202312270BUF,BUF,Devon Levi,levide01,L,4,25,21,84.00%,0,0,57.02
202312300BUF,CBJ,Daniil Tarasov,tarasda02,O,3,42,39,92.90%,0,0,61.33
202312300BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,20,18,90.00%,0,0,61.33
202401090BUF,SEA,Joey Daccord,daccojo01,W,2,38,36,94.70%,0,0,59.83
202401090BUF,BUF,Devon Levi,levide01,L,5,26,21,80.80%,0,0,60
202401110BUF,OTT,Anton Forsberg,forsban01,--,1,7,6,85.70%,0,0,15.93
202401110BUF,OTT,Joonas Korpisalo,korpijo01,L,3,24,21,87.50%,0,0,42.18
202401110BUF,OTT,Empty Net,,--,1,1,0,0.00%,0,0,0
202401110BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,3,28,25,89.30%,0,0,60
202401130BUF,VAN,Thatcher Demko,demkoth01,W,0,26,26,100.00%,1,0,60
202401130BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,1,23,22,95.70%,0,0,58.08
202401150BUF,SJS,Kaapo Kähkönen,kahkoka01,L,2,34,32,94.10%,0,0,59.53
202401150BUF,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202401150BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,0,28,28,100.00%,1,0,59.83
202401180BUF,CHI,Arvid Söderblom,soderar01,L,3,31,28,90.30%,0,0,60
202401180BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,0,19,19,100.00%,1,0,60
202401200BUF,TBL,Jonas Johansson,johanjo03,W,1,27,26,96.30%,0,0,59.95
202401200BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,2,15,13,86.70%,0,0,58.88
202401200BUF,BUF,Empty Net,,--,1,1,0,0.00%,0,0,0
202402060BUF,DAL,Jake Oettinger,oettija01,W,1,48,47,97.90%,0,0,60
202402060BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,2,30,28,93.30%,0,2,59.28
202402100BUF,STL,Joel Hofer,hoferjo01,W,1,34,33,97.10%,0,0,60
202402100BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,3,26,23,88.50%,0,0,58.3
202402130BUF,LAK,David Rittich,rittida01,L,5,17,12,70.60%,0,0,40
202402130BUF,LAK,Cam Talbot,talboca01,--,2,7,5,71.40%,0,0,20
202402130BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,0,33,33,100.00%,1,0,60
202402150BUF,FLA,Anthony Stolarz,stolaan01,W,0,45,45,100.00%,1,0,59.92
202402150BUF,BUF,Eric Comrie,comrier01,L,3,29,26,89.70%,0,0,59.08
202402150BUF,BUF,Empty Net,,--,1,1,0,0.00%,0,0,0
202402190BUF,ANA,John Gibson,gibsojo02,W,3,37,34,91.90%,0,0,60
202402190BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,4,14,10,71.40%,0,0,58.88
202402250BUF,CAR,Spencer Martin,martisp01,O,2,32,30,93.80%,0,0,65
202402250BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,32,30,93.80%,0,0,65
202403020BUF,VEG,Logan Thompson,thomplo01,L,7,35,28,80.00%,0,0,59.97
202403020BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,24,22,91.70%,0,0,60
202403030BUF,WPG,Laurent Brossoit,brossla01,W,2,19,17,89.50%,0,0,59.82
202403030BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,3,33,30,90.90%,0,0,59.48
202403030BUF,BUF,Empty Net,,--,2,2,0,0.00%,0,0,0
202403090BUF,EDM,Stuart Skinner,skinnst01,O,2,27,25,92.60%,0,0,65
202403090BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,32,30,93.80%,0,0,65
202403120BUF,DET,Alex Lyon,lyonal01,L,4,13,9,69.20%,0,0,15.48
202403120BUF,DET,James Reimer,reimeja01,--,3,26,23,88.50%,0,0,44.52
202403120BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,3,24,21,87.50%,0,0,59.17
202403140BUF,NYI,Ilya Sorokin,sorokil01,L,3,36,33,91.70%,0,0,57.87
202403140BUF,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202403140BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,0,21,21,100.00%,1,0,60
202403270BUF,OTT,Joonas Korpisalo,korpijo01,W,2,36,34,94.40%,0,0,60
202403270BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,4,9,5,55.60%,0,0,8.82
202403270BUF,BUF,Devon Levi,levide01,--,1,32,31,96.90%,0,0,50.23
202403270BUF,BUF,Empty Net,,--,1,1,0,0.00%,0,0,0
202403290BUF,NJD,Jake Allen,allenja01,L,3,34,31,91.20%,0,0,58.38
202403290BUF,NJD,Empty Net,,--,2,2,0,0.00%,0,0,0
202403290BUF,BUF,Devon Levi,levide01,W,2,30,28,93.30%,0,0,60
202403300BUF,TOR,Ilya Samsonov,samsoil01,W,0,34,34,100.00%,1,0,60
202403300BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,3,22,19,86.40%,0,0,56.8
202404020BUF,WSH,Charlie Lindgren,lindgch01,L,6,31,25,80.60%,0,0,45.55
202404020BUF,WSH,Darcy Kuemper,kuempda01,--,0,4,4,100.00%,0,0,14.32
202404020BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,26,24,92.30%,0,0,60
202404050BUF,PHI,Ivan Fedotov,fedotiv01,L,4,19,15,78.90%,0,0,55.7
202404050BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,34,32,94.10%,0,0,60
202404110BUF,WSH,Charlie Lindgren,lindgch01,L,3,16,13,81.30%,0,0,57.63
202404110BUF,WSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202404110BUF,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,2,24,22,91.70%,0,0,60
202310110CAR,OTT,Joonas Korpisalo,korpijo01,L,5,42,37,88.10%,0,0,59.42
202310110CAR,CAR,Frederik Andersen,anderfr01,W,3,30,27,90.00%,0,0,60
202310260CAR,SEA,Joey Daccord,daccojo01,O,3,45,42,93.30%,0,0,64.83
202310260CAR,CAR,Frederik Andersen,anderfr01,W,2,26,24,92.30%,0,0,64.83
202310270CAR,SJS,Kaapo Kähkönen,kahkoka01,L,3,40,37,92.50%,0,0,60
202310270CAR,CAR,Antti Raanta,raantan01,W,0,20,20,100.00%,1,0,60
202311070CAR,BUF,Ukko-Pekka Luukkonen,luukkuk01,O,3,27,24,88.90%,0,0,61.4
202311070CAR,CAR,Antti Raanta,raantan01,W,2,21,19,90.50%,0,0,61.1
202311150CAR,PHI,Carter Hart,hartca01,W,1,32,31,96.90%,0,0,60
202311150CAR,CAR,Pyotr Kochetkov,kochepy01,L,3,24,21,87.50%,0,0,58.08
202311180CAR,PIT,Tristan Jarry,jarrytr01,L,3,33,30,90.90%,0,0,59.4
202311180CAR,PIT,Empty Net,,--,1,1,0,0.00%,0,0,0
202311180CAR,CAR,Antti Raanta,raantan01,W,2,28,26,92.90%,0,0,60
202311220CAR,EDM,Stuart Skinner,skinnst01,L,4,12,8,66.70%,0,0,14.8
202311220CAR,EDM,Calvin Pickard,pickaca01,--,1,14,13,92.90%,0,0,44.28
202311220CAR,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202311220CAR,CAR,Antti Raanta,raantan01,W,1,8,7,87.50%,0,0,20
202311220CAR,CAR,Pyotr Kochetkov,kochepy01,--,2,15,13,86.70%,0,0,40
202311240CAR,CAR,Andrei Vasilevskiy,vasilan02,W,2,24,22,91.70%,0,0,60
202311240CAR,CAR,Antti Raanta,raantan01,L,8,14,6,42.90%,0,0,59.9
202311260CAR,CBJ,Elvis Merzļikins,merzlel01,L,3,43,40,93.00%,0,0,58.92
202311260CAR,CAR,Pyotr Kochetkov,kochepy01,W,2,23,21,91.30%,0,0,60
202311300CAR,NYI,Semyon Varlamov,varlasi01,W,4,43,39,90.70%,0,0,62.77
202311300CAR,CAR,Pyotr Kochetkov,kochepy01,O,5,16,11,68.80%,0,0,61.08
202312020CAR,BUF,Eric Comrie,comrier01,L,6,37,31,83.80%,0,0,59.75
202312020CAR,CAR,Pyotr Kochetkov,kochepy01,W,2,22,20,90.90%,0,0,60
202312150CAR,NSH,Kevin Lankinen,lankike01,W,5,31,26,83.90%,0,0,60.32
202312150CAR,CAR,Antti Raanta,raantan01,O,6,30,24,80.00%,0,0,60.55
202312170CAR,WSH,Darcy Kuemper,kuempda01,W,1,29,28,96.60%,0,0,65
202312170CAR,CAR,Pyotr Kochetkov,kochepy01,O,1,21,20,95.20%,0,0,64.92
202312190CAR,VEG,Logan Thompson,thomplo01,L,6,29,23,79.30%,0,0,44.73
202312190CAR,VEG,Jiří Patera,paterji01,--,0,10,10,100.00%,0,0,15.2
202312190CAR,CAR,Pyotr Kochetkov,kochepy01,W,3,33,30,90.90%,0,0,59.9
202312230CAR,NYI,Ilya Sorokin,sorokil01,W,4,40,36,90.00%,0,0,59.87
202312230CAR,CAR,Pyotr Kochetkov,kochepy01,L,5,28,23,82.10%,0,0,57.97
202312280CAR,MTL,Cayden Primeau,primeca01,L,4,30,26,86.70%,0,0,59.87
202312280CAR,MTL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312280CAR,CAR,Antti Raanta,raantan01,W,3,21,18,85.70%,0,0,60
202401060CAR,STL,Jordan Binnington,binnijo01,W,1,30,29,96.70%,0,0,64.97
202401060CAR,CAR,Antti Raanta,raantan01,O,1,22,21,95.50%,0,0,65
202401110CAR,ANA,John Gibson,gibsojo02,L,5,25,20,80.00%,0,0,40
202401110CAR,ANA,Lukáš Dostál,dostalu01,--,1,9,8,88.90%,0,0,20
202401110CAR,CAR,Pyotr Kochetkov,kochepy01,--,3,13,10,76.90%,0,2,33.93
202401110CAR,CAR,Antti Raanta,raantan01,W,0,3,3,100.00%,0,0,26.07
202401130CAR,CAR,Tristan Jarry,jarrytr01,O,3,35,32,91.40%,0,0,60.83
202401130CAR,CAR,Antti Raanta,raantan01,W,2,40,38,95.00%,0,0,61.68
202401150CAR,LAK,David Rittich,rittida01,W,2,32,30,93.80%,0,0,60
202401150CAR,CAR,Antti Raanta,raantan01,L,4,24,20,83.30%,0,0,45.33
202401150CAR,CAR,Yaniv Perets,peretya01,--,0,1,1,100.00%,0,0,12.77
202401150CAR,CAR,Empty Net,,--,1,1,0,0.00%,0,0,0
202401190CAR,DET,Alex Lyon,lyonal01,L,3,29,26,89.70%,0,0,59.65
202401190CAR,DET,Empty Net,,--,1,1,0,0.00%,0,0,0
202401190CAR,CAR,Antti Raanta,raantan01,W,2,12,10,83.30%,0,0,60
202401210CAR,MIN,Filip Gustavsson,gustafi01,W,2,42,40,95.20%,0,0,60
202401210CAR,CAR,Antti Raanta,raantan01,L,3,17,14,82.40%,0,0,58.35
202401210CAR,CAR,Empty Net,,--,2,2,0,0.00%,0,0,0
202401250CAR,NJD,Nico Daws,dawsni01,L,3,12,9,75.00%,0,0,23.2
202401250CAR,NJD,Vítek Vaněček,vanecvi01,--,0,11,11,100.00%,0,0,34.28
202401250CAR,CAR,Antti Raanta,raantan01,W,2,25,23,92.00%,0,0,59.95
202401270CAR,ARI,Connor Ingram,ingraco01,L,3,39,36,92.30%,0,0,60
202401270CAR,CAR,Antti Raanta,raantan01,W,1,11,10,90.90%,0,0,60
202402060CAR,VAN,Thatcher Demko,demkoth01,W,2,24,22,91.70%,0,0,60
202402060CAR,CAR,Pyotr Kochetkov,kochepy01,L,3,19,16,84.20%,0,0,57.7
202402080CAR,COL,Alexandar Georgiev,georgal01,L,4,27,23,85.20%,0,0,57.13
202402080CAR,COL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402080CAR,CAR,Pyotr Kochetkov,kochepy01,W,2,18,16,88.90%,0,0,39.72
202402080CAR,CAR,Antti Raanta,raantan01,--,0,9,9,100.00%,0,0,20
202402100CAR,NJD,Vítek Vaněček,vanecvi01,O,1,32,31,96.90%,0,0,63.67
202402100CAR,CAR,Pyotr Kochetkov,kochepy01,W,0,34,34,100.00%,1,0,63.57
202402190CAR,CHI,Petr Mrázek,mrazepe01,L,5,41,36,87.80%,0,0,59.37
202402190CAR,CHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202402190CAR,CAR,Spencer Martin,martisp01,W,3,17,14,82.40%,0,0,60
202402220CAR,FLA,Sergei Bobrovsky,bobrose01,L,1,29,28,96.60%,0,0,59.68
202402220CAR,CAR,Pyotr Kochetkov,kochepy01,W,0,45,45,100.00%,1,0,59.95
202402240CAR,DAL,Jake Oettinger,oettija01,W,1,21,20,95.20%,0,0,59.68
202402240CAR,CAR,Pyotr Kochetkov,kochepy01,L,2,16,14,87.50%,0,0,57.57
202403020CAR,WPG,Connor Hellebuyck,helleco01,W,3,35,32,91.40%,0,0,60
202403020CAR,CAR,Pyotr Kochetkov,kochepy01,L,4,31,27,87.10%,0,0,57.22
202403020CAR,CAR,Empty Net,,--,1,1,0,0.00%,0,0,0
202403070CAR,MTL,Sam Montembeault,montesa01,L,3,38,35,92.10%,0,0,59.52
202403070CAR,MTL,Empty Net,,--,1,1,0,0.00%,0,0,0
202403070CAR,CAR,Frederik Andersen,anderfr01,W,1,25,24,96.00%,0,0,58.87
202403100CAR,CGY,Daniel Vladař,vladada01,L,7,40,33,82.50%,0,0,60
202403100CAR,CAR,Frederik Andersen,anderfr01,W,2,20,18,90.00%,0,0,60
202403120CAR,NYR,Igor Shesterkin,shestig01,W,0,28,28,100.00%,1,0,60
202403120CAR,CAR,Pyotr Kochetkov,kochepy01,L,1,24,23,95.80%,0,0,58
202403140CAR,FLA,Sergei Bobrovsky,bobrose01,L,3,34,31,91.20%,0,0,59.3
202403140CAR,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202403140CAR,CAR,Frederik Andersen,anderfr01,W,0,21,21,100.00%,1,0,60
202403210CAR,PHI,Samuel Ersson,erssosa01,O,3,33,30,90.90%,0,0,61.47
202403210CAR,CAR,Frederik Andersen,anderfr01,W,2,32,30,93.80%,0,0,61.2
202403240CAR,TOR,Joseph Woll,wolljo01,L,2,43,41,95.30%,0,0,57.72
202403240CAR,CAR,Frederik Andersen,anderfr01,W,1,33,32,97.00%,0,0,59.28
202403280CAR,DET,James Reimer,reimeja01,L,4,33,29,87.90%,0,0,60
202403280CAR,CAR,Frederik Andersen,anderfr01,W,0,24,24,100.00%,1,0,60
202404040CAR,BOS,Jeremy Swayman,swaymje01,W,1,29,28,96.60%,0,0,59.8
202404040CAR,CAR,Frederik Andersen,anderfr01,L,3,27,24,88.90%,0,0,59.52
202404040CAR,CAR,Empty Net,,--,1,1,0,0.00%,0,0,0
202404050CAR,WSH,Darcy Kuemper,kuempda01,L,3,44,41,93.20%,0,0,59.43
202404050CAR,WSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202404050CAR,CAR,Pyotr Kochetkov,kochepy01,W,2,16,14,87.50%,0,0,59.8
202404070CAR,CBJ,Malcolm Subban,subbama01,L,3,35,32,91.40%,0,0,60
202404070CAR,CAR,Frederik Andersen,anderfr01,W,0,23,23,100.00%,1,0,60
202310120CBJ,PHI,Carter Hart,hartca01,W,2,33,31,93.90%,0,0,60
202310120CBJ,CBJ,Elvis Merzļikins,merzlel01,L,2,35,33,94.30%,0,0,58.02
202310120CBJ,CBJ,Empty Net,,--,2,2,0,0.00%,0,0,0
202310140CBJ,NYR,Igor Shesterkin,shestig01,L,5,21,16,76.20%,0,0,56.67
202310140CBJ,CBJ,Elvis Merzļikins,merzlel01,W,1,25,24,96.00%,0,0,39.9
202310140CBJ,CBJ,Spencer Martin,martisp01,--,2,17,15,88.20%,0,0,20
202310160CBJ,DET,James Reimer,reimeja01,W,0,23,23,100.00%,1,0,60
202310160CBJ,CBJ,Spencer Martin,martisp01,L,4,28,24,85.70%,0,0,59.27
202310200CBJ,CGY,Jacob Markström,marksja02,L,2,28,26,92.90%,0,0,57.87
202310200CBJ,CGY,Empty Net,,--,1,1,0,0.00%,0,0,0
202310200CBJ,CBJ,Spencer Martin,martisp01,W,1,37,36,97.30%,0,0,60
202310240CBJ,ANA,Lukáš Dostál,dostalu01,W,2,37,35,94.60%,0,0,62.33
202310240CBJ,CBJ,Elvis Merzļikins,merzlel01,O,3,27,24,88.90%,0,2,61.73
202310280CBJ,NYI,Semyon Varlamov,varlasi01,W,0,34,34,100.00%,1,0,60
202310280CBJ,CBJ,Spencer Martin,martisp01,L,2,34,32,94.10%,0,0,57.13
202311020CBJ,TBL,Matt Tomkins,tomkima01,L,3,27,24,88.90%,0,0,57.78
202311020CBJ,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202311020CBJ,CBJ,Elvis Merzļikins,merzlel01,W,2,29,27,93.10%,0,0,60
202311090CBJ,DAL,Jake Oettinger,oettija01,W,2,29,27,93.10%,0,2,60
202311090CBJ,CBJ,Spencer Martin,martisp01,L,4,30,26,86.70%,0,0,58.43
202311090CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202311140CBJ,PIT,Tristan Jarry,jarrytr01,W,3,30,27,90.00%,0,0,60
202311140CBJ,CBJ,Elvis Merzļikins,merzlel01,L,4,40,36,90.00%,0,0,58.9
202311140CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202311160CBJ,ARI,Connor Ingram,ingraco01,W,2,41,39,95.10%,0,0,60
202311160CBJ,CBJ,Elvis Merzļikins,merzlel01,L,3,32,29,90.60%,0,0,56.67
202311220CBJ,CHI,Petr Mrázek,mrazepe01,L,5,18,13,72.20%,0,0,32.27
202311220CBJ,CHI,Arvid Söderblom,soderar01,--,2,8,6,75.00%,0,0,27.67
202311220CBJ,CBJ,Elvis Merzļikins,merzlel01,W,3,36,33,91.70%,0,0,60
202311270CBJ,BOS,Jeremy Swayman,swaymje01,--,2,19,17,89.50%,0,0,26.23
202311270CBJ,BOS,Linus Ullmark,ullmali01,L,2,20,18,90.00%,0,0,32.75
202311270CBJ,BOS,Empty Net,,--,1,1,0,0.00%,0,0,0
202311270CBJ,CBJ,Spencer Martin,martisp01,W,2,33,31,93.90%,0,0,60
202311290CBJ,MTL,Sam Montembeault,montesa01,W,2,28,26,92.90%,0,0,60
202311290CBJ,CBJ,Elvis Merzļikins,merzlel01,L,3,30,27,90.00%,0,0,58.93
202311290CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202312010CBJ,OTT,Joonas Korpisalo,korpijo01,L,4,23,19,82.60%,0,0,57.85
202312010CBJ,CBJ,Elvis Merzļikins,merzlel01,W,2,43,41,95.30%,0,0,59.95
202312050CBJ,LAK,Pheonix Copley,copleph01,W,3,29,26,89.70%,0,0,60.55
202312050CBJ,CBJ,Elvis Merzļikins,merzlel01,O,4,39,35,89.70%,0,0,60.55
202312080CBJ,STL,Joel Hofer,hoferjo01,L,4,21,17,81.00%,0,2,54.57
202312080CBJ,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312080CBJ,CBJ,Jet Greaves,greavje01,W,2,43,41,95.30%,0,0,60
202312100CBJ,FLA,Anthony Stolarz,stolaan01,W,2,19,17,89.50%,0,0,59.95
202312100CBJ,CBJ,Jet Greaves,greavje01,L,3,33,30,90.90%,0,0,58.93
202312100CBJ,CBJ,Empty Net,,--,2,2,0,0.00%,0,0,0
202312160CBJ,NJD,Akira Schmid,schmiak01,W,3,26,23,88.50%,0,2,59.42
202312160CBJ,CBJ,Daniil Tarasov,tarasda02,L,5,29,24,82.80%,0,0,57.5
202312160CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202312210CBJ,WSH,Charlie Lindgren,lindgch01,W,2,36,34,94.40%,0,0,64.12
202312210CBJ,CBJ,Elvis Merzļikins,merzlel01,O,3,32,29,90.60%,0,2,64.12
202312230CBJ,TOR,Martin Jones,jonesma02,W,1,28,27,96.40%,0,0,60
202312230CBJ,CBJ,Daniil Tarasov,tarasda02,L,4,30,26,86.70%,0,0,60
202312290CBJ,TOR,Ilya Samsonov,samsoil01,O,6,21,15,71.40%,0,0,62.58
202312290CBJ,CBJ,Elvis Merzļikins,merzlel01,--,2,14,12,85.70%,0,0,20
202312290CBJ,CBJ,Spencer Martin,martisp01,W,3,19,16,84.20%,0,0,42.93
202401020CBJ,BOS,Linus Ullmark,ullmali01,W,1,27,26,96.30%,0,0,59.88
202401020CBJ,CBJ,Spencer Martin,martisp01,L,4,27,23,85.20%,0,0,60
202401060CBJ,MIN,Marc-André Fleury,fleurma01,W,3,29,26,89.70%,0,0,63.02
202401060CBJ,CBJ,Daniil Tarasov,tarasda02,O,4,36,32,88.90%,0,0,63.08
202401130CBJ,SEA,Joey Daccord,daccojo01,W,4,34,30,88.20%,0,0,60
202401130CBJ,CBJ,Daniil Tarasov,tarasda02,L,6,35,29,82.90%,0,0,57.63
202401130CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202401150CBJ,VAN,Casey DeSmith,desmica01,O,3,43,40,93.00%,0,0,65
202401150CBJ,CBJ,Elvis Merzļikins,merzlel01,W,3,30,27,90.00%,0,0,65
202401190CBJ,NJD,Vítek Vaněček,vanecvi01,W,1,30,29,96.70%,0,0,59.75
202401190CBJ,CBJ,Elvis Merzļikins,merzlel01,L,4,33,29,87.90%,0,0,60
202402100CBJ,TBL,Andrei Vasilevskiy,vasilan02,W,2,35,33,94.30%,0,0,60
202402100CBJ,CBJ,Elvis Merzļikins,merzlel01,L,3,36,33,91.70%,0,0,58.43
202402100CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202402230CBJ,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,1,26,25,96.20%,0,2,59.9
202402230CBJ,CBJ,Daniil Tarasov,tarasda02,L,2,37,35,94.60%,0,0,56.5
202402250CBJ,NYR,Jonathan Quick,quickjo01,L,4,41,37,90.20%,0,0,56.68
202402250CBJ,CBJ,Elvis Merzļikins,merzlel01,W,2,40,38,95.00%,0,0,59.7
202402290CBJ,CAR,Spencer Martin,martisp01,W,2,22,20,90.90%,0,0,60
202402290CBJ,CBJ,Daniil Tarasov,tarasda02,L,3,32,29,90.60%,0,0,56.63
202402290CBJ,CBJ,Empty Net,,--,1,1,0,0.00%,0,0,0
202403040CBJ,VEG,Adin Hill,hillad01,L,5,32,27,84.40%,0,0,58.38
202403040CBJ,VEG,Empty Net,,--,1,1,0,0.00%,0,0,0
202403040CBJ,CBJ,Daniil Tarasov,tarasda02,W,3,39,36,92.30%,0,0,59.92
202403070CBJ,EDM,Calvin Pickard,pickaca01,L,3,33,30,90.90%,0,0,59.05
202403070CBJ,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202403070CBJ,CBJ,Daniil Tarasov,tarasda02,W,2,31,29,93.50%,0,0,60
202403090CBJ,NSH,Kevin Lankinen,lankike01,W,1,34,33,97.10%,0,0,60
202403090CBJ,CBJ,Daniil Tarasov,tarasda02,L,2,49,47,95.90%,0,0,58.05
202403140CBJ,OTT,Anton Forsberg,forsban01,W,2,37,35,94.60%,0,0,65
202403140CBJ,CBJ,Elvis Merzļikins,merzlel01,O,2,37,35,94.60%,0,0,65
202403160CBJ,SJS,Magnus Chrona,chronma01,L,3,19,16,84.20%,0,0,58.85
202403160CBJ,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202403160CBJ,CBJ,Daniil Tarasov,tarasda02,W,2,41,39,95.10%,0,0,59.87
202403170CBJ,WPG,Connor Hellebuyck,helleco01,W,1,31,30,96.80%,0,0,60
202403170CBJ,CBJ,Elvis Merzļikins,merzlel01,L,6,27,21,77.80%,0,0,59.63
202403300CBJ,PIT,Alex Nedeljkovic,nedelal01,O,3,37,34,91.90%,0,0,65
202403300CBJ,CBJ,Elvis Merzļikins,merzlel01,W,3,33,30,90.90%,0,0,64.43
202404010CBJ,COL,Justus Annunen,annunju01,L,3,24,21,87.50%,0,0,58.48
202404010CBJ,COL,Empty Net,,--,1,1,0,0.00%,0,0,0
202404010CBJ,CBJ,Daniil Tarasov,tarasda02,W,1,46,45,97.80%,0,0,60
202404040CBJ,NYI,Ilya Sorokin,sorokil01,W,2,27,25,92.60%,0,0,59.1
202404040CBJ,CBJ,Daniil Tarasov,tarasda02,--,2,15,13,86.70%,0,0,17.88
202404040CBJ,CBJ,Jet Greaves,greavje01,L,1,25,24,96.00%,0,0,39.17
