GameID,Date,Player,PlayerID,Team,Location,Opp,Result,OT/SO,GA,SA,SV,SV%,PIM,TOI
202312200WPG,12/20/2023,Laurent Brossoit,brossla01,WPG,vs,DET,W,,2,28,26,92.90%,0,60
202312310MIN,12/31/2023,Laurent Brossoit,brossla01,WPG,@,MIN,W,,2,26,24,92.30%,0,59.67
202401050ANA,1/5/2024,Laurent Brossoit,brossla01,WPG,@,ANA,W,,1,38,37,97.40%,0,60
202401110WPG,1/11/2024,Laurent Brossoit,brossla01,WPG,vs,CHI,W,,1,21,20,95.20%,0,59.2
202401240TOR,1/24/2024,Laurent Brossoit,brossla01,WPG,@,TOR,L,OT,1,30,29,96.70%,0,64.22
202402080PHI,2/8/2024,Laurent Brossoit,brossla01,WPG,@,PHI,L,,4,21,17,81.00%,0,59.5
202402200WPG,2/20/2024,Laurent Brossoit,brossla01,WPG,vs,MIN,W,,3,39,36,92.30%,0,59.75
202402270WPG,2/27/2024,Laurent Brossoit,brossla01,WPG,vs,STL,W,,2,38,36,94.70%,0,60
202403030BUF,3/3/2024,Laurent Brossoit,brossla01,WPG,@,BUF,W,,2,19,17,89.50%,0,59.82
202403080SEA,3/8/2024,Laurent Brossoit,brossla01,WPG,@,SEA,W,,0,17,17,100.00%,0,60
202403150WPG,3/15/2024,Laurent Brossoit,brossla01,WPG,vs,ANA,W,,0,21,21,100.00%,0,60
202403210NJD,3/21/2024,Laurent Brossoit,brossla01,WPG,@,NJD,L,,3,40,37,92.50%,0,57.22
202403230NYI,3/23/2024,Laurent Brossoit,brossla01,WPG,@,NYI,L,,1,13,12,92.30%,0,30.82
202404010WPG,4/1/2024,Laurent Brossoit,brossla01,WPG,vs,LAK,W,,3,28,25,89.30%,0,60
202404110DAL,4/11/2024,Laurent Brossoit,brossla01,WPG,@,DAL,W,,0,24,24,100.00%,0,60
202404180WPG,4/18/2024,Laurent Brossoit,brossla01,WPG,vs,VAN,W,,2,20,18,90.00%,2,60
202310110VAN,10/11/2023,Jack Campbell,campbja01,EDM,@,VAN,L,,4,16,12,75.00%,0,27.5
202310170NSH,10/17/2023,Jack Campbell,campbja01,EDM,@,NSH,W,,1,44,43,97.70%,0,60
202310190PHI,10/19/2023,Jack Campbell,campbja01,EDM,@,PHI,L,,4,32,28,87.50%,0,60
202310240MIN,10/24/2023,Jack Campbell,campbja01,EDM,@,MIN,L,,6,31,25,80.60%,0,59.28
202311040EDM,11/4/2023,Jack Campbell,campbja01,EDM,vs,NSH,L,,5,34,29,85.30%,0,60
202311040SJS,11/4/2023,Magnus Chrona,chronma01,SJS,vs,PIT,L,,4,17,13,76.50%,0,30.5
202312280SJS,12/28/2023,Magnus Chrona,chronma01,SJS,vs,EDM,L,,4,12,8,66.70%,0,20
202403020DAL,3/2/2024,Magnus Chrona,chronma01,SJS,@,DAL,L,SO,2,38,36,94.70%,0,64.93
202403070SJS,3/7/2024,Magnus Chrona,chronma01,SJS,vs,NYI,L,,7,33,26,78.80%,0,60
202403090SJS,3/9/2024,Magnus Chrona,chronma01,SJS,vs,OTT,W,,1,32,31,96.90%,0,59.92
202403120PHI,3/12/2024,Magnus Chrona,chronma01,SJS,@,PHI,L,,3,41,38,92.70%,0,57.5
202403140PIT,3/14/2024,Magnus Chrona,chronma01,SJS,@,PIT,L,,5,30,25,83.30%,0,59.55
202403160CBJ,3/16/2024,Magnus Chrona,chronma01,SJS,@,CBJ,L,,3,19,16,84.20%,0,58.85
202403190NSH,3/19/2024,Magnus Chrona,chronma01,SJS,@,NSH,L,,8,40,32,80.00%,0,60
202310210BUF,10/21/2023,Eric Comrie,comrier01,BUF,vs,NYI,W,,1,25,24,96.00%,0,60
202310230BUF,10/23/2023,Eric Comrie,comrier01,BUF,vs,MTL,L,,3,27,24,88.90%,0,56.88
202310270NJD,10/27/2023,Eric Comrie,comrier01,BUF,@,NJD,L,,2,18,16,88.90%,0,29.77
202311170WPG,11/17/2023,Eric Comrie,comrier01,BUF,@,WPG,L,,3,18,15,83.30%,0,59.33
202311250NJD,11/25/2023,Eric Comrie,comrier01,BUF,@,NJD,L,,4,17,13,76.50%,0,20
202312020CAR,12/2/2023,Eric Comrie,comrier01,BUF,@,CAR,L,,6,37,31,83.80%,0,59.75
202312050BUF,12/5/2023,Eric Comrie,comrier01,BUF,vs,DET,L,,4,26,22,84.60%,0,58.3
202402150BUF,2/15/2024,Eric Comrie,comrier01,BUF,vs,FLA,L,,3,29,26,89.70%,0,59.08
202403070NSH,3/7/2024,Eric Comrie,comrier01,BUF,@,NSH,L,,4,24,20,83.30%,0,56.78
202404150TBL,4/15/2024,Eric Comrie,comrier01,BUF,@,TBL,W,,2,33,31,93.90%,0,60
202403170CHI,3/17/2024,Devin Cooley,coolede01,SJS,@,CHI,L,,4,30,26,86.70%,0,56.88
202403230SJS,3/23/2024,Devin Cooley,coolede01,SJS,vs,CHI,L,OT,5,31,26,83.90%,0,60.08
202404060SJS,4/6/2024,Devin Cooley,coolede01,SJS,vs,STL,W,OT,2,36,34,94.40%,0,63.77
202404110SEA,4/11/2024,Devin Cooley,coolede01,SJS,@,SEA,W,,1,50,49,98.00%,0,60
202404150EDM,4/15/2024,Devin Cooley,coolede01,SJS,@,EDM,L,,8,22,14,63.60%,0,33.82
202404180CGY,4/18/2024,Devin Cooley,coolede01,SJS,@,CGY,L,,5,23,18,78.30%,0,26.93
202310140LAK,10/14/2023,Pheonix Copley,copleph01,LAK,vs,CAR,L,SO,5,19,14,73.70%,0,64.4
202310240LAK,10/24/2023,Pheonix Copley,copleph01,LAK,vs,ARI,W,,3,27,24,88.90%,0,59.87
202310270ARI,10/27/2023,Pheonix Copley,copleph01,LAK,@,ARI,W,,3,6,3,50.00%,0,8.35
202311090LAK,11/9/2023,Pheonix Copley,copleph01,LAK,vs,PIT,L,OT,4,20,16,80.00%,0,63.75
202311200ARI,11/20/2023,Pheonix Copley,copleph01,LAK,@,ARI,W,,1,31,30,96.80%,0,59.7
202311250LAK,11/25/2023,Pheonix Copley,copleph01,LAK,vs,MTL,W,,0,18,18,100.00%,0,59.67
202312050CBJ,12/5/2023,Pheonix Copley,copleph01,LAK,@,CBJ,W,OT,3,29,26,89.70%,0,60.55
202312100NYR,12/10/2023,Pheonix Copley,copleph01,LAK,@,NYR,L,,4,27,23,85.20%,0,60
202310140STL,10/14/2023,Joey Daccord,daccojo01,SEA,@,STL,L,SO,1,25,24,96.00%,0,65
202310190SEA,10/19/2023,Joey Daccord,daccojo01,SEA,vs,CAR,W,,4,36,32,88.90%,0,59.78
202310240DET,10/24/2023,Joey Daccord,daccojo01,SEA,@,DET,W,OT,4,27,23,85.20%,0,64.6
202310260CAR,10/26/2023,Joey Daccord,daccojo01,SEA,@,CAR,L,OT,3,45,42,93.30%,0,64.83
202310280FLA,10/28/2023,Joey Daccord,daccojo01,SEA,@,FLA,L,,3,37,34,91.90%,0,58.33
202311070ARI,11/7/2023,Joey Daccord,daccojo01,SEA,@,ARI,L,SO,3,27,24,88.90%,0,65
202311110SEA,11/11/2023,Joey Daccord,daccojo01,SEA,vs,EDM,L,,0,9,9,100.00%,0,40
202311130SEA,11/13/2023,Joey Daccord,daccojo01,SEA,vs,COL,L,,5,31,26,83.90%,0,60
202311150EDM,11/15/2023,Joey Daccord,daccojo01,SEA,@,EDM,L,OT,4,31,27,87.10%,0,62.3
202311200SEA,11/20/2023,Joey Daccord,daccojo01,SEA,vs,CGY,L,OT,2,24,22,91.70%,0,43.47
202311220SEA,11/22/2023,Joey Daccord,daccojo01,SEA,vs,SJS,W,,1,14,13,92.90%,0,60
202311240SEA,11/24/2023,Joey Daccord,daccojo01,SEA,vs,VAN,L,,5,27,22,81.50%,0,60
202312020OTT,12/2/2023,Joey Daccord,daccojo01,SEA,@,OTT,L,,2,28,26,92.90%,0,57.28
202312090SEA,12/9/2023,Joey Daccord,daccojo01,SEA,vs,TBL,L,OT,2,7,5,71.40%,0,23.2
202312100SEA,12/10/2023,Joey Daccord,daccojo01,SEA,vs,MIN,L,,2,25,23,92.00%,0,57.42
202312120SEA,12/12/2023,Joey Daccord,daccojo01,SEA,vs,FLA,W,,0,24,24,100.00%,0,60
202312140SEA,12/14/2023,Joey Daccord,daccojo01,SEA,vs,CHI,W,,1,22,21,95.50%,0,60
202312160SEA,12/16/2023,Joey Daccord,daccojo01,SEA,vs,LAK,L,SO,2,38,36,94.70%,0,65
202312180DAL,12/18/2023,Joey Daccord,daccojo01,SEA,@,DAL,L,OT,4,28,24,85.70%,0,61.5
202312200LAK,12/20/2023,Joey Daccord,daccojo01,SEA,@,LAK,W,,1,43,42,97.70%,0,59.83
202312230ANA,12/23/2023,Joey Daccord,daccojo01,SEA,@,ANA,W,,2,34,32,94.10%,0,60
202312290SEA,12/29/2023,Joey Daccord,daccojo01,SEA,vs,PHI,W,OT,1,28,27,96.40%,0,62.22
202401010SEA,1/1/2024,Joey Daccord,daccojo01,SEA,vs,VEG,W,,0,35,35,100.00%,0,60
202401040SEA,1/4/2024,Joey Daccord,daccojo01,SEA,vs,OTT,W,,1,33,32,97.00%,0,60
202401090BUF,1/9/2024,Joey Daccord,daccojo01,SEA,@,BUF,W,,2,38,36,94.70%,0,59.83
202401110WSH,1/11/2024,Joey Daccord,daccojo01,SEA,@,WSH,W,,1,26,25,96.20%,0,60
202401130CBJ,1/13/2024,Joey Daccord,daccojo01,SEA,@,CBJ,W,,4,34,30,88.20%,0,60
202401150PIT,1/15/2024,Joey Daccord,daccojo01,SEA,@,PIT,L,,2,32,30,93.80%,0,59.75
202401180EDM,1/18/2024,Joey Daccord,daccojo01,SEA,@,EDM,L,,4,36,32,88.90%,0,59.45
202401210SEA,1/21/2024,Joey Daccord,daccojo01,SEA,vs,TOR,L,,2,25,23,92.00%,0,59.67
202401240SEA,1/24/2024,Joey Daccord,daccojo01,SEA,vs,CHI,W,,2,34,32,94.10%,0,60
202401260SEA,1/26/2024,Joey Daccord,daccojo01,SEA,vs,STL,L,OT,4,18,14,77.80%,0,63.05
202401280SEA,1/28/2024,Joey Daccord,daccojo01,SEA,vs,CBJ,W,,2,32,30,93.80%,0,60
202401300SJS,1/30/2024,Joey Daccord,daccojo01,SEA,@,SJS,L,,1,21,20,95.20%,0,58.43
202402100PHI,2/10/2024,Joey Daccord,daccojo01,SEA,@,PHI,L,,3,38,35,92.10%,0,58.25
202402120NJD,2/12/2024,Joey Daccord,daccojo01,SEA,@,NJD,L,,3,37,34,91.90%,0,58.15
202402150BOS,2/15/2024,Joey Daccord,daccojo01,SEA,@,BOS,W,,1,37,36,97.30%,0,59.72
202402190SEA,2/19/2024,Joey Daccord,daccojo01,SEA,vs,DET,L,OT,4,32,28,87.50%,0,60.83
202402240SEA,2/24/2024,Joey Daccord,daccojo01,SEA,vs,MIN,L,,4,13,9,69.20%,0,22.15
202403050WPG,3/5/2024,Joey Daccord,daccojo01,SEA,@,WPG,W,,3,33,30,90.90%,0,60
202403080SEA,3/8/2024,Joey Daccord,daccojo01,SEA,vs,WPG,L,,2,31,29,93.50%,0,59.27
202403140SEA,3/14/2024,Joey Daccord,daccojo01,SEA,vs,WSH,L,,2,23,21,91.30%,0,58.55
202403180SEA,3/18/2024,Joey Daccord,daccojo01,SEA,vs,BUF,L,,3,4,1,25.00%,0,5.68
202403220ARI,3/22/2024,Joey Daccord,daccojo01,SEA,@,ARI,L,OT,2,26,24,92.30%,0,64.2
202403240SEA,3/24/2024,Joey Daccord,daccojo01,SEA,vs,MTL,L,,1,11,10,90.90%,0,42
202403260SEA,3/26/2024,Joey Daccord,daccojo01,SEA,vs,ANA,W,,0,12,12,100.00%,0,60
202403300SEA,3/30/2024,Joey Daccord,daccojo01,SEA,vs,DAL,L,,2,29,27,93.10%,0,58.47
202404110SEA,4/11/2024,Joey Daccord,daccojo01,SEA,vs,SJS,L,,3,23,20,87.00%,0,56.85
202404140STL,4/14/2024,Joey Daccord,daccojo01,SEA,@,STL,L,,3,27,24,88.90%,0,58.72
202404180MIN,4/18/2024,Joey Daccord,daccojo01,SEA,@,MIN,W,,3,24,21,87.50%,0,60
202312290OTT,12/29/2023,Nico Daws,dawsni01,NJD,@,OTT,W,,2,27,25,92.60%,0,59.88
202401030WSH,1/3/2024,Nico Daws,dawsni01,NJD,@,WSH,W,,3,26,23,88.50%,0,59.35
202401060NJD,1/6/2024,Nico Daws,dawsni01,NJD,vs,VAN,L,,5,42,37,88.10%,0,58.78
202401130FLA,1/13/2024,Nico Daws,dawsni01,NJD,@,FLA,W,,1,36,35,97.20%,0,60
202401150BOS,1/15/2024,Nico Daws,dawsni01,NJD,@,BOS,L,,2,35,33,94.30%,0,58.08
202401170NJD,1/17/2024,Nico Daws,dawsni01,NJD,vs,MTL,L,,3,25,22,88.00%,0,58.23
202401200NJD,1/20/2024,Nico Daws,dawsni01,NJD,vs,DAL,L,,6,36,30,83.30%,0,59.72
202401250CAR,1/25/2024,Nico Daws,dawsni01,NJD,@,CAR,L,,3,12,9,75.00%,0,23.2
202402120NJD,2/12/2024,Nico Daws,dawsni01,NJD,vs,SEA,W,,1,28,27,96.40%,0,59.73
202402130NSH,2/13/2024,Nico Daws,dawsni01,NJD,@,NSH,W,,2,32,30,93.80%,0,60
202402150NJD,2/15/2024,Nico Daws,dawsni01,NJD,vs,LAK,L,,2,29,27,93.10%,0,58.07
202402170NJD,2/17/2024,Nico Daws,dawsni01,NJD,vs,PHI,W,,3,48,45,93.80%,0,60
202402200WSH,2/20/2024,Nico Daws,dawsni01,NJD,@,WSH,L,,6,26,20,76.90%,0,59.78
202402220NJD,2/22/2024,Nico Daws,dawsni01,NJD,vs,NYR,L,,5,18,13,72.20%,0,59.67
202402240NJD,2/24/2024,Nico Daws,dawsni01,NJD,vs,MTL,W,,3,26,23,88.50%,0,60
202402270SJS,2/27/2024,Nico Daws,dawsni01,NJD,@,SJS,W,,2,31,29,93.50%,0,60
202403010ANA,3/1/2024,Nico Daws,dawsni01,NJD,@,ANA,L,,4,14,10,71.40%,0,39.32
202403030LAK,3/3/2024,Nico Daws,dawsni01,NJD,@,LAK,L,,4,13,9,69.20%,0,32.95
202403070NJD,3/7/2024,Nico Daws,dawsni01,NJD,vs,STL,W,,1,24,23,95.80%,0,60
202403090NJD,3/9/2024,Nico Daws,dawsni01,NJD,vs,CAR,L,,2,24,22,91.70%,0,58.92
202403160ARI,3/16/2024,Nico Daws,dawsni01,NJD,@,ARI,L,,0,16,16,100.00%,0,38.37
202310110VAN,10/11/2023,Thatcher Demko,demkoth01,VAN,vs,EDM,W,,1,22,21,95.50%,0,48.08
202310170PHI,10/17/2023,Thatcher Demko,demkoth01,VAN,@,PHI,L,,2,42,40,95.20%,0,57.5
202310190TBL,10/19/2023,Thatcher Demko,demkoth01,VAN,@,TBL,L,,4,36,32,88.90%,0,57.73
202310240NSH,10/24/2023,Thatcher Demko,demkoth01,VAN,@,NSH,W,,2,18,16,88.90%,0,60
202310270VAN,10/27/2023,Thatcher Demko,demkoth01,VAN,vs,STL,W,,0,22,22,100.00%,0,60
202310310VAN,10/31/2023,Thatcher Demko,demkoth01,VAN,vs,NSH,W,,2,29,27,93.10%,0,59.73
202311020SJS,11/2/2023,Thatcher Demko,demkoth01,VAN,@,SJS,W,,1,31,30,96.80%,0,60
202311040VAN,11/4/2023,Thatcher Demko,demkoth01,VAN,vs,DAL,W,,0,27,27,100.00%,0,60
202311060VAN,11/6/2023,Thatcher Demko,demkoth01,VAN,vs,EDM,W,,2,43,41,95.30%,0,60
202311110TOR,11/11/2023,Thatcher Demko,demkoth01,VAN,@,TOR,L,,5,22,17,77.30%,0,60
202311150VAN,11/15/2023,Thatcher Demko,demkoth01,VAN,vs,NYI,W,OT,3,33,30,90.90%,0,62.52
202311180VAN,11/18/2023,Thatcher Demko,demkoth01,VAN,vs,SEA,L,,4,26,22,84.60%,0,57.42
202311200VAN,11/20/2023,Thatcher Demko,demkoth01,VAN,vs,SJS,W,,1,28,27,96.40%,0,60
202311220COL,11/22/2023,Thatcher Demko,demkoth01,VAN,@,COL,L,,4,24,20,83.30%,0,59.42
202311240SEA,11/24/2023,Thatcher Demko,demkoth01,VAN,@,SEA,W,,1,24,23,95.80%,0,60
202311280VAN,11/28/2023,Thatcher Demko,demkoth01,VAN,vs,ANA,W,,1,31,30,96.80%,0,60
202311300VAN,11/30/2023,Thatcher Demko,demkoth01,VAN,vs,VEG,L,,4,44,40,90.90%,0,60
202312020CGY,12/2/2023,Thatcher Demko,demkoth01,VAN,@,CGY,W,,3,24,21,87.50%,0,60
202312050VAN,12/5/2023,Thatcher Demko,demkoth01,VAN,vs,NJD,L,,6,32,26,81.30%,0,59.43
202312090VAN,12/9/2023,Thatcher Demko,demkoth01,VAN,vs,CAR,W,,3,24,21,87.50%,0,59.77
202312120VAN,12/12/2023,Thatcher Demko,demkoth01,VAN,vs,TBL,W,,1,29,28,96.60%,0,60
202312140VAN,12/14/2023,Thatcher Demko,demkoth01,VAN,vs,FLA,W,,0,36,36,100.00%,0,60
202312170CHI,12/17/2023,Thatcher Demko,demkoth01,VAN,@,CHI,W,,3,28,25,89.30%,0,60
202312210DAL,12/21/2023,Thatcher Demko,demkoth01,VAN,@,DAL,L,OT,4,36,32,88.90%,0,64.83
202312230VAN,12/23/2023,Thatcher Demko,demkoth01,VAN,vs,SJS,W,,4,25,21,84.00%,0,60
202401020VAN,1/2/2024,Thatcher Demko,demkoth01,VAN,vs,OTT,W,,3,38,35,92.10%,0,60
202401040STL,1/4/2024,Thatcher Demko,demkoth01,VAN,@,STL,L,,2,32,30,93.80%,0,56.72
202401060NJD,1/6/2024,Thatcher Demko,demkoth01,VAN,@,NJD,W,,4,25,21,84.00%,0,60
202401080NYR,1/8/2024,Thatcher Demko,demkoth01,VAN,@,NYR,W,,3,42,39,92.90%,0,60
202401110PIT,1/11/2024,Thatcher Demko,demkoth01,VAN,@,PIT,W,OT,3,35,32,91.40%,0,62.93
202401130BUF,1/13/2024,Thatcher Demko,demkoth01,VAN,@,BUF,W,,0,26,26,100.00%,0,60
202401180VAN,1/18/2024,Thatcher Demko,demkoth01,VAN,vs,ARI,W,,1,21,20,95.20%,0,60
202401200VAN,1/20/2024,Thatcher Demko,demkoth01,VAN,vs,TOR,W,,4,46,42,91.30%,0,59.37
202401220VAN,1/22/2024,Thatcher Demko,demkoth01,VAN,vs,CHI,W,,0,31,31,100.00%,0,59.43
202401270VAN,1/27/2024,Thatcher Demko,demkoth01,VAN,vs,CBJ,W,OT,4,29,25,86.20%,0,63.93
202402060CAR,2/6/2024,Thatcher Demko,demkoth01,VAN,@,CAR,W,,2,24,22,91.70%,0,60
202402080BOS,2/8/2024,Thatcher Demko,demkoth01,VAN,@,BOS,L,,4,24,20,83.30%,0,60
202402110WSH,2/11/2024,Thatcher Demko,demkoth01,VAN,@,WSH,W,OT,2,33,31,93.90%,0,64.92
202402130CHI,2/13/2024,Thatcher Demko,demkoth01,VAN,@,CHI,W,,2,24,22,91.70%,0,59.63
202402150VAN,2/15/2024,Thatcher Demko,demkoth01,VAN,vs,DET,W,,1,28,27,96.40%,0,59.6
202402170VAN,2/17/2024,Thatcher Demko,demkoth01,VAN,vs,WPG,L,,4,28,24,85.70%,0,56.65
202402200COL,2/20/2024,Thatcher Demko,demkoth01,VAN,@,COL,L,,2,26,24,92.30%,0,59.28
202402220SEA,2/22/2024,Thatcher Demko,demkoth01,VAN,@,SEA,L,,4,30,26,86.70%,0,57.87
202402240VAN,2/24/2024,Thatcher Demko,demkoth01,VAN,vs,BOS,W,OT,2,25,23,92.00%,0,60.87
202402270VAN,2/27/2024,Thatcher Demko,demkoth01,VAN,vs,PIT,L,OT,4,40,36,90.00%,0,60.75
202402290VAN,2/29/2024,Thatcher Demko,demkoth01,VAN,vs,LAK,L,,5,20,15,75.00%,0,60
202403050LAK,3/5/2024,Thatcher Demko,demkoth01,VAN,@,LAK,W,OT,1,24,23,95.80%,0,61.1
202403070VEG,3/7/2024,Thatcher Demko,demkoth01,VAN,@,VEG,W,,1,28,27,96.40%,0,60
202403090VAN,3/9/2024,Thatcher Demko,demkoth01,VAN,vs,WPG,W,,0,12,12,100.00%,0,26.67
202404160VAN,4/16/2024,Thatcher Demko,demkoth01,VAN,vs,CGY,W,,1,40,39,97.50%,0,60
202404180WPG,4/18/2024,Thatcher Demko,demkoth01,VAN,@,WPG,L,,3,25,22,88.00%,0,59.73
202310110VAN,10/11/2023,Casey DeSmith,desmica01,VAN,vs,EDM,W,,0,5,5,100.00%,0,11.77
202310140EDM,10/14/2023,Casey DeSmith,desmica01,VAN,@,EDM,W,,3,40,37,92.50%,0,60
202310210FLA,10/21/2023,Casey DeSmith,desmica01,VAN,@,FLA,W,,3,36,33,91.70%,0,60
202310280VAN,10/28/2023,Casey DeSmith,desmica01,VAN,vs,NYR,L,OT,4,24,20,83.30%,0,63.8
202311090OTT,11/9/2023,Casey DeSmith,desmica01,VAN,@,OTT,W,,2,30,28,93.30%,0,59.38
202311120MTL,11/12/2023,Casey DeSmith,desmica01,VAN,@,MTL,W,,2,32,30,93.80%,0,59.55
202311160CGY,11/16/2023,Casey DeSmith,desmica01,VAN,@,CGY,L,,4,38,34,89.50%,0,59.27
202311250SJS,11/25/2023,Casey DeSmith,desmica01,VAN,@,SJS,L,,4,22,18,81.80%,0,57.15
202312070VAN,12/7/2023,Casey DeSmith,desmica01,VAN,vs,MIN,W,,0,26,26,100.00%,0,59.43
202312160MIN,12/16/2023,Casey DeSmith,desmica01,VAN,@,MIN,L,SO,1,31,30,96.80%,0,65
202312190NSH,12/19/2023,Casey DeSmith,desmica01,VAN,@,NSH,W,,2,28,26,92.90%,0,60
202312280VAN,12/28/2023,Casey DeSmith,desmica01,VAN,vs,PHI,L,,4,25,21,84.00%,0,60
202401090NYI,1/9/2024,Casey DeSmith,desmica01,VAN,@,NYI,W,,2,20,18,90.00%,0,59.58
202401150CBJ,1/15/2024,Casey DeSmith,desmica01,VAN,@,CBJ,L,SO,3,43,40,93.00%,0,65
202401240VAN,1/24/2024,Casey DeSmith,desmica01,VAN,vs,STL,L,OT,4,18,14,77.80%,0,60.68
202402100DET,2/10/2024,Casey DeSmith,desmica01,VAN,@,DET,L,OT,4,28,24,85.70%,0,60.3
202402190MIN,2/19/2024,Casey DeSmith,desmica01,VAN,@,MIN,L,,8,25,17,68.00%,0,58.17
202403030ANA,3/3/2024,Casey DeSmith,desmica01,VAN,@,ANA,W,,1,18,17,94.40%,0,59.95
202403090VAN,3/9/2024,Casey DeSmith,desmica01,VAN,vs,WPG,W,,0,10,10,100.00%,0,33.02
202403130VAN,3/13/2024,Casey DeSmith,desmica01,VAN,vs,COL,L,OT,4,34,30,88.20%,0,60.5
202403160VAN,3/16/2024,Casey DeSmith,desmica01,VAN,vs,WSH,L,,2,24,22,91.70%,0,58.02
202403190VAN,3/19/2024,Casey DeSmith,desmica01,VAN,vs,BUF,W,,2,17,15,88.20%,0,59.13
202403210VAN,3/21/2024,Casey DeSmith,desmica01,VAN,vs,MTL,W,,1,17,16,94.10%,0,60
202403230VAN,3/23/2024,Casey DeSmith,desmica01,VAN,vs,CGY,W,,2,24,22,91.70%,0,60
202403250VAN,3/25/2024,Casey DeSmith,desmica01,VAN,vs,LAK,L,,3,19,16,84.20%,0,56.32
202403280VAN,3/28/2024,Casey DeSmith,desmica01,VAN,vs,DAL,L,,2,33,31,93.90%,0,57.47
202404020VEG,4/2/2024,Casey DeSmith,desmica01,VAN,@,VEG,L,,6,30,24,80.00%,0,60
202404060LAK,4/6/2024,Casey DeSmith,desmica01,VAN,@,LAK,L,,6,29,23,79.30%,0,60
202404130EDM,4/13/2024,Casey DeSmith,desmica01,VAN,@,EDM,W,,1,33,32,97.00%,0,60
202311090NYR,11/9/2023,Louis Domingue,dominlo01,NYR,vs,MIN,W,,1,26,25,96.20%,0,60
202310150ANA,10/15/2023,Lukáš Dostál,dostalu01,ANA,vs,CAR,W,,3,35,32,91.40%,0,59.65
202310210ARI,10/21/2023,Lukáš Dostál,dostalu01,ANA,@,ARI,L,,2,27,25,92.60%,0,57.87
202310240CBJ,10/24/2023,Lukáš Dostál,dostalu01,ANA,@,CBJ,W,OT,2,37,35,94.60%,0,62.33
202310280PHI,10/28/2023,Lukáš Dostál,dostalu01,ANA,@,PHI,W,,4,30,26,86.70%,0,59.73
202310300PIT,10/30/2023,Lukáš Dostál,dostalu01,ANA,@,PIT,W,,2,35,33,94.30%,0,40
202311010ANA,11/1/2023,Lukáš Dostál,dostalu01,ANA,vs,ARI,W,OT,3,35,32,91.40%,0,63.45
202311100ANA,11/10/2023,Lukáš Dostál,dostalu01,ANA,vs,PHI,L,,5,35,30,85.70%,2,57.5
202311150COL,11/15/2023,Lukáš Dostál,dostalu01,ANA,@,COL,L,,8,38,30,78.90%,0,60
202311260EDM,11/26/2023,Lukáš Dostál,dostalu01,ANA,@,EDM,L,,6,16,10,62.50%,0,27.33
202312070CHI,12/7/2023,Lukáš Dostál,dostalu01,ANA,@,CHI,L,,1,25,24,96.00%,0,58.38
202312150NYR,12/15/2023,Lukáš Dostál,dostalu01,ANA,@,NYR,L,,5,39,34,87.20%,0,59.45
202312170NJD,12/17/2023,Lukáš Dostál,dostalu01,ANA,@,NJD,W,,0,10,10,100.00%,0,20
202312180DET,12/18/2023,Lukáš Dostál,dostalu01,ANA,@,DET,W,,3,32,29,90.60%,2,60
202312210ANA,12/21/2023,Lukáš Dostál,dostalu01,ANA,vs,CGY,L,,2,43,41,95.30%,0,59.3
202312230ANA,12/23/2023,Lukáš Dostál,dostalu01,ANA,vs,SEA,L,,3,22,19,86.40%,0,59.65
202401030ANA,1/3/2024,Lukáš Dostál,dostalu01,ANA,vs,TOR,L,OT,2,57,55,96.50%,0,62.2
202401070ANA,1/7/2024,Lukáš Dostál,dostalu01,ANA,vs,DET,L,,3,28,25,89.30%,0,59.1
202401090NSH,1/9/2024,Lukáš Dostál,dostalu01,ANA,@,NSH,W,,3,42,39,92.90%,0,59.55
202401110CAR,1/11/2024,Lukáš Dostál,dostalu01,ANA,@,CAR,L,,1,9,8,88.90%,0,20
202401130TBL,1/13/2024,Lukáš Dostál,dostalu01,ANA,@,TBL,L,,5,41,36,87.80%,0,60
202401210ANA,1/21/2024,Lukáš Dostál,dostalu01,ANA,vs,NYR,L,,4,32,28,87.50%,0,58.57
202401270MIN,1/27/2024,Lukáš Dostál,dostalu01,ANA,@,MIN,W,,2,37,35,94.60%,0,60
202402090ANA,2/9/2024,Lukáš Dostál,dostalu01,ANA,vs,EDM,L,,2,10,8,80.00%,0,19.25
202402130MTL,2/13/2024,Lukáš Dostál,dostalu01,ANA,@,MTL,L,,5,38,33,86.80%,0,60
202402150OTT,2/15/2024,Lukáš Dostál,dostalu01,ANA,@,OTT,W,,1,19,18,94.70%,0,20
202402170TOR,2/17/2024,Lukáš Dostál,dostalu01,ANA,@,TOR,L,,4,18,14,77.80%,0,20
202402250ANA,2/25/2024,Lukáš Dostál,dostalu01,ANA,vs,NSH,L,,3,28,25,89.30%,0,57.38
202403010ANA,3/1/2024,Lukáš Dostál,dostalu01,ANA,vs,NJD,W,,3,55,52,94.50%,0,60
202403030ANA,3/3/2024,Lukáš Dostál,dostalu01,ANA,vs,VAN,L,,2,31,29,93.50%,0,58.95
202403060ANA,3/6/2024,Lukáš Dostál,dostalu01,ANA,vs,OTT,W,,1,30,29,96.70%,0,59.68
202403100ANA,3/10/2024,Lukáš Dostál,dostalu01,ANA,vs,NYI,L,,6,19,13,68.40%,2,58.82
202403120CHI,3/12/2024,Lukáš Dostál,dostalu01,ANA,@,CHI,L,,1,5,4,80.00%,0,10.7
202403140MIN,3/14/2024,Lukáš Dostál,dostalu01,ANA,@,MIN,L,,2,31,29,93.50%,0,57.48
