GameID,Date,Away,AwayID,AwayG,Home,HomeID,HomeG,OT/SO
202402290TOR,"February 29, 2024",Arizona Coyotes,ARI,2,Toronto Maple Leafs,TOR,4,
202402290VAN,"February 29, 2024",Los Angeles Kings,LAK,5,Vancouver Canucks,VAN,1,
202403010ANA,"March 01, 2024",New Jersey Devils,NJD,3,Anaheim Ducks,ANA,4,
202403010OTT,"March 01, 2024",Arizona Coyotes,ARI,5,Ottawa Senators,OTT,3,
202403010WSH,"March 01, 2024",Philadelphia Flyers,PHI,2,Washington Capitals,WSH,5,
202403020BUF,"March 02, 2024",Vegas Golden Knights,VEG,2,Buffalo Sabres,BUF,7,
202403020CAR,"March 02, 2024",Winnipeg Jets,WPG,5,Carolina Hurricanes,CAR,3,
202403020CGY,"March 02, 2024",Pittsburgh Penguins,PIT,3,Calgary Flames,CGY,4,
202403020CHI,"March 02, 2024",Columbus Blue Jackets,CBJ,5,Chicago Blackhawks,CHI,2,
202403020DAL,"March 02, 2024",San Jose Sharks,SJS,2,Dallas Stars,DAL,2,SO
202403020DET,"March 02, 2024",Florida Panthers,FLA,4,Detroit Red Wings,DET,0,
202403020NSH,"March 02, 2024",Colorado Avalanche,COL,1,Nashville Predators,NSH,5,
202403020NYI,"March 02, 2024",Boston Bruins,BOS,1,New York Islanders,NYI,5,
202403020PHI,"March 02, 2024",Ottawa Senators,OTT,2,Philadelphia Flyers,PHI,4,
202403020SEA,"March 02, 2024",Edmonton Oilers,EDM,2,Seattle Kraken,SEA,1,
202403020STL,"March 02, 2024",Minnesota Wild,MIN,1,St. Louis Blues,STL,3,
202403020TBL,"March 02, 2024",Montreal Canadiens,MTL,3,Tampa Bay Lightning,TBL,3,SO
202403020TOR,"March 02, 2024",New York Rangers,NYR,3,Toronto Maple Leafs,TOR,3,SO
202403030ANA,"March 03, 2024",Vancouver Canucks,VAN,2,Anaheim Ducks,ANA,1,
202403030BUF,"March 03, 2024",Winnipeg Jets,WPG,5,Buffalo Sabres,BUF,2,
202403030EDM,"March 03, 2024",Pittsburgh Penguins,PIT,1,Edmonton Oilers,EDM,6,
202403030LAK,"March 03, 2024",New Jersey Devils,NJD,1,Los Angeles Kings,LAK,5,
202403030MIN,"March 03, 2024",San Jose Sharks,SJS,3,Minnesota Wild,MIN,4,
202403030WSH,"March 03, 2024",Arizona Coyotes,ARI,5,Washington Capitals,WSH,2,
202403040CBJ,"March 04, 2024",Vegas Golden Knights,VEG,3,Columbus Blue Jackets,CBJ,6,
202403040CGY,"March 04, 2024",Seattle Kraken,SEA,4,Calgary Flames,CGY,2,
202403040COL,"March 04, 2024",Chicago Blackhawks,CHI,0,Colorado Avalanche,COL,5,
202403040NYR,"March 04, 2024",Florida Panthers,FLA,4,New York Rangers,NYR,2,
202403040PHI,"March 04, 2024",St. Louis Blues,STL,1,Philadelphia Flyers,PHI,1,SO
202403040TOR,"March 04, 2024",Boston Bruins,BOS,4,Toronto Maple Leafs,TOR,1,
202403050ARI,"March 05, 2024",Chicago Blackhawks,CHI,5,Arizona Coyotes,ARI,2,
202403050BOS,"March 05, 2024",Edmonton Oilers,EDM,2,Boston Bruins,BOS,1,OT
202403050LAK,"March 05, 2024",Vancouver Canucks,VAN,2,Los Angeles Kings,LAK,1,OT
202403050NJD,"March 05, 2024",Florida Panthers,FLA,5,New Jersey Devils,NJD,3,
202403050NSH,"March 05, 2024",Montreal Canadiens,MTL,4,Nashville Predators,NSH,3,OT
202403050NYI,"March 05, 2024",St. Louis Blues,STL,2,New York Islanders,NYI,4,
202403050PIT,"March 05, 2024",Columbus Blue Jackets,CBJ,3,Pittsburgh Penguins,PIT,5,
202403050SJS,"March 05, 2024",Dallas Stars,DAL,7,San Jose Sharks,SJS,6,OT
202403050WPG,"March 05, 2024",Seattle Kraken,SEA,4,Winnipeg Jets,WPG,3,
202403060ANA,"March 06, 2024",Ottawa Senators,OTT,1,Anaheim Ducks,ANA,2,
202403060COL,"March 06, 2024",Detroit Red Wings,DET,2,Colorado Avalanche,COL,7,
202403060TOR,"March 06, 2024",Buffalo Sabres,BUF,1,Toronto Maple Leafs,TOR,2,OT
202403070ARI,"March 07, 2024",Minnesota Wild,MIN,5,Arizona Coyotes,ARI,2,
202403070BOS,"March 07, 2024",Toronto Maple Leafs,TOR,1,Boston Bruins,BOS,4,
202403070CAR,"March 07, 2024",Montreal Canadiens,MTL,1,Carolina Hurricanes,CAR,4,
202403070CBJ,"March 07, 2024",Edmonton Oilers,EDM,2,Columbus Blue Jackets,CBJ,4,
202403070FLA,"March 07, 2024",Philadelphia Flyers,PHI,2,Florida Panthers,FLA,1,
202403070LAK,"March 07, 2024",Ottawa Senators,OTT,3,Los Angeles Kings,LAK,4,OT
202403070NJD,"March 07, 2024",St. Louis Blues,STL,1,New Jersey Devils,NJD,4,
202403070NSH,"March 07, 2024",Buffalo Sabres,BUF,2,Nashville Predators,NSH,4,
202403070PIT,"March 07, 2024",Washington Capitals,WSH,6,Pittsburgh Penguins,PIT,0,
202403070SJS,"March 07, 2024",New York Islanders,NYI,7,San Jose Sharks,SJS,2,
202403070TBL,"March 07, 2024",Calgary Flames,CGY,6,Tampa Bay Lightning,TBL,3,
202403070VEG,"March 07, 2024",Vancouver Canucks,VAN,3,Vegas Golden Knights,VEG,1,
202403080ANA,"March 08, 2024",Dallas Stars,DAL,6,Anaheim Ducks,ANA,2,
202403080ARI,"March 08, 2024",Detroit Red Wings,DET,0,Arizona Coyotes,ARI,4,
202403080COL,"March 08, 2024",Minnesota Wild,MIN,1,Colorado Avalanche,COL,2,OT
202403080SEA,"March 08, 2024",Winnipeg Jets,WPG,3,Seattle Kraken,SEA,0,
202403090BOS,"March 09, 2024",Pittsburgh Penguins,PIT,1,Boston Bruins,BOS,5,
202403090BUF,"March 09, 2024",Edmonton Oilers,EDM,2,Buffalo Sabres,BUF,2,SO
202403090CBJ,"March 09, 2024",Nashville Predators,NSH,2,Columbus Blue Jackets,CBJ,1,
202403090FLA,"March 09, 2024",Calgary Flames,CGY,1,Florida Panthers,FLA,5,
202403090LAK,"March 09, 2024",Dallas Stars,DAL,4,Los Angeles Kings,LAK,1,
202403090MTL,"March 09, 2024",Toronto Maple Leafs,TOR,3,Montreal Canadiens,MTL,2,
202403090NJD,"March 09, 2024",Carolina Hurricanes,CAR,4,New Jersey Devils,NJD,2,
202403090NYR,"March 09, 2024",St. Louis Blues,STL,0,New York Rangers,NYR,4,
202403090SJS,"March 09, 2024",Ottawa Senators,OTT,1,San Jose Sharks,SJS,2,
202403090TBL,"March 09, 2024",Philadelphia Flyers,PHI,0,Tampa Bay Lightning,TBL,7,
202403090VAN,"March 09, 2024",Winnipeg Jets,WPG,0,Vancouver Canucks,VAN,5,
202403090VEG,"March 09, 2024",Detroit Red Wings,DET,3,Vegas Golden Knights,VEG,5,
202403090WSH,"March 09, 2024",Chicago Blackhawks,CHI,1,Washington Capitals,WSH,4,
202403100ANA,"March 10, 2024",New York Islanders,NYI,6,Anaheim Ducks,ANA,1,
202403100CAR,"March 10, 2024",Calgary Flames,CGY,2,Carolina Hurricanes,CAR,7,
202403100CHI,"March 10, 2024",Arizona Coyotes,ARI,4,Chicago Blackhawks,CHI,7,
202403100MIN,"March 10, 2024",Nashville Predators,NSH,3,Minnesota Wild,MIN,4,OT
202403100PIT,"March 10, 2024",Edmonton Oilers,EDM,4,Pittsburgh Penguins,PIT,0,
202403110BOS,"March 11, 2024",St. Louis Blues,STL,5,Boston Bruins,BOS,1,
202403110LAK,"March 11, 2024",New York Islanders,NYI,0,Los Angeles Kings,LAK,3,
202403110NYR,"March 11, 2024",New Jersey Devils,NJD,1,New York Rangers,NYR,3,
202403110WPG,"March 11, 2024",Washington Capitals,WSH,0,Winnipeg Jets,WPG,3,
202403120BUF,"March 12, 2024",Detroit Red Wings,DET,3,Buffalo Sabres,BUF,7,
202403120CAR,"March 12, 2024",New York Rangers,NYR,1,Carolina Hurricanes,CAR,0,
202403120CGY,"March 12, 2024",Colorado Avalanche,COL,6,Calgary Flames,CGY,2,
202403120CHI,"March 12, 2024",Anaheim Ducks,ANA,2,Chicago Blackhawks,CHI,7,
202403120DAL,"March 12, 2024",Florida Panthers,FLA,4,Dallas Stars,DAL,3,
202403120MIN,"March 12, 2024",Arizona Coyotes,ARI,1,Minnesota Wild,MIN,4,
202403120MTL,"March 12, 2024",Columbus Blue Jackets,CBJ,0,Montreal Canadiens,MTL,3,
202403120OTT,"March 12, 2024",Pittsburgh Penguins,PIT,1,Ottawa Senators,OTT,2,OT
202403120PHI,"March 12, 2024",San Jose Sharks,SJS,2,Philadelphia Flyers,PHI,3,
202403120SEA,"March 12, 2024",Vegas Golden Knights,VEG,5,Seattle Kraken,SEA,4,OT
202403130EDM,"March 13, 2024",Washington Capitals,WSH,2,Edmonton Oilers,EDM,7,
202403130STL,"March 13, 2024",Los Angeles Kings,LAK,1,St. Louis Blues,STL,3,
202403130VAN,"March 13, 2024",Colorado Avalanche,COL,4,Vancouver Canucks,VAN,3,OT
202403130WPG,"March 13, 2024",Nashville Predators,NSH,4,Winnipeg Jets,WPG,2,
202403140BUF,"March 14, 2024",New York Islanders,NYI,0,Buffalo Sabres,BUF,4,
202403140CAR,"March 14, 2024",Florida Panthers,FLA,0,Carolina Hurricanes,CAR,4,
202403140CBJ,"March 14, 2024",Ottawa Senators,OTT,2,Columbus Blue Jackets,CBJ,2,SO
202403140CGY,"March 14, 2024",Vegas Golden Knights,VEG,1,Calgary Flames,CGY,4,
202403140DAL,"March 14, 2024",New Jersey Devils,NJD,6,Dallas Stars,DAL,2,
202403140DET,"March 14, 2024",Arizona Coyotes,ARI,4,Detroit Red Wings,DET,1,
202403140MIN,"March 14, 2024",Anaheim Ducks,ANA,0,Minnesota Wild,MIN,2,
202403140MTL,"March 14, 2024",Boston Bruins,BOS,2,Montreal Canadiens,MTL,1,OT
202403140PHI,"March 14, 2024",Toronto Maple Leafs,TOR,6,Philadelphia Flyers,PHI,2,
202403140PIT,"March 14, 2024",San Jose Sharks,SJS,3,Pittsburgh Penguins,PIT,6,
202403140SEA,"March 14, 2024",Washington Capitals,WSH,2,Seattle Kraken,SEA,1,
202403140TBL,"March 14, 2024",New York Rangers,NYR,3,Tampa Bay Lightning,TBL,6,
202403150CHI,"March 15, 2024",Los Angeles Kings,LAK,5,Chicago Blackhawks,CHI,0,
202403150WPG,"March 15, 2024",Anaheim Ducks,ANA,0,Winnipeg Jets,WPG,6,
202403160ARI,"March 16, 2024",New Jersey Devils,NJD,1,Arizona Coyotes,ARI,4,
202403160BOS,"March 16, 2024",Philadelphia Flyers,PHI,5,Boston Bruins,BOS,6,
202403160CBJ,"March 16, 2024",San Jose Sharks,SJS,2,Columbus Blue Jackets,CBJ,4,
202403160CGY,"March 16, 2024",Montreal Canadiens,MTL,2,Calgary Flames,CGY,5,
202403160DAL,"March 16, 2024",Los Angeles Kings,LAK,1,Dallas Stars,DAL,4,
202403160DET,"March 16, 2024",Buffalo Sabres,BUF,1,Detroit Red Wings,DET,4,
202403160EDM,"March 16, 2024",Colorado Avalanche,COL,3,Edmonton Oilers,EDM,2,OT
202403160FLA,"March 16, 2024",Tampa Bay Lightning,TBL,5,Florida Panthers,FLA,3,
202403160NYI,"March 16, 2024",Ottawa Senators,OTT,4,New York Islanders,NYI,3,OT
202403160PIT,"March 16, 2024",New York Rangers,NYR,7,Pittsburgh Penguins,PIT,4,
202403160SEA,"March 16, 2024",Nashville Predators,NSH,4,Seattle Kraken,SEA,1,
202403160STL,"March 16, 2024",Minnesota Wild,MIN,2,St. Louis Blues,STL,2,SO
202403160TOR,"March 16, 2024",Carolina Hurricanes,CAR,4,Toronto Maple Leafs,TOR,4,SO
202403160VAN,"March 16, 2024",Washington Capitals,WSH,2,Vancouver Canucks,VAN,1,
202403170CBJ,"March 17, 2024",Winnipeg Jets,WPG,6,Columbus Blue Jackets,CBJ,1,
202403170CHI,"March 17, 2024",San Jose Sharks,SJS,2,Chicago Blackhawks,CHI,5,
202403170NYR,"March 17, 2024",New York Islanders,NYI,2,New York Rangers,NYR,5,
202403170OTT,"March 17, 2024",Carolina Hurricanes,CAR,7,Ottawa Senators,OTT,2,
202403170PIT,"March 17, 2024",Detroit Red Wings,DET,3,Pittsburgh Penguins,PIT,6,
202403170STL,"March 17, 2024",Anaheim Ducks,ANA,2,St. Louis Blues,STL,4,
202403170VEG,"March 17, 2024",New Jersey Devils,NJD,1,Vegas Golden Knights,VEG,3,
202403180CGY,"March 18, 2024",Washington Capitals,WSH,5,Calgary Flames,CGY,2,
202403180SEA,"March 18, 2024",Buffalo Sabres,BUF,6,Seattle Kraken,SEA,2,
202403190ANA,"March 19, 2024",Minnesota Wild,MIN,4,Anaheim Ducks,ANA,0,
202403190BOS,"March 19, 2024",Ottawa Senators,OTT,2,Boston Bruins,BOS,6,
202403190DET,"March 19, 2024",Columbus Blue Jackets,CBJ,3,Detroit Red Wings,DET,4,OT
202403190EDM,"March 19, 2024",Montreal Canadiens,MTL,2,Edmonton Oilers,EDM,3,OT
202403190LAK,"March 19, 2024",Chicago Blackhawks,CHI,2,Los Angeles Kings,LAK,6,
202403190NJD,"March 19, 2024",Pittsburgh Penguins,PIT,2,New Jersey Devils,NJD,5,
202403190NSH,"March 19, 2024",San Jose Sharks,SJS,2,Nashville Predators,NSH,8,
202403190NYI,"March 19, 2024",Carolina Hurricanes,CAR,4,New York Islanders,NYI,1,
202403190NYR,"March 19, 2024",Winnipeg Jets,WPG,4,New York Rangers,NYR,2,
202403190PHI,"March 19, 2024",Toronto Maple Leafs,TOR,3,Philadelphia Flyers,PHI,4,
202403190STL,"March 19, 2024",Colorado Avalanche,COL,4,St. Louis Blues,STL,3,
202403190VAN,"March 19, 2024",Buffalo Sabres,BUF,2,Vancouver Canucks,VAN,3,
202403190VEG,"March 19, 2024",Tampa Bay Lightning,TBL,5,Vegas Golden Knights,VEG,3,
202403200DAL,"March 20, 2024",Arizona Coyotes,ARI,2,Dallas Stars,DAL,5,
202403200LAK,"March 20, 2024",Minnesota Wild,MIN,0,Los Angeles Kings,LAK,6,
202403200WSH,"March 20, 2024",Toronto Maple Leafs,TOR,7,Washington Capitals,WSH,3,
202403210ANA,"March 21, 2024",Chicago Blackhawks,CHI,0,Anaheim Ducks,ANA,4,
202403210BOS,"March 21, 2024",New York Rangers,NYR,5,Boston Bruins,BOS,2,
202403210CAR,"March 21, 2024",Philadelphia Flyers,PHI,2,Carolina Hurricanes,CAR,3,OT
202403210DET,"March 21, 2024",New York Islanders,NYI,3,Detroit Red Wings,DET,6,
202403210EDM,"March 21, 2024",Buffalo Sabres,BUF,3,Edmonton Oilers,EDM,8,
202403210FLA,"March 21, 2024",Nashville Predators,NSH,3,Florida Panthers,FLA,0,
202403210NJD,"March 21, 2024",Winnipeg Jets,WPG,1,New Jersey Devils,NJD,4,
202403210OTT,"March 21, 2024",St. Louis Blues,STL,5,Ottawa Senators,OTT,2,
202403210SJS,"March 21, 2024",Tampa Bay Lightning,TBL,4,San Jose Sharks,SJS,1,
202403210VAN,"March 21, 2024",Montreal Canadiens,MTL,1,Vancouver Canucks,VAN,4,
202403210VEG,"March 21, 2024",Seattle Kraken,SEA,1,Vegas Golden Knights,VEG,3,
202403220ARI,"March 22, 2024",Seattle Kraken,SEA,1,Arizona Coyotes,ARI,2,OT
202403220COL,"March 22, 2024",Columbus Blue Jackets,CBJ,1,Colorado Avalanche,COL,6,
202403220DAL,"March 22, 2024",Pittsburgh Penguins,PIT,2,Dallas Stars,DAL,4,
202403220WSH,"March 22, 2024",Carolina Hurricanes,CAR,6,Washington Capitals,WSH,6,SO
202403230LAK,"March 23, 2024",Tampa Bay Lightning,TBL,3,Los Angeles Kings,LAK,4,OT
202403230MIN,"March 23, 2024",St. Louis Blues,STL,5,Minnesota Wild,MIN,4,OT
202403230NJD,"March 23, 2024",Ottawa Senators,OTT,5,New Jersey Devils,NJD,2,
202403230NSH,"March 23, 2024",Detroit Red Wings,DET,0,Nashville Predators,NSH,1,
202403230NYI,"March 23, 2024",Winnipeg Jets,WPG,3,New York Islanders,NYI,6,
202403230NYR,"March 23, 2024",Florida Panthers,FLA,3,New York Rangers,NYR,3,SO
202403230PHI,"March 23, 2024",Boston Bruins,BOS,2,Philadelphia Flyers,PHI,3,
202403230SJS,"March 23, 2024",Chicago Blackhawks,CHI,5,San Jose Sharks,SJS,4,OT
202403230TOR,"March 23, 2024",Edmonton Oilers,EDM,3,Toronto Maple Leafs,TOR,6,
202403230VAN,"March 23, 2024",Calgary Flames,CGY,2,Vancouver Canucks,VAN,4,
202403230VEG,"March 23, 2024",Columbus Blue Jackets,CBJ,2,Vegas Golden Knights,VEG,4,
202403240ANA,"March 24, 2024",Tampa Bay Lightning,TBL,3,Anaheim Ducks,ANA,2,OT
202403240ARI,"March 24, 2024",Dallas Stars,DAL,4,Arizona Coyotes,ARI,2,
202403240CAR,"March 24, 2024",Toronto Maple Leafs,TOR,1,Carolina Hurricanes,CAR,2,
202403240CGY,"March 24, 2024",Buffalo Sabres,BUF,4,Calgary Flames,CGY,1,
202403240COL,"March 24, 2024",Pittsburgh Penguins,PIT,4,Colorado Avalanche,COL,5,OT
202403240NYI,"March 24, 2024",New Jersey Devils,NJD,4,New York Islanders,NYI,0,
202403240OTT,"March 24, 2024",Edmonton Oilers,EDM,3,Ottawa Senators,OTT,5,
202403240PHI,"March 24, 2024",Florida Panthers,FLA,4,Philadelphia Flyers,PHI,1,
202403240SEA,"March 24, 2024",Montreal Canadiens,MTL,5,Seattle Kraken,SEA,1,
202403240WSH,"March 24, 2024",Winnipeg Jets,WPG,0,Washington Capitals,WSH,3,
202403250STL,"March 25, 2024",Vegas Golden Knights,VEG,2,St. Louis Blues,STL,1,OT
202403250VAN,"March 25, 2024",Los Angeles Kings,LAK,3,Vancouver Canucks,VAN,2,
202403260ARI,"March 26, 2024",Columbus Blue Jackets,CBJ,2,Arizona Coyotes,ARI,6,
202403260CHI,"March 26, 2024",Calgary Flames,CGY,1,Chicago Blackhawks,CHI,3,
202403260COL,"March 26, 2024",Montreal Canadiens,MTL,2,Colorado Avalanche,COL,1,
202403260FLA,"March 26, 2024",Boston Bruins,BOS,4,Florida Panthers,FLA,3,
202403260NSH,"March 26, 2024",Vegas Golden Knights,VEG,4,Nashville Predators,NSH,5,OT
202403260NYR,"March 26, 2024",Philadelphia Flyers,PHI,5,New York Rangers,NYR,6,OT
202403260PIT,"March 26, 2024",Carolina Hurricanes,CAR,1,Pittsburgh Penguins,PIT,4,
202403260SEA,"March 26, 2024",Anaheim Ducks,ANA,0,Seattle Kraken,SEA,4,
202403260SJS,"March 26, 2024",Dallas Stars,DAL,6,San Jose Sharks,SJS,3,
202403260TOR,"March 26, 2024",New Jersey Devils,NJD,6,Toronto Maple Leafs,TOR,3,
202403260WPG,"March 26, 2024",Edmonton Oilers,EDM,4,Winnipeg Jets,WPG,3,OT
202403260WSH,"March 26, 2024",Detroit Red Wings,DET,3,Washington Capitals,WSH,4,OT
202403270BUF,"March 27, 2024",Ottawa Senators,OTT,6,Buffalo Sabres,BUF,2,
202403270TBL,"March 27, 2024",Boston Bruins,BOS,1,Tampa Bay Lightning,TBL,3,
202403280ARI,"March 28, 2024",Nashville Predators,NSH,4,Arizona Coyotes,ARI,8,
202403280CAR,"March 28, 2024",Detroit Red Wings,DET,0,Carolina Hurricanes,CAR,4,
202403280COL,"March 28, 2024",New York Rangers,NYR,2,Colorado Avalanche,COL,2,SO
202403280EDM,"March 28, 2024",Los Angeles Kings,LAK,1,Edmonton Oilers,EDM,4,
202403280FLA,"March 28, 2024",New York Islanders,NYI,3,Florida Panthers,FLA,2,
202403280MIN,"March 28, 2024",San Jose Sharks,SJS,1,Minnesota Wild,MIN,3,
202403280MTL,"March 28, 2024",Philadelphia Flyers,PHI,1,Montreal Canadiens,MTL,4,
202403280OTT,"March 28, 2024",Chicago Blackhawks,CHI,0,Ottawa Senators,OTT,2,
202403280PIT,"March 28, 2024",Columbus Blue Jackets,CBJ,2,Pittsburgh Penguins,PIT,3,
202403280SEA,"March 28, 2024",Anaheim Ducks,ANA,2,Seattle Kraken,SEA,4,
202403280STL,"March 28, 2024",Calgary Flames,CGY,3,St. Louis Blues,STL,5,
202403280TOR,"March 28, 2024",Washington Capitals,WSH,1,Toronto Maple Leafs,TOR,5,
202403280VAN,"March 28, 2024",Dallas Stars,DAL,3,Vancouver Canucks,VAN,1,
202403280WPG,"March 28, 2024",Vegas Golden Knights,VEG,4,Winnipeg Jets,WPG,1,
202403290BUF,"March 29, 2024",New Jersey Devils,NJD,2,Buffalo Sabres,BUF,5,
202403300ARI,"March 30, 2024",New York Rangers,NYR,8,Arizona Coyotes,ARI,5,
202403300BUF,"March 30, 2024",Toronto Maple Leafs,TOR,3,Buffalo Sabres,BUF,0,
202403300CBJ,"March 30, 2024",Pittsburgh Penguins,PIT,3,Columbus Blue Jackets,CBJ,3,SO
202403300CGY,"March 30, 2024",Los Angeles Kings,LAK,2,Calgary Flames,CGY,4,
202403300COL,"March 30, 2024",Nashville Predators,NSH,4,Colorado Avalanche,COL,7,
202403300EDM,"March 30, 2024",Anaheim Ducks,ANA,1,Edmonton Oilers,EDM,6,
202403300FLA,"March 30, 2024",Detroit Red Wings,DET,2,Florida Panthers,FLA,2,SO
202403300MIN,"March 30, 2024",Vegas Golden Knights,VEG,2,Minnesota Wild,MIN,1,OT
202403300MTL,"March 30, 2024",Carolina Hurricanes,CAR,3,Montreal Canadiens,MTL,0,
202403300PHI,"March 30, 2024",Chicago Blackhawks,CHI,5,Philadelphia Flyers,PHI,1,
202403300SEA,"March 30, 2024",Dallas Stars,DAL,3,Seattle Kraken,SEA,0,
202403300STL,"March 30, 2024",San Jose Sharks,SJS,4,St. Louis Blues,STL,0,
202403300TBL,"March 30, 2024",New York Islanders,NYI,1,Tampa Bay Lightning,TBL,4,
202403300WPG,"March 30, 2024",Ottawa Senators,OTT,3,Winnipeg Jets,WPG,2,
202403300WSH,"March 30, 2024",Boston Bruins,BOS,2,Washington Capitals,WSH,2,SO
202403310VAN,"March 31, 2024",Anaheim Ducks,ANA,2,Vancouver Canucks,VAN,3,
202404010CBJ,"April 01, 2024",Colorado Avalanche,COL,1,Columbus Blue Jackets,CBJ,4,
202404010NYR,"April 01, 2024",Pittsburgh Penguins,PIT,5,New York Rangers,NYR,2,
202404010PHI,"April 01, 2024",New York Islanders,NYI,4,Philadelphia Flyers,PHI,3,OT
202404010SJS,"April 01, 2024",Seattle Kraken,SEA,4,San Jose Sharks,SJS,2,
202404010STL,"April 01, 2024",Edmonton Oilers,EDM,2,St. Louis Blues,STL,3,OT
202404010TBL,"April 01, 2024",Detroit Red Wings,DET,4,Tampa Bay Lightning,TBL,2,
202404010TOR,"April 01, 2024",Florida Panthers,FLA,4,Toronto Maple Leafs,TOR,6,
202404010WPG,"April 01, 2024",Los Angeles Kings,LAK,3,Winnipeg Jets,WPG,4,
202404020BUF,"April 02, 2024",Washington Capitals,WSH,2,Buffalo Sabres,BUF,6,
202404020CGY,"April 02, 2024",Anaheim Ducks,ANA,5,Calgary Flames,CGY,3,
202404020MIN,"April 02, 2024",Ottawa Senators,OTT,2,Minnesota Wild,MIN,3,
202404020MTL,"April 02, 2024",Florida Panthers,FLA,3,Montreal Canadiens,MTL,5,
202404020NJD,"April 02, 2024",Pittsburgh Penguins,PIT,6,New Jersey Devils,NJD,3,
202404020NSH,"April 02, 2024",Boston Bruins,BOS,3,Nashville Predators,NSH,0,
202404020NYI,"April 02, 2024",Chicago Blackhawks,CHI,1,New York Islanders,NYI,2,
202404020VEG,"April 02, 2024",Vancouver Canucks,VAN,3,Vegas Golden Knights,VEG,6,
202404030ARI,"April 03, 2024",Vancouver Canucks,VAN,2,Arizona Coyotes,ARI,1,
202404030DAL,"April 03, 2024",Edmonton Oilers,EDM,0,Dallas Stars,DAL,5,
202404030LAK,"April 03, 2024",Seattle Kraken,SEA,2,Los Angeles Kings,LAK,5,
202404030NYR,"April 03, 2024",New Jersey Devils,NJD,3,New York Rangers,NYR,4,
202404030TOR,"April 03, 2024",Tampa Bay Lightning,TBL,4,Toronto Maple Leafs,TOR,1,
202404040CAR,"April 04, 2024",Boston Bruins,BOS,4,Carolina Hurricanes,CAR,1,
202404040CBJ,"April 04, 2024",New York Islanders,NYI,4,Columbus Blue Jackets,CBJ,2,
202404040MIN,"April 04, 2024",Colorado Avalanche,COL,5,Minnesota Wild,MIN,2,
202404040MTL,"April 04, 2024",Tampa Bay Lightning,TBL,7,Montreal Canadiens,MTL,4,
202404040NSH,"April 04, 2024",St. Louis Blues,STL,3,Nashville Predators,NSH,6,
202404040OTT,"April 04, 2024",Florida Panthers,FLA,6,Ottawa Senators,OTT,0,
202404040SJS,"April 04, 2024",Los Angeles Kings,LAK,2,San Jose Sharks,SJS,1,
202404040WPG,"April 04, 2024",Calgary Flames,CGY,2,Winnipeg Jets,WPG,5,
202404040WSH,"April 04, 2024",Pittsburgh Penguins,PIT,4,Washington Capitals,WSH,1,
202404050ANA,"April 05, 2024",Seattle Kraken,SEA,3,Anaheim Ducks,ANA,1,
202404050ARI,"April 05, 2024",Vegas Golden Knights,VEG,4,Arizona Coyotes,ARI,7,
202404050BUF,"April 05, 2024",Philadelphia Flyers,PHI,2,Buffalo Sabres,BUF,4,
202404050CAR,"April 05, 2024",Washington Capitals,WSH,2,Carolina Hurricanes,CAR,4,
202404050DET,"April 05, 2024",New York Rangers,NYR,4,Detroit Red Wings,DET,3,
202404050EDM,"April 05, 2024",Colorado Avalanche,COL,2,Edmonton Oilers,EDM,6,
202404060BOS,"April 06, 2024",Florida Panthers,FLA,2,Boston Bruins,BOS,3,OT
202404060CBJ,"April 06, 2024",Philadelphia Flyers,PHI,2,Columbus Blue Jackets,CBJ,6,
202404060CGY,"April 06, 2024",Edmonton Oilers,EDM,4,Calgary Flames,CGY,2,
202404060CHI,"April 06, 2024",Dallas Stars,DAL,2,Chicago Blackhawks,CHI,3,
202404060LAK,"April 06, 2024",Vancouver Canucks,VAN,3,Los Angeles Kings,LAK,6,
202404060MIN,"April 06, 2024",Winnipeg Jets,WPG,4,Minnesota Wild,MIN,2,
202404060MTL,"April 06, 2024",Toronto Maple Leafs,TOR,4,Montreal Canadiens,MTL,2,
202404060NYI,"April 06, 2024",Nashville Predators,NSH,0,New York Islanders,NYI,2,
202404060OTT,"April 06, 2024",New Jersey Devils,NJD,4,Ottawa Senators,OTT,3,
202404060PIT,"April 06, 2024",Tampa Bay Lightning,TBL,4,Pittsburgh Penguins,PIT,5,
202404060SJS,"April 06, 2024",St. Louis Blues,STL,2,San Jose Sharks,SJS,3,OT
202404070ANA,"April 07, 2024",St. Louis Blues,STL,5,Anaheim Ducks,ANA,5,SO
202404070CAR,"April 07, 2024",Columbus Blue Jackets,CBJ,0,Carolina Hurricanes,CAR,3,
202404070CHI,"April 07, 2024",Minnesota Wild,MIN,4,Chicago Blackhawks,CHI,0,
202404070COL,"April 07, 2024",Dallas Stars,DAL,7,Colorado Avalanche,COL,4,
202404070DET,"April 07, 2024",Buffalo Sabres,BUF,1,Detroit Red Wings,DET,3,
202404070NJD,"April 07, 2024",Nashville Predators,NSH,2,New Jersey Devils,NJD,2,SO
202404070NYR,"April 07, 2024",Montreal Canadiens,MTL,2,New York Rangers,NYR,5,
202404070SJS,"April 07, 2024",Arizona Coyotes,ARI,5,San Jose Sharks,SJS,2,
202404070WSH,"April 07, 2024",Ottawa Senators,OTT,3,Washington Capitals,WSH,2,OT
202404080TOR,"April 08, 2024",Pittsburgh Penguins,PIT,2,Toronto Maple Leafs,TOR,3,OT
202404080VAN,"April 08, 2024",Vegas Golden Knights,VEG,3,Vancouver Canucks,VAN,4,
