GameID,Date,Away,AwayID,AwayG,Home,HomeID,HomeG,OT/SO
202310100PIT,"October 10, 2023",Chicago Blackhawks,CHI,4,Pittsburgh Penguins,PIT,2,
202310100TBL,"October 10, 2023",Nashville Predators,NSH,3,Tampa Bay Lightning,TBL,5,
202310100VEG,"October 10, 2023",Seattle Kraken,SEA,1,Vegas Golden Knights,VEG,4,
202310110BOS,"October 11, 2023",Chicago Blackhawks,CHI,1,Boston Bruins,BOS,3,
202310110CAR,"October 11, 2023",Ottawa Senators,OTT,3,Carolina Hurricanes,CAR,5,
202310110CGY,"October 11, 2023",Winnipeg Jets,WPG,3,Calgary Flames,CGY,5,
202310110LAK,"October 11, 2023",Colorado Avalanche,COL,5,Los Angeles Kings,LAK,2,
202310110TOR,"October 11, 2023",Montreal Canadiens,MTL,5,Toronto Maple Leafs,TOR,5,SO
202310110VAN,"October 11, 2023",Edmonton Oilers,EDM,1,Vancouver Canucks,VAN,8,
202310120BUF,"October 12, 2023",New York Rangers,NYR,5,Buffalo Sabres,BUF,1,
202310120CBJ,"October 12, 2023",Philadelphia Flyers,PHI,4,Columbus Blue Jackets,CBJ,2,
202310120DAL,"October 12, 2023",St. Louis Blues,STL,1,Dallas Stars,DAL,1,SO
202310120MIN,"October 12, 2023",Florida Panthers,FLA,0,Minnesota Wild,MIN,2,
202310120NJD,"October 12, 2023",Detroit Red Wings,DET,3,New Jersey Devils,NJD,4,
202310120NSH,"October 12, 2023",Seattle Kraken,SEA,0,Nashville Predators,NSH,3,
202310120SJS,"October 12, 2023",Vegas Golden Knights,VEG,4,San Jose Sharks,SJS,1,
202310130NJD,"October 13, 2023",Arizona Coyotes,ARI,3,New Jersey Devils,NJD,3,SO
202310130WSH,"October 13, 2023",Pittsburgh Penguins,PIT,4,Washington Capitals,WSH,0,
202310140BOS,"October 14, 2023",Nashville Predators,NSH,2,Boston Bruins,BOS,3,
202310140CBJ,"October 14, 2023",New York Rangers,NYR,3,Columbus Blue Jackets,CBJ,5,
202310140DET,"October 14, 2023",Tampa Bay Lightning,TBL,4,Detroit Red Wings,DET,6,
202310140EDM,"October 14, 2023",Vancouver Canucks,VAN,4,Edmonton Oilers,EDM,3,
202310140LAK,"October 14, 2023",Carolina Hurricanes,CAR,5,Los Angeles Kings,LAK,5,SO
202310140MTL,"October 14, 2023",Chicago Blackhawks,CHI,2,Montreal Canadiens,MTL,3,
202310140NYI,"October 14, 2023",Buffalo Sabres,BUF,2,New York Islanders,NYI,3,
202310140OTT,"October 14, 2023",Philadelphia Flyers,PHI,2,Ottawa Senators,OTT,5,
202310140PIT,"October 14, 2023",Calgary Flames,CGY,2,Pittsburgh Penguins,PIT,5,
202310140SJS,"October 14, 2023",Colorado Avalanche,COL,1,San Jose Sharks,SJS,1,SO
202310140STL,"October 14, 2023",Seattle Kraken,SEA,1,St. Louis Blues,STL,1,SO
202310140TOR,"October 14, 2023",Minnesota Wild,MIN,4,Toronto Maple Leafs,TOR,7,
202310140VEG,"October 14, 2023",Anaheim Ducks,ANA,1,Vegas Golden Knights,VEG,4,
202310140WPG,"October 14, 2023",Florida Panthers,FLA,4,Winnipeg Jets,WPG,6,
202310150ANA,"October 15, 2023",Carolina Hurricanes,CAR,3,Anaheim Ducks,ANA,6,
202310150OTT,"October 15, 2023",Tampa Bay Lightning,TBL,2,Ottawa Senators,OTT,5,
202310160CBJ,"October 16, 2023",Detroit Red Wings,DET,4,Columbus Blue Jackets,CBJ,0,
202310160NJD,"October 16, 2023",Florida Panthers,FLA,4,New Jersey Devils,NJD,3,
202310160NYR,"October 16, 2023",Arizona Coyotes,ARI,1,New York Rangers,NYR,2,
202310160TOR,"October 16, 2023",Chicago Blackhawks,CHI,4,Toronto Maple Leafs,TOR,1,
202310160WSH,"October 16, 2023",Calgary Flames,CGY,2,Washington Capitals,WSH,2,SO
202310170BUF,"October 17, 2023",Tampa Bay Lightning,TBL,2,Buffalo Sabres,BUF,3,OT
202310170MTL,"October 17, 2023",Minnesota Wild,MIN,5,Montreal Canadiens,MTL,2,
202310170NSH,"October 17, 2023",Edmonton Oilers,EDM,6,Nashville Predators,NSH,1,
202310170NYI,"October 17, 2023",Arizona Coyotes,ARI,0,New York Islanders,NYI,1,
202310170PHI,"October 17, 2023",Vancouver Canucks,VAN,0,Philadelphia Flyers,PHI,2,
202310170SEA,"October 17, 2023",Colorado Avalanche,COL,4,Seattle Kraken,SEA,1,
202310170SJS,"October 17, 2023",Carolina Hurricanes,CAR,6,San Jose Sharks,SJS,3,
202310170VEG,"October 17, 2023",Dallas Stars,DAL,2,Vegas Golden Knights,VEG,2,SO
202310170WPG,"October 17, 2023",Los Angeles Kings,LAK,5,Winnipeg Jets,WPG,1,
202310180DET,"October 18, 2023",Pittsburgh Penguins,PIT,3,Detroit Red Wings,DET,6,
202310180OTT,"October 18, 2023",Washington Capitals,WSH,1,Ottawa Senators,OTT,6,
202310190ANA,"October 19, 2023",Dallas Stars,DAL,3,Anaheim Ducks,ANA,2,
202310190BUF,"October 19, 2023",Calgary Flames,CGY,4,Buffalo Sabres,BUF,3,
202310190COL,"October 19, 2023",Chicago Blackhawks,CHI,0,Colorado Avalanche,COL,4,
202310190FLA,"October 19, 2023",Toronto Maple Leafs,TOR,1,Florida Panthers,FLA,3,
202310190MIN,"October 19, 2023",Los Angeles Kings,LAK,7,Minnesota Wild,MIN,3,
202310190NYR,"October 19, 2023",Nashville Predators,NSH,4,New York Rangers,NYR,1,
202310190PHI,"October 19, 2023",Edmonton Oilers,EDM,1,Philadelphia Flyers,PHI,4,
202310190SEA,"October 19, 2023",Carolina Hurricanes,CAR,4,Seattle Kraken,SEA,7,
202310190SJS,"October 19, 2023",Boston Bruins,BOS,3,San Jose Sharks,SJS,1,
202310190STL,"October 19, 2023",Arizona Coyotes,ARI,6,St. Louis Blues,STL,2,
202310190TBL,"October 19, 2023",Vancouver Canucks,VAN,3,Tampa Bay Lightning,TBL,4,
202310190WPG,"October 19, 2023",Vegas Golden Knights,VEG,5,Winnipeg Jets,WPG,3,
202310200CBJ,"October 20, 2023",Calgary Flames,CGY,1,Columbus Blue Jackets,CBJ,3,
202310200NYI,"October 20, 2023",New Jersey Devils,NJD,5,New York Islanders,NYI,4,OT
202310210ARI,"October 21, 2023",Anaheim Ducks,ANA,1,Arizona Coyotes,ARI,2,
202310210BUF,"October 21, 2023",New York Islanders,NYI,1,Buffalo Sabres,BUF,3,
202310210CHI,"October 21, 2023",Vegas Golden Knights,VEG,5,Chicago Blackhawks,CHI,3,
202310210COL,"October 21, 2023",Carolina Hurricanes,CAR,4,Colorado Avalanche,COL,6,
202310210DAL,"October 21, 2023",Philadelphia Flyers,PHI,4,Dallas Stars,DAL,5,OT
202310210EDM,"October 21, 2023",Winnipeg Jets,WPG,3,Edmonton Oilers,EDM,2,OT
202310210FLA,"October 21, 2023",Vancouver Canucks,VAN,5,Florida Panthers,FLA,3,
202310210LAK,"October 21, 2023",Boston Bruins,BOS,4,Los Angeles Kings,LAK,2,
202310210MIN,"October 21, 2023",Columbus Blue Jackets,CBJ,5,Minnesota Wild,MIN,4,OT
202310210MTL,"October 21, 2023",Washington Capitals,WSH,2,Montreal Canadiens,MTL,3,OT
202310210NSH,"October 21, 2023",San Jose Sharks,SJS,1,Nashville Predators,NSH,5,
202310210OTT,"October 21, 2023",Detroit Red Wings,DET,5,Ottawa Senators,OTT,2,
202310210SEA,"October 21, 2023",New York Rangers,NYR,4,Seattle Kraken,SEA,1,
202310210STL,"October 21, 2023",Pittsburgh Penguins,PIT,2,St. Louis Blues,STL,4,
202310210TBL,"October 21, 2023",Toronto Maple Leafs,TOR,4,Tampa Bay Lightning,TBL,3,OT
202310220ANA,"October 22, 2023",Boston Bruins,BOS,3,Anaheim Ducks,ANA,1,
202310220DET,"October 22, 2023",Calgary Flames,CGY,2,Detroit Red Wings,DET,6,
202310230BUF,"October 23, 2023",Montreal Canadiens,MTL,3,Buffalo Sabres,BUF,1,
202310240CBJ,"October 24, 2023",Anaheim Ducks,ANA,3,Columbus Blue Jackets,CBJ,2,OT
202310240CGY,"October 24, 2023",New York Rangers,NYR,3,Calgary Flames,CGY,1,
202310240CHI,"October 24, 2023",Boston Bruins,BOS,3,Chicago Blackhawks,CHI,0,
202310240DET,"October 24, 2023",Seattle Kraken,SEA,5,Detroit Red Wings,DET,4,OT
202310240FLA,"October 24, 2023",San Jose Sharks,SJS,1,Florida Panthers,FLA,3,
202310240LAK,"October 24, 2023",Arizona Coyotes,ARI,3,Los Angeles Kings,LAK,6,
202310240MIN,"October 24, 2023",Edmonton Oilers,EDM,4,Minnesota Wild,MIN,7,
202310240MTL,"October 24, 2023",New Jersey Devils,NJD,5,Montreal Canadiens,MTL,2,
202310240NSH,"October 24, 2023",Vancouver Canucks,VAN,3,Nashville Predators,NSH,2,
202310240NYI,"October 24, 2023",Colorado Avalanche,COL,7,New York Islanders,NYI,4,
202310240OTT,"October 24, 2023",Buffalo Sabres,BUF,6,Ottawa Senators,OTT,4,
202310240PIT,"October 24, 2023",Dallas Stars,DAL,4,Pittsburgh Penguins,PIT,1,
202310240TBL,"October 24, 2023",Carolina Hurricanes,CAR,0,Tampa Bay Lightning,TBL,3,
202310240VEG,"October 24, 2023",Philadelphia Flyers,PHI,2,Vegas Golden Knights,VEG,3,
202310240WPG,"October 24, 2023",St. Louis Blues,STL,2,Winnipeg Jets,WPG,4,
202310240WSH,"October 24, 2023",Toronto Maple Leafs,TOR,4,Washington Capitals,WSH,1,
202310250NJD,"October 25, 2023",Washington Capitals,WSH,6,New Jersey Devils,NJD,4,
202310260BOS,"October 26, 2023",Anaheim Ducks,ANA,4,Boston Bruins,BOS,3,OT
202310260CAR,"October 26, 2023",Seattle Kraken,SEA,2,Carolina Hurricanes,CAR,3,OT
202310260CGY,"October 26, 2023",St. Louis Blues,STL,3,Calgary Flames,CGY,0,
202310260DAL,"October 26, 2023",Toronto Maple Leafs,TOR,4,Dallas Stars,DAL,1,
202310260DET,"October 26, 2023",Winnipeg Jets,WPG,4,Detroit Red Wings,DET,1,
202310260EDM,"October 26, 2023",New York Rangers,NYR,3,Edmonton Oilers,EDM,0,
202310260MTL,"October 26, 2023",Columbus Blue Jackets,CBJ,3,Montreal Canadiens,MTL,4,OT
202310260NYI,"October 26, 2023",Ottawa Senators,OTT,2,New York Islanders,NYI,3,
202310260PHI,"October 26, 2023",Minnesota Wild,MIN,2,Philadelphia Flyers,PHI,6,
202310260PIT,"October 26, 2023",Colorado Avalanche,COL,0,Pittsburgh Penguins,PIT,4,
202310260TBL,"October 26, 2023",San Jose Sharks,SJS,0,Tampa Bay Lightning,TBL,6,
202310270ARI,"October 27, 2023",Los Angeles Kings,LAK,5,Arizona Coyotes,ARI,4,
202310270CAR,"October 27, 2023",San Jose Sharks,SJS,0,Carolina Hurricanes,CAR,3,
202310270NJD,"October 27, 2023",Buffalo Sabres,BUF,4,New Jersey Devils,NJD,5,
202310270VAN,"October 27, 2023",St. Louis Blues,STL,0,Vancouver Canucks,VAN,5,
202310270VEG,"October 27, 2023",Chicago Blackhawks,CHI,4,Vegas Golden Knights,VEG,3,OT
202310270WSH,"October 27, 2023",Minnesota Wild,MIN,2,Washington Capitals,WSH,2,SO
202310280BOS,"October 28, 2023",Detroit Red Wings,DET,1,Boston Bruins,BOS,4,
202310280CBJ,"October 28, 2023",New York Islanders,NYI,2,Columbus Blue Jackets,CBJ,0,
202310280FLA,"October 28, 2023",Seattle Kraken,SEA,2,Florida Panthers,FLA,3,
202310280LAK,"October 28, 2023",Vegas Golden Knights,VEG,3,Los Angeles Kings,LAK,3,SO
202310280MTL,"October 28, 2023",Winnipeg Jets,WPG,3,Montreal Canadiens,MTL,3,SO
202310280NSH,"October 28, 2023",Toronto Maple Leafs,TOR,2,Nashville Predators,NSH,3,OT
202310280PHI,"October 28, 2023",Anaheim Ducks,ANA,7,Philadelphia Flyers,PHI,4,
202310280PIT,"October 28, 2023",Ottawa Senators,OTT,5,Pittsburgh Penguins,PIT,2,
202310280VAN,"October 28, 2023",New York Rangers,NYR,4,Vancouver Canucks,VAN,3,OT
202310290BUF,"October 29, 2023",Colorado Avalanche,COL,0,Buffalo Sabres,BUF,4,
202310290EDM,"October 29, 2023",Calgary Flames,CGY,2,Edmonton Oilers,EDM,5,
202310290NJD,"October 29, 2023",Minnesota Wild,MIN,3,New Jersey Devils,NJD,4,
202310290WSH,"October 29, 2023",San Jose Sharks,SJS,1,Washington Capitals,WSH,3,
202310300ARI,"October 30, 2023",Chicago Blackhawks,CHI,1,Arizona Coyotes,ARI,8,
202310300BOS,"October 30, 2023",Florida Panthers,FLA,2,Boston Bruins,BOS,3,OT
202310300DAL,"October 30, 2023",Columbus Blue Jackets,CBJ,3,Dallas Stars,DAL,5,
202310300NYI,"October 30, 2023",Detroit Red Wings,DET,4,New York Islanders,NYI,3,OT
202310300PHI,"October 30, 2023",Carolina Hurricanes,CAR,3,Philadelphia Flyers,PHI,2,
202310300PIT,"October 30, 2023",Anaheim Ducks,ANA,4,Pittsburgh Penguins,PIT,3,
202310300TBL,"October 30, 2023",Seattle Kraken,SEA,4,Tampa Bay Lightning,TBL,3,OT
202310300VEG,"October 30, 2023",Montreal Canadiens,MTL,2,Vegas Golden Knights,VEG,2,SO
202310300WPG,"October 30, 2023",New York Rangers,NYR,3,Winnipeg Jets,WPG,2,OT
202310310TOR,"October 31, 2023",Los Angeles Kings,LAK,4,Toronto Maple Leafs,TOR,1,
202310310VAN,"October 31, 2023",Nashville Predators,NSH,2,Vancouver Canucks,VAN,5,
202311010ANA,"November 01, 2023",Arizona Coyotes,ARI,3,Anaheim Ducks,ANA,4,OT
202311010CGY,"November 01, 2023",Dallas Stars,DAL,4,Calgary Flames,CGY,3,
202311010COL,"November 01, 2023",St. Louis Blues,STL,1,Colorado Avalanche,COL,4,
202311010PHI,"November 01, 2023",Buffalo Sabres,BUF,5,Philadelphia Flyers,PHI,2,
202311020ARI,"November 02, 2023",Montreal Canadiens,MTL,2,Arizona Coyotes,ARI,3,
202311020BOS,"November 02, 2023",Toronto Maple Leafs,TOR,2,Boston Bruins,BOS,2,SO
202311020CBJ,"November 02, 2023",Tampa Bay Lightning,TBL,2,Columbus Blue Jackets,CBJ,4,
202311020DET,"November 02, 2023",Florida Panthers,FLA,2,Detroit Red Wings,DET,0,
202311020EDM,"November 02, 2023",Dallas Stars,DAL,4,Edmonton Oilers,EDM,3,
202311020MIN,"November 02, 2023",New Jersey Devils,NJD,5,Minnesota Wild,MIN,3,
202311020NYR,"November 02, 2023",Carolina Hurricanes,CAR,1,New York Rangers,NYR,2,
202311020OTT,"November 02, 2023",Los Angeles Kings,LAK,3,Ottawa Senators,OTT,2,
202311020SEA,"November 02, 2023",Nashville Predators,NSH,2,Seattle Kraken,SEA,4,
202311020SJS,"November 02, 2023",Vancouver Canucks,VAN,10,San Jose Sharks,SJS,1,
202311020VEG,"November 02, 2023",Winnipeg Jets,WPG,2,Vegas Golden Knights,VEG,5,
202311020WSH,"November 02, 2023",New York Islanders,NYI,3,Washington Capitals,WSH,0,
202311030BUF,"November 03, 2023",Philadelphia Flyers,PHI,5,Buffalo Sabres,BUF,1,
202311030STL,"November 03, 2023",New Jersey Devils,NJD,1,St. Louis Blues,STL,4,
202311040ARI,"November 04, 2023",Winnipeg Jets,WPG,5,Arizona Coyotes,ARI,3,
202311040CHI,"November 04, 2023",Florida Panthers,FLA,2,Chicago Blackhawks,CHI,5,
202311040DET,"November 04, 2023",Boston Bruins,BOS,4,Detroit Red Wings,DET,5,
202311040EDM,"November 04, 2023",Nashville Predators,NSH,5,Edmonton Oilers,EDM,2,
202311040MIN,"November 04, 2023",New York Rangers,NYR,4,Minnesota Wild,MIN,4,SO
202311040NYI,"November 04, 2023",Carolina Hurricanes,CAR,4,New York Islanders,NYI,3,OT
202311040OTT,"November 04, 2023",Tampa Bay Lightning,TBL,6,Ottawa Senators,OTT,4,
202311040PHI,"November 04, 2023",Los Angeles Kings,LAK,5,Philadelphia Flyers,PHI,0,
202311040SEA,"November 04, 2023",Calgary Flames,CGY,6,Seattle Kraken,SEA,3,
202311040SJS,"November 04, 2023",Pittsburgh Penguins,PIT,10,San Jose Sharks,SJS,2,
202311040STL,"November 04, 2023",Montreal Canadiens,MTL,3,St. Louis Blues,STL,6,
202311040TOR,"November 04, 2023",Buffalo Sabres,BUF,6,Toronto Maple Leafs,TOR,4,
202311040VAN,"November 04, 2023",Dallas Stars,DAL,0,Vancouver Canucks,VAN,2,
202311040VEG,"November 04, 2023",Colorado Avalanche,COL,0,Vegas Golden Knights,VEG,7,
202311040WSH,"November 04, 2023",Columbus Blue Jackets,CBJ,1,Washington Capitals,WSH,2,
202311050ANA,"November 05, 2023",Vegas Golden Knights,VEG,2,Anaheim Ducks,ANA,4,
202311050CHI,"November 05, 2023",New Jersey Devils,NJD,4,Chicago Blackhawks,CHI,2,
202311060DAL,"November 06, 2023",Boston Bruins,BOS,3,Dallas Stars,DAL,2,
202311060FLA,"November 06, 2023",Columbus Blue Jackets,CBJ,4,Florida Panthers,FLA,5,OT
202311060TOR,"November 06, 2023",Tampa Bay Lightning,TBL,5,Toronto Maple Leafs,TOR,6,OT
202311060VAN,"November 06, 2023",Edmonton Oilers,EDM,2,Vancouver Canucks,VAN,6,
202311070ANA,"November 07, 2023",Pittsburgh Penguins,PIT,2,Anaheim Ducks,ANA,0,
202311070ARI,"November 07, 2023",Seattle Kraken,SEA,3,Arizona Coyotes,ARI,3,SO
202311070CAR,"November 07, 2023",Buffalo Sabres,BUF,2,Carolina Hurricanes,CAR,3,OT
202311070CGY,"November 07, 2023",Nashville Predators,NSH,2,Calgary Flames,CGY,4,
202311070COL,"November 07, 2023",New Jersey Devils,NJD,3,Colorado Avalanche,COL,6,
202311070MTL,"November 07, 2023",Tampa Bay Lightning,TBL,5,Montreal Canadiens,MTL,3,
202311070NYI,"November 07, 2023",Minnesota Wild,MIN,4,New York Islanders,NYI,2,
202311070NYR,"November 07, 2023",Detroit Red Wings,DET,3,New York Rangers,NYR,5,
202311070SJS,"November 07, 2023",Philadelphia Flyers,PHI,1,San Jose Sharks,SJS,2,
202311070STL,"November 07, 2023",Winnipeg Jets,WPG,5,St. Louis Blues,STL,2,
202311080TOR,"November 08, 2023",Ottawa Senators,OTT,6,Toronto Maple Leafs,TOR,3,
202311080VEG,"November 08, 2023",Los Angeles Kings,LAK,4,Vegas Golden Knights,VEG,1,
202311080WSH,"November 08, 2023",Florida Panthers,FLA,4,Washington Capitals,WSH,3,OT
202311090BOS,"November 09, 2023",New York Islanders,NYI,2,Boston Bruins,BOS,5,
202311090CBJ,"November 09, 2023",Dallas Stars,DAL,5,Columbus Blue Jackets,CBJ,2,
202311090COL,"November 09, 2023",Seattle Kraken,SEA,4,Colorado Avalanche,COL,3,
202311090DET,"November 09, 2023",Montreal Canadiens,MTL,3,Detroit Red Wings,DET,2,OT
202311090LAK,"November 09, 2023",Pittsburgh Penguins,PIT,4,Los Angeles Kings,LAK,3,OT
202311090NYR,"November 09, 2023",Minnesota Wild,MIN,1,New York Rangers,NYR,4,
202311090OTT,"November 09, 2023",Vancouver Canucks,VAN,5,Ottawa Senators,OTT,2,
202311090SJS,"November 09, 2023",Edmonton Oilers,EDM,2,San Jose Sharks,SJS,3,
202311090STL,"November 09, 2023",Arizona Coyotes,ARI,1,St. Louis Blues,STL,2,
202311090TBL,"November 09, 2023",Chicago Blackhawks,CHI,5,Tampa Bay Lightning,TBL,3,
202311090WPG,"November 09, 2023",Nashville Predators,NSH,3,Winnipeg Jets,WPG,6,
202311100ANA,"November 10, 2023",Philadelphia Flyers,PHI,6,Anaheim Ducks,ANA,3,
202311100BUF,"November 10, 2023",Minnesota Wild,MIN,2,Buffalo Sabres,BUF,3,
202311100FLA,"November 10, 2023",Carolina Hurricanes,CAR,2,Florida Panthers,FLA,5,
202311100NJD,"November 10, 2023",Washington Capitals,WSH,4,New Jersey Devils,NJD,2,
202311100TOR,"November 10, 2023",Calgary Flames,CGY,4,Toronto Maple Leafs,TOR,4,SO
202311100VEG,"November 10, 2023",San Jose Sharks,SJS,0,Vegas Golden Knights,VEG,5,
202311110COL,"November 11, 2023",St. Louis Blues,STL,8,Colorado Avalanche,COL,2,
202311110DET,"November 11, 2023",Columbus Blue Jackets,CBJ,4,Detroit Red Wings,DET,5,
202311110LAK,"November 11, 2023",Philadelphia Flyers,PHI,4,Los Angeles Kings,LAK,2,
202311110MTL,"November 11, 2023",Boston Bruins,BOS,2,Montreal Canadiens,MTL,3,OT
202311110NSH,"November 11, 2023",Arizona Coyotes,ARI,7,Nashville Predators,NSH,5,
202311110NYI,"November 11, 2023",Washington Capitals,WSH,4,New York Islanders,NYI,1,
202311110OTT,"November 11, 2023",Calgary Flames,CGY,1,Ottawa Senators,OTT,4,
202311110PIT,"November 11, 2023",Buffalo Sabres,BUF,0,Pittsburgh Penguins,PIT,4,
202311110SEA,"November 11, 2023",Edmonton Oilers,EDM,4,Seattle Kraken,SEA,1,
202311110TBL,"November 11, 2023",Carolina Hurricanes,CAR,4,Tampa Bay Lightning,TBL,0,
202311110TOR,"November 11, 2023",Vancouver Canucks,VAN,2,Toronto Maple Leafs,TOR,5,
202311110WPG,"November 11, 2023",Dallas Stars,DAL,3,Winnipeg Jets,WPG,2,
202311120ANA,"November 12, 2023",San Jose Sharks,SJS,1,Anaheim Ducks,ANA,4,
202311120FLA,"November 12, 2023",Chicago Blackhawks,CHI,3,Florida Panthers,FLA,4,
202311120MIN,"November 12, 2023",Dallas Stars,DAL,8,Minnesota Wild,MIN,3,
202311120MTL,"November 12, 2023",Vancouver Canucks,VAN,5,Montreal Canadiens,MTL,2,
202311120NYR,"November 12, 2023",Columbus Blue Jackets,CBJ,3,New York Rangers,NYR,3,SO
202311130EDM,"November 13, 2023",New York Islanders,NYI,1,Edmonton Oilers,EDM,4,
202311130SEA,"November 13, 2023",Colorado Avalanche,COL,5,Seattle Kraken,SEA,1,
202311140BUF,"November 14, 2023",Boston Bruins,BOS,5,Buffalo Sabres,BUF,2,
202311140CBJ,"November 14, 2023",Pittsburgh Penguins,PIT,5,Columbus Blue Jackets,CBJ,3,
202311140DAL,"November 14, 2023",Arizona Coyotes,ARI,3,Dallas Stars,DAL,4,OT
202311140MTL,"November 14, 2023",Calgary Flames,CGY,2,Montreal Canadiens,MTL,1,
202311140NSH,"November 14, 2023",Anaheim Ducks,ANA,3,Nashville Predators,NSH,2,
202311140SJS,"November 14, 2023",Florida Panthers,FLA,5,San Jose Sharks,SJS,3,
202311140STL,"November 14, 2023",Tampa Bay Lightning,TBL,0,St. Louis Blues,STL,5,
202311140WPG,"November 14, 2023",New Jersey Devils,NJD,3,Winnipeg Jets,WPG,6,
202311140WSH,"November 14, 2023",Vegas Golden Knights,VEG,0,Washington Capitals,WSH,3,
202311150CAR,"November 15, 2023",Philadelphia Flyers,PHI,3,Carolina Hurricanes,CAR,1,
202311150COL,"November 15, 2023",Anaheim Ducks,ANA,2,Colorado Avalanche,COL,8,
202311150EDM,"November 15, 2023",Seattle Kraken,SEA,3,Edmonton Oilers,EDM,4,OT
202311150VAN,"November 15, 2023",New York Islanders,NYI,3,Vancouver Canucks,VAN,4,OT
202311160CBJ,"November 16, 2023",Arizona Coyotes,ARI,3,Columbus Blue Jackets,CBJ,2,
202311160CGY,"November 16, 2023",Vancouver Canucks,VAN,2,Calgary Flames,CGY,5,
202311160CHI,"November 16, 2023",Tampa Bay Lightning,TBL,4,Chicago Blackhawks,CHI,2,
202311160LAK,"November 16, 2023",Florida Panthers,FLA,1,Los Angeles Kings,LAK,2,
202311160MTL,"November 16, 2023",Vegas Golden Knights,VEG,6,Montreal Canadiens,MTL,5,
202311160OTT,"November 16, 2023",Detroit Red Wings,DET,4,Ottawa Senators,OTT,5,OT
202311160PIT,"November 16, 2023",New Jersey Devils,NJD,5,Pittsburgh Penguins,PIT,2,
202311160SEA,"November 16, 2023",New York Islanders,NYI,3,Seattle Kraken,SEA,3,SO
202311160SJS,"November 16, 2023",St. Louis Blues,STL,1,San Jose Sharks,SJS,5,
202311170ANA,"November 17, 2023",Florida Panthers,FLA,2,Anaheim Ducks,ANA,1,
202311170DET,"November 17, 2023",Toronto Maple Leafs,TOR,3,Detroit Red Wings,DET,2,
202311170WPG,"November 17, 2023",Buffalo Sabres,BUF,2,Winnipeg Jets,WPG,3,
202311180BOS,"November 18, 2023",Montreal Canadiens,MTL,2,Boston Bruins,BOS,5,
202311180CAR,"November 18, 2023",Pittsburgh Penguins,PIT,2,Carolina Hurricanes,CAR,4,
202311180CGY,"November 18, 2023",New York Islanders,NYI,4,Calgary Flames,CGY,4,SO
202311180DAL,"November 18, 2023",Colorado Avalanche,COL,6,Dallas Stars,DAL,3,
202311180LAK,"November 18, 2023",St. Louis Blues,STL,1,Los Angeles Kings,LAK,5,
202311180NJD,"November 18, 2023",New York Rangers,NYR,5,New Jersey Devils,NJD,3,
202311180NSH,"November 18, 2023",Chicago Blackhawks,CHI,2,Nashville Predators,NSH,4,
202311180OTT,"November 18, 2023",Minnesota Wild,MIN,1,Ottawa Senators,OTT,1,SO
202311180PHI,"November 18, 2023",Vegas Golden Knights,VEG,3,Philadelphia Flyers,PHI,4,OT
202311180TBL,"November 18, 2023",Edmonton Oilers,EDM,4,Tampa Bay Lightning,TBL,6,
202311180VAN,"November 18, 2023",Seattle Kraken,SEA,4,Vancouver Canucks,VAN,3,
202311180WPG,"November 18, 2023",Arizona Coyotes,ARI,2,Winnipeg Jets,WPG,5,
202311180WSH,"November 18, 2023",Columbus Blue Jackets,CBJ,3,Washington Capitals,WSH,4,
202311190ANA,"November 19, 2023",St. Louis Blues,STL,3,Anaheim Ducks,ANA,1,
202311190CHI,"November 19, 2023",Buffalo Sabres,BUF,3,Chicago Blackhawks,CHI,2,
202311190MIN,"November 19, 2023",Toronto Maple Leafs,TOR,4,Minnesota Wild,MIN,3,OT
202311190PHI,"November 19, 2023",Columbus Blue Jackets,CBJ,2,Philadelphia Flyers,PHI,5,
202311190PIT,"November 19, 2023",Vegas Golden Knights,VEG,0,Pittsburgh Penguins,PIT,3,
202311200ARI,"November 20, 2023",Los Angeles Kings,LAK,4,Arizona Coyotes,ARI,1,
202311200DAL,"November 20, 2023",New York Rangers,NYR,3,Dallas Stars,DAL,6,
202311200FLA,"November 20, 2023",Edmonton Oilers,EDM,3,Florida Panthers,FLA,5,
202311200NSH,"November 20, 2023",Colorado Avalanche,COL,3,Nashville Predators,NSH,4,
202311200SEA,"November 20, 2023",Calgary Flames,CGY,4,Seattle Kraken,SEA,3,OT
202311200TBL,"November 20, 2023",Boston Bruins,BOS,4,Tampa Bay Lightning,TBL,5,OT
202311200VAN,"November 20, 2023",San Jose Sharks,SJS,1,Vancouver Canucks,VAN,3,
202311220ANA,"November 22, 2023",Montreal Canadiens,MTL,4,Anaheim Ducks,ANA,3,
202311220ARI,"November 22, 2023",St. Louis Blues,STL,6,Arizona Coyotes,ARI,5,
202311220CAR,"November 22, 2023",Edmonton Oilers,EDM,3,Carolina Hurricanes,CAR,6,
202311220CBJ,"November 22, 2023",Chicago Blackhawks,CHI,3,Columbus Blue Jackets,CBJ,7,
202311220COL,"November 22, 2023",Vancouver Canucks,VAN,2,Colorado Avalanche,COL,5,
202311220DAL,"November 22, 2023",Vegas Golden Knights,VEG,2,Dallas Stars,DAL,1,OT
202311220DET,"November 22, 2023",New Jersey Devils,NJD,0,Detroit Red Wings,DET,4,
202311220FLA,"November 22, 2023",Boston Bruins,BOS,3,Florida Panthers,FLA,1,
202311220NSH,"November 22, 2023",Calgary Flames,CGY,2,Nashville Predators,NSH,4,
