GameID,Team,Player,PlayerID,G,A,PTS,SOG,HIT,BLK,TOI,PIM,SAT-F,SAT-A,CF%,CRel%
202311180TBL,TBL,Nick Paul,paulni01,0,1,1,0,2,1,18.1,0,16,24,40.00%,-1.70%
202311180TBL,TBL,Nicklaus Perbix,perbini01,0,0,0,1,1,0,14.73,0,16,17,48.50%,10.00%
202311180TBL,TBL,Nikita Kucherov,kucheni01,2,1,3,6,2,1,22.6,0,34,26,56.70%,30.10%
202311180TBL,TBL,Steven Stamkos,stamkst01,1,1,2,4,0,2,13.82,0,16,23,41.00%,-0.20%
202311180TBL,TBL,Tanner Jeannot,jeannta01,1,0,1,2,3,0,11.4,0,9,13,40.90%,-0.30%
202311180TBL,TBL,Tyler Motte,mottety01,0,0,0,1,2,1,16.73,0,9,15,37.50%,-4.50%
202311180TBL,TBL,Victor Hedman,hedmavi01,0,0,0,1,0,0,24.52,2,29,27,51.80%,19.40%
202311180VAN,SEA,Adam Larsson,larssad01,0,0,0,1,0,3,24.63,0,13,27,32.50%,-21.60%
202311180VAN,SEA,Alexander Wennberg,wennbal01,0,0,0,1,0,1,17.83,0,12,12,50.00%,5.80%
202311180VAN,SEA,Brandon Tanev,tanevbr01,0,0,0,0,9,0,13.48,0,8,12,40.00%,-6.90%
202311180VAN,SEA,Brian Dumoulin,dumoubr01,0,0,0,2,2,2,15.65,0,11,22,33.30%,-18.20%
202311180VAN,SEA,Eeli Tolvanen,tolvaee01,0,1,1,0,6,1,17.52,0,13,14,48.10%,3.50%
202311180VAN,SEA,Jaden Schwartz,schwaja01,0,0,0,0,0,0,18.1,0,12,14,46.20%,0.90%
202311180VAN,SEA,Jamie Oleksiak,oleksja01,1,0,1,2,2,4,20.43,0,19,16,54.30%,13.40%
202311180VAN,SEA,Jared McCann,mccanja01,0,0,0,1,4,0,16.65,0,18,16,52.90%,11.10%
202311180VAN,SEA,Jordan Eberle,eberljo01,1,2,3,2,0,0,16.22,0,15,14,51.70%,8.60%
202311180VAN,SEA,Justin Schultz,schulju01,0,1,1,1,1,1,17.2,0,11,15,42.30%,-4.40%
202311180VAN,SEA,Kailer Yamamoto,yamamka01,0,0,0,1,0,2,11.63,2,9,8,52.90%,8.90%
202311180VAN,SEA,Matthew Beniers,beniema01,1,1,2,3,1,0,16.37,0,20,16,55.60%,15.60%
202311180VAN,SEA,Oliver Bjorkstrand,bjorkol01,0,1,1,4,0,0,16.98,0,13,15,46.40%,1.20%
202311180VAN,SEA,Pierre-Édouard Bellemare,bellepi01,0,0,0,0,0,0,9.6,0,5,11,31.20%,-17.00%
202311180VAN,SEA,Tye Kartye,kartyty01,0,0,0,1,1,0,8.33,2,5,8,38.50%,-8.10%
202311180VAN,SEA,Vince Dunn,dunnvi02,0,0,0,1,0,1,21.08,0,17,18,48.60%,4.70%
202311180VAN,SEA,William Borgen,borgewi01,0,1,1,4,2,0,16.75,0,16,11,59.30%,18.80%
202311180VAN,SEA,Yanni Gourde,gourdya01,1,0,1,2,1,2,17.53,0,9,21,30.00%,-22.10%
202311180VAN,VAN,Akito Hirose,hirosak01,0,0,0,0,0,1,11.1,0,9,6,60.00%,6.50%
202311180VAN,VAN,Andrei Kuzmenko,kuzmean01,0,0,0,0,0,0,16.78,0,14,10,58.30%,5.10%
202311180VAN,VAN,Anthony Beauvillier,beauvan01,0,0,0,2,1,0,13,0,18,10,64.30%,13.60%
202311180VAN,VAN,Brock Boeser,boesebr01,0,0,0,1,0,0,17.9,0,23,15,60.50%,9.70%
202311180VAN,VAN,Conor Garland,garlaco01,0,0,0,1,0,0,12.67,0,9,5,64.30%,11.40%
202311180VAN,VAN,Dakota Joshua,joshuda01,0,0,0,0,2,0,12.27,0,5,8,38.50%,-18.30%
202311180VAN,VAN,Elias Pettersson,petteel01,0,1,1,1,4,1,21.58,0,18,10,64.30%,13.60%
202311180VAN,VAN,Filip Hronek,hronefi01,0,1,1,4,4,1,29.05,0,30,25,54.50%,0.20%
202311180VAN,VAN,Ian Cole,coleia01,0,0,0,2,1,2,18.18,0,11,16,40.70%,-18.80%
202311180VAN,VAN,Ilya Mikheyev,mikheil01,0,1,1,0,2,0,14.92,0,13,10,56.50%,2.70%
202311180VAN,VAN,J.T. Miller,millejt01,1,0,1,3,3,0,19.6,2,25,15,62.50%,13.30%
202311180VAN,VAN,Nils Höglander,hoglani01,1,0,1,4,1,0,10.6,0,15,11,57.70%,4.40%
202311180VAN,VAN,Noah Juulsen,juulsno01,0,0,0,0,4,0,12.83,2,5,10,33.30%,-24.80%
202311180VAN,VAN,Phillip Di Giuseppe,digiuph01,0,1,1,2,2,1,13.6,0,12,12,50.00%,-5.80%
202311180VAN,VAN,Quinn Hughes,hughequ01,1,0,1,1,1,0,28.12,0,32,21,60.40%,12.50%
202311180VAN,VAN,Sam Lafferty,laffesa01,0,0,0,0,2,0,10.6,0,13,12,52.00%,-3.30%
202311180VAN,VAN,Teddy Blueger,bluegte01,0,0,0,1,3,2,15.17,2,9,13,40.90%,-17.30%
202311180VAN,VAN,Tyler Myers,myersty01,0,2,2,2,4,2,18.62,0,18,14,56.20%,2.60%
202311180WPG,ARI,Alexander Kerfoot,kerfoal01,0,1,1,2,0,1,15.52,0,20,8,71.40%,26.20%
202311180WPG,ARI,Clayton Keller,kellecl01,0,0,0,2,0,0,21.23,0,21,13,61.80%,13.60%
202311180WPG,ARI,J.J. Moser,moserja01,0,1,1,0,0,1,18.78,0,15,11,57.70%,6.10%
202311180WPG,ARI,Jason Zucker,zuckeja01,0,0,0,1,0,0,13.25,2,9,14,39.10%,-19.10%
202311180WPG,ARI,Josh Brown,brownjo01,0,0,0,1,1,0,18,0,7,17,29.20%,-32.90%
202311180WPG,ARI,Lawson Crouse,crousla01,0,0,0,2,2,0,16.15,0,13,14,48.10%,-7.50%
202311180WPG,ARI,Liam O'Brien,obrieli01,0,0,0,3,3,0,11.13,5,11,5,68.80%,18.80%
202311180WPG,ARI,Logan Cooley,coolelo01,0,0,0,0,0,0,15.82,0,12,15,44.40%,-12.70%
202311180WPG,ARI,Mathew Dumba,dumbama01,1,0,1,2,1,1,20.12,0,20,11,64.50%,17.00%
202311180WPG,ARI,Matias Maccelli,maccema01,1,0,1,1,0,0,16.9,0,14,10,58.30%,6.80%
202311180WPG,ARI,Michael Carcone,carcomi01,0,0,0,1,3,0,11.45,0,6,12,33.30%,-25.00%
202311180WPG,ARI,Michael Kesselring,kessemi01,0,0,0,1,1,0,16.97,0,17,12,58.60%,7.80%
202311180WPG,ARI,Miloš Kelemen,kelemmi01,0,0,0,0,1,0,9.78,0,9,5,64.30%,13.00%
202311180WPG,ARI,Nick Bjugstad,bjugsni01,0,0,0,1,4,0,17.25,0,15,11,57.70%,6.10%
202311180WPG,ARI,Nick Schmaltz,schmani01,0,1,1,1,0,2,21.42,0,18,13,58.10%,7.30%
202311180WPG,ARI,Sean Durzi,durzise01,0,0,0,0,0,2,24.15,0,20,17,54.10%,1.30%
202311180WPG,ARI,Travis Boyd,boydtr01,0,1,1,0,0,0,13.77,0,5,7,41.70%,-13.40%
202311180WPG,ARI,Troy Stecher,stechtr01,0,0,0,0,3,0,17.38,0,9,14,39.10%,-19.10%
202311180WPG,WPG,Adam Lowry,lowryad01,0,1,1,0,0,4,17.23,0,13,15,46.40%,-0.40%
202311180WPG,WPG,Alex Iafallo,iafalal01,0,0,0,3,2,1,17.32,0,12,15,44.40%,-3.20%
202311180WPG,WPG,Axel Jonsson-Fjällby,jonssax01,0,0,0,0,1,0,7.53,0,3,5,37.50%,-10.10%
202311180WPG,WPG,Brenden Dillon,dillobr01,0,2,2,0,3,1,16.75,5,10,13,43.50%,-4.30%
202311180WPG,WPG,Cole Perfetti,perfeco01,0,0,0,2,0,0,14.22,0,9,7,56.20%,11.60%
202311180WPG,WPG,David Gustafsson,gustada01,0,0,0,0,0,0,7.82,0,2,8,20.00%,-30.00%
202311180WPG,WPG,Dylan DeMelo,demeldy01,0,0,0,1,2,2,23.45,0,15,23,39.50%,-12.40%
202311180WPG,WPG,Dylan Samberg,sambedy01,0,0,0,1,1,3,18.42,0,12,16,42.90%,-5.50%
202311180WPG,WPG,Josh Morrissey,morrijo04,1,1,2,2,4,1,22.73,0,21,17,55.30%,14.90%
202311180WPG,WPG,Kyle Connor,connoky01,1,1,2,1,1,1,18.15,0,13,16,44.80%,-2.70%
202311180WPG,WPG,Mark Scheifele,scheima01,1,2,3,5,1,1,18.25,0,18,12,60.00%,20.00%
202311180WPG,WPG,Mason Appleton,applema01,1,0,1,5,0,0,18.03,2,18,15,54.50%,12.40%
202311180WPG,WPG,Morgan Barron,barromo01,0,0,0,0,1,2,9.18,0,3,9,25.00%,-25.00%
202311180WPG,WPG,Nate Schmidt,schmina01,0,0,0,0,0,2,17.68,0,7,14,33.30%,-17.40%
202311180WPG,WPG,Neal Pionk,pionkne01,0,1,1,3,2,2,20.38,2,18,13,58.10%,17.40%
202311180WPG,WPG,Nikolaj Ehlers,ehlerni01,0,0,0,1,0,0,15.53,0,10,9,52.60%,7.50%
202311180WPG,WPG,Nino Niederreiter,niedeni01,0,1,1,0,3,0,16.58,0,16,13,55.20%,12.60%
202311180WPG,WPG,Vladislav Namestnikov,namesvl01,1,0,1,2,1,1,16.73,0,9,13,40.90%,-7.60%
202311180WSH,CBJ,Adam Fantilli,fantiad01,0,0,0,4,2,0,15.52,0,25,9,73.50%,17.80%
202311180WSH,CBJ,Alexandre Texier,texieal01,0,0,0,0,1,0,13.53,0,18,14,56.20%,-5.40%
202311180WSH,CBJ,Boone Jenner,jennebo01,0,1,1,2,3,1,20.27,0,25,14,64.10%,5.40%
202311180WSH,CBJ,Cole Sillinger,sillico01,0,1,1,2,1,0,15.42,0,15,12,55.60%,-5.90%
202311180WSH,CBJ,Damon Severson,severda01,0,1,1,1,0,0,25.18,2,40,15,72.70%,21.40%
202311180WSH,CBJ,David Jiříček,jiricda01,0,0,0,3,0,2,13.7,0,15,17,46.90%,-17.70%
202311180WSH,CBJ,Dmitri Voronkov,vorondi01,0,0,0,1,0,0,12.95,0,21,8,72.40%,15.50%
202311180WSH,CBJ,Erik Gudbranson,gudbrer01,0,0,0,1,2,3,19.32,0,18,25,41.90%,-27.40%
202311180WSH,CBJ,Ivan Provorov,provoiv01,1,0,1,3,0,2,22.07,0,34,12,73.90%,21.00%
202311180WSH,CBJ,Jake Bean,beanja01,0,0,0,1,0,1,13.55,0,12,10,54.50%,-7.00%
202311180WSH,CBJ,Johnny Gaudreau,gaudrjo01,1,0,1,4,0,0,19.73,0,30,20,60.00%,-0.50%
202311180WSH,CBJ,Justin Danforth,danfoju01,1,0,1,3,3,0,13.83,0,19,16,54.30%,-8.20%
202311180WSH,CBJ,Kirill Marchenko,marchki01,0,0,0,3,0,1,15.9,0,28,8,77.80%,24.10%
202311180WSH,CBJ,Mathieu Olivier,olivima01,0,0,0,1,3,2,9.55,0,11,14,44.00%,-20.20%
202311180WSH,CBJ,Patrik Laine,lainepa01,0,0,0,2,0,0,12.35,2,19,14,57.60%,-3.60%
202311180WSH,CBJ,Sean Kuraly,kuralse01,0,1,1,3,1,2,14.35,2,19,15,55.90%,-6.00%
202311180WSH,CBJ,Yegor Chinakhov,chinaye01,0,0,0,1,2,0,16.43,0,15,11,57.70%,-3.30%
202311180WSH,CBJ,Zach Werenski,werenza01,0,1,1,1,0,2,21.57,0,30,23,56.60%,-6.20%
202311180WSH,WSH,Alex Ovechkin,ovechal01,1,0,1,2,2,0,15.03,0,16,16,50.00%,13.60%
202311180WSH,WSH,Aliaksei Protas,protaal01,1,2,3,1,0,0,9.17,0,10,11,47.60%,9.40%
202311180WSH,WSH,Anthony Mantha,manthan01,0,0,0,6,0,1,11.53,0,11,16,40.70%,1.30%
202311180WSH,WSH,Beck Malenstyn,malenbe01,0,0,0,3,5,1,19.97,0,15,31,32.60%,-10.90%
202311180WSH,WSH,Connor McMichael,mcmicco01,0,0,0,1,0,0,15.73,0,14,16,46.70%,9.10%
202311180WSH,WSH,Dylan Strome,stromdy01,0,1,1,1,0,0,14.42,0,12,20,37.50%,-2.90%
202311180WSH,WSH,Hendrix Lapierre,lapiehe01,1,2,3,3,0,1,10.2,0,14,10,58.30%,22.80%
202311180WSH,WSH,Joel Edmundson,edmunjo01,0,0,0,0,0,2,21.7,0,18,28,39.10%,-0.90%
202311180WSH,WSH,John Carlson,carlsjo01,0,0,0,3,1,4,24.67,0,21,39,35.00%,-8.70%
202311180WSH,WSH,Lucas Johansen,johanlu01,0,0,0,0,0,0,7.17,0,5,11,31.20%,-9.70%
202311180WSH,WSH,Nic Dowd,dowdni01,0,0,0,0,1,1,19.6,2,12,31,27.90%,-17.60%
202311180WSH,WSH,Nick Jensen,jenseni02,0,0,0,1,0,2,19.9,0,13,26,33.30%,-9.10%
202311180WSH,WSH,Nicolas Aubé-Kubel,aubekni01,0,0,0,1,5,1,15.33,0,13,17,43.30%,4.70%
202311180WSH,WSH,Rasmus Sandin,sandira01,0,0,0,0,1,2,24.7,0,25,27,48.10%,13.90%
202311180WSH,WSH,Sonny Milano,milanso01,1,1,2,2,1,0,12.18,0,13,13,50.00%,12.90%
202311180WSH,WSH,T.J. Oshie,oshietj01,0,0,0,1,3,1,13.83,2,15,19,44.10%,6.00%
202311180WSH,WSH,Tom Wilson,wilsoto01,0,0,0,1,1,0,18.72,0,12,26,31.60%,-11.40%
202311180WSH,WSH,Trevor van Riemsdyk,vanritr01,0,1,1,0,0,3,18.15,2,18,23,43.90%,6.10%
202311190ANA,ANA,Adam Henrique,henriad01,0,0,0,1,1,0,16.18,2,10,12,45.50%,-0.90%
202311190ANA,ANA,Alex Killorn,killoal01,0,1,1,4,1,0,16.88,0,14,20,41.20%,-7.40%
202311190ANA,ANA,Benoit-Olivier Groulx,groulbe01,0,0,0,0,2,1,8.2,0,4,9,30.80%,-17.60%
202311190ANA,ANA,Brett Leason,leasobr01,0,0,0,0,0,0,10,0,4,13,23.50%,-27.10%
202311190ANA,ANA,Cam Fowler,fowleca01,0,0,0,1,0,2,23.23,2,21,25,45.70%,-1.00%
202311190ANA,ANA,Frank Vatrano,vatrafr01,0,0,0,5,1,0,21.48,0,22,16,57.90%,18.20%
202311190ANA,ANA,Ilya Lyubushkin,lyubuil01,0,0,0,1,2,2,17.08,0,17,18,48.60%,3.50%
202311190ANA,ANA,Jackson LaCombe,lacomja01,0,0,0,0,0,1,22.78,0,14,19,42.40%,-5.50%
202311190ANA,ANA,Jakob Silfverberg,silfvja01,0,0,0,2,0,0,13.4,0,12,9,57.10%,13.60%
202311190ANA,ANA,Leo Carlsson,carlsle01,0,0,0,3,1,0,17.2,0,22,12,64.70%,27.20%
202311190ANA,ANA,Mason McTavish,mctavma01,1,0,1,4,0,2,16.4,4,14,18,43.80%,-3.50%
202311190ANA,ANA,Max Jones,jonesma03,0,1,1,1,1,1,13.17,0,7,13,35.00%,-13.80%
202311190ANA,ANA,Pavel Mintyukov,mintypa01,0,0,0,4,2,0,19.22,4,25,17,59.50%,22.00%
202311190ANA,ANA,Radko Gudas,gudasra01,0,0,0,0,1,0,19.07,0,6,18,25.00%,-27.40%
202311190ANA,ANA,Ryan Strome,stromry01,0,0,0,1,1,0,16.87,0,21,13,61.80%,22.90%
202311190ANA,ANA,Sam Carrick,carrisa01,0,0,0,1,2,0,13.52,0,8,15,34.80%,-14.60%
202311190ANA,ANA,Troy Terry,terrytr01,0,0,0,0,0,0,14.57,0,16,11,59.30%,17.50%
202311190ANA,ANA,Urho Vaakanainen,vaakaur01,0,0,0,3,1,1,14.8,0,9,15,37.50%,-11.30%
202311190ANA,STL,Alexey Toropchenko,toropal01,1,0,1,5,1,0,13.58,0,15,7,68.20%,18.20%
202311190ANA,STL,Brandon Saad,saadbr01,0,0,0,2,0,1,14.48,0,14,10,58.30%,5.90%
202311190ANA,STL,Brayden Schenn,schenbr01,0,0,0,1,1,0,18.27,0,18,12,60.00%,8.70%
202311190ANA,STL,Colton Parayko,parayco01,0,0,0,0,0,1,23.12,0,17,19,47.20%,-9.90%
202311190ANA,STL,Jake Neighbours,neighja01,1,0,1,1,0,1,11.75,0,11,10,52.40%,-1.70%
202311190ANA,STL,Jakub Vrána,vranaja01,0,0,0,2,1,0,9.72,2,10,7,58.80%,6.00%
202311190ANA,STL,Jordan Kyrou,kyroujo01,0,1,1,3,1,1,18.93,0,27,16,62.80%,15.20%
202311190ANA,STL,Justin Faulk,faulkju01,0,1,1,4,0,3,23.93,0,22,21,51.20%,-4.40%
202311190ANA,STL,Kasperi Kapanen,kapanka01,0,0,0,1,0,0,14.78,2,13,8,61.90%,10.10%
202311190ANA,STL,Kevin Hayes,hayeske01,0,1,1,1,0,1,16.52,0,17,7,70.80%,22.00%
202311190ANA,STL,Marco Scandella,scandma01,0,0,0,0,1,0,10.17,0,9,12,42.90%,-13.60%
202311190ANA,STL,Nick Leddy,leddyni01,0,0,0,1,1,1,22.52,0,16,17,48.50%,-7.70%
202311190ANA,STL,Nikita Alexandrov,alexani01,0,0,0,0,2,1,5.53,0,2,6,25.00%,-31.10%
202311190ANA,STL,Oskar Sundqvist,sundqos01,0,1,1,0,0,0,13.07,0,9,17,34.60%,-25.40%
202311190ANA,STL,Pavel Buchnevich,buchnpa01,1,0,1,4,0,0,22.83,0,24,22,52.20%,-2.80%
202311190ANA,STL,Robert Thomas,thomaro01,0,0,0,5,0,0,21.28,0,24,18,57.10%,5.50%
202311190ANA,STL,Scott Perunovich,perunsc01,0,1,1,0,0,2,13.15,0,19,10,65.50%,16.10%
202311190ANA,STL,Torey Krug,krugto01,0,0,0,2,0,1,22.93,0,20,18,52.60%,-1.80%
202311190CHI,BUF,Alex Tuch,tuchal01,0,0,0,2,1,0,21.3,0,14,24,36.80%,-6.70%
202311190CHI,BUF,Casey Mittelstadt,mitteca01,0,1,1,0,1,0,19.48,2,17,11,60.70%,27.40%
202311190CHI,BUF,Connor Clifton,cliftco01,0,0,0,0,1,1,9.83,0,6,11,35.30%,-6.90%
202311190CHI,BUF,Dylan Cozens,cozendy01,0,0,0,3,1,1,18.93,0,16,24,40.00%,-1.70%
202311190CHI,BUF,Erik Johnson,johnser01,1,0,1,1,0,2,13.62,0,6,15,28.60%,-15.70%
202311190CHI,BUF,Henri Jokiharju,jokihhe01,0,0,0,0,0,1,11.23,0,10,8,55.60%,17.80%
202311190CHI,BUF,Jeff Skinner,skinnje01,1,0,1,1,0,0,15,0,14,10,58.30%,22.80%
202311190CHI,BUF,John-Jason Peterka,peterjo01,0,2,2,0,0,0,14.58,0,15,8,65.20%,31.40%
202311190CHI,BUF,Jordan Greenway,greenjo02,0,0,0,2,1,2,20.4,0,9,27,25.00%,-25.00%
202311190CHI,BUF,Kyle Okposo,okposky01,0,0,0,0,2,0,14.48,0,8,13,38.10%,-3.70%
202311190CHI,BUF,Mattias Samuelsson,samuema02,0,0,0,0,3,2,22.2,2,9,26,25.70%,-23.50%
202311190CHI,BUF,Owen Power,powerow01,0,0,0,2,1,1,17.22,2,12,18,40.00%,-1.40%
202311190CHI,BUF,Peyton Krebs,krebspe01,0,0,0,0,1,1,13.53,0,7,14,33.30%,-9.70%
202311190CHI,BUF,Rasmus Dahlin,dahlira01,1,2,3,5,4,0,28.98,0,22,26,45.80%,9.30%
202311190CHI,BUF,Ryan Johnson,johnsry03,0,0,0,0,0,1,12.33,0,10,13,43.50%,3.20%
202311190CHI,BUF,Victor Olofsson,olofsvi01,0,0,0,2,0,0,15.28,0,12,17,41.40%,0.60%
202311190CHI,BUF,Zach Benson,bensoza01,0,1,1,1,0,1,12.2,0,13,8,61.90%,26.50%
202311190CHI,BUF,Zemgus Girgensons,girgeze01,0,0,0,1,1,0,13.38,0,4,13,23.50%,-21.10%
202311190CHI,CHI,Alex Vlasic,vlasial01,0,0,0,1,0,0,19.85,0,12,18,40.00%,-27.10%
202311190CHI,CHI,Connor Bedard,bedarco01,0,1,1,2,0,0,21.15,0,32,15,68.10%,17.20%
202311190CHI,CHI,Connor Murphy,murphco02,0,0,0,4,1,5,21,0,18,16,52.90%,-9.20%
202311190CHI,CHI,Corey Perry,perryco01,0,0,0,2,1,1,14.72,0,18,7,72.00%,17.30%
202311190CHI,CHI,Isaak Phillips,phillis01,0,0,0,2,1,1,13.57,0,15,7,68.20%,11.80%
202311190CHI,CHI,Jason Dickinson,dickija01,0,0,0,3,3,0,11.7,0,7,7,50.00%,-10.50%
202311190CHI,CHI,Kevin Korchinski,korchke01,0,0,0,1,0,1,18.62,4,19,13,59.40%,0.60%
202311190CHI,CHI,Lukas Reichel,reichlu01,0,1,1,1,0,0,17.17,0,23,14,62.20%,5.10%
202311190CHI,CHI,Mackenzie Entwistle,entwima01,0,0,0,1,0,0,13.17,0,6,14,30.00%,-36.20%
202311190CHI,CHI,Nick Foligno,foligni01,0,1,1,1,3,0,14.67,0,12,9,57.10%,-2.40%
202311190CHI,CHI,Philipp Kurashev,kurasph01,1,1,2,2,0,0,20.32,0,25,13,65.80%,11.00%
202311190CHI,CHI,Reese Johnson,johnsre01,0,0,0,2,3,0,12.37,0,10,10,50.00%,-11.30%
202311190CHI,CHI,Ryan Donato,donatry01,0,0,0,1,1,0,10.32,0,6,7,46.20%,-14.70%
202311190CHI,CHI,Seth Jones,jonesse01,0,0,0,1,0,1,25.83,0,24,22,52.20%,-12.60%
202311190CHI,CHI,Taylor Hall,hallta02,0,0,0,0,1,0,17.08,0,25,5,83.30%,34.70%
202311190CHI,CHI,Taylor Raddysh,raddyta01,1,0,1,2,0,0,16.4,0,15,10,60.00%,1.30%
202311190CHI,CHI,Tyler Johnson,johnsty01,0,0,0,0,0,0,15.53,2,17,5,77.30%,23.50%
202311190CHI,CHI,Wyatt Kaiser,kaisewy01,0,0,0,0,0,0,13.48,0,15,7,68.20%,11.80%
202311190MIN,MIN,Brandon Duhaime,duhaibr01,0,0,0,1,3,0,9.53,0,9,12,42.90%,-12.80%
202311190MIN,MIN,Brock Faber,faberbr01,0,1,1,1,1,4,23.98,0,20,20,50.00%,-5.20%
202311190MIN,MIN,Connor Dewar,dewarco01,0,0,0,2,3,0,12.6,0,12,13,48.00%,-6.90%
202311190MIN,MIN,Frédérick Gaudreau,gaudrfr01,0,0,0,0,1,1,15.07,0,15,14,51.70%,-2.40%
202311190MIN,MIN,Jacob Middleton,middlja01,1,0,1,1,1,4,19.02,0,17,24,41.50%,-17.80%
202311190MIN,MIN,Jared Spurgeon,spurgja01,0,0,0,2,0,0,22.67,2,25,27,48.10%,-9.20%
202311190MIN,MIN,Joel Eriksson Ek,eriksjo02,0,1,1,6,1,1,20.28,0,22,22,50.00%,-5.40%
202311190MIN,MIN,Jonas Brodin,brodijo01,0,1,1,3,0,2,25.3,0,24,24,50.00%,-5.70%
202311190MIN,MIN,Jonathon Merrill,merrijo01,1,0,1,3,0,1,13.3,0,18,10,64.30%,13.80%
202311190MIN,MIN,Kirill Kaprizov,kapriki01,0,0,0,4,2,1,19.65,0,28,14,66.70%,19.60%
202311190MIN,MIN,Marco Rossi,rossima01,0,1,1,1,0,0,18.22,0,22,15,59.50%,8.40%
202311190MIN,MIN,Marcus Foligno,foligma01,0,1,1,1,2,2,15.58,0,12,16,42.90%,-13.70%
202311190MIN,MIN,Marcus Johansson,johanma03,0,0,0,2,4,1,14.87,0,18,10,64.30%,13.80%
202311190MIN,MIN,Mats Zuccarello,zuccama01,1,1,2,4,0,0,19,2,26,14,65.00%,16.70%
202311190MIN,MIN,Matt Boldy,boldyma01,0,0,0,1,0,0,16.2,0,24,7,77.40%,31.60%
202311190MIN,MIN,Pat Maroon,maroopa01,0,0,0,0,0,0,11.65,0,12,12,50.00%,-4.40%
202311190MIN,MIN,Ryan Hartman,hartmry01,0,0,0,2,3,0,17.9,0,11,19,36.70%,-22.10%
202311190MIN,MIN,Zach Bogosian,bogosza01,0,0,0,2,1,1,12.55,0,18,10,64.30%,13.80%
202311190MIN,TOR,Auston Matthews,matthau01,1,1,2,2,0,1,21.3,0,26,18,59.10%,19.30%
202311190MIN,TOR,Bobby McMann,mcmanbo02,0,0,0,0,0,0,8.22,0,5,10,33.30%,-14.90%
202311190MIN,TOR,Calle Järnkrok,jarnkca01,0,0,0,1,0,0,15.47,0,10,23,30.30%,-21.80%
202311190MIN,TOR,David Kämpf,kampfda01,0,0,0,0,0,0,13.52,0,6,17,26.10%,-24.90%
202311190MIN,TOR,Jake McCabe,mccabja01,0,0,0,4,1,3,22.88,2,20,29,40.80%,-9.20%
202311190MIN,TOR,John Tavares,tavarjo01,0,0,0,2,2,0,19.12,0,24,21,53.30%,10.60%
202311190MIN,TOR,Mark Giordano,giordma01,0,1,1,0,0,3,19.9,0,21,34,38.20%,-14.60%
202311190MIN,TOR,Matthew Knies,kniesma01,1,0,1,1,2,0,15.87,0,21,11,65.60%,25.60%
202311190MIN,TOR,Max Domi,domima01,0,0,0,1,0,1,7.97,0,8,9,47.10%,0.70%
202311190MIN,TOR,Mitch Marner,marnemi01,0,2,2,1,1,1,20.85,2,27,23,54.00%,12.40%
202311190MIN,TOR,Morgan Rielly,riellmo01,1,2,3,5,1,1,26.05,0,28,21,57.10%,17.40%
202311190MIN,TOR,Nicholas Robertson,roberni01,0,0,0,2,1,0,7.7,0,7,9,43.80%,-3.00%
202311190MIN,TOR,Noah Gregor,gregono01,0,0,0,0,0,0,12.57,0,6,14,30.00%,-19.50%
202311190MIN,TOR,Simon Benoit,benoisi01,0,0,0,0,2,0,11.15,0,7,7,50.00%,4.00%
202311190MIN,TOR,T.J. Brodie,broditj01,0,0,0,1,0,2,25.73,2,22,28,44.00%,-4.10%
202311190MIN,TOR,Tyler Bertuzzi,bertuty01,0,0,0,1,1,2,16.25,0,17,13,56.70%,13.40%
202311190MIN,TOR,William Lagesson,lageswi01,0,0,0,1,3,2,15.77,0,10,13,43.50%,-3.60%
202311190MIN,TOR,William Nylander,nylanwi01,1,1,2,3,0,0,23.15,0,24,22,52.20%,9.00%
202311190PHI,CBJ,Adam Boqvist,boqviad01,0,0,0,1,0,1,15.75,0,19,14,57.60%,8.80%
202311190PHI,CBJ,Adam Fantilli,fantiad01,0,0,0,2,4,1,16.53,0,12,9,57.10%,7.10%
202311190PHI,CBJ,Alexandre Texier,texieal01,1,0,1,1,0,0,18.5,0,24,19,55.80%,7.20%
202311190PHI,CBJ,Boone Jenner,jennebo01,1,0,1,4,3,0,19.6,0,24,14,63.20%,17.90%
202311190PHI,CBJ,Cole Sillinger,sillico01,0,0,0,0,2,0,11.98,2,6,14,30.00%,-25.90%
202311190PHI,CBJ,Damon Severson,severda01,0,0,0,0,1,0,9.95,0,5,9,35.70%,-17.80%
202311190PHI,CBJ,David Jiříček,jiricda01,0,0,0,0,1,1,15.9,0,16,11,59.30%,10.50%
202311190PHI,CBJ,Dmitri Voronkov,vorondi01,0,0,0,0,1,1,13.72,0,8,11,42.10%,-11.10%
202311190PHI,CBJ,Erik Gudbranson,gudbrer01,0,0,0,0,1,2,17.03,0,11,24,31.40%,-28.90%
202311190PHI,CBJ,Ivan Provorov,provoiv01,0,1,1,1,0,1,24.87,0,26,20,56.50%,8.70%
202311190PHI,CBJ,Jake Bean,beanja01,0,0,0,1,0,1,10.48,0,7,11,38.90%,-14.80%
202311190PHI,CBJ,Johnny Gaudreau,gaudrjo01,0,0,0,2,0,0,24,0,25,17,59.50%,13.00%
202311190PHI,CBJ,Justin Danforth,danfoju01,0,0,0,0,3,1,20.9,0,23,21,52.30%,1.60%
202311190PHI,CBJ,Kirill Marchenko,marchki01,0,0,0,2,0,0,20.15,2,16,15,51.60%,0.40%
202311190PHI,CBJ,Mathieu Olivier,olivima01,0,1,1,3,5,1,8.75,9,16,11,59.30%,10.50%
