GameID,Team,Player,PlayerID,G,A,PTS,SOG,HIT,BLK,TOI,PIM,SAT-F,SAT-A,CF%,CRel%
202310100PIT,CHI,Alex Vlasic,vlasial01,0,1,1,2,0,1,20.53,0,18,28,39.10%,-17.00%
202310100PIT,CHI,Andreas Athanasiou,athanan01,0,1,1,1,0,0,10.17,0,12,9,57.10%,7.50%
202310100PIT,CHI,Boris Katchouk,katchbo01,0,0,0,2,0,0,12.08,0,13,11,54.20%,4.20%
202310100PIT,CHI,Cole Guttman,guttmco01,1,0,1,2,0,0,9.25,0,10,12,45.50%,-6.10%
202310100PIT,CHI,Connor Bedard,bedarco01,0,1,1,5,0,1,21.48,0,34,15,69.40%,28.30%
202310100PIT,CHI,Connor Murphy,murphco02,0,0,0,0,1,0,17.97,0,14,27,34.10%,-23.20%
202310100PIT,CHI,Corey Perry,perryco01,0,2,2,2,1,0,16.8,0,26,19,57.80%,10.30%
202310100PIT,CHI,Jarred Tinordi,tinorja01,0,0,0,0,3,1,13.97,0,18,19,48.60%,-2.80%
202310100PIT,CHI,Jason Dickinson,dickija01,1,1,2,3,2,3,12.9,0,12,23,34.30%,-21.70%
202310100PIT,CHI,Kevin Korchinski,korchke01,0,0,0,1,0,2,19.32,0,23,20,53.50%,4.00%
202310100PIT,CHI,Lukas Reichel,reichlu01,0,0,0,2,0,0,14.75,0,17,19,47.20%,-4.70%
202310100PIT,CHI,Nick Foligno,foligni01,1,1,2,2,1,2,14.87,0,15,22,40.50%,-13.70%
202310100PIT,CHI,Ryan Donato,donatry01,1,0,1,4,1,0,18.37,0,29,14,67.40%,23.80%
202310100PIT,CHI,Seth Jones,jonesse01,0,1,1,2,0,2,25.47,0,36,24,60.00%,16.00%
202310100PIT,CHI,Taylor Hall,hallta02,0,0,0,2,1,0,20.73,0,31,17,64.60%,20.80%
202310100PIT,CHI,Taylor Raddysh,raddyta01,0,0,0,1,2,2,15.87,0,19,21,47.50%,-4.40%
202310100PIT,CHI,Tyler Johnson,johnsty01,0,0,0,3,0,1,16.38,0,17,25,40.50%,-14.40%
202310100PIT,CHI,Wyatt Kaiser,kaisewy01,0,0,0,2,1,1,15.1,2,20,23,46.50%,-6.00%
202310100PIT,PIT,Bryan Rust,rustbr01,1,0,1,5,0,0,18.9,0,22,23,48.90%,-0.60%
202310100PIT,PIT,Chad Ruhwedel,ruhwech01,0,0,0,0,2,0,11.53,0,7,10,41.20%,-9.20%
202310100PIT,PIT,Drew O'Connor,oconndr01,0,0,0,2,0,0,13.03,0,12,14,46.20%,-3.80%
202310100PIT,PIT,Erik Karlsson,karlser01,0,0,0,2,2,3,26.07,0,40,36,52.60%,7.00%
202310100PIT,PIT,Evgeni Malkin,malkiev01,0,0,0,6,0,1,19.65,0,31,16,66.00%,24.80%
202310100PIT,PIT,Jake Guentzel,guentja01,0,1,1,4,2,1,19.35,0,27,25,51.90%,4.10%
202310100PIT,PIT,Jansen Harkins,harkija01,0,0,0,2,2,0,10.52,0,14,12,53.80%,5.50%
202310100PIT,PIT,Jeff Carter,carteje01,0,0,0,1,0,0,10.23,2,15,11,57.70%,10.20%
202310100PIT,PIT,Kris Letang,letankr01,0,1,1,4,0,1,24.53,2,28,29,49.10%,-0.30%
202310100PIT,PIT,Lars Eller,ellerla01,0,1,1,1,0,2,13.12,2,14,14,50.00%,0.90%
202310100PIT,PIT,Marcus Pettersson,pettema01,0,1,1,2,1,0,21.67,0,25,33,43.10%,-10.40%
202310100PIT,PIT,Matthew Nieto,nietoma01,0,0,0,0,0,1,11.13,2,11,19,36.70%,-15.90%
202310100PIT,PIT,Noel Acciari,acciano01,0,0,0,2,7,2,10.5,0,8,21,27.60%,-27.20%
202310100PIT,PIT,Pierre-Olivier Joseph,joseppi01,0,0,0,0,0,1,11.5,0,20,10,66.70%,22.00%
202310100PIT,PIT,Reilly Smith,smithre01,0,0,0,4,1,1,16.95,0,24,13,64.90%,21.00%
202310100PIT,PIT,Rickard Rakell,rakelri01,0,0,0,2,4,1,16.95,0,25,13,65.80%,22.40%
202310100PIT,PIT,Ryan Graves,gravery01,0,0,0,0,2,4,20.4,0,13,27,32.50%,-23.30%
202310100PIT,PIT,Sidney Crosby,crosbsi01,1,0,1,4,0,1,18.47,0,26,25,51.00%,2.60%
202310100TBL,NSH,Alexandre Carrier,carrial01,0,0,0,0,0,2,20.65,0,20,23,46.50%,-7.70%
202310100TBL,NSH,Cody Glass,glassco01,0,0,0,2,2,0,15.48,0,24,13,64.90%,18.80%
202310100TBL,NSH,Cole Smith,smithco02,0,0,0,1,2,0,12.87,0,10,20,33.30%,-24.00%
202310100TBL,NSH,Colton Sissons,sissoco01,0,0,0,3,3,1,14.75,2,14,22,38.90%,-17.80%
202310100TBL,NSH,Filip Forsberg,forsbfi01,0,2,2,6,1,0,20.85,0,39,16,70.90%,34.30%
202310100TBL,NSH,Gustav Nyquist,nyquigu01,0,1,1,2,1,0,14.88,0,14,18,43.80%,-10.50%
202310100TBL,NSH,Jeremy Lauzon,lauzoje01,0,0,0,1,3,0,13.35,2,14,8,63.60%,14.60%
202310100TBL,NSH,Juuso Pärssinen,parssju01,1,0,1,2,0,0,13.72,0,13,16,44.80%,-8.80%
202310100TBL,NSH,Kiefer Sherwood,sherwki01,0,0,0,1,2,0,7.9,0,8,6,57.10%,6.20%
202310100TBL,NSH,Luke Evangelista,evanglu01,0,0,0,0,0,0,12.02,0,7,8,46.70%,-5.60%
202310100TBL,NSH,Luke Schenn,schenlu01,0,0,0,0,5,1,15.18,0,11,18,37.90%,-17.80%
202310100TBL,NSH,Philip Tomasino,tomasph01,0,1,1,0,0,1,13.5,2,7,9,43.80%,-8.90%
202310100TBL,NSH,Roman Josi,josiro01,0,0,0,2,0,1,25.62,4,33,24,57.90%,11.50%
202310100TBL,NSH,Ryan McDonagh,mcdonry01,0,1,1,2,0,2,20.8,0,19,28,40.40%,-17.80%
202310100TBL,NSH,Ryan O'Reilly,oreilry01,1,1,2,4,0,2,21.98,0,34,20,63.00%,19.90%
202310100TBL,NSH,Thomas Novak,novakth01,1,0,1,3,0,0,15.72,0,24,10,70.60%,26.00%
202310100TBL,NSH,Tyson Barrie,barrity01,0,0,0,1,0,0,21.3,0,30,18,62.50%,17.60%
202310100TBL,NSH,Yakov Trenin,treniya01,0,0,0,1,4,0,13.9,0,13,10,56.50%,6.00%
202310100TBL,TBL,Anthony Cirelli,cirelan01,0,0,0,1,0,0,16.7,0,14,20,41.20%,-9.90%
202310100TBL,TBL,Brandon Hagel,hagelbr01,1,0,1,4,0,1,18.12,0,16,21,43.20%,-7.40%
202310100TBL,TBL,Brayden Point,pointbr01,0,3,3,3,0,1,22.22,0,32,27,54.20%,10.90%
202310100TBL,TBL,Calvin de Haan,dehaaca01,0,0,0,0,2,1,13.68,0,14,15,48.30%,-0.20%
202310100TBL,TBL,Conor Sheary,shearco01,0,0,0,0,0,3,12.07,0,13,7,65.00%,19.70%
202310100TBL,TBL,Darren Raddysh,raddyda01,0,0,0,3,1,1,18.07,0,21,19,52.50%,6.00%
202310100TBL,TBL,Erik Černák,cernaer01,0,0,0,2,7,1,19.33,0,15,22,40.50%,-11.20%
202310100TBL,TBL,Luke Glendening,glendlu01,0,0,0,1,1,2,14.02,0,7,17,29.20%,-23.70%
202310100TBL,TBL,Michael Eyssimont,eyssimi01,0,0,0,2,0,0,8.52,0,7,6,53.80%,6.00%
202310100TBL,TBL,Mikhail Sergachev,sergami01,0,1,1,2,0,2,23,2,24,23,51.10%,4.30%
202310100TBL,TBL,Nick Paul,paulni01,2,1,3,3,2,1,16.2,0,24,10,70.60%,30.40%
202310100TBL,TBL,Nicklaus Perbix,perbini01,0,0,0,1,0,1,11.7,2,8,14,36.40%,-14.60%
202310100TBL,TBL,Nikita Kucherov,kucheni01,2,0,2,5,2,0,21.32,2,32,24,57.10%,15.70%
202310100TBL,TBL,Steven Stamkos,stamkst01,0,1,1,2,2,0,20.38,2,27,24,52.90%,7.60%
202310100TBL,TBL,Tanner Jeannot,jeannta01,0,0,0,1,2,0,11.8,0,9,6,60.00%,13.20%
202310100TBL,TBL,Tyler Motte,mottety01,0,0,0,0,2,1,7.92,0,6,9,40.00%,-9.50%
202310100TBL,TBL,Victor Hedman,hedmavi01,0,1,1,4,0,1,26.92,0,23,37,38.30%,-19.30%
202310100TBL,TBL,Waltteri Merela,merelwa01,0,0,0,0,1,1,10.35,0,8,8,50.00%,1.80%
202310100VEG,SEA,Adam Larsson,larssad01,0,0,0,2,1,1,19.73,2,25,19,56.80%,4.50%
202310100VEG,SEA,Alexander Wennberg,wennbal01,0,0,0,2,1,1,18.65,2,17,18,48.60%,-7.10%
202310100VEG,SEA,André Burakovsky,burakan01,0,0,0,2,0,1,16.45,0,22,9,71.00%,22.50%
202310100VEG,SEA,Brandon Tanev,tanevbr01,0,0,0,1,1,2,10.12,0,7,20,25.90%,-35.10%
202310100VEG,SEA,Brian Dumoulin,dumoubr01,0,0,0,0,1,1,15.32,0,13,17,43.30%,-13.60%
202310100VEG,SEA,Eeli Tolvanen,tolvaee01,0,0,0,1,2,0,16.82,0,22,17,56.40%,3.70%
202310100VEG,SEA,Jaden Schwartz,schwaja01,0,0,0,1,0,0,17.88,2,24,10,70.60%,22.60%
202310100VEG,SEA,Jamie Oleksiak,oleksja01,0,0,0,1,5,6,18.55,0,14,30,31.80%,-33.00%
202310100VEG,SEA,Jared McCann,mccanja01,1,0,1,5,0,0,16.4,2,27,14,65.90%,17.50%
202310100VEG,SEA,Jordan Eberle,eberljo01,0,1,1,3,2,0,14.97,0,23,10,69.70%,21.20%
202310100VEG,SEA,Justin Schultz,schulju01,0,0,0,1,0,1,16.37,0,19,18,51.40%,-3.30%
202310100VEG,SEA,Kailer Yamamoto,yamamka01,0,0,0,1,1,0,14.53,0,20,10,66.70%,16.70%
202310100VEG,SEA,Matthew Beniers,beniema01,0,0,0,2,0,0,16.32,0,26,11,70.30%,22.90%
202310100VEG,SEA,Oliver Bjorkstrand,bjorkol01,0,0,0,4,1,0,17.37,0,24,16,60.00%,8.90%
202310100VEG,SEA,Pierre-Édouard Bellemare,bellepi01,0,0,0,0,0,3,7.5,0,4,11,26.70%,-30.60%
202310100VEG,SEA,Vince Dunn,dunnvi02,0,0,0,2,0,1,22.3,0,36,14,72.00%,29.30%
202310100VEG,SEA,William Borgen,borgewi01,0,0,0,2,4,0,16.78,0,14,22,38.90%,-20.50%
202310100VEG,SEA,Yanni Gourde,gourdya01,0,0,0,3,2,1,16.33,0,18,26,40.90%,-19.30%
202310100VEG,VEG,Alex Pietrangelo,pietral01,0,0,0,3,0,2,26,0,24,30,44.40%,-3.00%
202310100VEG,VEG,Ben Hutton,huttobe01,0,0,0,1,0,2,15.13,0,17,16,51.50%,7.10%
202310100VEG,VEG,Brayden McNabb,mcnabbr01,0,1,1,0,3,3,18.85,0,17,26,39.50%,-9.90%
202310100VEG,VEG,Brayden Pachal,pachabr01,0,0,0,0,2,1,16.15,2,12,28,30.00%,-23.30%
202310100VEG,VEG,Brett Howden,howdebr01,0,1,1,1,0,0,11.95,15,11,18,37.90%,-10.60%
202310100VEG,VEG,Chandler Stephenson,stephch02,1,1,2,2,0,1,18.55,0,21,23,47.70%,2.20%
202310100VEG,VEG,Ivan Barbashev,barbaiv01,1,0,1,3,1,1,15.65,0,18,12,60.00%,17.80%
202310100VEG,VEG,Jack Eichel,eicheja01,1,0,1,3,0,3,19.88,0,26,18,59.10%,19.30%
202310100VEG,VEG,Jonathan Marchessault,audymjo01,1,0,1,3,2,0,15.53,0,25,10,71.40%,34.30%
202310100VEG,VEG,Keegan Kolesar,koleske01,0,0,0,2,2,0,11.35,0,13,14,48.10%,2.40%
202310100VEG,VEG,Mark Stone,stonema01,0,2,2,1,0,1,19.12,0,18,22,45.00%,-1.70%
202310100VEG,VEG,Michael Amadio,amadimi01,0,0,0,2,1,0,10.98,0,7,18,28.00%,-22.50%
202310100VEG,VEG,Nicolas Hague,hagueni01,0,0,0,1,2,2,21.42,0,18,26,40.90%,-8.00%
202310100VEG,VEG,Nicolas Roy,royni01,0,0,0,2,1,1,17.43,0,21,18,53.80%,10.80%
202310100VEG,VEG,Paul Cotter,cottepa01,0,0,0,0,10,1,12.45,2,11,14,44.00%,-2.70%
202310100VEG,VEG,Shea Theodore,theodsh01,0,0,0,0,2,2,18.2,0,23,19,54.80%,12.60%
202310100VEG,VEG,William Carrier,carriwi01,0,0,0,3,2,0,5.15,2,8,6,57.10%,12.20%
202310100VEG,VEG,William Karlsson,karlswi01,0,0,0,1,1,1,15.2,0,12,17,41.40%,-6.20%
202310110BOS,BOS,Brad Marchand,marchbr03,0,1,1,1,3,1,18.15,0,19,8,70.40%,10.60%
202310110BOS,BOS,Brandon Carlo,carlobr01,0,1,1,1,2,2,18.95,0,31,18,63.30%,1.90%
202310110BOS,BOS,Charlie Coyle,coylech01,0,1,1,1,2,0,15.93,0,20,10,66.70%,6.00%
202310110BOS,BOS,Charlie McAvoy,mcavoch01,0,0,0,1,3,2,22.92,0,19,13,59.40%,-3.80%
202310110BOS,BOS,David Pastrňák,pastrda01,2,0,2,4,2,0,17.4,0,21,8,72.40%,13.50%
202310110BOS,BOS,Derek Forbort,forbode01,0,0,0,1,1,0,18.12,0,15,13,53.60%,-11.20%
202310110BOS,BOS,Hampus Lindholm,lindhha01,0,0,0,3,0,0,21.48,2,46,17,73.00%,23.00%
202310110BOS,BOS,Jake DeBrusk,debruja01,0,0,0,2,1,0,16.93,2,26,14,65.00%,4.20%
202310110BOS,BOS,Jakub Lauko,laukoja01,0,0,0,2,1,0,11.42,0,12,11,52.20%,-12.40%
202310110BOS,BOS,James van Riemsdyk,vanrija01,0,0,0,1,0,0,11.92,0,12,7,63.20%,1.20%
202310110BOS,BOS,John Beecher,beechjo01,0,0,0,1,1,0,10.68,7,10,5,66.70%,5.20%
202310110BOS,BOS,Kevin Shattenkirk,shattke01,0,0,0,3,0,3,17.55,0,23,14,62.20%,0.00%
202310110BOS,BOS,Matt Grzelcyk,grzelma01,0,0,0,1,0,0,18.03,0,13,17,43.30%,-25.20%
202310110BOS,BOS,Matthew Poitras,poitrma01,0,1,1,2,0,0,14.83,0,27,13,67.50%,8.00%
202310110BOS,BOS,Milan Lucic,lucicmi01,0,1,1,0,3,0,13.65,2,15,14,51.70%,-13.90%
202310110BOS,BOS,Morgan Geekie,geekimo01,0,0,0,3,0,1,15.35,0,26,12,68.40%,9.10%
202310110BOS,BOS,Pavel Zacha,zachapa01,0,0,0,3,3,0,16.7,0,15,15,50.00%,-16.30%
202310110BOS,BOS,Trent Frederic,fredetr01,1,0,1,3,3,0,14.1,0,20,14,58.80%,-4.70%
202310110BOS,CHI,Alex Vlasic,vlasial01,0,0,0,2,2,1,18.53,0,10,21,32.30%,-7.50%
202310110BOS,CHI,Andreas Athanasiou,athanan01,0,0,0,2,3,0,17.52,0,12,24,33.30%,-6.50%
202310110BOS,CHI,Boris Katchouk,katchbo01,0,0,0,0,0,0,11.62,0,8,20,28.60%,-12.10%
202310110BOS,CHI,Cole Guttman,guttmco01,0,0,0,0,0,3,10.93,0,5,20,20.00%,-22.60%
202310110BOS,CHI,Connor Bedard,bedarco01,1,0,1,6,2,1,21.73,2,18,21,46.20%,12.40%
202310110BOS,CHI,Connor Murphy,murphco02,0,0,0,0,5,2,18.9,0,19,27,41.30%,5.70%
202310110BOS,CHI,Corey Perry,perryco01,0,0,0,1,0,0,15.63,0,11,14,44.00%,7.80%
202310110BOS,CHI,Jarred Tinordi,tinorja01,0,0,0,2,3,1,14.32,0,14,18,43.80%,8.20%
202310110BOS,CHI,Jason Dickinson,dickija01,0,0,0,0,2,1,10.63,17,6,14,30.00%,-9.40%
202310110BOS,CHI,Kevin Korchinski,korchke01,0,0,0,0,0,5,21.8,0,23,30,43.40%,10.10%
202310110BOS,CHI,Lukas Reichel,reichlu01,0,0,0,2,0,0,15.12,0,12,16,42.90%,6.60%
202310110BOS,CHI,Nick Foligno,foligni01,0,0,0,0,2,1,16.4,0,13,21,38.20%,0.60%
202310110BOS,CHI,Ryan Donato,donatry01,0,1,1,3,2,1,18.75,0,13,17,43.30%,7.30%
202310110BOS,CHI,Seth Jones,jonesse01,0,0,0,0,2,4,23.58,0,9,32,22.00%,-24.20%
202310110BOS,CHI,Taylor Hall,hallta02,0,1,1,2,0,1,7.27,0,8,7,53.30%,17.70%
202310110BOS,CHI,Taylor Raddysh,raddyta01,0,0,0,1,0,0,17.45,0,12,22,35.30%,-3.50%
202310110BOS,CHI,Tyler Johnson,johnsty01,0,0,0,0,0,0,18.25,0,18,19,48.60%,15.70%
202310110BOS,CHI,Wyatt Kaiser,kaisewy01,0,0,0,0,1,3,16.38,4,11,19,36.70%,-1.50%
202310110CAR,CAR,Brady Skjei,skjeibr01,1,1,2,3,0,1,19.92,0,29,22,56.90%,-2.60%
202310110CAR,CAR,Brent Burns,burnsbr01,0,0,0,2,1,0,20.98,0,27,21,56.20%,-3.60%
202310110CAR,CAR,Brett Pesce,pescebr01,0,0,0,1,0,1,18.18,4,34,16,68.00%,15.10%
202310110CAR,CAR,Dmitry Orlov,orlovdm01,0,0,0,2,3,2,18.22,0,17,14,54.80%,-4.80%
202310110CAR,CAR,Jaccob Slavin,slavija01,1,0,1,3,0,2,17.33,0,22,21,51.20%,-10.80%
202310110CAR,CAR,Jack Drury,druryja01,0,0,0,1,0,1,9.35,0,12,6,66.70%,9.40%
202310110CAR,CAR,Jalen Chatfield,chatfja01,0,0,0,0,1,0,4.65,0,3,3,50.00%,-8.90%
202310110CAR,CAR,Jesper Fast,fastje01,0,1,1,5,1,0,14.08,0,22,13,62.90%,5.90%
202310110CAR,CAR,Jesperi Kotkaniemi,kotkaje01,0,1,1,4,2,0,14.83,2,22,13,62.90%,5.90%
202310110CAR,CAR,Jordan Martinook,martijo01,0,1,1,0,0,0,15.68,2,24,20,54.50%,-5.90%
202310110CAR,CAR,Jordan Staal,staaljo01,1,1,2,3,2,1,17.27,0,25,21,54.30%,-6.40%
202310110CAR,CAR,Martin Nečas,necasma01,0,1,1,2,1,1,17.33,2,26,16,61.90%,4.90%
202310110CAR,CAR,Michael Bunting,buntimi01,1,0,1,4,0,0,19.65,0,23,12,65.70%,9.70%
202310110CAR,CAR,Sebastian Aho (CAR),ahose01,0,1,1,2,1,0,19.77,0,26,13,66.70%,11.50%
202310110CAR,CAR,Seth Jarvis,jarvise01,0,1,1,4,8,0,21.82,0,25,17,59.50%,1.40%
202310110CAR,CAR,Stefan Noesen,noesest01,0,0,0,1,3,0,11.98,0,11,10,52.40%,-7.20%
202310110CAR,CAR,Teuvo Teräväinen,teravte01,1,0,1,1,2,0,13.15,0,21,14,60.00%,2.00%
202310110CAR,CAR,Tony DeAngelo,deangan01,0,1,1,4,0,0,17.8,0,23,14,62.20%,5.10%
202310110CAR,OTT,Artem Zub,zubar01,0,1,1,0,4,2,19.98,0,19,28,40.40%,-1.60%
202310110CAR,OTT,Brady Tkachuk,tkachbr01,0,0,0,3,4,1,19.12,4,26,25,51.00%,15.30%
202310110CAR,OTT,Claude Giroux,giroucl01,0,0,0,1,1,1,19.8,2,28,25,52.80%,18.70%
202310110CAR,OTT,Dominik Kubalík,kubaldo01,0,0,0,3,0,0,14.53,0,11,16,40.70%,-1.00%
202310110CAR,OTT,Drake Batherson,bathedr01,0,0,0,5,1,0,18.35,0,22,27,44.90%,5.40%
202310110CAR,OTT,Erik Brännström,branner01,0,0,0,2,0,0,10.6,0,10,10,50.00%,10.00%
202310110CAR,OTT,Jake Sanderson,sandeja01,0,0,0,2,1,2,25.08,0,24,37,39.30%,-3.90%
202310110CAR,OTT,Jakob Chychrun,chychja01,0,0,0,1,2,5,20.87,0,14,31,31.10%,-15.60%
202310110CAR,OTT,Mark Kastelic,kastema01,0,0,0,0,0,1,7.55,2,3,16,15.80%,-29.90%
202310110CAR,OTT,Mathieu Joseph,josepma01,1,1,2,1,1,2,17.87,0,13,21,38.20%,-4.40%
202310110CAR,OTT,Parker Kelly,kellypa01,1,1,2,2,0,0,12.67,0,9,24,27.30%,-18.80%
202310110CAR,OTT,Ridly Greig,greigri01,0,0,0,2,1,0,16.07,0,16,14,53.30%,15.20%
202310110CAR,OTT,Rourke Chartier,chartro01,0,0,0,3,4,0,13.47,0,12,17,41.40%,-0.10%
202310110CAR,OTT,Thomas Chabot,chaboth01,0,0,0,2,2,2,25.52,0,25,34,42.40%,1.60%
202310110CAR,OTT,Tim Stützle,stuetti02,1,0,1,3,2,0,21.73,4,27,27,50.00%,14.20%
202310110CAR,OTT,Travis Hamonic,hamontr01,0,0,0,0,0,0,13.13,2,7,17,29.20%,-14.90%
202310110CAR,OTT,Vladimir Tarasenko,tarasvl01,0,0,0,0,1,0,13.2,0,11,12,47.80%,7.60%
202310110CGY,CGY,A.J. Greer,greeraj01,0,0,0,1,3,1,6.87,0,4,8,33.30%,-2.00%
202310110CGY,CGY,Adam Ružička,ruzicad01,0,1,1,0,0,0,10.87,0,6,14,30.00%,-6.10%
202310110CGY,CGY,Andrew Mangiapane,mangian01,2,1,3,2,1,0,16.78,2,17,10,63.00%,35.30%
202310110CGY,CGY,Blake Coleman,colembl01,0,0,0,2,0,1,16.48,0,11,28,28.20%,-10.00%
202310110CGY,CGY,Chris Tanev,tanevch01,0,0,0,1,0,5,20.43,0,11,33,25.00%,-15.50%
202310110CGY,CGY,Dillon Dubé,dubedi01,0,0,0,1,2,2,14.53,2,12,21,36.40%,1.70%
202310110CGY,CGY,Elias Lindholm,lindhel01,1,2,3,1,1,0,21.77,0,21,24,46.70%,17.80%
202310110CGY,CGY,Jonathan Huberdeau,huberjo01,0,2,2,1,1,0,18.52,0,19,18,51.40%,22.80%
202310110CGY,CGY,Jordan Oesterle,oestejo01,0,0,0,1,1,4,14.02,0,8,20,28.60%,-8.40%
202310110CGY,CGY,MacKenzie Weegar,weegama01,1,0,1,1,2,4,19.33,0,16,27,37.20%,3.10%
202310110CGY,CGY,Matthew Coronato,coronma01,0,0,0,3,0,0,13.52,0,12,16,42.90%,9.90%
202310110CGY,CGY,Mikael Backlund,backlmi01,0,0,0,3,2,0,18.22,4,17,27,38.60%,5.30%
202310110CGY,CGY,Nazem Kadri,kadrina01,0,0,0,2,0,0,18.12,0,14,29,32.60%,-3.90%
202310110CGY,CGY,Nikita Zadorov,zadorni01,0,1,1,0,4,2,18.47,0,12,26,31.60%,-5.10%
202310110CGY,CGY,Noah Hanifin,hanifno01,0,1,1,2,0,4,21.45,0,14,30,31.80%,-5.10%
202310110CGY,CGY,Rasmus Andersson,anderra01,1,0,1,1,0,2,21.03,0,19,30,38.80%,5.90%
202310110CGY,CGY,Walker Duehr,duehrwa01,0,1,1,0,2,0,7.32,0,5,6,45.50%,11.30%
202310110CGY,CGY,Yegor Sharangovich,sharaye01,0,0,0,0,0,0,14.55,0,6,26,18.80%,-21.80%
202310110CGY,WPG,Adam Lowry,lowryad01,0,1,1,1,3,0,12.92,0,11,12,47.80%,-20.80%
202310110CGY,WPG,Alex Iafallo,iafalal01,1,0,1,4,2,1,14.47,0,24,7,77.40%,16.60%
202310110CGY,WPG,Brenden Dillon,dillobr01,0,0,0,0,4,3,15.75,0,18,19,48.60%,-22.80%
202310110CGY,WPG,Cole Perfetti,perfeco01,0,0,0,2,3,0,14.87,2,21,10,67.70%,3.80%
202310110CGY,WPG,Dylan DeMelo,demeldy01,0,1,1,1,2,1,22.22,0,25,19,56.80%,-12.20%
202310110CGY,WPG,Dylan Samberg,sambedy01,0,1,1,0,1,0,14.63,2,13,7,65.00%,0.20%
202310110CGY,WPG,Gabriel Vilardi,vilarga01,0,0,0,7,1,1,21.07,0,37,7,84.10%,29.30%
202310110CGY,WPG,Josh Morrissey,morrijo04,0,1,1,1,1,1,26.1,2,48,17,73.80%,18.20%
202310110CGY,WPG,Kyle Connor,connoky01,1,0,1,5,0,0,22,0,38,9,80.90%,25.30%
202310110CGY,WPG,Mark Scheifele,scheima01,1,0,1,3,1,0,20.15,0,38,8,82.60%,27.70%
202310110CGY,WPG,Mason Appleton,applema01,0,0,0,2,2,0,12.53,0,9,12,42.90%,-26.30%
202310110CGY,WPG,Morgan Barron,barromo01,0,0,0,0,1,0,8.92,0,13,9,59.10%,-6.90%
202310110CGY,WPG,Nate Schmidt,schmina01,0,0,0,2,1,1,16.48,0,22,16,57.90%,-9.90%
202310110CGY,WPG,Neal Pionk,pionkne01,0,1,1,1,1,1,20.63,0,23,11,67.60%,3.80%
202310110CGY,WPG,Nikolaj Ehlers,ehlerni01,0,0,0,3,0,1,17.13,0,24,17,58.50%,-9.30%
202310110CGY,WPG,Nino Niederreiter,niedeni01,0,0,0,3,3,2,15.27,0,28,11,71.80%,10.00%
202310110CGY,WPG,Rasmus Kupari,kuparra01,0,0,0,1,0,2,11.28,0,14,14,50.00%,-19.00%
202310110CGY,WPG,Vladislav Namestnikov,namesvl01,0,0,0,1,1,0,9.95,0,13,12,52.00%,-16.00%
202310110LAK,COL,Artturi Lehkonen,lehkoar01,0,0,0,3,1,0,19.3,0,22,20,52.40%,10.60%
202310110LAK,COL,Bowen Byram,byrambo01,0,0,0,0,3,4,20.48,4,19,18,51.40%,8.70%
202310110LAK,COL,Cale Makar,makarca01,1,1,2,5,1,2,22.37,4,31,22,58.50%,22.30%
202310110LAK,COL,Devon Toews,toewsde01,0,1,1,0,0,2,24,0,23,27,46.00%,1.40%
202310110LAK,COL,Fredrik Olofsson,olofsfr01,0,0,0,1,0,0,9.02,0,10,12,45.50%,0.50%
202310110LAK,COL,Jack Johnson,johnsja02,0,1,1,1,1,2,13.47,0,10,19,34.50%,-13.60%
202310110LAK,COL,Jonathan Drouin,drouijo01,0,1,1,1,0,0,17.28,2,17,16,51.50%,8.50%
202310110LAK,COL,Josh Manson,mansojo01,0,0,0,3,3,5,16.25,0,8,31,20.50%,-34.80%
202310110LAK,COL,Kurtis MacDermid,macdeku01,0,0,0,0,0,0,3.1,2,4,0,100.00%,56.60%
202310110LAK,COL,Logan O'Connor,oconnlo01,0,0,0,1,2,0,10.62,5,8,18,30.80%,-17.80%
202310110LAK,COL,Mikko Rantanen,rantami01,2,2,4,5,2,0,22.57,0,27,17,61.40%,24.30%
202310110LAK,COL,Miles Wood,woodmi01,1,0,1,4,2,1,13.35,0,13,20,39.40%,-7.60%
202310110LAK,COL,Nathan MacKinnon,mackina01,1,2,3,4,2,0,21.6,0,31,16,66.00%,32.30%
202310110LAK,COL,Ross Colton,coltoro01,0,1,1,3,1,2,13.72,0,9,25,26.50%,-25.00%
202310110LAK,COL,Ryan Johansen,johanry01,0,0,0,3,1,0,15.65,0,20,15,57.10%,16.30%
202310110LAK,COL,Samuel Girard,girarsa01,0,0,0,1,4,3,20.2,0,18,30,37.50%,-11.90%
202310110LAK,COL,Tomáš Tatar,tatarto01,0,1,1,0,1,2,9.92,0,11,20,35.50%,-12.50%
202310110LAK,COL,Valeri Nichushkin,nichuva01,0,0,0,2,1,0,17.12,2,17,17,50.00%,6.60%
202310110LAK,LAK,Adrian Kempe,kempead01,0,0,0,2,2,0,20.38,2,29,20,59.20%,6.80%
202310110LAK,LAK,Alex Laferriere,laferal01,0,0,0,4,0,1,16.13,7,19,16,54.30%,-0.80%
202310110LAK,LAK,Andreas Englund,engluan01,0,0,0,0,2,0,12.7,0,11,17,39.30%,-19.70%
202310110LAK,LAK,Anže Kopitar,kopitan01,0,1,1,2,1,1,22.12,0,34,20,63.00%,13.60%
202310110LAK,LAK,Blake Lizotte,lizotbl01,0,0,0,1,0,0,7.7,0,9,13,40.90%,-16.80%
202310110LAK,LAK,Carl Grundström,grundca01,1,0,1,2,2,0,9.6,2,9,8,52.90%,-2.30%
