GameID,Team,Time,Player,PlayerID,Penalty,PIM
202403090FLA,FLA,53.12,Kevin Stenlund,stenlke01,Cross Checking,2 min
202403160FLA,TBL,5.7,Mathew Dumba,dumbama01,Roughing,2 min
202403160FLA,FLA,14.55,Sam Bennett,bennesa01,Slashing,2 min
202403160FLA,FLA,15.17,Sam Reinhart,reinhsa01,Tripping,2 min
202403160FLA,TBL,15.17,Nikita Kucherov,kucheni01,High Sticking,2 min
202403160FLA,TBL,15.17,Nikita Kucherov,kucheni01,High Sticking,2 min
202403160FLA,TBL,17.9,Nicklaus Perbix,perbini01,Delay of Game,2 min
202403160FLA,TBL,23.63,Michael Eyssimont,eyssimi01,Roughing,2 min
202403160FLA,FLA,23.63,Dmitry Kulikov,kulikdm01,Match Penalty,5 min
202403160FLA,FLA,26.85,Oliver Ekman-Larsson,ekmanol01,Hooking,2 min
202403160FLA,TBL,30.52,Luke Glendening,glendlu01,Hooking,2 min
202403160FLA,TBL,35.45,Erik Černák,cernaer01,Tripping,2 min
202403160FLA,TBL,36.57,Mathew Dumba,dumbama01,Slashing,2 min
202403160FLA,TBL,47.63,Anthony Duclair,duclaan01,Roughing,2 min
202403160FLA,FLA,49.73,Sam Bennett,bennesa01,Holding,2 min
202403160FLA,FLA,53.58,Gustav Forsling,forslgu02,Holding,2 min
202403160FLA,FLA,59.6,Carter Verhaeghe,verhaca01,Closing Hand on the Puck,2 min
202403160FLA,FLA,59.88,Niko Mikkola,mikkoni01,Misconduct,10 min
202403160FLA,FLA,59.88,Ryan Lomberg,lombery01,Kneeing,2 min
202403160FLA,TBL,59.88,Mathew Dumba,dumbama01,Misconduct,10 min
202403210FLA,FLA,4.03,Nick Cousins,cousini01,Fighting,5 min
202403210FLA,NSH,4.03,Jason Zucker,zuckeja01,Fighting,5 min
202403210FLA,FLA,5.48,Carter Verhaeghe,verhaca01,Hooking,2 min
202403210FLA,FLA,17.83,Jonah Gadjovich,gadjojo01,Fighting,5 min
202403210FLA,NSH,17.83,Cole Smith,smithco02,Fighting,5 min
202403210FLA,NSH,19.53,Roman Josi,josiro01,Tripping,2 min
202403210FLA,FLA,26.35,Oliver Ekman-Larsson,ekmanol01,Hooking,2 min
202403210FLA,NSH,40.88,Roman Josi,josiro01,Cross Checking,2 min
202403210FLA,FLA,46.4,Eetu Luostarinen,luostee01,Slashing,2 min
202403260FLA,FLA,1.17,Sam Bennett,bennesa01,Roughing,2 min
202403260FLA,BOS,1.17,Parker Wotherspoon,wothepa01,Roughing,2 min
202403260FLA,BOS,1.17,Parker Wotherspoon,wothepa01,Roughing,2 min
202403260FLA,FLA,13.98,Anton Lundell,lundean01,Hooking,2 min
202403260FLA,FLA,25.18,Sam Bennett,bennesa01,Fighting,5 min
202403260FLA,BOS,25.18,Hampus Lindholm,lindhha01,Fighting,5 min
202403260FLA,BOS,27.25,John Beecher,beechjo01,Slashing,2 min
202403260FLA,FLA,28.63,Matthew Tkachuk,tkachma01,High Sticking,2 min
202403260FLA,BOS,30.72,Brad Marchand,marchbr03,Roughing,2 min
202403260FLA,BOS,30.72,Brad Marchand,marchbr03,Cross Checking,2 min
202403260FLA,FLA,30.72,Niko Mikkola,mikkoni01,Cross Checking,2 min
202403260FLA,FLA,30.72,Niko Mikkola,mikkoni01,Roughing,2 min
202403260FLA,FLA,51.18,Kevin Stenlund,stenlke01,Slashing,2 min
202403260FLA,BOS,51.57,Brad Marchand,marchbr03,Interference,2 min
202403260FLA,FLA,54.28,Evan Rodrigues,rodriev01,Delay of Game,2 min
202403280FLA,FLA,0.57,Matthew Tkachuk,tkachma01,Hooking,2 min
202403280FLA,FLA,4.17,Anton Lundell,lundean01,Cross Checking,2 min
202403280FLA,FLA,10.7,Bench,,Delay of Game,2 min
202403280FLA,FLA,42.55,Oliver Ekman-Larsson,ekmanol01,Roughing,2 min
202403280FLA,NYI,49.28,Bo Horvat,horvabo01,Slashing,2 min
202403280FLA,FLA,54.48,Sam Reinhart,reinhsa01,High Sticking,4 min
202403300FLA,FLA,9.78,Anton Lundell,lundean01,Holding,2 min
202403300FLA,FLA,12.58,Steven Lorentz,lorenst01,Hooking,2 min
202403300FLA,DET,29.47,Moritz Seider,seidemo01,Delay of Game,2 min
202403300FLA,FLA,32.73,Sam Bennett,bennesa01,Roughing,2 min
202403300FLA,DET,32.73,David Perron,perroda01,Interference,2 min
202403300FLA,FLA,38.07,Dmitry Kulikov,kulikdm01,Interference,2 min
202403300FLA,FLA,50.23,Aaron Ekblad,ekblaaa01,Cross Checking,2 min
202403300FLA,DET,54.42,Alex DeBrincat,debrial01,Roughing,2 min
202403300FLA,FLA,54.42,Aaron Ekblad,ekblaaa01,Roughing,2 min
202403300FLA,FLA,55.43,Brandon Montour,montobr01,Tripping,2 min
202403300FLA,FLA,60.57,Aleksander Barkov,barkoal01,Tripping,2 min
202404090FLA,FLA,2.33,Jonah Gadjovich,gadjojo01,Fighting,5 min
202404090FLA,OTT,2.33,Zack MacEwen,macewza01,Fighting,5 min
202404090FLA,OTT,6.85,Ridly Greig,greigri01,Roughing,2 min
202404090FLA,OTT,6.85,Ridly Greig,greigri01,Fighting,5 min
202404090FLA,FLA,6.85,Niko Mikkola,mikkoni01,Fighting,5 min
202404090FLA,OTT,10.28,Artem Zub,zubar01,High Sticking,2 min
202404090FLA,FLA,12.22,Dmitry Kulikov,kulikdm01,Interference,2 min
202404090FLA,FLA,18.07,Josh Mahura,mahurjo01,Tripping,2 min
202404090FLA,OTT,37.15,Erik Brännström,branner01,Roughing,2 min
202404090FLA,FLA,40.45,Evan Rodrigues,rodriev01,High Sticking,2 min
202404090FLA,OTT,52.63,Parker Kelly,kellypa01,Hooking,2 min
202404090FLA,OTT,57.97,Brady Tkachuk,tkachbr01,High Sticking,2 min
202404110FLA,CBJ,8.17,Alexander Nylander,nylanal01,Holding,2 min
202404110FLA,FLA,27.2,Kevin Stenlund,stenlke01,High Sticking,2 min
202404110FLA,CBJ,54.35,Brendan Gaunce,gauncbr01,Slashing,2 min
202404130FLA,FLA,7.95,Nick Cousins,cousini01,Tripping,2 min
202404130FLA,BUF,17.15,Peyton Krebs,krebspe01,Tripping,2 min
202404130FLA,FLA,36.9,Niko Mikkola,mikkoni01,Interference,2 min
202404130FLA,BUF,46.07,Connor Clifton,cliftco01,Match Penalty,5 min
202404130FLA,BUF,59.42,Alex Tuch,tuchal01,High Sticking,2 min
202404160FLA,FLA,3.07,Gustav Forsling,forslgu02,Cross Checking,2 min
202404160FLA,TOR,6.62,Simon Benoit,benoisi01,Roughing,2 min
202404160FLA,TOR,6.62,John Tavares,tavarjo01,Roughing,2 min
202404160FLA,FLA,6.62,Matthew Tkachuk,tkachma01,Roughing,2 min
202404160FLA,FLA,14.65,Evan Rodrigues,rodriev01,Holding,2 min
202404160FLA,FLA,16.73,Uvis Balinskis,balinuv01,Slashing,2 min
202404160FLA,TOR,16.73,Tyler Bertuzzi,bertuty01,Slashing,2 min
202404160FLA,TOR,16.73,Jake McCabe,mccabja01,Slashing,2 min
202404160FLA,TOR,23.75,Tyler Bertuzzi,bertuty01,Interference,2 min
202404160FLA,TOR,25.6,Joel Edmundson,edmunjo01,Interference,2 min
202404160FLA,TOR,37.37,Ilya Lyubushkin,lyubuil01,Interference,2 min
202404160FLA,TOR,40.93,John Tavares,tavarjo01,Holding,2 min
202404160FLA,FLA,44.27,Sam Bennett,bennesa01,Hooking,2 min
202404160FLA,FLA,52.42,Niko Mikkola,mikkoni01,Roughing,2 min
202404160FLA,FLA,59.25,Brandon Montour,montobr01,High Sticking,2 min
202310110LAK,COL,4.75,Valeri Nichushkin,nichuva01,Hooking,2 min
202310110LAK,LAK,10.53,Alex Laferriere,laferal01,Hooking,2 min
202310110LAK,LAK,11.6,Adrian Kempe,kempead01,Hooking,2 min
202310110LAK,COL,11.6,Cale Makar,makarca01,Unsportsmanlike Conduct,2 min
202310110LAK,COL,12.82,Jonathan Drouin,drouijo01,Holding,2 min
202310110LAK,LAK,22.4,Carl Grundström,grundca01,Tripping,2 min
202310110LAK,COL,27.5,Cale Makar,makarca01,Cross Checking,2 min
202310110LAK,LAK,30.9,Pierre-Luc Dubois,duboipi01,Tripping,2 min
202310110LAK,LAK,30.9,Alex Laferriere,laferal01,Fighting,5 min
202310110LAK,COL,30.9,Kurtis MacDermid,macdeku01,Roughing,2 min
202310110LAK,COL,30.9,Logan O'Connor,oconnlo01,Fighting,5 min
202310110LAK,LAK,30.9,Matt Roy,royma04,Roughing,2 min
202310110LAK,COL,42.42,Bowen Byram,byrambo01,Cross Checking,2 min
202310110LAK,COL,45.42,Bowen Byram,byrambo01,Boarding,2 min
202310140LAK,LAK,1.23,Anže Kopitar,kopitan01,Holding,2 min
202310140LAK,CAR,5.8,Jordan Martinook,martijo01,Tripping,2 min
202310140LAK,CAR,7.72,Jaccob Slavin,slavija01,Tripping,2 min
202310140LAK,CAR,24.43,Dmitry Orlov,orlovdm01,Holding,2 min
202310140LAK,LAK,25.87,Matt Roy,royma04,Interference,2 min
202310140LAK,CAR,29.7,Jesperi Kotkaniemi,kotkaje01,High Sticking,2 min
202310140LAK,CAR,33.68,Jesper Fast,fastje01,Tripping,2 min
202310140LAK,LAK,37.38,Matt Roy,royma04,Cross Checking,2 min
202310140LAK,LAK,45.52,Michael Anderson,andermi02,Tripping,2 min
202310140LAK,CAR,45.83,Sebastian Aho,ahose01,Holding,2 min
202310140LAK,LAK,45.83,Matt Roy,royma04,Tripping,2 min
202310140LAK,CAR,48.7,Seth Jarvis,jarvise01,Hooking,2 min
202310140LAK,CAR,56.43,Jesperi Kotkaniemi,kotkaje01,Tripping,2 min
202310210LAK,BOS,2.02,Charlie Coyle,coylech01,Interference,2 min
202310210LAK,BOS,3.1,John Beecher,beechjo01,Holding,2 min
202310210LAK,LAK,12.95,Michael Anderson,andermi02,Interference,2 min
202310210LAK,LAK,18.18,Arthur Kaliyev,kaliyar01,High Sticking,4 min
202310210LAK,BOS,23.27,Charlie Coyle,coylech01,Boarding,2 min
202310210LAK,BOS,30.25,Charlie McAvoy,mcavoch01,Hooking,2 min
202310210LAK,LAK,34.82,Andreas Englund,engluan01,Fighting,5 min
202310210LAK,BOS,34.82,Trent Frederic,fredetr01,Fighting,5 min
202310210LAK,LAK,41.65,Pierre-Luc Dubois,duboipi01,Hooking,2 min
202310210LAK,BOS,42.68,Morgan Geekie,geekimo01,Hooking,2 min
202310210LAK,BOS,58.6,Trent Frederic,fredetr01,Cross Checking,2 min
202310240LAK,ARI,6.75,Nick Bjugstad,bjugsni01,Hooking,2 min
202310240LAK,LAK,22.7,Kevin Fiala,fialake01,Slashing,2 min
202310240LAK,ARI,29.37,Travis Dermott,dermotr01,Holding,2 min
202310240LAK,LAK,36.15,Drew Doughty,doughdr01,Tripping,2 min
202310240LAK,ARI,41.6,Clayton Keller,kellecl01,High Sticking,2 min
202310240LAK,LAK,43.13,Quinton Byfield,byfiequ01,High Sticking,2 min
202310240LAK,ARI,47.17,Sean Durzi,durzise01,Tripping,2 min
202310240LAK,LAK,48.78,Trevor Moore,mooretr01,High Sticking,2 min
202310240LAK,ARI,59.55,Liam O'Brien,obrieli01,Misconduct,10 min
202310280LAK,VEG,13.18,Bench,,Delay of Game,2 min
202310280LAK,LAK,29.9,Andreas Englund,engluan01,Slashing,2 min
202310280LAK,LAK,29.9,Andreas Englund,engluan01,Fighting,5 min
202310280LAK,VEG,29.9,Nicolas Hague,hagueni01,Fighting,5 min
202310280LAK,VEG,40.85,Paul Cotter,cottepa01,Delay of Game,2 min
202310280LAK,LAK,45.62,Pierre-Luc Dubois,duboipi01,Holding Stick,2 min
202310280LAK,VEG,49.13,Ivan Barbashev,barbaiv01,High Sticking,4 min
202310280LAK,LAK,61.13,Phillip Danault,danauph01,Tripping,2 min
202311090LAK,LAK,12.23,Adrian Kempe,kempead01,Slashing,2 min
202311090LAK,LAK,12.23,Adrian Kempe,kempead01,Roughing,2 min
202311090LAK,PIT,12.23,Kris Letang,letankr01,Roughing,2 min
202311090LAK,PIT,24.85,Radim Zohorna,zohorra01,Hooking,2 min
202311090LAK,PIT,37.33,Kris Letang,letankr01,Hooking,2 min
202311090LAK,PIT,42.62,Sidney Crosby,crosbsi01,Tripping,2 min
202311090LAK,LAK,48.97,Vladislav Gavrikov,gavrivl01,Roughing,2 min
202311110LAK,PHI,19.6,Sean Walker,walkese01,Holding,2 min
202311110LAK,LAK,32.42,Kevin Fiala,fialake01,High Sticking,2 min
202311110LAK,PHI,41.55,Sean Walker,walkese01,Delay of Game,2 min
202311110LAK,LAK,51.1,Bench,,Too Many Men on the Ice,2 min
202311110LAK,PHI,52.77,Travis Konecny,konectr01,Hooking,2 min
202311110LAK,LAK,55.25,Trevor Moore,mooretr01,High Sticking,4 min
202311160LAK,FLA,6.58,Sam Reinhart,reinhsa01,High Sticking,2 min
202311160LAK,LAK,11.57,Matt Roy,royma04,High Sticking,2 min
202311160LAK,LAK,17.15,Adrian Kempe,kempead01,Roughing,2 min
202311160LAK,FLA,17.15,Matthew Tkachuk,tkachma01,Roughing,2 min
202311160LAK,LAK,24.37,Vladislav Gavrikov,gavrivl01,Interference,2 min
202311160LAK,FLA,32.72,Kevin Stenlund,stenlke01,Tripping,2 min
202311160LAK,LAK,34.6,Arthur Kaliyev,kaliyar01,Slashing,2 min
202311160LAK,LAK,43.45,Drew Doughty,doughdr01,Delay of Game,2 min
202311160LAK,LAK,48.08,Kevin Fiala,fialake01,Elbowing,2 min
202311180LAK,STL,0.6,Nick Leddy,leddyni01,Interference,2 min
202311180LAK,LAK,11.85,Trevor Moore,mooretr01,Hooking,2 min
202311180LAK,LAK,17.17,Kevin Fiala,fialake01,Slashing,2 min
202311180LAK,STL,25.32,Justin Faulk,faulkju01,High Sticking,2 min
202311180LAK,LAK,29,Pierre-Luc Dubois,duboipi01,Tripping,2 min
202311250LAK,MTL,11.47,Gustav Lindström,lindsgu01,Hooking,2 min
202311250LAK,LAK,22.38,Carl Grundström,grundca01,Hooking,2 min
202311250LAK,MTL,27.55,Nick Suzuki,suzukni01,Slashing,2 min
202311250LAK,LAK,37.77,Alex Laferriere,laferal01,Tripping,2 min
202311250LAK,LAK,55.33,Pierre-Luc Dubois,duboipi01,Delay of Game,2 min
202311290LAK,WSH,18.42,Dylan Strome,stromdy01,Slashing,2 min
202311290LAK,WSH,33.43,John Carlson,carlsjo01,Slashing,2 min
202311290LAK,WSH,51.88,Nic Dowd,dowdni01,Tripping,2 min
202312030LAK,LAK,9.23,Kevin Fiala,fialake01,Interference,2 min
202312030LAK,LAK,33.88,Carl Grundström,grundca01,Interference,2 min
202312030LAK,COL,43.22,Josh Manson,mansojo01,Cross Checking,2 min
202312130LAK,WPG,8.9,Nate Schmidt,schmina01,Cross Checking,2 min
202312130LAK,LAK,19.73,Adrian Kempe,kempead01,Roughing,2 min
202312130LAK,WPG,23.1,Nate Schmidt,schmina01,Cross Checking,2 min
202312130LAK,WPG,37.05,Nino Niederreiter,niedeni01,Holding,2 min
202312130LAK,LAK,39.85,Quinton Byfield,byfiequ01,Holding,2 min
202312130LAK,WPG,47.85,Brenden Dillon,dillobr01,Cross Checking,2 min
202312200LAK,LAK,1.13,Kevin Fiala,fialake01,Tripping,2 min
202312200LAK,SEA,1.62,Kailer Yamamoto,yamamka01,Tripping,2 min
202312200LAK,SEA,12.38,Jamie Oleksiak,oleksja01,Hooking,2 min
202312200LAK,LAK,18.02,Bench,,Too Many Men on the Ice,2 min
202312200LAK,LAK,47.57,Alex Laferriere,laferal01,Holding,2 min
202312200LAK,SEA,52.67,Justin Schultz,schulju01,Boarding,2 min
202312200LAK,SEA,57.25,William Borgen,borgewi01,High Sticking,2 min
202312230LAK,CGY,13.32,Chris Tanev,tanevch01,Tripping,2 min
202312230LAK,CGY,23.2,Chris Tanev,tanevch01,Holding,2 min
202312230LAK,LAK,27.3,Drew Doughty,doughdr01,Hooking,2 min
202312230LAK,CGY,30.38,Noah Hanifin,hanifno01,Tripping,2 min
202312230LAK,LAK,33.92,Adrian Kempe,kempead01,Tripping,2 min
202312230LAK,LAK,39.8,Adrian Kempe,kempead01,High Sticking,4 min
202312230LAK,LAK,45.73,Carl Grundström,grundca01,Interference,2 min
202312230LAK,LAK,51.17,Andreas Englund,engluan01,Interference,2 min
202312230LAK,CGY,56.27,Martin Pospisil,pospima01,High Sticking,2 min
202312270LAK,LAK,18.38,Blake Lizotte,lizotbl01,Holding,2 min
202312270LAK,LAK,28.43,Drew Doughty,doughdr01,Hooking,2 min
202312270LAK,SJS,28.83,Mikael Granlund,granlmi01,Holding,2 min
202312270LAK,SJS,45.48,Luke Kunin,kuninlu01,Fighting,5 min
202312270LAK,LAK,45.48,Alex Laferriere,laferal01,Roughing,2 min
202312270LAK,LAK,45.48,Alex Laferriere,laferal01,Fighting,5 min
202312270LAK,SJS,48.18,Kevin Labanc,labanke01,Tripping,2 min
202312270LAK,SJS,52.12,Luke Kunin,kuninlu01,Hooking,2 min
202312300LAK,EDM,6.87,Zach Hyman,hymanza01,High Sticking,2 min
202312300LAK,EDM,13.47,Leon Draisaitl,draisle01,Hooking,2 min
202312300LAK,EDM,21.53,Leon Draisaitl,draisle01,Interference,2 min
202312300LAK,LAK,24.48,Drew Doughty,doughdr01,Tripping,2 min
202312300LAK,EDM,33.55,Raphael Lavoie,lavoira01,Interference,2 min
202312300LAK,LAK,34.27,Kevin Fiala,fialake01,Tripping,2 min
202312300LAK,LAK,35.57,Trevor Lewis,lewistr01,Hooking,2 min
202312300LAK,LAK,51.28,Kevin Fiala,fialake01,Interference,2 min
202401020LAK,TOR,13.2,Max Domi,domima01,Cross Checking,2 min
202401020LAK,LAK,17.17,Andreas Englund,engluan01,Cross Checking,2 min
202401020LAK,LAK,26.05,Pierre-Luc Dubois,duboipi01,Hooking,2 min
202401020LAK,TOR,36.05,Tyler Bertuzzi,bertuty01,Tripping,2 min
202401020LAK,TOR,49.28,Simon Benoit,benoisi01,Fighting,5 min
202401020LAK,LAK,49.28,Andreas Englund,engluan01,Fighting,5 min
202401020LAK,LAK,50.88,Alex Laferriere,laferal01,Tripping,2 min
202401020LAK,LAK,56.22,Drew Doughty,doughdr01,Slashing,2 min
202401020LAK,TOR,56.68,John Tavares,tavarjo01,Hooking,2 min
202401040LAK,DET,6.13,Jeff Petry,petryje01,Interference,2 min
202401040LAK,LAK,15.05,Carl Grundström,grundca01,Interference,2 min
202401040LAK,DET,20,Moritz Seider,seidemo01,Slashing,2 min
202401040LAK,LAK,43.38,Adrian Kempe,kempead01,High Sticking,2 min
202401180LAK,NSH,7.72,Filip Forsberg,forsbfi01,Slashing,2 min
202401180LAK,NSH,11.63,Colton Sissons,sissoco01,Tripping,2 min
202401180LAK,LAK,12.8,Quinton Byfield,byfiequ01,High Sticking,2 min
202401180LAK,LAK,14.42,Matt Roy,royma04,Cross Checking,2 min
202401180LAK,NSH,23.28,Dante Fabbro,fabbrda01,Slashing,2 min
202401180LAK,LAK,26.42,Pierre-Luc Dubois,duboipi01,Tripping,2 min
202401180LAK,NSH,28.58,Ryan McDonagh,mcdonry01,Delay of Game,2 min
202401180LAK,NSH,50.65,Jeremy Lauzon,lauzoje01,Hooking,2 min
202401200LAK,NYR,10.12,Zachary Jones,jonesza01,Holding,2 min
202401200LAK,LAK,24.67,Matt Roy,royma04,Interference,2 min
202401200LAK,LAK,45.03,Vladislav Gavrikov,gavrivl01,Delay of Game,2 min
202401200LAK,LAK,58.35,Trevor Moore,mooretr01,High Sticking,2 min
202401220LAK,SJS,15.23,Anthony Duclair,duclaan01,Tripping,2 min
202401220LAK,LAK,33.22,Jordan Spence,spencjo01,Roughing,2 min
202401220LAK,SJS,38.33,Luke Kunin,kuninlu01,Tripping,2 min
202401220LAK,SJS,57.38,Kaapo Kähkönen,kahkoka01,Delay of Game,2 min
202401240LAK,BUF,7.85,Tage Thompson,thompta01,Slashing,2 min
202401240LAK,BUF,11.32,Jeff Skinner,skinnje01,Slashing,2 min
202401240LAK,LAK,14.03,Trevor Lewis,lewistr01,Hooking,2 min
202401240LAK,LAK,31.5,Pierre-Luc Dubois,duboipi01,Hooking,2 min
202401240LAK,LAK,37.73,Matt Roy,royma04,Tripping,2 min
202401240LAK,LAK,55.13,Adrian Kempe,kempead01,Slashing,2 min
202401240LAK,BUF,59.18,Tage Thompson,thompta01,Cross Checking,2 min
202402100LAK,EDM,6.8,Vincent Desharnais,deshavi01,Holding,2 min
202402100LAK,LAK,10.22,Andreas Englund,engluan01,Holding Stick,2 min
202402100LAK,EDM,15.48,Leon Draisaitl,draisle01,Roughing,2 min
202402100LAK,LAK,15.48,Carl Grundström,grundca01,Roughing,2 min
202402100LAK,EDM,21.18,Ryan Nugent-Hopkins,nugenry01,Tripping,2 min
202402100LAK,LAK,32.43,Bench,,Too Many Men on the Ice,2 min
202402100LAK,LAK,36.63,Trevor Moore,mooretr01,Tripping,2 min
202402100LAK,LAK,39.1,Bench,,Too Many Men on the Ice,2 min
202402100LAK,EDM,53.47,Mattias Janmark,janmama02,Slashing,2 min
202402100LAK,LAK,53.47,Matt Roy,royma04,Roughing,2 min
202402200LAK,CBJ,1.1,Cole Sillinger,sillico01,Hooking,2 min
202402200LAK,LAK,18.65,Matt Roy,royma04,High Sticking,2 min
202402200LAK,LAK,49.32,Adrian Kempe,kempead01,Slashing,2 min
202402200LAK,LAK,51.25,Trevor Lewis,lewistr01,Delay of Game,2 min
202402200LAK,CBJ,54.62,Jake Bean,beanja01,Tripping,2 min
202402220LAK,NSH,10.98,Roman Josi,josiro01,Slashing,2 min
202402220LAK,LAK,14.55,Adrian Kempe,kempead01,Unsportsmanlike Conduct,2 min
202402220LAK,NSH,14.55,Michael McCarron,mccarmi01,Unsportsmanlike Conduct,2 min
202402220LAK,NSH,17.73,Cole Smith,smithco02,High Sticking,2 min
202402220LAK,NSH,18.73,Yakov Trenin,treniya01,Tripping,2 min
202402220LAK,LAK,24.17,Trevor Lewis,lewistr01,Tripping,2 min
202402220LAK,LAK,36.4,Kevin Fiala,fialake01,Tripping,2 min
202402220LAK,LAK,52.1,Phillip Danault,danauph01,Tripping,2 min
202402240LAK,LAK,9.4,Blake Lizotte,lizotbl01,Holding,2 min
202402240LAK,ANA,14.6,Alex Killorn,killoal01,Interference,2 min
202402240LAK,LAK,24.82,Alex Laferriere,laferal01,Slashing,2 min
202402240LAK,LAK,28.6,Brandt Clarke,clarkbr02,Roughing,2 min
202402240LAK,ANA,28.6,Frank Vatrano,vatrafr01,Roughing,2 min
202402240LAK,ANA,28.6,Frank Vatrano,vatrafr01,Roughing,2 min
202402240LAK,ANA,33.22,Alex Killorn,killoal01,Tripping,2 min
202402240LAK,ANA,46.03,Frank Vatrano,vatrafr01,Cross Checking,2 min
202403030LAK,NJD,1.1,Ondřej Palát,palaton01,Tripping,2 min
202403030LAK,LAK,4.25,Jacob Moverare,moverja01,Holding,2 min
202403030LAK,LAK,29.2,Drew Doughty,doughdr01,Interference,2 min
202403030LAK,NJD,32.48,John Marino,marinjo01,Tripping,2 min
202403030LAK,NJD,48.88,Kevin Bahl,bahlke01,Hooking,2 min
202403050LAK,VAN,14.43,Noah Juulsen,juulsno01,Slashing,2 min
202403050LAK,LAK,22.2,Quinton Byfield,byfiequ01,Tripping,2 min
202403050LAK,LAK,24.75,Quinton Byfield,byfiequ01,Hooking,2 min
202403070LAK,LAK,7.1,Andreas Englund,engluan01,Interference,2 min
202403070LAK,LAK,18.95,Brandt Clarke,clarkbr02,Interference,2 min
202403070LAK,LAK,35.32,Vladislav Gavrikov,gavrivl01,Tripping,2 min
202403070LAK,LAK,42.7,Andreas Englund,engluan01,High Sticking,2 min
202403070LAK,LAK,56.55,Andreas Englund,engluan01,Roughing,2 min
202403070LAK,OTT,56.55,Parker Kelly,kellypa01,Illegal Check to Head,2 min
202403090LAK,DAL,11.12,Logan Stankoven,stanklo01,Tripping,2 min
202403090LAK,DAL,15.53,Sam Steel,steelsa01,Cross Checking,2 min
202403090LAK,LAK,18.62,Quinton Byfield,byfiequ01,Roughing,2 min
202403090LAK,DAL,19.33,Jamie Benn,bennja01,High Sticking,2 min
202403090LAK,LAK,27.8,Kevin Fiala,fialake01,Tripping,2 min
202403090LAK,DAL,33.52,Ty Dellandrea,dellaty01,Roughing,2 min
202403090LAK,LAK,33.52,Blake Lizotte,lizotbl01,Cross Checking,2 min
202403090LAK,LAK,33.52,Blake Lizotte,lizotbl01,Roughing,2 min
202403090LAK,LAK,37.15,Kevin Fiala,fialake01,Tripping,2 min
202403090LAK,LAK,44.8,Phillip Danault,danauph01,Tripping,2 min
202403090LAK,DAL,48.8,Jamie Benn,bennja01,Tripping,2 min
202403110LAK,LAK,11.62,Adrian Kempe,kempead01,Interference,2 min
202403110LAK,LAK,12.77,Trevor Moore,mooretr01,High Sticking,2 min
202403110LAK,NYI,12.97,Mathew Barzal,barzama01,Slashing,2 min
202403110LAK,NYI,18,Noah Dobson,dobsono01,High Sticking,2 min
202403110LAK,NYI,33.65,Bo Horvat,horvabo01,Interference,2 min
202403110LAK,LAK,35.3,Pierre-Luc Dubois,duboipi01,Tripping,2 min
202403110LAK,LAK,50.22,Pierre-Luc Dubois,duboipi01,Hooking,2 min
202403110LAK,LAK,53.1,Trevor Lewis,lewistr01,Tripping,2 min
202403190LAK,LAK,14.12,Matt Roy,royma04,Interference,2 min
202403190LAK,LAK,14.23,Adrian Kempe,kempead01,Delay of Game,2 min
202403190LAK,LAK,19.28,Quinton Byfield,byfiequ01,Interference,2 min
202403190LAK,CHI,37.9,Connor Bedard,bedarco01,Tripping,2 min
202403190LAK,LAK,46.48,Alex Turcotte,turcoal02,Tripping,2 min
202403200LAK,MIN,10.32,Jacob Middleton,middlja01,Fighting,5 min
202403200LAK,LAK,10.32,Andreas Englund,engluan01,Fighting,5 min
202403200LAK,MIN,13.13,Matt Boldy,boldyma01,Holding,2 min
202403200LAK,LAK,17.85,Adrian Kempe,kempead01,Unsportsmanlike Conduct,2 min
202403200LAK,MIN,17.85,Ryan Hartman,hartmry01,Unsportsmanlike Conduct,2 min
202403200LAK,LAK,22.08,Drew Doughty,doughdr01,Interference,2 min
202403200LAK,MIN,25.83,Mats Zuccarello,zuccama01,Hooking,2 min
202403200LAK,MIN,35.22,Marcus Foligno,foligma01,Interference,2 min
202403200LAK,LAK,39.9,Pierre-Luc Dubois,duboipi01,Tripping,2 min
202403200LAK,LAK,48.98,Pierre-Luc Dubois,duboipi01,Roughing,2 min
202403200LAK,MIN,48.98,Jacob Middleton,middlja01,Roughing,2 min
202403200LAK,MIN,48.98,Ryan Hartman,hartmry01,Misconduct,10 min
202403200LAK,MIN,48.98,Ryan Hartman,hartmry01,Roughing,2 min
202403200LAK,MIN,48.98,Ryan Hartman,hartmry01,Roughing,2 min
202403200LAK,LAK,48.98,Pierre-Luc Dubois,duboipi01,Misconduct,10 min
202403200LAK,LAK,48.98,Pierre-Luc Dubois,duboipi01,Roughing,2 min
202403200LAK,MIN,54.27,Declan Chisholm,chishde01,Misconduct,10 min
202403200LAK,LAK,54.27,Vladislav Gavrikov,gavrivl01,Misconduct,10 min
202403200LAK,LAK,54.27,Quinton Byfield,byfiequ01,Misconduct,10 min
202403200LAK,LAK,54.27,Adrian Kempe,kempead01,Misconduct,10 min
202403200LAK,LAK,54.27,Anže Kopitar,kopitan01,Misconduct,10 min
202403200LAK,MIN,54.27,Jake Lucchini,lucchja01,Misconduct,10 min
202403200LAK,MIN,54.27,Zach Bogosian,bogosza01,Misconduct,10 min
202403200LAK,LAK,54.27,Matt Roy,royma04,Misconduct,10 min
202403200LAK,MIN,54.27,Mason Shaw,shawma01,Misconduct,10 min
202403200LAK,MIN,54.27,Adam Beckman,beckmad01,Misconduct,10 min
