GameID,Team,Time,Player,PlayerID,Penalty,PIM
202311240CAR,TBL,59.5,Austin Watson,watsoau01,Roughing,2 min
202311240CAR,TBL,59.5,Austin Watson,watsoau01,Misconduct,10 min
202311260CAR,CBJ,16.7,David Jiříček,jiricda01,Holding Stick,2 min
202311260CAR,CBJ,50.83,Boone Jenner,jennebo01,Tripping,2 min
202311300CAR,NYI,11.18,Pierre Engvall,engvapi01,Hooking,2 min
202311300CAR,CAR,11.62,Seth Jarvis,jarvise01,Hooking,2 min
202311300CAR,NYI,35.02,Mike Reilly,reillmi01,Interference,2 min
202311300CAR,CAR,45.18,Jordan Staal,staaljo01,Delay of Game,2 min
202311300CAR,CAR,46.68,Bench,,Delay of Game,2 min
202311300CAR,CAR,53.5,Bench,,Too Many Men on the Ice,2 min
202311300CAR,NYI,54.15,Brock Nelson,nelsobr01,Tripping,2 min
202312020CAR,BUF,7.38,Rasmus Dahlin,dahlira01,Roughing,2 min
202312020CAR,CAR,7.38,Stefan Noesen,noesest01,Roughing,2 min
202312020CAR,CAR,7.38,Stefan Noesen,noesest01,Roughing,2 min
202312020CAR,BUF,20.88,Alex Tuch,tuchal01,Interference,2 min
202312020CAR,CAR,23.47,Andrei Svechnikov,svechan01,Slashing,2 min
202312020CAR,CAR,24.67,Sebastian Aho,ahose01,High Sticking,4 min
202312020CAR,CAR,37.75,Michael Bunting,buntimi01,Roughing,2 min
202312020CAR,BUF,37.75,Connor Clifton,cliftco01,Roughing,2 min
202312020CAR,BUF,37.75,Kyle Okposo,okposky01,Roughing,2 min
202312020CAR,CAR,46.7,Sebastian Aho,ahose01,Interference,2 min
202312020CAR,BUF,59.17,Connor Clifton,cliftco01,Fighting,5 min
202312020CAR,CAR,59.17,Jack Drury,druryja01,Fighting,5 min
202312150CAR,NSH,8.62,Alexandre Carrier,carrial01,Hooking,2 min
202312150CAR,NSH,12.08,Yakov Trenin,treniya01,Tripping,2 min
202312150CAR,CAR,18.17,Brent Burns,burnsbr01,Holding,2 min
202312150CAR,CAR,28.68,Seth Jarvis,jarvise01,Interference,2 min
202312150CAR,CAR,35.95,Jordan Staal,staaljo01,Hooking,2 min
202312150CAR,NSH,37.02,Bench,,Too Many Men on the Ice,2 min
202312170CAR,WSH,7.07,Nic Dowd,dowdni01,High Sticking,4 min
202312170CAR,CAR,15.33,Jesperi Kotkaniemi,kotkaje01,Cross Checking,2 min
202312170CAR,WSH,16.48,Dylan Strome,stromdy01,Slashing,2 min
202312170CAR,CAR,32.65,Tony DeAngelo,deangan01,Delay of Game,2 min
202312170CAR,WSH,39.33,Connor McMichael,mcmicco01,Delay of Game,2 min
202312170CAR,WSH,47.58,Tom Wilson,wilsoto01,Hooking,2 min
202312190CAR,CAR,6.6,Michael Bunting,buntimi01,Delay of Game,2 min
202312190CAR,VEG,9.07,Paul Cotter,cottepa01,Slashing,2 min
202312190CAR,CAR,18.7,Jesper Fast,fastje01,High Sticking,2 min
202312190CAR,VEG,31.78,Brayden McNabb,mcnabbr01,Hooking,2 min
202312190CAR,CAR,34.35,Brady Skjei,skjeibr01,Interference,2 min
202312190CAR,VEG,40.07,Nicolas Roy,royni01,High Sticking,2 min
202312190CAR,CAR,52.45,Martin Nečas,necasma01,Cross Checking,2 min
202312230CAR,CAR,2.68,Martin Nečas,necasma01,High Sticking,2 min
202312230CAR,NYI,7.88,Robert Bortuzzo,borturo01,Roughing,2 min
202312230CAR,NYI,20.83,Mike Reilly,reillmi01,Interference,2 min
202312230CAR,NYI,22.43,Pierre Engvall,engvapi01,Interference,2 min
202312230CAR,CAR,22.5,Seth Jarvis,jarvise01,Hooking,2 min
202312230CAR,NYI,47.8,Anders Lee,leean01,Hooking,2 min
202312230CAR,CAR,49.57,Jordan Staal,staaljo01,Tripping,2 min
202312230CAR,NYI,60,Robert Bortuzzo,borturo01,Roughing,2 min
202312230CAR,CAR,60,Stefan Noesen,noesest01,Roughing,2 min
202312280CAR,CAR,8.02,Brady Skjei,skjeibr01,Tripping,2 min
202312280CAR,MTL,16.23,Jayden Struble,strubja01,Interference,2 min
202312280CAR,CAR,19.42,Andrei Svechnikov,svechan01,Tripping,2 min
202312280CAR,CAR,44.32,Brady Skjei,skjeibr01,Tripping,2 min
202312280CAR,CAR,46.67,Michael Bunting,buntimi01,Hooking,2 min
202312280CAR,MTL,56.13,Joel Armia,armiajo01,Hooking,2 min
202312280CAR,MTL,59.02,Cole Caufield,caufico01,Slashing,2 min
202401060CAR,STL,11.97,Pavel Buchnevich,buchnpa01,Tripping,2 min
202401060CAR,CAR,32.17,Jordan Staal,staaljo01,Hooking,2 min
202401110CAR,ANA,11.05,Urho Vaakanainen,vaakaur01,Tripping,2 min
202401110CAR,ANA,25.32,Robert Hägg,haggro01,Tripping,2 min
202401110CAR,ANA,25.32,Robert Hägg,haggro01,Roughing,2 min
202401110CAR,CAR,25.32,Jordan Martinook,martijo01,Roughing,2 min
202401110CAR,CAR,30.83,Pyotr Kochetkov,kochepy01,Tripping,2 min
202401110CAR,CAR,31.68,Jordan Staal,staaljo01,Interference,2 min
202401110CAR,ANA,34.73,Sam Carrick,carrisa01,Boarding,2 min
202401110CAR,ANA,34.73,Sam Carrick,carrisa01,Fighting,5 min
202401110CAR,CAR,34.73,Brendan Lemieux,lemiebr01,Fighting,5 min
202401110CAR,CAR,45.52,Jordan Martinook,martijo01,High Sticking,2 min
202401110CAR,CAR,50.55,Jalen Chatfield,chatfja01,Holding,2 min
202401110CAR,CAR,58.42,Jack Drury,druryja01,Holding,2 min
202401130CAR,CAR,14.85,Brent Burns,burnsbr01,Slashing,2 min
202401130CAR,PIT,15.03,Erik Karlsson,karlser01,Slashing,2 min
202401130CAR,CAR,28.68,Jordan Martinook,martijo01,Roughing,2 min
202401130CAR,PIT,28.68,Bryan Rust,rustbr01,Cross Checking,2 min
202401130CAR,PIT,29.77,Pierre-Olivier Joseph,joseppi01,Tripping,2 min
202401130CAR,CAR,33.55,Andrei Svechnikov,svechan01,Slashing,2 min
202401130CAR,CAR,37.25,Andrei Svechnikov,svechan01,Holding Stick,2 min
202401130CAR,CAR,38.8,Bench,,Too Many Men on the Ice,2 min
202401130CAR,PIT,52.55,Jake Guentzel,guentja01,Holding,2 min
202401150CAR,LAK,1.85,Jaret Anderson-Dolan,anderja01,Interference,2 min
202401150CAR,CAR,9.12,Dmitry Orlov,orlovdm01,Tripping,2 min
202401150CAR,CAR,17.68,Sebastian Aho,ahose01,Holding,2 min
202401150CAR,LAK,18.18,Kevin Fiala,fialake01,Slashing,2 min
202401150CAR,LAK,28.72,Vladislav Gavrikov,gavrivl01,Holding,2 min
202401150CAR,CAR,31.23,Stefan Noesen,noesest01,Roughing,2 min
202401150CAR,CAR,38.87,Jesperi Kotkaniemi,kotkaje01,Tripping,2 min
202401150CAR,LAK,46.25,Adrian Kempe,kempead01,Interference,2 min
202401150CAR,LAK,56.83,Trevor Lewis,lewistr01,Delay of Game,2 min
202401190CAR,CAR,18.95,Jaccob Slavin,slavija01,Holding,2 min
202401190CAR,DET,50.25,Jeff Petry,petryje01,Tripping,2 min
202401210CAR,MIN,14.28,Marcus Foligno,foligma01,Tripping,2 min
202401210CAR,CAR,17.78,Seth Jarvis,jarvise01,Hooking,2 min
202401210CAR,MIN,22.93,Marcus Johansson,johanma03,Illegal Equipment,2 min
202401210CAR,CAR,24.13,Michael Bunting,buntimi01,Tripping,2 min
202401210CAR,MIN,26.97,Ryan Hartman,hartmry01,Hooking,2 min
202401210CAR,MIN,54.3,Brock Faber,faberbr01,Tripping,2 min
202401250CAR,CAR,8.73,Martin Nečas,necasma01,Hooking,2 min
202401250CAR,NJD,22.85,Ondřej Palát,palaton01,Tripping,2 min
202401250CAR,NJD,23.32,Bench,,Delay of Game,2 min
202401250CAR,NJD,40.8,Luke Hughes,hughelu01,Hooking,2 min
202401250CAR,CAR,46.23,Brady Skjei,skjeibr01,Tripping,2 min
202401250CAR,NJD,51.58,Simon Nemec,nemecsi01,Interference,2 min
202401250CAR,CAR,52.33,Teuvo Teräväinen,teravte01,Slashing,2 min
202401270CAR,CAR,18.95,Martin Nečas,necasma01,High Sticking,2 min
202401270CAR,CAR,26.08,Michael Bunting,buntimi01,Unsportsmanlike Conduct,2 min
202401270CAR,ARI,26.08,Jason Zucker,zuckeja01,Interference,2 min
202401270CAR,ARI,27.53,Nick Bjugstad,bjugsni01,Holding,2 min
202401270CAR,ARI,55.03,Logan Cooley,coolelo01,Tripping,2 min
202402060CAR,CAR,3.13,Sebastian Aho,ahose01,Tripping,2 min
202402060CAR,CAR,16.28,Jack Drury,druryja01,Hooking,2 min
202402060CAR,VAN,31.38,Ian Cole,coleia01,Hooking,2 min
202402060CAR,CAR,36.02,Teuvo Teräväinen,teravte01,Holding,2 min
202402060CAR,VAN,38.17,Bench,,Too Many Men on the Ice,2 min
202402080CAR,CAR,8.25,Michael Bunting,buntimi01,Boarding,2 min
202402080CAR,COL,8.68,Jonathan Drouin,drouijo01,Tripping,2 min
202402080CAR,CAR,17.7,Jesper Fast,fastje01,Hooking,2 min
202402080CAR,COL,19.32,Ryan Johansen,johanry01,Interference,2 min
202402080CAR,CAR,26.27,Jesperi Kotkaniemi,kotkaje01,Delay of Game,2 min
202402080CAR,CAR,29.37,Bench,,Too Many Men on the Ice,2 min
202402080CAR,COL,30.42,Jonathan Drouin,drouijo01,Interference,2 min
202402080CAR,COL,35.47,Samuel Girard,girarsa01,Delay of Game,2 min
202402080CAR,CAR,44.7,Jordan Staal,staaljo01,Interference,2 min
202402080CAR,COL,47.27,Joel Kiviranta,kivirjo01,High Sticking,2 min
202402080CAR,CAR,49.23,Michael Bunting,buntimi01,Roughing,2 min
202402080CAR,COL,49.23,Miles Wood,woodmi01,Roughing,2 min
202402080CAR,CAR,52.27,Jordan Staal,staaljo01,Delay of Game,2 min
202402080CAR,CAR,59.97,Tony DeAngelo,deangan01,Misconduct,10 min
202402080CAR,CAR,59.97,Brendan Lemieux,lemiebr01,Misconduct,10 min
202402100CAR,CAR,1.1,Teuvo Teräväinen,teravte01,Tripping,2 min
202402100CAR,NJD,4.23,Timo Meier,meierti01,Interference,2 min
202402100CAR,CAR,12.23,Jalen Chatfield,chatfja01,Delay of Game,2 min
202402100CAR,CAR,20.67,Andrei Svechnikov,svechan01,Tripping,2 min
202402100CAR,NJD,32.8,Nathan Bastian,bastina01,Roughing,2 min
202402100CAR,CAR,32.8,Michael Bunting,buntimi01,Roughing,2 min
202402100CAR,NJD,48.93,Ondřej Palát,palaton01,High Sticking,2 min
202402100CAR,CAR,51.45,Martin Nečas,necasma01,High Sticking,2 min
202402190CAR,CAR,3.43,Brett Pesce,pescebr01,Tripping,2 min
202402190CAR,CAR,3.75,Seth Jarvis,jarvise01,Delay of Game,2 min
202402190CAR,CHI,17.12,Tyler Johnson,johnsty01,Slashing,2 min
202402190CAR,CHI,22.58,Boris Katchouk,katchbo01,Hooking,2 min
202402190CAR,CHI,41,Alex Vlasic,vlasial01,Holding,2 min
202402190CAR,CAR,46.33,Jack Drury,druryja01,Tripping,2 min
202402190CAR,CAR,48.05,Jesperi Kotkaniemi,kotkaje01,Tripping,2 min
202402190CAR,CHI,49.4,Kevin Korchinski,korchke01,Cross Checking,2 min
202402220CAR,CAR,19.13,Jack Drury,druryja01,Tripping,2 min
202402220CAR,CAR,44.02,Jordan Staal,staaljo01,High Sticking,4 min
202402220CAR,FLA,49.92,Dmitry Kulikov,kulikdm01,Holding,2 min
202402220CAR,FLA,60,Brandon Montour,montobr01,Roughing,2 min
202402220CAR,FLA,60,Brandon Montour,montobr01,Roughing,2 min
202402240CAR,CAR,5.6,Brady Skjei,skjeibr01,Holding,2 min
202402240CAR,DAL,24.37,Jason Robertson,roberja01,Hooking,2 min
202402240CAR,CAR,35.4,Jack Drury,druryja01,Holding,2 min
202402240CAR,CAR,39.98,Dmitry Orlov,orlovdm01,Interference,2 min
202402240CAR,CAR,44.75,Dmitry Orlov,orlovdm01,Tripping,2 min
202402240CAR,DAL,48,Joe Pavelski,paveljo01,Slashing,2 min
202403020CAR,WPG,13.48,Neal Pionk,pionkne01,Roughing,2 min
202403020CAR,CAR,15.97,Jordan Martinook,martijo01,Tripping,2 min
202403020CAR,WPG,18.28,Nate Schmidt,schmina01,Tripping,2 min
202403020CAR,CAR,27.18,Brady Skjei,skjeibr01,Slashing,2 min
202403020CAR,CAR,30.48,Jack Drury,druryja01,Holding,2 min
202403020CAR,CAR,33.4,Jesperi Kotkaniemi,kotkaje01,Interference,2 min
202403020CAR,WPG,37.62,Dylan Samberg,sambedy01,Interference,2 min
202403020CAR,CAR,45.17,Michael Bunting,buntimi01,High Sticking,2 min
202403020CAR,WPG,49.23,Vladislav Namestnikov,namesvl01,Hooking,2 min
202403070CAR,CAR,8.12,Martin Nečas,necasma01,Interference,2 min
202403070CAR,MTL,8.12,Jesse Ylönen,yloneje01,Hooking,2 min
202403070CAR,CAR,8.97,Brett Pesce,pescebr01,Hooking,2 min
202403070CAR,MTL,14.83,Josh Anderson,anderjo05,Slashing,2 min
202403070CAR,MTL,19.5,Alex Newhook,newhoal01,Holding Stick,2 min
202403070CAR,CAR,21.32,Brady Skjei,skjeibr01,Holding,2 min
202403070CAR,CAR,36.55,Sebastian Aho,ahose01,High Sticking,2 min
202403070CAR,CAR,43.7,Jalen Chatfield,chatfja01,Tripping,2 min
202403070CAR,MTL,49.67,Brendan Gallagher,gallabr01,Tripping,2 min
202403070CAR,MTL,54.72,Alex Newhook,newhoal01,Holding,2 min
202403070CAR,CAR,54.87,Jack Drury,druryja01,Tripping,2 min
202403100CAR,CGY,1.62,Andrei Kuzmenko,kuzmean01,Tripping,2 min
202403100CAR,CAR,18.07,Jordan Staal,staaljo01,Slashing,2 min
202403100CAR,CAR,22.3,Brendan Lemieux,lemiebr01,Fighting,5 min
202403100CAR,CGY,22.3,Brayden Pachal,pachabr01,Fighting,5 min
202403100CAR,CAR,27.3,Brett Pesce,pescebr01,Holding,2 min
202403100CAR,CAR,41.23,Andrei Svechnikov,svechan01,Tripping,2 min
202403120CAR,NYR,0.98,Jimmy Vesey,veseyji02,Interference,2 min
202403120CAR,CAR,13.25,Andrei Svechnikov,svechan01,Interference,2 min
202403120CAR,CAR,21.52,Evgeny Kuznetsov,kuzneev01,Tripping,2 min
202403140CAR,CAR,3.73,Sebastian Aho,ahose01,Roughing,2 min
202403140CAR,CAR,3.73,Andrei Svechnikov,svechan01,Slashing,2 min
202403140CAR,FLA,3.73,Matthew Tkachuk,tkachma01,Roughing,2 min
202403140CAR,FLA,9.27,Ryan Lomberg,lombery01,Charging,2 min
202403140CAR,FLA,15.15,Josh Mahura,mahurjo01,Holding,2 min
202403140CAR,CAR,34.87,Martin Nečas,necasma01,Slashing,2 min
202403140CAR,FLA,34.87,Matthew Tkachuk,tkachma01,Slashing,2 min
202403140CAR,FLA,34.87,Matthew Tkachuk,tkachma01,Slashing,2 min
202403140CAR,CAR,38.78,Jalen Chatfield,chatfja01,Roughing,2 min
202403140CAR,CAR,38.78,Jalen Chatfield,chatfja01,Roughing,2 min
202403140CAR,FLA,38.78,Josh Mahura,mahurjo01,Roughing,2 min
202403140CAR,CAR,41.63,Sebastian Aho,ahose01,Tripping,2 min
202403140CAR,FLA,45.27,Josh Mahura,mahurjo01,Tripping,2 min
202403140CAR,FLA,57.8,Josh Mahura,mahurjo01,Roughing,2 min
202403140CAR,FLA,57.8,Josh Mahura,mahurjo01,Cross Checking,2 min
202403140CAR,CAR,57.8,Jordan Staal,staaljo01,Roughing,2 min
202403210CAR,PHI,10.08,Morgan Frost,frostmo01,High Sticking,2 min
202403210CAR,CAR,12.97,Bench,,Too Many Men on the Ice,2 min
202403210CAR,CAR,13.65,Jordan Martinook,martijo01,Tripping,2 min
202403210CAR,PHI,20.78,Travis Sanheim,sanhetr01,Cross Checking,2 min
202403210CAR,CAR,45.97,Andrei Svechnikov,svechan01,Cross Checking,2 min
202403240CAR,CAR,5.07,Andrei Svechnikov,svechan01,Boarding,2 min
202403240CAR,TOR,8.45,David Kämpf,kampfda01,Holding,2 min
202403240CAR,TOR,8.68,Joel Edmundson,edmunjo01,Interference in crease,Penalty Shot (Jake Guentzel - Saved)
202403240CAR,TOR,12.83,Pontus Holmberg,holmbpo01,Slashing,2 min
202403240CAR,CAR,19.25,Brent Burns,burnsbr01,Holding,2 min
202403240CAR,TOR,34.23,Nicholas Robertson,roberni01,High Sticking,2 min
202403240CAR,CAR,39.18,Andrei Svechnikov,svechan01,Tripping,2 min
202403240CAR,CAR,56.75,Brent Burns,burnsbr01,Tripping,2 min
202403280CAR,DET,19.45,David Perron,perroda01,Hooking,2 min
202403280CAR,DET,24.88,Jeff Petry,petryje01,Tripping,2 min
202403280CAR,CAR,38.6,Martin Nečas,necasma01,Hooking,2 min
202403280CAR,CAR,42.98,Brady Skjei,skjeibr01,Slashing,2 min
202404040CAR,BOS,14.17,John Beecher,beechjo01,Fighting,5 min
202404040CAR,CAR,14.17,Jack Drury,druryja01,Fighting,5 min
202404040CAR,CAR,24.05,Sebastian Aho,ahose01,Tripping,2 min
202404040CAR,CAR,27.9,Andrei Svechnikov,svechan01,High Sticking,4 min
202404040CAR,BOS,33.68,Brandon Carlo,carlobr01,Slashing,2 min
202404040CAR,BOS,33.87,Hampus Lindholm,lindhha01,Cross Checking,2 min
202404040CAR,BOS,37.92,Bench,,Too Many Men on the Ice,2 min
202404040CAR,CAR,41.37,Jordan Martinook,martijo01,Tripping,2 min
202404050CAR,CAR,10.4,Evgeny Kuznetsov,kuzneev01,Holding,2 min
202404050CAR,WSH,21.98,Max Pacioretty,pacioma01,Holding Stick,2 min
202404050CAR,WSH,31.47,Trevor van Riemsdyk,vanritr01,Tripping,2 min
202404050CAR,CAR,36.28,Jaccob Slavin,slavija01,Holding,2 min
202404050CAR,CAR,49.47,Stefan Noesen,noesest01,Interference,2 min
202404050CAR,WSH,51.23,Sonny Milano,milanso01,Interference,2 min
202404050CAR,WSH,57.68,Rasmus Sandin,sandira01,Hooking,2 min
202404070CAR,CBJ,11.47,Alexandre Texier,texieal01,Holding,2 min
202404070CAR,CBJ,21.38,Ivan Provorov,provoiv01,Hooking,2 min
202404070CAR,CBJ,22.6,Sean Kuraly,kuralse01,Delay of Game,2 min
202404070CAR,CBJ,26.75,Damon Severson,severda01,Tripping,2 min
202404070CAR,CAR,44.2,Seth Jarvis,jarvise01,Slashing,2 min
202310120CBJ,CBJ,4.82,Erik Gudbranson,gudbrer01,Roughing,2 min
202310120CBJ,PHI,4.82,Travis Konecny,konectr01,Roughing,2 min
202310120CBJ,PHI,9.78,Sean Couturier,coutuse01,Tripping,2 min
202310120CBJ,PHI,14.37,Garnet Hathaway,hathaga01,Kneeing,2 min
202310120CBJ,PHI,43.5,Travis Sanheim,sanhetr01,High Sticking,2 min
202310120CBJ,CBJ,45.02,Alexandre Texier,texieal01,Holding,2 min
202310120CBJ,CBJ,51.77,Johnny Gaudreau,gaudrjo01,Slashing,2 min
202310120CBJ,PHI,54.52,Marc Staal,staalma01,Tripping,2 min
202310120CBJ,CBJ,55.62,Kirill Marchenko,marchki01,Hooking,2 min
202310140CBJ,NYR,15.9,Adam Fox,foxad01,Tripping,2 min
202310140CBJ,CBJ,18.63,Mathieu Olivier,olivima01,Hooking,2 min
202310140CBJ,CBJ,47.32,David Jiříček,jiricda01,Interference,2 min
202310140CBJ,CBJ,58.57,Damon Severson,severda01,Slashing,2 min
202310160CBJ,DET,9.55,Austin Czarnik,czarnau01,Holding,2 min
202310160CBJ,CBJ,15.85,Ivan Provorov,provoiv01,Tripping,2 min
202310160CBJ,CBJ,30.85,Boone Jenner,jennebo01,Cross Checking,2 min
202310160CBJ,CBJ,31.18,Sean Kuraly,kuralse01,Slashing,2 min
202310160CBJ,DET,36.77,Justin Holl,hollju01,Hooking,2 min
202310160CBJ,CBJ,39.28,Jake Bean,beanja01,Cross Checking,2 min
202310160CBJ,CBJ,42.1,Sean Kuraly,kuralse01,Boarding,2 min
202310160CBJ,DET,44.58,Daniel Sprong,spronda01,High Sticking,2 min
202310160CBJ,CBJ,47.72,Erik Gudbranson,gudbrer01,Fighting,5 min
202310160CBJ,DET,47.72,Klim Kostin,kostikl01,Fighting,5 min
202310160CBJ,DET,49.55,Andrew Copp,coppan01,Hooking,2 min
202310160CBJ,CBJ,51.75,Emil Bemström,bemstem01,Interference on breakaway,Penalty Shot (Andrew Copp - Saved)
202310200CBJ,CGY,9.07,Nazem Kadri,kadrina01,Fighting,5 min
202310200CBJ,CBJ,9.07,Cole Sillinger,sillico01,Interference,2 min
202310200CBJ,CBJ,9.07,Cole Sillinger,sillico01,Fighting,5 min
202310200CBJ,CBJ,10.65,Sean Kuraly,kuralse01,Delay of Game,2 min
202310200CBJ,CGY,31.98,Matthew Coronato,coronma01,Delay of Game,2 min
202310200CBJ,CGY,50.38,A.J. Greer,greeraj01,Elbowing,2 min
202310200CBJ,CGY,60,Rasmus Andersson,anderra01,Elbowing,5 min
202310200CBJ,CGY,60,Rasmus Andersson,anderra01,Misconduct,10 min
202310200CBJ,CBJ,60,Erik Gudbranson,gudbrer01,Roughing,2 min
202310240CBJ,ANA,6.5,Ross Johnston,johnsro02,Holding,2 min
202310240CBJ,ANA,11.9,Jackson LaCombe,lacomja01,Interference,2 min
202310240CBJ,ANA,15.35,Frank Vatrano,vatrafr01,Hooking,2 min
202310240CBJ,CBJ,21.9,Zach Werenski,werenza01,Interference,2 min
202310240CBJ,ANA,27.72,Mason McTavish,mctavma01,Holding,2 min
202310240CBJ,CBJ,36.25,Elvis MerzÄ¼ikins,Elvis MerzÄ¼ikins,Slashing,2 min
202310240CBJ,ANA,42.5,Ryan Strome,stromry01,High Sticking,2 min
202310240CBJ,ANA,44.93,Frank Vatrano,vatrafr01,Tripping,2 min
202310240CBJ,CBJ,51.73,Adam Fantilli,fantiad01,Interference,2 min
202310240CBJ,CBJ,54,Damon Severson,severda01,Slashing,2 min
202310240CBJ,ANA,57.17,Jackson LaCombe,lacomja01,Delay of Game,2 min
202310280CBJ,CBJ,10.45,Johnny Gaudreau,gaudrjo01,Tripping,2 min
202310280CBJ,CBJ,13.02,Jack Roslovic,rosloja01,Slashing,2 min
202310280CBJ,NYI,17.67,Anders Lee,leean01,Tripping,2 min
202310280CBJ,NYI,26.1,Noah Dobson,dobsono01,Cross Checking,2 min
202310280CBJ,CBJ,31.22,Emil Bemström,bemstem01,Hooking,2 min
202310280CBJ,NYI,47.37,Kyle Palmieri,palmiky01,Hooking,2 min
202311020CBJ,CBJ,18.7,Sean Kuraly,kuralse01,Tripping,2 min
202311020CBJ,CBJ,27.15,Damon Severson,severda01,High Sticking,2 min
202311020CBJ,CBJ,30.3,Boone Jenner,jennebo01,Unsportsmanlike Conduct,2 min
202311020CBJ,TBL,30.3,Waltteri Merela,merelwa01,Interference,2 min
202311020CBJ,CBJ,33.4,Jack Roslovic,rosloja01,Slashing,2 min
202311020CBJ,TBL,38.17,Calvin de Haan,dehaaca01,Tripping,2 min
202311020CBJ,TBL,43.77,Tanner Jeannot,jeannta01,Hooking,2 min
202311020CBJ,TBL,52.87,Brandon Hagel,hagelbr01,Holding,2 min
202311020CBJ,TBL,59.08,Victor Hedman,hedmavi01,Holding,2 min
202311090CBJ,CBJ,13.47,Erik Gudbranson,gudbrer01,Cross Checking,2 min
202311090CBJ,CBJ,16.98,Dmitri Voronkov,vorondi01,Holding,2 min
202311090CBJ,CBJ,22.72,Adam Fantilli,fantiad01,Unsportsmanlike Conduct,2 min
202311090CBJ,DAL,22.72,Thomas Harley,harleth01,High Sticking,2 min
202311090CBJ,DAL,33.65,Jake Oettinger,oettija01,Tripping,2 min
202311140CBJ,PIT,15.18,Vinnie Hinostroza,hinosvi01,Tripping,2 min
202311140CBJ,PIT,33.58,Ryan Graves,gravery01,Interference,2 min
202311140CBJ,PIT,38.4,Lars Eller,ellerla01,Cross Checking,2 min
202311140CBJ,CBJ,41.22,Sean Kuraly,kuralse01,Tripping,2 min
202311140CBJ,PIT,52.22,Radim Zohorna,zohorra01,Tripping,2 min
202311160CBJ,ARI,16.2,Clayton Keller,kellecl01,Cross Checking,2 min
202311160CBJ,ARI,19.58,Logan Cooley,coolelo01,Tripping,2 min
202311160CBJ,CBJ,22.95,Jake Bean,beanja01,Delay of Game,2 min
202311160CBJ,ARI,45.53,Mathew Dumba,dumbama01,Interference,2 min
202311160CBJ,CBJ,49.45,David Jiříček,jiricda01,Tripping,2 min
202311220CBJ,CHI,7.35,Taylor Raddysh,raddyta01,Hooking,2 min
202311220CBJ,CBJ,8.25,Zach Werenski,werenza01,Slashing,2 min
202311220CBJ,CHI,12.38,Seth Jones,jonesse01,Cross Checking,2 min
202311220CBJ,CBJ,33.88,Mathieu Olivier,olivima01,Interference,2 min
202311220CBJ,CBJ,41.05,Patrik Laine,lainepa01,Hooking,2 min
202311220CBJ,CBJ,47.37,David Jiříček,jiricda01,Holding,2 min
202311220CBJ,CHI,49.92,Alex Vlasic,vlasial01,Tripping,2 min
202311270CBJ,CBJ,1.38,Patrik Laine,lainepa01,Hooking,2 min
202311270CBJ,BOS,18.95,Derek Forbort,forbode01,Interference,2 min
202311270CBJ,BOS,29.25,Danton Heinen,heineda01,Hooking,2 min
202311270CBJ,CBJ,32.82,Dmitri Voronkov,vorondi01,Interference,2 min
202311270CBJ,BOS,43.68,Jakub Lauko,laukoja01,Hooking,2 min
202311270CBJ,BOS,44.15,Hampus Lindholm,lindhha01,Delay of Game,2 min
202311270CBJ,BOS,49.35,Hampus Lindholm,lindhha01,High Sticking,2 min
202311290CBJ,MTL,2.75,Johnathan Kovacevic,kovacjo01,Roughing,2 min
202311290CBJ,CBJ,2.75,Sean Kuraly,kuralse01,Slashing,2 min
202311290CBJ,MTL,48.3,Gustav Lindström,lindsgu01,Delay of Game,2 min
202312010CBJ,CBJ,2.13,Kirill Marchenko,marchki01,Tripping,2 min
202312010CBJ,CBJ,5.18,Zach Werenski,werenza01,Slashing,2 min
202312010CBJ,CBJ,11,Adam Fantilli,fantiad01,Slashing,2 min
202312010CBJ,OTT,13.87,Mathieu Joseph,josepma01,Cross Checking,2 min
202312010CBJ,OTT,28.43,Dominik Kubalík,kubaldo01,Hooking,2 min
202312010CBJ,CBJ,36.42,Mathieu Olivier,olivima01,Boarding,2 min
202312010CBJ,CBJ,44.9,Yegor Chinakhov,chinaye01,Slashing,2 min
202312050CBJ,LAK,8.23,Quinton Byfield,byfiequ01,Roughing,2 min
202312050CBJ,CBJ,16.85,Dmitri Voronkov,vorondi01,Interference,2 min
202312050CBJ,CBJ,27.75,Alexandre Texier,texieal01,Interference,2 min
202312080CBJ,STL,19.28,Joel Hofer,hoferjo01,Delay of Game,2 min
202312080CBJ,CBJ,22.83,Kirill Marchenko,marchki01,Delay of Game,2 min
202312080CBJ,STL,31.28,Jordan Kyrou,kyroujo01,Holding,2 min
202312080CBJ,CBJ,31.28,Alexandre Texier,texieal01,Holding,2 min
202312080CBJ,CBJ,34.62,Sean Kuraly,kuralse01,Cross Checking,2 min
202312080CBJ,CBJ,39.88,Sean Kuraly,kuralse01,Slashing,2 min
202312080CBJ,STL,51.33,Nick Leddy,leddyni01,Hooking,2 min
202312100CBJ,FLA,0.4,Sam Bennett,bennesa01,Roughing,2 min
202312100CBJ,FLA,0.4,Nick Cousins,cousini01,Boarding,2 min
202312100CBJ,CBJ,0.4,Erik Gudbranson,gudbrer01,Roughing,2 min
202312100CBJ,FLA,4.12,Aaron Ekblad,ekblaaa01,Tripping,2 min
202312100CBJ,CBJ,6.82,Bench,,Misconduct,0
202312100CBJ,CBJ,6.82,Erik Gudbranson,gudbrer01,Instigator,2 min
