Gm,GameID,Date,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at EV,CA at EV,CF% at EV,FF at EV,FA at EV,FF% at EV,FOW at EV,FOL at EV
36,202312310PIT,12/31/2023,NYI,@,PIT,1,3,L,,38,25,38,11,61,70,46.6,45,47,48.9,23,30
37,202401020COL,01/02/2024,NYI,@,COL,4,5,L,OT,22,10,39,6,36,68,34.6,24,46,34.3,21,21
38,202401040ARI,01/04/2024,NYI,@,ARI,5,1,W,,31,4,27,4,44,50,46.8,34,35,49.3,27,16
39,202401060VEG,01/06/2024,NYI,@,VEG,2,5,L,,29,2,30,4,53,57,48.2,34,40,45.9,27,23
40,202401090NYI,01/09/2024,NYI,vs,VAN,2,5,L,,20,8,34,4,32,48,40,24,36,40,23,16
41,202401110NYI,01/11/2024,NYI,vs,TOR,4,3,W,OT,30,2,35,6,54,60,47.4,34,41,45.3,21,23
42,202401130NSH,01/13/2024,NYI,@,NSH,1,3,L,,25,6,28,4,48,59,44.9,28,38,42.4,22,19
43,202401150MIN,01/15/2024,NYI,@,MIN,0,5,L,,21,12,40,10,35,45,43.8,26,37,41.3,22,22
44,202401160WPG,01/16/2024,NYI,@,WPG,2,4,L,,37,10,44,4,54,50,51.9,43,43,50,21,25
45,202401190CHI,01/19/2024,NYI,@,CHI,3,4,L,OT,30,6,24,6,70,48,59.3,45,33,57.7,29,27
46,202401210NYI,01/21/2024,NYI,vs,DAL,3,2,W,OT,28,6,43,0,45,67,40.2,35,49,41.7,21,31
47,202401230NYI,01/23/2024,NYI,vs,VEG,2,3,L,,42,6,27,6,68,33,67.3,52,27,65.8,22,20
48,202401250MTL,01/25/2024,NYI,@,MTL,3,4,L,,46,10,26,25,58,25,69.9,46,19,70.8,16,12
49,202401270NYI,01/27/2024,NYI,vs,FLA,2,3,L,OT,23,8,37,2,46,52,46.9,38,35,52.1,27,29
50,202402050TOR,02/05/2024,NYI,@,TOR,3,2,W,,29,11,36,11,58,67,46.4,41,49,45.6,23,19
51,202402080NYI,02/08/2024,NYI,vs,TBL,6,2,W,,24,4,20,8,32,45,41.6,21,26,44.7,14,21
52,202402100NYI,02/10/2024,NYI,vs,CGY,2,5,L,,36,6,24,6,67,51,56.8,48,37,56.5,27,28
53,202402130NYI,02/13/2024,NYI,vs,SEA,1,2,L,SO,27,4,30,8,47,66,41.6,32,41,43.8,30,14
54,202402180NYI,02/18/2024,NYI,vs,NYR,5,6,L,OT,41,17,38,11,61,47,56.5,49,34,59,37,20
55,202402200PIT,02/20/2024,NYI,@,PIT,5,4,W,OT,33,6,41,4,44,55,44.4,30,46,39.5,24,29
56,202402220STL,02/22/2024,NYI,@,STL,0,4,L,,38,12,25,12,29,31,48.3,25,24,51,24,12
57,202402240NYI,02/24/2024,NYI,vs,TBL,2,4,L,,34,6,21,10,42,48,46.7,32,32,50,20,22
58,202402260DAL,02/26/2024,NYI,@,DAL,3,2,W,OT,28,2,32,6,53,64,45.3,37,39,48.7,24,27
59,202402290DET,02/29/2024,NYI,@,DET,5,3,W,,27,4,25,6,41,55,42.7,31,37,45.6,26,20
60,202403020NYI,03/02/2024,NYI,vs,BOS,5,1,W,,26,6,23,8,39,38,50.6,29,28,50.9,27,17
61,202403050NYI,03/05/2024,NYI,vs,STL,4,2,W,,33,2,21,0,68,37,64.8,49,24,67.1,26,13
62,202403070SJS,03/07/2024,NYI,@,SJS,7,2,W,,33,4,25,6,56,51,52.3,37,37,50,34,27
63,202403100ANA,03/10/2024,NYI,@,ANA,6,1,W,,19,6,23,12,36,39,48,26,28,48.1,19,18
64,202403110LAK,03/11/2024,NYI,@,LAK,0,3,L,,26,6,25,10,40,45,47.1,27,33,45,24,17
65,202403140BUF,03/14/2024,NYI,@,BUF,0,4,L,,21,13,37,13,33,45,42.3,24,36,40,15,19
66,202403160NYI,03/16/2024,NYI,vs,OTT,3,4,L,OT,33,6,30,6,56,48,53.8,34,35,49.3,25,25
67,202403170NYR,03/17/2024,NYI,@,NYR,2,5,L,,27,2,31,6,51,68,42.9,38,47,44.7,18,25
68,202403190NYI,03/19/2024,NYI,vs,CAR,1,4,L,,31,7,34,7,51,55,48.1,38,40,48.7,16,23
69,202403210DET,03/21/2024,NYI,@,DET,3,6,L,,36,4,24,8,50,35,58.8,37,28,56.9,31,22
70,202403230NYI,03/23/2024,NYI,vs,WPG,6,3,W,,39,7,35,7,66,68,49.3,50,56,47.2,33,22
71,202403240NYI,03/24/2024,NYI,vs,NJD,0,4,L,,36,28,30,29,51,49,51,37,29,56.1,15,23
72,202403280FLA,03/28/2024,NYI,@,FLA,3,2,W,,24,2,28,12,29,56,34.1,26,34,43.3,20,19
73,202403300TBL,03/30/2024,NYI,@,TBL,1,4,L,,28,4,40,4,62,67,48.1,44,50,46.8,26,35
74,202404010PHI,04/01/2024,NYI,@,PHI,4,3,W,OT,27,4,34,4,56,64,46.7,36,41,46.8,24,21
75,202404020NYI,04/02/2024,NYI,vs,CHI,2,1,W,,29,7,19,9,55,37,59.8,40,25,61.5,25,17
76,202404040CBJ,04/04/2024,NYI,@,CBJ,4,2,W,,41,2,27,6,73,43,62.9,54,29,65.1,31,19
77,202404060NYI,04/06/2024,NYI,vs,NSH,2,0,W,,30,6,42,2,44,81,35.2,36,53,40.4,20,17
78,202404090NYI,04/09/2024,NYI,vs,NYR,4,2,W,,28,6,33,14,42,79,34.7,36,47,43.4,28,29
79,202404110NYI,04/11/2024,NYI,vs,MTL,3,2,W,OT,31,5,14,13,66,29,69.5,47,19,71.2,22,19
80,202404130NYR,04/13/2024,NYI,@,NYR,2,3,L,SO,36,2,43,10,61,74,45.2,48,55,46.6,19,26
81,202404150NJD,04/15/2024,NYI,@,NJD,4,1,W,,19,6,24,2,37,46,44.6,28,27,50.9,20,25
82,202404170NYI,04/17/2024,NYI,vs,PIT,5,4,W,,32,4,44,6,51,76,40.2,39,54,41.9,23,37
1,202310120BUF,10/12/2023,NYR,@,BUF,5,1,W,,31,8,25,10,45,42,51.7,35,28,55.6,30,20
2,202310140CBJ,10/14/2023,NYR,@,CBJ,3,5,L,,42,2,21,6,80,40,66.7,56,30,65.1,29,24
3,202310160NYR,10/16/2023,NYR,vs,ARI,2,1,W,,28,38,27,44,51,37,58,36,26,58.1,18,22
4,202310190NYR,10/19/2023,NYR,vs,NSH,1,4,L,,24,8,27,8,45,40,52.9,27,31,46.6,20,18
5,202310210SEA,10/21/2023,NYR,@,SEA,4,1,W,,27,15,19,21,44,42,51.2,36,29,55.4,28,20
6,202310240CGY,10/24/2023,NYR,@,CGY,3,1,W,,20,8,26,10,29,54,34.9,21,36,36.8,12,25
7,202310260EDM,10/26/2023,NYR,@,EDM,3,0,W,,32,4,29,6,49,60,45,39,43,47.6,25,20
8,202310280VAN,10/28/2023,NYR,@,VAN,4,3,W,OT,24,12,33,12,28,43,39.4,20,32,38.5,23,12
9,202310300WPG,10/30/2023,NYR,@,WPG,3,2,W,OT,26,6,29,6,37,57,39.4,27,37,42.2,24,21
10,202311020NYR,11/02/2023,NYR,vs,CAR,2,1,W,,26,4,27,10,38,58,39.6,28,38,42.4,22,28
11,202311040MIN,11/04/2023,NYR,@,MIN,4,5,L,SO,18,8,39,2,38,76,33.3,25,49,33.8,24,12
12,202311070NYR,11/07/2023,NYR,vs,DET,5,3,W,,32,12,28,6,52,36,59.1,44,30,59.5,22,13
13,202311090NYR,11/09/2023,NYR,vs,MIN,4,1,W,,28,7,26,7,50,59,45.9,38,44,46.3,26,16
14,202311120NYR,11/12/2023,NYR,vs,CBJ,4,3,W,SO,40,6,28,10,73,49,59.8,52,37,58.4,42,19
15,202311180NJD,11/18/2023,NYR,@,NJD,5,3,W,,35,2,33,6,54,64,45.8,38,45,45.8,22,20
16,202311200DAL,11/20/2023,NYR,@,DAL,3,6,L,,33,6,36,8,46,61,43,39,43,47.6,22,21
17,202311220PIT,11/22/2023,NYR,@,PIT,1,0,W,,36,10,32,6,49,61,44.5,38,42,47.5,24,25
18,202311240PHI,11/24/2023,NYR,@,PHI,3,1,W,,19,34,37,16,39,42,48.1,26,30,46.4,20,19
19,202311250NYR,11/25/2023,NYR,vs,BOS,7,4,W,,40,6,31,6,66,48,57.9,51,35,59.3,38,22
20,202311270NYR,11/27/2023,NYR,vs,BUF,1,5,L,,26,4,39,6,43,56,43.4,28,41,40.6,28,12
21,202311290NYR,11/29/2023,NYR,vs,DET,3,2,W,,41,14,27,8,65,40,61.9,45,27,62.5,24,11
22,202312020NSH,12/02/2023,NYR,@,NSH,4,3,W,,25,8,40,4,48,62,43.6,32,47,40.5,31,22
23,202312030NYR,12/03/2023,NYR,vs,SJS,6,5,W,,36,4,28,6,56,52,51.9,40,40,50,27,23
24,202312050OTT,12/05/2023,NYR,@,OTT,2,6,L,,35,11,36,13,42,56,42.9,33,39,45.8,29,19
25,202312090WSH,12/09/2023,NYR,@,WSH,0,4,L,,31,11,29,7,52,42,55.3,41,34,54.7,20,28
26,202312100NYR,12/10/2023,NYR,vs,LAK,4,1,W,,27,22,26,26,36,35,50.7,24,28,46.2,22,12
27,202312120NYR,12/12/2023,NYR,vs,TOR,3,7,L,,31,10,30,8,67,41,62,47,32,59.5,24,23
28,202312150NYR,12/15/2023,NYR,vs,ANA,5,1,W,,39,6,30,32,50,49,50.5,36,42,46.2,24,22
29,202312160BOS,12/16/2023,NYR,@,BOS,2,1,W,OT,34,15,22,30,43,42,50.6,33,29,53.2,18,16
30,202312190TOR,12/19/2023,NYR,@,TOR,5,2,W,,36,0,33,4,54,61,47,37,46,44.6,21,21
31,202312220NYR,12/22/2023,NYR,vs,EDM,3,4,L,,34,4,28,6,60,45,57.1,36,32,52.9,18,29
32,202312230NYR,12/23/2023,NYR,vs,BUF,4,3,W,OT,33,7,30,33,52,55,48.6,37,42,46.8,25,25
33,202312270NYR,12/27/2023,NYR,vs,WSH,5,1,W,,31,4,27,6,41,48,46.1,36,37,49.3,17,17
34,202312290FLA,12/29/2023,NYR,@,FLA,3,4,L,,34,6,33,4,53,61,46.5,42,39,51.9,19,30
35,202312300TBL,12/30/2023,NYR,@,TBL,5,1,W,,21,10,35,8,38,66,36.5,30,46,39.5,24,26
36,202401020NYR,01/02/2024,NYR,vs,CAR,1,6,L,,29,8,27,6,42,37,53.2,34,28,54.8,23,23
37,202401040NYR,01/04/2024,NYR,vs,CHI,4,1,W,,32,11,23,9,62,44,58.5,47,28,62.7,27,14
38,202401060MTL,01/06/2024,NYR,@,MTL,3,4,L,SO,48,4,30,6,66,53,55.5,46,39,54.1,20,18
39,202401080NYR,01/08/2024,NYR,vs,VAN,3,6,L,,42,0,26,4,57,47,54.8,46,38,54.8,31,23
40,202401110STL,01/11/2024,NYR,@,STL,2,5,L,,43,8,20,6,66,32,67.3,44,21,67.7,16,16
41,202401130WSH,01/13/2024,NYR,@,WSH,2,3,L,,27,10,21,10,55,44,55.6,35,31,53,34,15
42,202401140NYR,01/14/2024,NYR,vs,WSH,2,1,W,,31,6,25,12,37,52,41.6,28,30,48.3,13,26
43,202401160NYR,01/16/2024,NYR,vs,SEA,5,2,W,,23,4,31,4,45,63,41.7,36,48,42.9,25,12
44,202401180VEG,01/18/2024,NYR,@,VEG,1,5,L,,30,6,26,6,59,36,62.1,39,23,62.9,17,20
45,202401200LAK,01/20/2024,NYR,@,LAK,1,2,L,,23,2,26,6,41,52,44.1,28,35,44.4,18,24
46,202401210ANA,01/21/2024,NYR,@,ANA,5,2,W,,33,6,18,8,72,26,73.5,46,18,71.9,23,27
47,202401230SJS,01/23/2024,NYR,@,SJS,2,3,L,OT,31,6,22,6,51,45,53.1,38,31,55.1,28,18
48,202401260NYR,01/26/2024,NYR,vs,VEG,2,5,L,,38,4,20,4,71,41,63.4,49,31,61.3,26,24
49,202401270OTT,01/27/2024,NYR,@,OTT,7,2,W,,29,14,31,28,50,57,46.7,34,43,44.2,28,23
50,202402050NYR,02/05/2024,NYR,vs,COL,2,1,W,OT,29,8,33,4,51,53,49,37,43,46.3,22,17
51,202402070NYR,02/07/2024,NYR,vs,TBL,3,1,W,,24,2,18,4,43,55,43.9,35,33,51.5,14,17
52,202402090CHI,02/09/2024,NYR,@,CHI,4,3,W,OT,35,6,31,8,45,49,47.9,33,36,47.8,19,31
53,202402120NYR,02/12/2024,NYR,vs,CGY,2,0,W,,31,10,29,12,65,48,57.5,44,34,56.4,24,15
54,202402150NYR,02/15/2024,NYR,vs,MTL,7,4,W,,31,10,36,8,42,50,45.7,34,34,50,35,20
55,202402180NYI,02/18/2024,NYR,@,NYI,6,5,W,OT,38,11,41,17,50,58,46.3,34,49,41,20,37
56,202402200NYR,02/20/2024,NYR,vs,DAL,3,1,W,,26,8,42,8,39,56,41.1,28,38,42.4,23,22
57,202402220NJD,02/22/2024,NYR,@,NJD,5,1,W,,18,30,40,17,26,63,29.2,20,42,32.3,16,22
58,202402240PHI,02/24/2024,NYR,@,PHI,2,1,W,,24,13,40,15,45,71,38.8,29,55,34.5,14,34
59,202402250CBJ,02/25/2024,NYR,@,CBJ,2,4,L,,40,11,41,9,70,65,51.9,47,53,47,31,27
60,202402280NYR,02/28/2024,NYR,vs,CBJ,4,1,W,,30,9,31,11,59,61,49.2,40,40,50,25,24
61,202403020TOR,03/02/2024,NYR,@,TOR,3,4,L,SO,35,13,34,11,55,62,47,45,51,46.9,28,37
62,202403040NYR,03/04/2024,NYR,vs,FLA,2,4,L,,28,6,30,8,39,46,45.9,25,34,42.4,22,20
63,202403090NYR,03/09/2024,NYR,vs,STL,4,0,W,,39,4,26,12,60,40,60,45,30,60,19,19
64,202403110NYR,03/11/2024,NYR,vs,NJD,3,1,W,,26,21,20,18,42,39,51.9,31,30,50.8,17,10
65,202403120CAR,03/12/2024,NYR,@,CAR,1,0,W,,24,2,28,4,51,62,45.1,38,41,48.1,23,24
66,202403140TBL,03/14/2024,NYR,@,TBL,3,6,L,,28,6,28,6,51,51,50,37,32,53.6,23,27
67,202403160PIT,03/16/2024,NYR,@,PIT,7,4,W,,28,6,37,6,42,61,40.8,34,45,43,17,25
68,202403170NYR,03/17/2024,NYR,vs,NYI,5,2,W,,31,6,27,2,69,49,58.5,47,38,55.3,25,18
69,202403190NYR,03/19/2024,NYR,vs,WPG,2,4,L,,41,6,27,4,65,41,61.3,49,29,62.8,24,25
70,202403210BOS,03/21/2024,NYR,@,BOS,5,2,W,,31,6,26,2,57,31,64.8,37,24,60.7,23,19
71,202403230NYR,03/23/2024,NYR,vs,FLA,4,3,W,SO,37,4,30,6,54,45,54.5,37,34,52.1,20,26
72,202403260NYR,03/26/2024,NYR,vs,PHI,6,5,W,OT,27,6,42,2,48,71,40.3,34,55,38.2,31,28
73,202403280COL,03/28/2024,NYR,@,COL,3,2,W,SO,25,4,40,6,50,72,41,35,53,39.8,24,30
74,202403300ARI,03/30/2024,NYR,@,ARI,8,5,W,,32,6,32,0,48,48,50,38,35,52.1,26,31
75,202404010NYR,04/01/2024,NYR,vs,PIT,2,5,L,,30,10,20,10,53,42,55.8,37,32,53.6,26,20
76,202404030NYR,04/03/2024,NYR,vs,NJD,4,3,W,,41,78,20,88,59,36,62.1,46,24,65.7,22,26
77,202404050DET,04/05/2024,NYR,@,DET,4,3,W,,38,8,34,8,53,44,54.6,40,32,55.6,23,29
78,202404070NYR,04/07/2024,NYR,vs,MTL,5,2,W,,46,2,28,6,70,48,59.3,55,40,57.9,28,19
79,202404090NYI,04/09/2024,NYR,@,NYI,2,4,L,,33,14,28,6,80,42,65.6,47,36,56.6,29,28
80,202404110NYR,04/11/2024,NYR,vs,PHI,1,4,L,,25,12,26,12,45,35,56.3,29,29,50,20,18
81,202404130NYR,04/13/2024,NYR,vs,NYI,3,2,W,SO,43,10,36,2,75,59,56,55,48,53.4,26,19
82,202404150NYR,04/15/2024,NYR,vs,OTT,4,0,W,,34,4,25,6,46,52,46.9,35,34,50.7,18,19
1,202310110CAR,10/11/2023,OTT,@,CAR,3,5,L,,30,14,42,10,37,61,37.8,31,50,38.3,21,27
2,202310140OTT,10/14/2023,OTT,vs,PHI,5,2,W,,31,21,21,19,37,36,50.7,28,22,56,26,18
3,202310150OTT,10/15/2023,OTT,vs,TBL,5,2,W,,38,6,24,8,55,43,56.1,39,29,57.4,21,33
4,202310180OTT,10/18/2023,OTT,vs,WSH,6,1,W,,29,13,24,19,47,39,54.7,31,27,53.4,20,19
5,202310210OTT,10/21/2023,OTT,vs,DET,2,5,L,,37,21,23,23,49,33,59.8,39,24,61.9,24,14
6,202310240OTT,10/24/2023,OTT,vs,BUF,4,6,L,,38,27,24,31,51,37,58,39,28,58.2,30,24
7,202310260NYI,10/26/2023,OTT,@,NYI,2,3,L,,47,15,38,21,55,54,50.5,40,35,53.3,24,23
8,202310280PIT,10/28/2023,OTT,@,PIT,5,2,W,,26,4,43,6,39,68,36.4,30,47,39,26,25
9,202311020OTT,11/02/2023,OTT,vs,LAK,2,3,L,,26,8,38,6,37,58,38.9,26,43,37.7,22,21
10,202311040OTT,11/04/2023,OTT,vs,TBL,4,6,L,,28,11,38,13,41,58,41.4,31,43,41.9,21,32
11,202311080TOR,11/08/2023,OTT,@,TOR,6,3,W,,31,4,30,6,46,56,45.1,35,43,44.9,18,23
12,202311090OTT,11/09/2023,OTT,vs,VAN,2,5,L,,30,6,16,4,50,36,58.1,33,20,62.3,23,16
13,202311110OTT,11/11/2023,OTT,vs,CGY,4,1,W,,38,6,25,10,48,50,49,37,33,52.9,25,15
14,202311160OTT,11/16/2023,OTT,vs,DET,5,4,W,OT,34,6,41,12,42,62,40.4,34,50,40.5,20,30
15,202311180OTT,11/18/2023,OTT,vs,MIN,2,1,W,SO,31,13,25,13,49,40,55.1,31,28,52.5,25,14
16,202311240OTT,11/24/2023,OTT,vs,NYI,3,5,L,,31,2,26,6,72,46,61,41,29,58.6,21,32
17,202311270OTT,11/27/2023,OTT,vs,FLA,0,5,L,,20,94,37,83,33,49,40.2,21,34,38.2,25,19
18,202312010CBJ,12/01/2023,OTT,@,CBJ,2,4,L,,43,4,23,10,49,33,59.8,37,22,62.7,21,17
19,202312020OTT,12/02/2023,OTT,vs,SEA,2,0,W,,28,6,39,6,34,60,36.2,29,40,42,22,26
20,202312050OTT,12/05/2023,OTT,vs,NYR,6,2,W,,36,13,35,11,56,42,57.1,39,33,54.2,19,29
21,202312070OTT,12/07/2023,OTT,vs,TOR,3,4,L,,41,2,22,4,63,51,55.3,43,30,58.9,18,25
22,202312090DET,12/09/2023,OTT,@,DET,5,1,W,,37,17,31,28,56,38,59.6,39,27,59.1,32,21
23,202312120OTT,12/12/2023,OTT,vs,CAR,1,4,L,,32,20,28,12,47,52,47.5,36,38,48.6,21,27
24,202312140STL,12/14/2023,OTT,@,STL,2,4,L,,34,11,30,9,53,45,54.1,40,37,51.9,21,18
25,202312150DAL,12/15/2023,OTT,@,DAL,4,5,L,,29,6,24,6,52,42,55.3,39,31,55.7,23,31
26,202312170VEG,12/17/2023,OTT,@,VEG,3,6,L,,25,10,31,10,44,44,50,29,32,47.5,14,23
27,202312190ARI,12/19/2023,OTT,@,ARI,3,4,L,,22,15,38,15,46,65,41.4,32,46,41,24,28
28,202312210COL,12/21/2023,OTT,@,COL,4,6,L,,45,10,39,12,57,45,55.9,38,39,49.4,20,27
29,202312230OTT,12/23/2023,OTT,vs,PIT,5,4,W,OT,26,14,34,8,34,56,37.8,26,34,43.3,14,25
30,202312270TOR,12/27/2023,OTT,@,TOR,4,2,W,,30,11,36,7,49,69,41.5,39,50,43.8,24,30
31,202312290OTT,12/29/2023,OTT,vs,NJD,2,6,L,,27,8,30,8,42,50,45.7,28,33,45.9,18,21
32,202312310OTT,12/31/2023,OTT,vs,BUF,5,1,W,,31,20,46,16,50,59,45.9,35,45,43.8,27,24
33,202401020VAN,01/02/2024,OTT,@,VAN,3,6,L,,38,12,26,2,61,57,51.7,44,37,54.3,26,25
34,202401040SEA,01/04/2024,OTT,@,SEA,1,4,L,,33,4,28,8,67,50,57.3,47,36,56.6,19,18
35,202401060EDM,01/06/2024,OTT,@,EDM,1,3,L,,30,6,46,6,55,56,49.5,40,41,49.4,15,23
36,202401090CGY,01/09/2024,OTT,@,CGY,3,6,L,,33,4,36,6,51,55,48.1,38,41,48.1,27,22
37,202401110BUF,01/11/2024,OTT,@,BUF,3,5,L,,28,6,32,8,59,46,56.2,33,34,49.3,24,23
38,202401130OTT,01/13/2024,OTT,vs,SJS,5,4,W,,41,4,18,4,78,34,69.6,50,22,69.4,23,20
39,202401160OTT,01/16/2024,OTT,vs,COL,4,7,L,,40,10,34,10,74,47,61.2,50,33,60.2,37,25
40,202401180OTT,01/18/2024,OTT,vs,MTL,6,2,W,,37,15,23,11,69,44,61.1,56,30,65.1,23,26
41,202401200OTT,01/20/2024,OTT,vs,WPG,1,2,L,OT,35,13,29,13,53,43,55.2,37,30,55.2,18,20
42,202401210PHI,01/21/2024,OTT,@,PHI,5,3,W,,34,8,25,6,57,37,60.6,45,24,65.2,32,21
43,202401230MTL,01/23/2024,OTT,@,MTL,4,1,W,,28,10,25,10,37,43,46.3,28,30,48.3,19,20
44,202401250OTT,01/25/2024,OTT,vs,BOS,2,3,L,OT,37,8,23,18,56,38,59.6,37,26,58.7,21,21
45,202401270OTT,01/27/2024,OTT,vs,NYR,2,7,L,,31,28,29,14,57,50,53.3,43,34,55.8,23,28
46,202401290OTT,01/29/2024,OTT,vs,NSH,4,3,W,OT,35,8,28,8,58,50,53.7,45,28,61.6,29,27
47,202401310DET,01/31/2024,OTT,@,DET,3,2,W,OT,25,2,25,6,54,56,49.1,41,41,50,22,24
48,202402100OTT,02/10/2024,OTT,vs,TOR,5,3,W,,32,0,35,19,57,64,47.1,42,51,45.2,22,20
49,202402130OTT,02/13/2024,OTT,vs,CBJ,6,3,W,,30,12,40,14,39,67,36.8,28,51,35.4,17,23
50,202402150OTT,02/15/2024,OTT,vs,ANA,1,5,L,,34,8,20,12,51,35,59.3,39,26,60,22,25
51,202402170CHI,02/17/2024,OTT,@,CHI,2,3,L,,42,2,22,4,71,43,62.3,52,29,64.2,25,30
52,202402190TBL,02/19/2024,OTT,@,TBL,4,2,W,,28,7,25,9,61,67,47.7,38,41,48.1,31,33
53,202402200FLA,02/20/2024,OTT,@,FLA,2,3,L,OT,30,6,34,4,42,65,39.3,35,41,46.1,30,24
54,202402220OTT,02/22/2024,OTT,vs,DAL,4,1,W,,30,4,15,10,47,49,49,40,25,61.5,27,17
55,202402240OTT,02/24/2024,OTT,vs,VEG,4,3,W,SO,33,6,29,8,63,58,52.1,44,39,53,27,17
56,202402260WSH,02/26/2024,OTT,@,WSH,3,6,L,,21,6,20,2,52,37,58.4,26,30,46.4,21,25
57,202402270NSH,02/27/2024,OTT,@,NSH,1,4,L,,25,11,36,9,41,66,38.3,28,45,38.4,25,31
58,202403010OTT,03/01/2024,OTT,vs,ARI,3,5,L,,37,12,30,10,54,50,51.9,42,37,53.2,28,27
59,202403020PHI,03/02/2024,OTT,@,PHI,2,4,L,,26,10,40,12,50,47,51.5,29,39,42.6,23,19
60,202403060ANA,03/06/2024,OTT,@,ANA,1,2,L,,30,10,16,8,58,36,61.7,41,23,64.1,19,13
61,202403070LAK,03/07/2024,OTT,@,LAK,3,4,L,OT,31,2,35,10,46,69,40,31,50,38.3,25,27
62,202403090SJS,03/09/2024,OTT,@,SJS,1,2,L,,32,8,21,6,59,46,56.2,43,32,57.3,24,17
63,202403120OTT,03/12/2024,OTT,vs,PIT,2,1,W,OT,39,9,35,11,60,60,50,47,47,50,22,21
64,202403140CBJ,03/14/2024,OTT,@,CBJ,3,2,W,SO,37,6,37,6,68,66,50.7,42,46,47.7,16,28
65,202403160NYI,03/16/2024,OTT,@,NYI,4,3,W,OT,30,6,33,6,48,54,47.1,35,34,50.7,25,25
66,202403170OTT,03/17/2024,OTT,vs,CAR,2,7,L,,32,6,38,4,50,61,45,39,48,44.8,20,20
67,202403190BOS,03/19/2024,OTT,@,BOS,2,6,L,,31,16,26,10,46,46,50,30,31,49.2,15,35
68,202403210OTT,03/21/2024,OTT,vs,STL,2,5,L,,39,4,27,6,61,33,64.9,45,26,63.4,22,18
69,202403230NJD,03/23/2024,OTT,@,NJD,5,2,W,,25,13,20,15,35,32,52.2,30,23,56.6,15,22
70,202403240OTT,03/24/2024,OTT,vs,EDM,5,3,W,,16,6,36,8,29,51,36.3,20,42,32.3,21,22
71,202403270BUF,03/27/2024,OTT,@,BUF,6,2,W,,42,10,36,10,57,65,46.7,48,50,49,33,20
72,202403280OTT,03/28/2024,OTT,vs,CHI,2,0,W,,34,4,19,4,58,40,59.2,43,27,61.4,22,14
73,202403300WPG,03/30/2024,OTT,@,WPG,3,2,W,,27,10,30,10,44,52,45.8,33,33,50,20,17
74,202404020MIN,04/02/2024,OTT,@,MIN,2,3,L,,32,10,19,8,58,27,68.2,39,22,63.9,33,12
75,202404040OTT,04/04/2024,OTT,vs,FLA,0,6,L,,30,6,31,14,46,52,46.9,32,36,47.1,19,18
76,202404060OTT,04/06/2024,OTT,vs,NJD,3,4,L,,28,11,27,15,67,60,52.8,45,39,53.6,21,30
77,202404070WSH,04/07/2024,OTT,@,WSH,3,2,W,OT,21,8,22,6,63,38,62.4,39,29,57.4,28,18
78,202404090FLA,04/09/2024,OTT,@,FLA,0,2,L,,26,20,30,16,47,31,60.3,36,18,66.7,17,16
79,202404110TBL,04/11/2024,OTT,@,TBL,3,2,W,SO,27,12,26,20,52,35,59.8,32,24,57.1,16,28
80,202404130OTT,04/13/2024,OTT,vs,MTL,5,4,W,SO,44,6,25,12,62,47,56.9,46,32,59,22,21
81,202404150NYR,04/15/2024,OTT,@,NYR,0,4,L,,25,6,34,4,54,46,54,34,35,49.3,19,18
82,202404160BOS,04/16/2024,OTT,@,BOS,3,1,W,,20,6,35,6,33,54,37.9,24,39,38.1,10,26
1,202310120CBJ,10/12/2023,PHI,@,CBJ,4,2,W,,37,10,33,8,64,51,55.7,42,36,53.8,22,23
2,202310140OTT,10/14/2023,PHI,@,OTT,2,5,L,,21,19,31,21,36,36,50,22,28,44,18,26
3,202310170PHI,10/17/2023,PHI,vs,VAN,2,0,W,,42,20,26,22,48,46,51.1,39,34,53.4,17,16
4,202310190PHI,10/19/2023,PHI,vs,EDM,4,1,W,,32,4,23,8,35,44,44.3,33,27,55,24,23
5,202310210DAL,10/21/2023,PHI,@,DAL,4,5,L,OT,40,23,25,9,61,49,55.5,47,36,56.6,28,31
6,202310240VEG,10/24/2023,PHI,@,VEG,2,3,L,,28,6,29,4,57,62,47.9,38,34,52.8,24,31
7,202310260PHI,10/26/2023,PHI,vs,MIN,6,2,W,,35,9,28,11,51,57,47.2,36,41,46.8,23,22
8,202310280PHI,10/28/2023,PHI,vs,ANA,4,7,L,,30,9,25,13,55,36,60.4,38,26,59.4,34,18
9,202310300PHI,10/30/2023,PHI,vs,CAR,2,3,L,,28,2,32,10,40,45,47.1,36,35,50.7,13,33
10,202311010PHI,11/01/2023,PHI,vs,BUF,2,5,L,,40,4,15,6,63,36,63.6,44,24,64.7,25,26
11,202311030BUF,11/03/2023,PHI,@,BUF,5,1,W,,19,11,22,11,48,41,53.9,29,30,49.2,11,18
12,202311040PHI,11/04/2023,PHI,vs,LAK,0,5,L,,24,10,30,8,39,44,47,27,36,42.9,15,24
13,202311070SJS,11/07/2023,PHI,@,SJS,1,2,L,,39,37,19,37,52,45,53.6,36,25,59,11,28
14,202311100ANA,11/10/2023,PHI,@,ANA,6,3,W,,36,12,38,6,47,46,50.5,37,33,52.9,21,23
15,202311110LAK,11/11/2023,PHI,@,LAK,4,2,W,,26,6,37,8,33,63,34.4,26,44,37.1,16,26
