Game_ID,Home Team,Away Team,Period,Time,Team,Info,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID
202310220DET,DET,CGY,1st Period,9:44,DET,--,Joe Veleno,velenjo01,Ben Chiarot,chiarbe01,Justin Holl,hollju01
202310220DET,DET,CGY,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310220DET,DET,CGY,2nd Period,2:00,DET,--,Dylan Larkin,larkidy01,Alex DeBrincat,debrial01,Alex DeBrincat,debrial01
202310220DET,DET,CGY,2nd Period,12:12,CGY,--,Andrew Mangiapane,mangian01,Mikael Backlund,backlmi01,Blake Coleman,colembl01
202310220DET,DET,CGY,2nd Period,13:33,DET,--,Alex DeBrincat,debrial01,Dylan Larkin,larkidy01,Lucas Raymond,raymolu01
202310220DET,DET,CGY,2nd Period,18:34,CGY,--,Yegor Sharangovich,sharaye01,Walker Duehr,duehrwa01,Nikita Zadorov,zadorni01
202310220DET,DET,CGY,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310220DET,DET,CGY,3rd Period,3:07,DET,--,Jake Walman,walmaja01,Daniel Sprong,spronda01,David Perron,perroda01
202310220DET,DET,CGY,3rd Period,3:44,DET,--,Alex DeBrincat,debrial01,Lucas Raymond,raymolu01,Justin Holl,hollju01
202310240DET,DET,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310240DET,DET,SEA,1st Period,1:07,DET,--,Joe Veleno,velenjo01,Olli Määttä,maattol01,Daniel Sprong,spronda01
202310240DET,DET,SEA,1st Period,5:16,SEA,PP,Jaden Schwartz,schwaja01,Vince Dunn,dunnvi02,Matthew Beniers,beniema01
202310240DET,DET,SEA,1st Period,17:54,SEA,--,Jaden Schwartz,schwaja01,Alexander Wennberg,wennbal01,Oliver Bjorkstrand,bjorkol01
202310240DET,DET,SEA,1st Period,19:04,SEA,--,Tye Kartye,kartyty01,Brian Dumoulin,dumoubr01,Brian Dumoulin,dumoubr01
202310240DET,DET,SEA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310240DET,DET,SEA,3rd Period,2:10,DET,PP,Shayne Gostisbehere,gostish01,Moritz Seider,seidemo01,Dylan Larkin,larkidy01
202310240DET,DET,SEA,3rd Period,4:38,DET,PP,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01,Moritz Seider,seidemo01
202310240DET,DET,SEA,3rd Period,10:26,DET,PP,Alex DeBrincat,debrial01,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01
202310240DET,DET,SEA,3rd Period,18:38,SEA,PP,Jared McCann,mccanja01,Matthew Beniers,beniema01,Jordan Eberle,eberljo01
202310240DET,DET,SEA,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202310240DET,DET,SEA,1st OT Period,4:55,SEA,--,Jordan Eberle,eberljo01,Jared McCann,mccanja01,Vince Dunn,dunnvi02
202310260DET,DET,WPG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310260DET,DET,WPG,1st Period,16:28,WPG,--,Nikolaj Ehlers,ehlerni01,Cole Perfetti,perfeco01,Dylan Samberg,sambedy01
202310260DET,DET,WPG,1st Period,17:30,WPG,--,Kyle Connor,connoky01,Josh Morrissey,morrijo04,Josh Morrissey,morrijo04
202310260DET,DET,WPG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310260DET,DET,WPG,2nd Period,3:18,DET,--,Lucas Raymond,raymolu01,Dylan Larkin,larkidy01,Moritz Seider,seidemo01
202310260DET,DET,WPG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310260DET,DET,WPG,3rd Period,10:26,WPG,--,Mason Appleton,applema01,Adam Lowry,lowryad01,Nino Niederreiter,niedeni01
202310260DET,DET,WPG,3rd Period,18:58,WPG,EN,Nino Niederreiter,niedeni01,Mason Appleton,applema01,Mason Appleton,applema01
202311020DET,DET,FLA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311020DET,DET,FLA,1st Period,19:08,FLA,--,Steven Lorentz,lorenst01,Niko Mikkola,mikkoni01,Niko Mikkola,mikkoni01
202311020DET,DET,FLA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311020DET,DET,FLA,3rd Period,18:48,FLA,EN,Anton Lundell,lundean01,Matthew Tkachuk,tkachma01,Dmitry Kulikov,kulikdm01
202311040DET,DET,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311040DET,DET,BOS,1st Period,5:21,BOS,--,James van Riemsdyk,vanrija01,David Pastrňák,pastrda01,Pavel Zacha,zachapa01
202311040DET,DET,BOS,1st Period,9:28,BOS,--,Matthew Poitras,poitrma01,Kevin Shattenkirk,shattke01,James van Riemsdyk,vanrija01
202311040DET,DET,BOS,1st Period,16:20,DET,PP,Lucas Raymond,raymolu01,David Perron,perroda01,Dylan Larkin,larkidy01
202311040DET,DET,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311040DET,DET,BOS,2nd Period,9:59,DET,PP,Jake Walman,walmaja01,Moritz Seider,seidemo01,Daniel Sprong,spronda01
202311040DET,DET,BOS,2nd Period,13:41,BOS,--,Charlie Coyle,coylech01,Jake DeBrusk,debruja01,Parker Wotherspoon,wothepa01
202311040DET,DET,BOS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311040DET,DET,BOS,3rd Period,6:50,DET,--,Dylan Larkin,larkidy01,Lucas Raymond,raymolu01,Alex DeBrincat,debrial01
202311040DET,DET,BOS,3rd Period,8:56,DET,--,David Perron,perroda01,J.T. Compher,comphj.01,Jeff Petry,petryje01
202311040DET,DET,BOS,3rd Period,10:34,DET,--,Andrew Copp,coppan01,J.T. Compher,comphj.01,David Perron,perroda01
202311040DET,DET,BOS,3rd Period,14:11,BOS,PP,David Pastrňák,pastrda01,Matthew Poitras,poitrma01,Hampus Lindholm,lindhha01
202311090DET,DET,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311090DET,DET,MTL,1st Period,7:02,MTL,--,Mike Matheson,mathemi01,Alex Newhook,newhoal01,Alex Newhook,newhoal01
202311090DET,DET,MTL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311090DET,DET,MTL,2nd Period,16:44,DET,--,Christian Fischer,fischch01,Michael Rasmussen,rasmumi01,Ben Chiarot,chiarbe01
202311090DET,DET,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311090DET,DET,MTL,3rd Period,0:26,MTL,PP,Nick Suzuki,suzukni01,Mike Matheson,mathemi01,Sean Monahan,monahse01
202311090DET,DET,MTL,3rd Period,6:06,DET,--,J.T. Compher,comphj.01,--,--,--,--
202311090DET,DET,MTL,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202311090DET,DET,MTL,1st OT Period,4:16,MTL,PP,Cole Caufield,caufico01,Mike Matheson,mathemi01,Nick Suzuki,suzukni01
202311110DET,DET,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311110DET,DET,CBJ,1st Period,3:41,DET,--,Lucas Raymond,raymolu01,J.T. Compher,comphj.01,J.T. Compher,comphj.01
202311110DET,DET,CBJ,1st Period,4:26,DET,--,Robby Fabbri,fabbrro01,Christian Fischer,fischch01,Jeff Petry,petryje01
202311110DET,DET,CBJ,1st Period,5:33,CBJ,--,Alexandre Texier,texieal01,Damon Severson,severda01,Damon Severson,severda01
202311110DET,DET,CBJ,1st Period,18:14,CBJ,--,Adam Fantilli,fantiad01,Kirill Marchenko,marchki01,Dmitri Voronkov,vorondi01
202311110DET,DET,CBJ,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311110DET,DET,CBJ,2nd Period,5:41,CBJ,--,Sean Kuraly,kuralse01,Zach Werenski,werenza01,Erik Gudbranson,gudbrer01
202311110DET,DET,CBJ,2nd Period,16:01,DET,--,Alex DeBrincat,debrial01,Jeff Petry,petryje01,Jeff Petry,petryje01
202311110DET,DET,CBJ,2nd Period,18:19,DET,--,Daniel Sprong,spronda01,Klim Kostin,kostikl01,Klim Kostin,kostikl01
202311110DET,DET,CBJ,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311110DET,DET,CBJ,3rd Period,2:33,DET,--,Jake Walman,walmaja01,Christian Fischer,fischch01,Joe Veleno,velenjo01
202311110DET,DET,CBJ,3rd Period,11:30,CBJ,--,Patrik Laine,lainepa01,--,--,--,--
202311170DET,DET,TOR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311170DET,DET,TOR,1st Period,12:52,DET,PS,Daniel Sprong,spronda01,--,--,--,--
202311170DET,DET,TOR,1st Period,14:44,DET,--,Lucas Raymond,raymolu01,Ben Chiarot,chiarbe01,Alex DeBrincat,debrial01
202311170DET,DET,TOR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311170DET,DET,TOR,3rd Period,3:50,TOR,--,Tyler Bertuzzi,bertuty01,William Nylander,nylanwi01,John Tavares,tavarjo01
202311170DET,DET,TOR,3rd Period,13:03,TOR,PP,William Nylander,nylanwi01,Mitch Marner,marnemi01,John Tavares,tavarjo01
202311170DET,DET,TOR,3rd Period,14:27,TOR,--,John Tavares,tavarjo01,Tyler Bertuzzi,bertuty01,William Nylander,nylanwi01
202311220DET,DET,NJD,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311220DET,DET,NJD,1st Period,16:58,DET,--,Lucas Raymond,raymolu01,Robby Fabbri,fabbrro01,J.T. Compher,comphj.01
202311220DET,DET,NJD,1st Period,17:18,DET,--,Dylan Larkin,larkidy01,Alex DeBrincat,debrial01,Alex DeBrincat,debrial01
202311220DET,DET,NJD,1st Period,18:10,DET,--,Robby Fabbri,fabbrro01,Daniel Sprong,spronda01,Joe Veleno,velenjo01
202311220DET,DET,NJD,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311220DET,DET,NJD,2nd Period,9:05,DET,PP,Moritz Seider,seidemo01,Daniel Sprong,spronda01,Jake Walman,walmaja01
202311260DET,DET,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311260DET,DET,MIN,1st Period,4:06,DET,PP,David Perron,perroda01,Lucas Raymond,raymolu01,Shayne Gostisbehere,gostish01
202311260DET,DET,MIN,1st Period,19:48,MIN,PP,Joel Eriksson Ek,eriksjo02,Kirill Kaprizov,kapriki01,Mats Zuccarello,zuccama01
202311260DET,DET,MIN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311260DET,DET,MIN,2nd Period,16:53,DET,--,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01,Shayne Gostisbehere,gostish01
202311260DET,DET,MIN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311260DET,DET,MIN,3rd Period,1:29,DET,PP,David Perron,perroda01,Shayne Gostisbehere,gostish01,Dylan Larkin,larkidy01
202311260DET,DET,MIN,3rd Period,19:37,DET,EN,Shayne Gostisbehere,gostish01,J.T. Compher,comphj.01,Michael Rasmussen,rasmumi01
202311300DET,DET,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311300DET,DET,CHI,1st Period,2:29,DET,SH,J.T. Compher,comphj.01,Andrew Copp,coppan01,Jake Walman,walmaja01
202311300DET,DET,CHI,1st Period,3:20,CHI,PP,Lukas Reichel,reichlu01,Connor Bedard,bedarco01,Kevin Korchinski,korchke01
202311300DET,DET,CHI,1st Period,8:42,DET,--,Robby Fabbri,fabbrro01,Jake Walman,walmaja01,Jake Walman,walmaja01
202311300DET,DET,CHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311300DET,DET,CHI,2nd Period,5:09,DET,--,Ben Chiarot,chiarbe01,Alex DeBrincat,debrial01,Lucas Raymond,raymolu01
202311300DET,DET,CHI,2nd Period,5:56,DET,PP,J.T. Compher,comphj.01,David Perron,perroda01,Lucas Raymond,raymolu01
202311300DET,DET,CHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311300DET,DET,CHI,3rd Period,10:54,DET,PP,Robby Fabbri,fabbrro01,Daniel Sprong,spronda01,Moritz Seider,seidemo01
202312070DET,DET,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312070DET,DET,SJS,1st Period,9:05,DET,--,Klim Kostin,kostikl01,--,--,--,--
202312070DET,DET,SJS,1st Period,12:51,DET,--,Michael Rasmussen,rasmumi01,Daniel Sprong,spronda01,Daniel Sprong,spronda01
202312070DET,DET,SJS,1st Period,13:04,DET,--,Michael Rasmussen,rasmumi01,Ben Chiarot,chiarbe01,Andrew Copp,coppan01
202312070DET,DET,SJS,1st Period,13:40,DET,--,Lucas Raymond,raymolu01,Ben Chiarot,chiarbe01,Robby Fabbri,fabbrro01
202312070DET,DET,SJS,1st Period,14:08,SJS,SH,Tomáš Hertl,hertlto01,William Eklund,eklunwi01,Jan Rutta,ruttaja02
202312070DET,DET,SJS,1st Period,14:46,SJS,SH,Fabian Zetterlund,zettefa01,Jan Rutta,ruttaja02,Mikael Granlund,granlmi01
202312070DET,DET,SJS,1st Period,15:52,SJS,--,Nico Sturm,sturmni01,Marc-Édouard Vlasic,vlasima01,Kyle Burroughs,burroky01
202312070DET,DET,SJS,1st Period,19:37,SJS,--,Nico Sturm,sturmni01,Justin Bailey,baileju01,Kevin Labanc,labanke01
202312070DET,DET,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312070DET,DET,SJS,3rd Period,13:20,DET,--,Dylan Larkin,larkidy01,Lucas Raymond,raymolu01,Robby Fabbri,fabbrro01
202312070DET,DET,SJS,3rd Period,18:31,SJS,--,Tomáš Hertl,hertlto01,Mikael Granlund,granlmi01,Alexander Barabanov,barabal01
202312070DET,DET,SJS,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202312070DET,DET,SJS,1st OT Period,0:37,SJS,--,Mikael Granlund,granlmi01,Fabian Zetterlund,zettefa01,Fabian Zetterlund,zettefa01
202312090DET,DET,OTT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312090DET,DET,OTT,1st Period,1:57,OTT,PP,Claude Giroux,giroucl01,Jakob Chychrun,chychja01,Vladimir Tarasenko,tarasvl01
202312090DET,DET,OTT,1st Period,14:49,DET,PP,Patrick Kane,kanepa01,Alex DeBrincat,debrial01,Alex Lyon,lyonal01
202312090DET,DET,OTT,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312090DET,DET,OTT,2nd Period,3:36,OTT,PP,Vladimir Tarasenko,tarasvl01,Jakob Chychrun,chychja01,Claude Giroux,giroucl01
202312090DET,DET,OTT,2nd Period,8:36,OTT,--,Dominik Kubalík,kubaldo01,Mathieu Joseph,josepma01,Mathieu Joseph,josepma01
202312090DET,DET,OTT,2nd Period,18:56,OTT,--,Tim Stützle,stuetti02,Drake Batherson,bathedr01,Artem Zub,zubar01
202312090DET,DET,OTT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312090DET,DET,OTT,3rd Period,16:35,OTT,EN,Jake Sanderson,sandeja01,--,--,--,--
202312140DET,DET,CAR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312140DET,DET,CAR,1st Period,4:48,CAR,--,Jack Drury,druryja01,Stefan Noesen,noesest01,Martin Nečas,necasma01
202312140DET,DET,CAR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312140DET,DET,CAR,2nd Period,5:20,DET,--,Michael Rasmussen,rasmumi01,Andrew Copp,coppan01,Jonatan Berggren,berggjo02
202312140DET,DET,CAR,2nd Period,11:49,CAR,--,Jordan Staal,staaljo01,Jesper Fast,fastje01,Brett Pesce,pescebr01
202312180DET,DET,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312180DET,DET,ANA,1st Period,2:23,ANA,--,Radko Gudas,gudasra01,Brett Leason,leasobr01,Adam Henrique,henriad01
202312180DET,DET,ANA,1st Period,8:19,ANA,--,Pavel Mintyukov,mintypa01,Leo Carlsson,carlsle01,Troy Terry,terrytr01
202312180DET,DET,ANA,1st Period,18:49,ANA,PP,Adam Henrique,henriad01,Cam Fowler,fowleca01,Ryan Strome,stromry01
202312180DET,DET,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312180DET,DET,ANA,2nd Period,1:46,ANA,--,Troy Terry,terrytr01,Urho Vaakanainen,vaakaur01,Alex Killorn,killoal01
202312180DET,DET,ANA,2nd Period,2:29,DET,--,Jeff Petry,petryje01,Andrew Copp,coppan01,Patrick Kane,kanepa01
202312180DET,DET,ANA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312180DET,DET,ANA,3rd Period,7:17,DET,PP,Alex DeBrincat,debrial01,Patrick Kane,kanepa01,Shayne Gostisbehere,gostish01
202312180DET,DET,ANA,3rd Period,17:31,DET,PP,Alex DeBrincat,debrial01,Shayne Gostisbehere,gostish01,Dylan Larkin,larkidy01
202312220DET,DET,PHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312220DET,DET,PHI,1st Period,4:30,DET,--,Patrick Kane,kanepa01,Dylan Larkin,larkidy01,Alex DeBrincat,debrial01
202312220DET,DET,PHI,1st Period,8:16,DET,--,Patrick Kane,kanepa01,Alex DeBrincat,debrial01,Justin Holl,hollju01
202312220DET,DET,PHI,1st Period,9:00,PHI,--,Bobby Brink,brinkbo01,Joel Farabee,farabjo01,Yegor Zamula,zamulye01
202312220DET,DET,PHI,1st Period,15:05,DET,PP,Daniel Sprong,spronda01,Moritz Seider,seidemo01,Lucas Raymond,raymolu01
202312220DET,DET,PHI,1st Period,15:38,DET,--,J.T. Compher,comphj.01,Joe Veleno,velenjo01,Lucas Raymond,raymolu01
202312220DET,DET,PHI,1st Period,19:42,DET,--,Shayne Gostisbehere,gostish01,Patrick Kane,kanepa01,Alex DeBrincat,debrial01
202312220DET,DET,PHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312220DET,DET,PHI,2nd Period,3:37,PHI,--,Sean Couturier,coutuse01,Travis Sanheim,sanhetr01,Yegor Zamula,zamulye01
202312220DET,DET,PHI,2nd Period,4:01,PHI,--,Morgan Frost,frostmo01,Travis Sanheim,sanhetr01,Cam Atkinson,atkinca01
202312220DET,DET,PHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312220DET,DET,PHI,3rd Period,5:51,PHI,--,Garnet Hathaway,hathaga01,Scott Laughton,laughsc01,Cameron York,yorkca01
202312220DET,DET,PHI,3rd Period,13:30,PHI,--,Scott Laughton,laughsc01,Joel Farabee,farabjo01,Tyson Foerster,foersty01
202312220DET,DET,PHI,3rd Period,14:53,PHI,--,Owen Tippett,tippeow01,Travis Konecny,konectr01,Rasmus Ristolainen,ristora01
202312220DET,DET,PHI,3rd Period,15:30,DET,--,Dylan Larkin,larkidy01,Jeff Petry,petryje01,Moritz Seider,seidemo01
202312290DET,DET,NSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312290DET,DET,NSH,1st Period,4:02,DET,SH,Dylan Larkin,larkidy01,--,--,--,--
202312290DET,DET,NSH,1st Period,10:43,NSH,--,Filip Forsberg,forsbfi01,Gustav Nyquist,nyquigu01,Gustav Nyquist,nyquigu01
202312290DET,DET,NSH,1st Period,19:38,DET,--,Jake Walman,walmaja01,Michael Rasmussen,rasmumi01,Robby Fabbri,fabbrro01
202312290DET,DET,NSH,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312290DET,DET,NSH,2nd Period,11:40,NSH,SH,Gustav Nyquist,nyquigu01,--,--,--,--
202312290DET,DET,NSH,2nd Period,13:49,NSH,--,Filip Forsberg,forsbfi01,Thomas Novak,novakth01,Thomas Novak,novakth01
202312290DET,DET,NSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312290DET,DET,NSH,3rd Period,9:29,DET,--,Alex DeBrincat,debrial01,J.T. Compher,comphj.01,Patrick Kane,kanepa01
202312290DET,DET,NSH,3rd Period,11:13,DET,--,Jake Walman,walmaja01,Alex DeBrincat,debrial01,Patrick Kane,kanepa01
202312290DET,DET,NSH,3rd Period,12:24,NSH,--,Gustav Nyquist,nyquigu01,Filip Forsberg,forsbfi01,Luke Schenn,schenlu01
202312290DET,DET,NSH,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202312290DET,DET,NSH,1st OT Period,2:13,DET,--,Lucas Raymond,raymolu01,Alex DeBrincat,debrial01,Jake Walman,walmaja01
202312310DET,DET,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312310DET,DET,BOS,1st Period,19:08,BOS,--,Trent Frederic,fredetr01,David Pastrňák,pastrda01,Parker Wotherspoon,wothepa01
202312310DET,DET,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312310DET,DET,BOS,2nd Period,4:25,BOS,--,Trent Frederic,fredetr01,Charlie McAvoy,mcavoch01,Hampus Lindholm,lindhha01
202312310DET,DET,BOS,2nd Period,13:01,DET,--,Jake Walman,walmaja01,Dylan Larkin,larkidy01,Lucas Raymond,raymolu01
202312310DET,DET,BOS,2nd Period,16:42,DET,--,Ben Chiarot,chiarbe01,Andrew Copp,coppan01,Joe Veleno,velenjo01
202312310DET,DET,BOS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312310DET,DET,BOS,3rd Period,3:52,BOS,--,Charlie Coyle,coylech01,Charlie McAvoy,mcavoch01,Brad Marchand,marchbr03
202312310DET,DET,BOS,3rd Period,17:59,BOS,EN,Jake DeBrusk,debruja01,Trent Frederic,fredetr01,Charlie McAvoy,mcavoch01
202312310DET,DET,BOS,3rd Period,18:38,DET,PP,J.T. Compher,comphj.01,Alex DeBrincat,debrial01,David Perron,perroda01
202312310DET,DET,BOS,3rd Period,19:36,BOS,EN,Pavel Zacha,zachapa01,David Pastrňák,pastrda01,Hampus Lindholm,lindhha01
202401110DET,DET,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401110DET,DET,EDM,1st Period,3:34,DET,--,Andrew Copp,coppan01,--,--,--,--
202401110DET,DET,EDM,1st Period,9:12,EDM,--,Connor McDavid,mcdavco01,Zach Hyman,hymanza01,Zach Hyman,hymanza01
202401110DET,DET,EDM,1st Period,14:00,EDM,--,Zach Hyman,hymanza01,Ryan Nugent-Hopkins,nugenry01,Mattias Ekholm,ekholma01
202401110DET,DET,EDM,1st Period,16:03,DET,--,Olli Määttä,maattol01,Lucas Raymond,raymolu01,Dylan Larkin,larkidy01
202401110DET,DET,EDM,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202401110DET,DET,EDM,1st OT Period,1:20,EDM,--,Darnell Nurse,nurseda01,--,--,--,--
202401130DET,DET,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401130DET,DET,LAK,1st Period,2:44,DET,--,Dylan Larkin,larkidy01,David Perron,perroda01,David Perron,perroda01
202401130DET,DET,LAK,1st Period,6:58,LAK,PP,Quinton Byfield,byfiequ01,Anže Kopitar,kopitan01,Kevin Fiala,fialake01
