Game ID,Period,Time,Team,Player,Player_ID,Penalty,PIM
,3rd Period,,,,,,
202403210CAR,3rd Period,5.97,CAR,Andrei Svechnikov,svechan01,Cross Checking,2 min
,1st Period,,,,,,
202403240CAR,1st Period,5.07,CAR,Andrei Svechnikov,svechan01,Boarding,2 min
202403240CAR,1st Period,8.45,TOR,David Kämpf,kampfda01,Holding,2 min
202403240CAR,1st Period,8.68,TOR,Joel Edmundson,edmunjo01,Interference in crease,Penalty Shot (Jake Guentzel - Saved)
202403240CAR,1st Period,12.83,TOR,Pontus Holmberg,holmbpo01,Slashing,2 min
202403240CAR,1st Period,19.25,CAR,Brent Burns,burnsbr01,Holding,2 min
,2nd Period,,,,,,
202403240CAR,2nd Period,14.23,TOR,Nicholas Robertson,roberni01,High Sticking,2 min
202403240CAR,2nd Period,19.18,CAR,Andrei Svechnikov,svechan01,Tripping,2 min
,3rd Period,,,,,,
202403240CAR,3rd Period,16.75,CAR,Brent Burns,burnsbr01,Tripping,2 min
,1st Period,,,,,,
202403280CAR,1st Period,19.45,DET,David Perron,perroda01,Hooking,2 min
,2nd Period,,,,,,
202403280CAR,2nd Period,4.88,DET,Jeff Petry,petryje01,Tripping,2 min
202403280CAR,2nd Period,18.6,CAR,Martin Nečas,necasma01,Hooking,2 min
,3rd Period,,,,,,
202403280CAR,3rd Period,2.98,CAR,Brady Skjei,skjeibr01,Slashing,2 min
,1st Period,,,,,,
202404040CAR,1st Period,14.17,BOS,John Beecher,beechjo01,Fighting,5 min
202404040CAR,1st Period,14.17,CAR,Jack Drury,druryja01,Fighting,5 min
,2nd Period,,,,,,
202404040CAR,2nd Period,4.05,CAR,Sebastian Aho,ahose01,Tripping,2 min
202404040CAR,2nd Period,7.9,CAR,Andrei Svechnikov,svechan01,High Sticking,4 min
202404040CAR,2nd Period,13.68,BOS,Brandon Carlo,carlobr01,Slashing,2 min
202404040CAR,2nd Period,13.87,BOS,Hampus Lindholm,lindhha01,Cross Checking,2 min
202404040CAR,2nd Period,17.92,BOS,Bench,#N/A,Too Many Men on the Ice,2 min
,3rd Period,,,,,,
202404040CAR,3rd Period,1.37,CAR,Jordan Martinook,martijo01,Tripping,2 min
,1st Period,,,,,,
202404050CAR,1st Period,10.4,CAR,Evgeny Kuznetsov,kuzneev01,Holding,2 min
,2nd Period,,,,,,
202404050CAR,2nd Period,1.98,WSH,Max Pacioretty,pacioma01,Holding Stick,2 min
202404050CAR,2nd Period,11.47,WSH,Trevor van Riemsdyk,vanritr01,Tripping,2 min
202404050CAR,2nd Period,16.28,CAR,Jaccob Slavin,slavija01,Holding,2 min
,3rd Period,,,,,,
202404050CAR,3rd Period,9.47,CAR,Stefan Noesen,noesest01,Interference,2 min
202404050CAR,3rd Period,11.23,WSH,Sonny Milano,milanso01,Interference,2 min
202404050CAR,3rd Period,17.68,WSH,Rasmus Sandin,sandira01,Hooking,2 min
,1st Period,,,,,,
202404070CAR,1st Period,11.47,CBJ,Alexandre Texier,texieal01,Holding,2 min
,2nd Period,,,,,,
202404070CAR,2nd Period,1.38,CBJ,Ivan Provorov,provoiv01,Hooking,2 min
202404070CAR,2nd Period,2.6,CBJ,Sean Kuraly,kuralse01,Delay of Game,2 min
202404070CAR,2nd Period,6.75,CBJ,Damon Severson,severda01,Tripping,2 min
,3rd Period,,,,,,
202404070CAR,3rd Period,4.2,CAR,Seth Jarvis,jarvise01,Slashing,2 min
,1st Period,,,,,,
202310120CBJ,1st Period,4.82,CBJ,Erik Gudbranson,gudbrer01,Roughing,2 min
202310120CBJ,1st Period,4.82,PHI,Travis Konecny,konectr01,Roughing,2 min
202310120CBJ,1st Period,9.78,PHI,Sean Couturier,coutuse01,Tripping,2 min
202310120CBJ,1st Period,14.37,PHI,Garnet Hathaway,hathaga01,Kneeing,2 min
,3rd Period,,,,,,
202310120CBJ,3rd Period,3.5,PHI,Travis Sanheim,sanhetr01,High Sticking,2 min
202310120CBJ,3rd Period,5.02,CBJ,Alexandre Texier,texieal01,Holding,2 min
202310120CBJ,3rd Period,11.77,CBJ,Johnny Gaudreau,gaudrjo01,Slashing,2 min
202310120CBJ,3rd Period,14.52,PHI,Marc Staal,staalma01,Tripping,2 min
202310120CBJ,3rd Period,15.62,CBJ,Kirill Marchenko,marchki01,Hooking,2 min
,1st Period,,,,,,
202310140CBJ,1st Period,15.9,NYR,Adam Fox,foxad01,Tripping,2 min
202310140CBJ,1st Period,18.63,CBJ,Mathieu Olivier,olivima01,Hooking,2 min
,3rd Period,,,,,,
202310140CBJ,3rd Period,7.32,CBJ,David Jiříček,jiricda01,Interference,2 min
202310140CBJ,3rd Period,18.57,CBJ,Damon Severson,severda01,Slashing,2 min
,1st Period,,,,,,
202310160CBJ,1st Period,9.55,DET,Austin Czarnik,czarnau01,Holding,2 min
202310160CBJ,1st Period,15.85,CBJ,Ivan Provorov,provoiv01,Tripping,2 min
,2nd Period,,,,,,
202310160CBJ,2nd Period,10.85,CBJ,Boone Jenner,jennebo01,Cross Checking,2 min
202310160CBJ,2nd Period,11.18,CBJ,Sean Kuraly,kuralse01,Slashing,2 min
202310160CBJ,2nd Period,16.77,DET,Justin Holl,hollju01,Hooking,2 min
202310160CBJ,2nd Period,19.28,CBJ,Jake Bean,beanja01,Cross Checking,2 min
,3rd Period,,,,,,
202310160CBJ,3rd Period,2.1,CBJ,Sean Kuraly,kuralse01,Boarding,2 min
202310160CBJ,3rd Period,4.58,DET,Daniel Sprong,spronda01,High Sticking,2 min
202310160CBJ,3rd Period,7.72,CBJ,Erik Gudbranson,gudbrer01,Fighting,5 min
202310160CBJ,3rd Period,7.72,DET,Klim Kostin,kostikl01,Fighting,5 min
202310160CBJ,3rd Period,9.55,DET,Andrew Copp,coppan01,Hooking,2 min
202310160CBJ,3rd Period,11.75,CBJ,Emil Bemström,bemstem01,Interference on breakaway,Penalty Shot (Andrew Copp - Saved)
,1st Period,,,,,,
202310200CBJ,1st Period,9.07,CGY,Nazem Kadri,kadrina01,Fighting,5 min
202310200CBJ,1st Period,9.07,CBJ,Cole Sillinger,sillico01,Interference,2 min
202310200CBJ,1st Period,9.07,CBJ,Cole Sillinger,sillico01,Fighting,5 min
202310200CBJ,1st Period,10.65,CBJ,Sean Kuraly,kuralse01,Delay of Game,2 min
,2nd Period,,,,,,
202310200CBJ,2nd Period,11.98,CGY,Matthew Coronato,coronma01,Delay of Game,2 min
,3rd Period,,,,,,
202310200CBJ,3rd Period,10.38,CGY,A.J. Greer,greeraj01,Elbowing,2 min
202310200CBJ,3rd Period,20,CGY,Rasmus Andersson,anderra01,Elbowing,5 min
202310200CBJ,3rd Period,20,CGY,Rasmus Andersson,anderra01,Misconduct,10 min
202310200CBJ,3rd Period,20,CBJ,Erik Gudbranson,gudbrer01,Roughing,2 min
,1st Period,,,,,,
202310240CBJ,1st Period,6.5,ANA,Ross Johnston,johnsro02,Holding,2 min
202310240CBJ,1st Period,11.9,ANA,Jackson LaCombe,lacomja01,Interference,2 min
202310240CBJ,1st Period,15.35,ANA,Frank Vatrano,vatrafr01,Hooking,2 min
,2nd Period,,,,,,
202310240CBJ,2nd Period,1.9,CBJ,Zach Werenski,werenza01,Interference,2 min
202310240CBJ,2nd Period,7.72,ANA,Mason McTavish,mctavma01,Holding,2 min
202310240CBJ,2nd Period,16.25,CBJ,Elvis Merzļikins,merzlel01,Slashing,2 min
,3rd Period,,,,,,
202310240CBJ,3rd Period,2.5,ANA,Ryan Strome,stromry01,High Sticking,2 min
202310240CBJ,3rd Period,4.93,ANA,Frank Vatrano,vatrafr01,Tripping,2 min
202310240CBJ,3rd Period,11.73,CBJ,Adam Fantilli,fantiad01,Interference,2 min
202310240CBJ,3rd Period,14,CBJ,Damon Severson,severda01,Slashing,2 min
202310240CBJ,3rd Period,17.17,ANA,Jackson LaCombe,lacomja01,Delay of Game,2 min
,1st Period,,,,,,
202310280CBJ,1st Period,10.45,CBJ,Johnny Gaudreau,gaudrjo01,Tripping,2 min
202310280CBJ,1st Period,13.02,CBJ,Jack Roslovic,rosloja01,Slashing,2 min
202310280CBJ,1st Period,17.67,NYI,Anders Lee,leean01,Tripping,2 min
,2nd Period,,,,,,
202310280CBJ,2nd Period,6.1,NYI,Noah Dobson,dobsono01,Cross Checking,2 min
202310280CBJ,2nd Period,11.22,CBJ,Emil Bemström,bemstem01,Hooking,2 min
,3rd Period,,,,,,
202310280CBJ,3rd Period,7.37,NYI,Kyle Palmieri,palmiky01,Hooking,2 min
,1st Period,,,,,,
202311020CBJ,1st Period,18.7,CBJ,Sean Kuraly,kuralse01,Tripping,2 min
,2nd Period,,,,,,
202311020CBJ,2nd Period,7.15,CBJ,Damon Severson,severda01,High Sticking,2 min
202311020CBJ,2nd Period,10.3,CBJ,Boone Jenner,jennebo01,Unsportsmanlike Conduct,2 min
202311020CBJ,2nd Period,10.3,TBL,Waltteri Merela,merelwa01,Interference,2 min
202311020CBJ,2nd Period,13.4,CBJ,Jack Roslovic,rosloja01,Slashing,2 min
202311020CBJ,2nd Period,18.17,TBL,Calvin de Haan,dehaaca01,Tripping,2 min
,3rd Period,,,,,,
202311020CBJ,3rd Period,3.77,TBL,Tanner Jeannot,jeannta01,Hooking,2 min
202311020CBJ,3rd Period,12.87,TBL,Brandon Hagel,hagelbr01,Holding,2 min
202311020CBJ,3rd Period,19.08,TBL,Victor Hedman,hedmavi01,Holding,2 min
,1st Period,,,,,,
202311090CBJ,1st Period,13.47,CBJ,Erik Gudbranson,gudbrer01,Cross Checking,2 min
202311090CBJ,1st Period,16.98,CBJ,Dmitri Voronkov,vorondi01,Holding,2 min
,2nd Period,,,,,,
202311090CBJ,2nd Period,2.72,CBJ,Adam Fantilli,fantiad01,Unsportsmanlike Conduct,2 min
202311090CBJ,2nd Period,2.72,DAL,Thomas Harley,harleth01,High Sticking,2 min
202311090CBJ,2nd Period,13.65,DAL,Jake Oettinger,oettija01,Tripping,2 min
,1st Period,,,,,,
202311140CBJ,1st Period,15.18,PIT,Vinnie Hinostroza,hinosvi01,Tripping,2 min
,2nd Period,,,,,,
202311140CBJ,2nd Period,13.58,PIT,Ryan Graves,gravery01,Interference,2 min
202311140CBJ,2nd Period,18.4,PIT,Lars Eller,ellerla01,Cross Checking,2 min
,3rd Period,,,,,,
202311140CBJ,3rd Period,1.22,CBJ,Sean Kuraly,kuralse01,Tripping,2 min
202311140CBJ,3rd Period,12.22,PIT,Radim Zohorna,zohorra01,Tripping,2 min
,1st Period,,,,,,
202311160CBJ,1st Period,16.2,ARI,Clayton Keller,kellecl01,Cross Checking,2 min
202311160CBJ,1st Period,19.58,ARI,Logan Cooley,coolelo01,Tripping,2 min
,2nd Period,,,,,,
202311160CBJ,2nd Period,2.95,CBJ,Jake Bean,beanja01,Delay of Game,2 min
,3rd Period,,,,,,
202311160CBJ,3rd Period,5.53,ARI,Mathew Dumba,dumbama01,Interference,2 min
202311160CBJ,3rd Period,9.45,CBJ,David Jiříček,jiricda01,Tripping,2 min
,1st Period,,,,,,
202311220CBJ,1st Period,7.35,CHI,Taylor Raddysh,raddyta01,Hooking,2 min
202311220CBJ,1st Period,8.25,CBJ,Zach Werenski,werenza01,Slashing,2 min
202311220CBJ,1st Period,12.38,CHI,Seth Jones,jonesse01,Cross Checking,2 min
,2nd Period,,,,,,
202311220CBJ,2nd Period,13.88,CBJ,Mathieu Olivier,olivima01,Interference,2 min
,3rd Period,,,,,,
202311220CBJ,3rd Period,1.05,CBJ,Patrik Laine,lainepa01,Hooking,2 min
202311220CBJ,3rd Period,7.37,CBJ,David Jiříček,jiricda01,Holding,2 min
202311220CBJ,3rd Period,9.92,CHI,Alex Vlasic,vlasial01,Tripping,2 min
,1st Period,,,,,,
202311270CBJ,1st Period,1.38,CBJ,Patrik Laine,lainepa01,Hooking,2 min
202311270CBJ,1st Period,18.95,BOS,Derek Forbort,forbode01,Interference,2 min
,2nd Period,,,,,,
202311270CBJ,2nd Period,9.25,BOS,Danton Heinen,heineda01,Hooking,2 min
202311270CBJ,2nd Period,12.82,CBJ,Dmitri Voronkov,vorondi01,Interference,2 min
,3rd Period,,,,,,
202311270CBJ,3rd Period,3.68,BOS,Jakub Lauko,laukoja01,Hooking,2 min
202311270CBJ,3rd Period,4.15,BOS,Hampus Lindholm,lindhha01,Delay of Game,2 min
202311270CBJ,3rd Period,9.35,BOS,Hampus Lindholm,lindhha01,High Sticking,2 min
,1st Period,,,,,,
202311290CBJ,1st Period,2.75,MTL,Johnathan Kovacevic,kovacjo01,Roughing,2 min
202311290CBJ,1st Period,2.75,CBJ,Sean Kuraly,kuralse01,Slashing,2 min
,3rd Period,,,,,,
202311290CBJ,3rd Period,8.3,MTL,Gustav Lindström,lindsgu01,Delay of Game,2 min
,1st Period,,,,,,
202312010CBJ,1st Period,2.13,CBJ,Kirill Marchenko,marchki01,Tripping,2 min
202312010CBJ,1st Period,5.18,CBJ,Zach Werenski,werenza01,Slashing,2 min
202312010CBJ,1st Period,11,CBJ,Adam Fantilli,fantiad01,Slashing,2 min
202312010CBJ,1st Period,13.87,OTT,Mathieu Joseph,josepma01,Cross Checking,2 min
,2nd Period,,,,,,
202312010CBJ,2nd Period,8.43,OTT,Dominik Kubalík,kubaldo01,Hooking,2 min
202312010CBJ,2nd Period,16.42,CBJ,Mathieu Olivier,olivima01,Boarding,2 min
,3rd Period,,,,,,
202312010CBJ,3rd Period,4.9,CBJ,Yegor Chinakhov,chinaye01,Slashing,2 min
,1st Period,,,,,,
202312050CBJ,1st Period,8.23,LAK,Quinton Byfield,byfiequ01,Roughing,2 min
202312050CBJ,1st Period,16.85,CBJ,Dmitri Voronkov,vorondi01,Interference,2 min
,2nd Period,,,,,,
202312050CBJ,2nd Period,7.75,CBJ,Alexandre Texier,texieal01,Interference,2 min
,1st Period,,,,,,
202312080CBJ,1st Period,19.28,STL,Joel Hofer,hoferjo01,Delay of Game,2 min
,2nd Period,,,,,,
202312080CBJ,2nd Period,2.83,CBJ,Kirill Marchenko,marchki01,Delay of Game,2 min
202312080CBJ,2nd Period,11.28,STL,Jordan Kyrou,kyroujo01,Holding,2 min
202312080CBJ,2nd Period,11.28,CBJ,Alexandre Texier,texieal01,Holding,2 min
202312080CBJ,2nd Period,14.62,CBJ,Sean Kuraly,kuralse01,Cross Checking,2 min
202312080CBJ,2nd Period,19.88,CBJ,Sean Kuraly,kuralse01,Slashing,2 min
,3rd Period,,,,,,
202312080CBJ,3rd Period,11.33,STL,Nick Leddy,leddyni01,Hooking,2 min
,1st Period,,,,,,
202312100CBJ,1st Period,0.4,FLA,Sam Bennett,bennesa01,Roughing,2 min
202312100CBJ,1st Period,0.4,FLA,Nick Cousins,cousini01,Boarding,2 min
202312100CBJ,1st Period,0.4,CBJ,Erik Gudbranson,gudbrer01,Roughing,2 min
202312100CBJ,1st Period,4.12,FLA,Aaron Ekblad,ekblaaa01,Tripping,2 min
202312100CBJ,1st Period,6.82,CBJ,Bench,#N/A,Misconduct,0
202312100CBJ,1st Period,6.82,CBJ,Erik Gudbranson,gudbrer01,Instigator,2 min
202312100CBJ,1st Period,6.82,CBJ,Erik Gudbranson,gudbrer01,Fighting,5 min
202312100CBJ,1st Period,6.82,CBJ,Erik Gudbranson,gudbrer01,Instigator,10 min
202312100CBJ,1st Period,6.82,CBJ,Erik Gudbranson,gudbrer01,Misconduct,10 min
202312100CBJ,1st Period,18.88,CBJ,Justin Danforth,danfoju01,Misconduct,10 min
202312100CBJ,1st Period,18.88,FLA,Oliver Ekman-Larsson,ekmanol01,Misconduct,10 min
,1st Period,,,,,,
202312160CBJ,1st Period,12.42,NJD,Michael McLeod,mcleomi01,Interference,2 min
202312160CBJ,1st Period,18.4,NJD,Bench,#N/A,Too Many Men on the Ice,2 min
,2nd Period,,,,,,
202312160CBJ,2nd Period,5.78,CBJ,Sean Kuraly,kuralse01,Slashing,2 min
202312160CBJ,2nd Period,13.87,CBJ,Erik Gudbranson,gudbrer01,Tripping,2 min
202312160CBJ,2nd Period,13.87,NJD,Akira Schmid,schmiak01,Goalie Interference,2 min
202312160CBJ,2nd Period,14.82,CBJ,Zach Werenski,werenza01,Holding,2 min
,3rd Period,,,,,,
202312160CBJ,3rd Period,0.57,NJD,Colin Miller,milleco02,Hooking,2 min
202312160CBJ,3rd Period,15.98,NJD,Timo Meier,meierti01,Tripping,2 min
,1st Period,,,,,,
202312210CBJ,1st Period,9.33,WSH,Beck Malenstyn,malenbe01,Delay of Game,2 min
202312210CBJ,1st Period,17.03,CBJ,David Jiříček,jiricda01,Interference,2 min
,2nd Period,,,,,,
202312210CBJ,2nd Period,6.68,CBJ,Alexandre Texier,texieal01,Tripping,2 min
,1st OT Period,,,,,,
202312210CBJ,1st OT Period,2.7,CBJ,Elvis Merzļikins,merzlel01,Roughing,2 min
,1st Period,,,,,,
202312230CBJ,1st Period,12.27,TOR,T.J. Brodie,broditj01,Slashing,2 min
202312230CBJ,1st Period,12.27,CBJ,Zach Werenski,werenza01,Slashing,2 min
,2nd Period,,,,,,
202312230CBJ,2nd Period,2.1,CBJ,Adam Fantilli,fantiad01,Unsportsmanlike Conduct,2 min
202312230CBJ,2nd Period,2.1,TOR,David Kämpf,kampfda01,Hooking,2 min
202312230CBJ,2nd Period,6.55,CBJ,Adam Fantilli,fantiad01,Holding,2 min
202312230CBJ,2nd Period,9.23,TOR,Bobby McMann,mcmanbo02,Holding,2 min
202312230CBJ,2nd Period,14.57,TOR,Tyler Bertuzzi,bertuty01,Delay of Game,2 min
,3rd Period,,,,,,
202312230CBJ,3rd Period,7.78,TOR,Noah Gregor,gregono01,Holding Stick,2 min
202312230CBJ,3rd Period,10.1,TOR,Max Domi,domima01,High Sticking,2 min
202312230CBJ,3rd Period,15.45,CBJ,Justin Danforth,danfoju01,Interference,2 min
,1st Period,,,,,,
202312290CBJ,1st Period,17.68,CBJ,Dmitri Voronkov,vorondi01,Interference,2 min
,2nd Period,,,,,,
202312290CBJ,2nd Period,8.3,CBJ,Bench,#N/A,Too Many Men on the Ice,2 min
202312290CBJ,2nd Period,9.93,TOR,Calle Järnkrok,jarnkca01,Roughing,2 min
202312290CBJ,2nd Period,9.93,CBJ,Cole Sillinger,sillico01,Roughing,2 min
202312290CBJ,2nd Period,10.17,TOR,William Nylander,nylanwi01,Hooking,2 min
202312290CBJ,2nd Period,18.9,TOR,Simon Benoit,benoisi01,Fighting,5 min
202312290CBJ,2nd Period,18.9,CBJ,Erik Gudbranson,gudbrer01,Fighting,5 min
202312290CBJ,2nd Period,19,CBJ,Alexandre Texier,texieal01,High Sticking,2 min
,3rd Period,,,,,,
202312290CBJ,3rd Period,1.2,CBJ,Damon Severson,severda01,Slashing,2 min
202312290CBJ,3rd Period,2.22,TOR,Mitch Marner,marnemi01,Tripping,2 min
,1st Period,,,,,,
202401020CBJ,1st Period,7.52,CBJ,David Jiříček,jiricda01,Delay of Game,2 min
202401020CBJ,1st Period,10.83,BOS,Mason Lohrei,lohrema01,Holding,2 min
202401020CBJ,1st Period,10.83,CBJ,Alexandre Texier,texieal01,Unsportsmanlike Conduct,2 min
202401020CBJ,1st Period,13.15,CBJ,Damon Severson,severda01,Roughing,2 min
,2nd Period,,,,,,
202401020CBJ,2nd Period,8.68,BOS,Matt Grzelcyk,grzelma01,Holding,2 min
202401020CBJ,2nd Period,11.2,CBJ,Damon Severson,severda01,Tripping,2 min
,1st Period,,,,,,
202401060CBJ,1st Period,9.43,MIN,Matt Boldy,boldyma01,High Sticking,4 min
202401060CBJ,1st Period,14.72,CBJ,Alexandre Texier,texieal01,Holding Stick,2 min
,2nd Period,,,,,,
202401060CBJ,2nd Period,2.77,MIN,Jonathon Merrill,merrijo01,Roughing,2 min
202401060CBJ,2nd Period,2.77,MIN,Jonathon Merrill,merrijo01,Boarding,2 min
202401060CBJ,2nd Period,2.77,CBJ,Mathieu Olivier,olivima01,Roughing,2 min
202401060CBJ,2nd Period,9.27,CBJ,Erik Gudbranson,gudbrer01,Tripping,2 min
202401060CBJ,2nd Period,17.83,CBJ,Bench,#N/A,Too Many Men on the Ice,2 min
,3rd Period,,,,,,
202401060CBJ,3rd Period,1.7,CBJ,Jake Bean,beanja01,High Sticking,2 min
202401060CBJ,3rd Period,14.15,MIN,Jonathon Merrill,merrijo01,Tripping,2 min
,1st Period,,,,,,
202401130CBJ,1st Period,3.12,SEA,Adam Larsson,larssad01,Tripping,2 min
,2nd Period,,,,,,
202401130CBJ,2nd Period,3.97,SEA,Bench,#N/A,Too Many Men on the Ice,2 min
202401130CBJ,2nd Period,3.97,SEA,William Borgen,borgewi01,Holding,2 min
202401130CBJ,2nd Period,7.37,CBJ,Alexandre Texier,texieal01,Hooking,2 min
202401130CBJ,2nd Period,12.05,SEA,Vince Dunn,dunnvi02,Fighting,5 min
202401130CBJ,2nd Period,12.05,CBJ,Cole Sillinger,sillico01,Boarding,2 min
202401130CBJ,2nd Period,12.05,CBJ,Cole Sillinger,sillico01,Fighting,5 min
,1st Period,,,,,,
202401150CBJ,1st Period,2.43,CBJ,Jack Roslovic,rosloja01,Tripping,2 min
202401150CBJ,1st Period,8.4,VAN,Ian Cole,coleia01,Hooking,2 min
,2nd Period,,,,,,
202401150CBJ,2nd Period,2.88,VAN,J.T. Miller,millejt01,High Sticking,2 min
202401150CBJ,2nd Period,7.03,CBJ,Jake Bean,beanja01,Hooking,2 min
202401150CBJ,2nd Period,13.15,CBJ,Damon Severson,severda01,High Sticking,2 min
202401150CBJ,2nd Period,16.4,VAN,Nikita Zadorov,zadorni01,Interference,2 min
202401150CBJ,2nd Period,18.4,VAN,Tyler Myers,myersty01,Tripping,2 min
,1st OT Period,,,,,,
202401150CBJ,1st OT Period,1.8,CBJ,Bench,#N/A,Too Many Men on the Ice,2 min
202401150CBJ,1st OT Period,2.47,VAN,Elias Pettersson,petteel01,Tripping,2 min
,1st Period,,,,,,
202401190CBJ,1st Period,4.97,NJD,Erik Haula,haulaer01,Interference,2 min
202401190CBJ,1st Period,6.45,CBJ,Ivan Provorov,provoiv01,Interference,2 min
202401190CBJ,1st Period,13.57,NJD,Tyler Toffoli,toffoty01,Tripping,2 min
202401190CBJ,1st Period,17.63,CBJ,Andrew Peeke,peekean01,Holding,2 min
,2nd Period,,,,,,
202401190CBJ,2nd Period,1.38,CBJ,Jack Roslovic,rosloja01,Tripping,2 min
202401190CBJ,2nd Period,10.65,NJD,Kevin Bahl,bahlke01,Interference,2 min
,3rd Period,,,,,,
202401190CBJ,3rd Period,0.77,CBJ,Alexandre Texier,texieal01,High Sticking,2 min
,1st Period,,,,,,
202402100CBJ,1st Period,13.53,CBJ,Kent Johnson,johnske01,High Sticking,4 min
,2nd Period,,,,,,
202402100CBJ,2nd Period,5.37,TBL,Erik Černák,cernaer01,High Sticking,2 min
202402100CBJ,2nd Period,19.83,TBL,Darren Raddysh,raddyda01,Fighting,5 min
202402100CBJ,2nd Period,19.83,CBJ,Damon Severson,severda01,Cross Checking,2 min
202402100CBJ,2nd Period,19.83,CBJ,Damon Severson,severda01,Fighting,5 min
,3rd Period,,,,,,
202402100CBJ,3rd Period,3.08,TBL,Victor Hedman,hedmavi01,Interference,2 min
202402100CBJ,3rd Period,11.43,TBL,Michael Eyssimont,eyssimi01,Roughing,2 min
202402100CBJ,3rd Period,11.43,TBL,Michael Eyssimont,eyssimi01,Roughing,2 min
202402100CBJ,3rd Period,11.43,CBJ,Ivan Provorov,provoiv01,Cross Checking,2 min
202402100CBJ,3rd Period,11.43,CBJ,Ivan Provorov,provoiv01,Roughing,2 min
202402100CBJ,3rd Period,14.65,TBL,Tyler Motte,mottety01,Slashing,2 min
,1st Period,,,,,,
202402230CBJ,1st Period,3.58,CBJ,Sean Kuraly,kuralse01,Tripping,2 min
202402230CBJ,1st Period,7.65,BUF,Ukko-Pekka Luukkonen,luukkuk01,Hooking,2 min
202402230CBJ,1st Period,7.87,CBJ,Boone Jenner,jennebo01,Tripping,2 min
202402230CBJ,1st Period,10.5,BUF,Rasmus Dahlin,dahlira01,Holding Stick,2 min
,2nd Period,,,,,,
202402230CBJ,2nd Period,10,BUF,Kale Clague,claguka01,Hooking,2 min
202402230CBJ,2nd Period,15.43,CBJ,Damon Severson,severda01,Holding,2 min
202402230CBJ,2nd Period,18.6,CBJ,Dmitri Voronkov,vorondi01,Tripping,2 min
,3rd Period,,,,,,
202402230CBJ,3rd Period,20,CBJ,Zach Werenski,werenza01,Interference,2 min
,1st Period,,,,,,
202402250CBJ,1st Period,2.2,CBJ,Mathieu Olivier,olivima01,Fighting,5 min
202402250CBJ,1st Period,2.2,NYR,Matt Rempe,rempema01,Fighting,5 min
202402250CBJ,1st Period,2.57,NYR,Jacob Trouba,troubja01,Holding,2 min
,2nd Period,,,,,,
202402250CBJ,2nd Period,8.57,CBJ,Ivan Provorov,provoiv01,Tripping,2 min
202402250CBJ,2nd Period,14.22,NYR,Jacob Trouba,troubja01,Holding,2 min
,3rd Period,,,,,,
202402250CBJ,3rd Period,12.72,NYR,Ryan Lindgren,lindgry01,High Sticking,2 min
202402250CBJ,3rd Period,17.62,CBJ,Dmitri Voronkov,vorondi01,Delay of Game,2 min
,1st Period,,,,,,
202402290CBJ,1st Period,15.02,CBJ,Damon Severson,severda01,Tripping,2 min
,2nd Period,,,,,,
202402290CBJ,2nd Period,14.37,CAR,Brady Skjei,skjeibr01,Holding,2 min
,3rd Period,,,,,,
202402290CBJ,3rd Period,7.83,CAR,Jordan Martinook,martijo01,Tripping,2 min
202402290CBJ,3rd Period,13.2,CAR,Michael Bunting,buntimi01,Roughing,2 min
202402290CBJ,3rd Period,13.2,CBJ,Damon Severson,severda01,Roughing,2 min
,1st Period,,,,,,
202403040CBJ,1st Period,7.28,CBJ,Cole Sillinger,sillico01,Hooking,2 min
,2nd Period,,,,,,
202403040CBJ,2nd Period,11.93,VEG,Michael Amadio,amadimi01,Holding,2 min
,3rd Period,,,,,,
202403040CBJ,3rd Period,12.32,VEG,Paul Cotter,cottepa01,Slashing,2 min
,1st Period,,,,,,
202403070CBJ,1st Period,8.63,CBJ,Sean Kuraly,kuralse01,Delay of Game,2 min
202403070CBJ,1st Period,14.9,EDM,Sam Carrick,carrisa01,Fighting,5 min
202403070CBJ,1st Period,14.9,CBJ,Mathieu Olivier,olivima01,Fighting,5 min
,3rd Period,,,,,,
202403070CBJ,3rd Period,1.48,EDM,Adam Henrique,henriad01,High Sticking,2 min
202403070CBJ,3rd Period,9.27,CBJ,Justin Danforth,danfoju01,Tripping,2 min
202403070CBJ,3rd Period,9.27,EDM,Warren Foegele,foegewa01,Unsportsmanlike Conduct,2 min
202403070CBJ,3rd Period,9.27,CBJ,Mathieu Olivier,olivima01,Unsportsmanlike Conduct,2 min
202403070CBJ,3rd Period,10.43,CBJ,Boone Jenner,jennebo01,Slashing,2 min
,1st Period,,,,,,
202403090CBJ,1st Period,0.28,CBJ,Mathieu Olivier,olivima01,Tripping,2 min
,2nd Period,,,,,,
202403090CBJ,2nd Period,5.6,CBJ,Boone Jenner,jennebo01,High Sticking,2 min
202403090CBJ,2nd Period,10.3,NSH,Roman Josi,josiro01,Holding,2 min
202403090CBJ,2nd Period,18.92,CBJ,Zach Werenski,werenza01,Cross Checking,2 min
,3rd Period,,,,,,
202403090CBJ,3rd Period,7.05,NSH,Alexandre Carrier,carrial01,Hooking,2 min
,1st Period,,,,,,
202403140CBJ,1st Period,7.3,CBJ,Cole Sillinger,sillico01,Holding,2 min
202403140CBJ,1st Period,18,OTT,Tim Stützle,stuetti02,High Sticking,2 min
,2nd Period,,,,,,
202403140CBJ,2nd Period,10.45,OTT,Shane Pinto,pintosh01,High Sticking,2 min
202403140CBJ,2nd Period,11.72,CBJ,Boone Jenner,jennebo01,Interference,2 min
,3rd Period,,,,,,
