Game ID,Period,Time,Team,Player,Player_ID,Penalty,PIM
,2nd Period,,,,,,
202311120NYR,2nd Period,4.85,CBJ,Sean Kuraly,kuralse01,Roughing,2 min
202311120NYR,2nd Period,4.85,NYR,Vincent Trocheck,trochvi01,Unsportsmanlike Conduct,2 min
202311120NYR,2nd Period,8.18,CBJ,Dmitri Voronkov,vorondi01,Tripping,2 min
,3rd Period,,,,,,
202311120NYR,3rd Period,1.5,NYR,Nick Bonino,boninni01,Roughing,2 min
202311120NYR,3rd Period,1.5,CBJ,Sean Kuraly,kuralse01,Roughing,2 min
202311120NYR,3rd Period,1.5,CBJ,Sean Kuraly,kuralse01,Boarding,2 min
202311120NYR,3rd Period,2.37,CBJ,Justin Danforth,danfoju01,High Sticking,2 min
,1st Period,,,,,,
202311250NYR,1st Period,10.17,BOS,Matt Grzelcyk,grzelma01,Hooking,2 min
202311250NYR,1st Period,18.43,NYR,Erik Gustafsson,gustaer02,Hooking,2 min
,2nd Period,,,,,,
202311250NYR,2nd Period,4.75,BOS,Danton Heinen,heineda01,Interference,2 min
202311250NYR,2nd Period,5.05,NYR,Vincent Trocheck,trochvi01,Hooking,2 min
202311250NYR,2nd Period,8.65,NYR,Bench,#N/A,Too Many Men on the Ice,2 min
202311250NYR,2nd Period,16.62,BOS,Ian Mitchell,mitchia01,High Sticking,2 min
,1st Period,,,,,,
202311270NYR,1st Period,8.43,BUF,Alex Tuch,tuchal01,Hooking,2 min
202311270NYR,1st Period,18.33,BUF,Mattias Samuelsson,samuema02,Holding,2 min
,2nd Period,,,,,,
202311270NYR,2nd Period,4.25,NYR,Bench,#N/A,Too Many Men on the Ice,2 min
,3rd Period,,,,,,
202311270NYR,3rd Period,5.72,NYR,Tyler Pitlick,pitlity01,Interference,2 min
202311270NYR,3rd Period,8.02,BUF,Zach Benson,bensoza01,Cross Checking,2 min
,1st Period,,,,,,
202311290NYR,1st Period,1.88,DET,David Perron,perroda01,Hooking,2 min
202311290NYR,1st Period,10.9,DET,Olli Määttä,maattol01,Hooking,2 min
202311290NYR,1st Period,14.93,NYR,Jimmy Vesey,veseyji02,Tripping,2 min
,2nd Period,,,,,,
202311290NYR,2nd Period,6.9,NYR,Artemi Panarin,panarar01,Roughing,2 min
202311290NYR,2nd Period,10.57,DET,J.T. Compher,comphj.01,Roughing,2 min
202311290NYR,2nd Period,10.57,NYR,Vincent Trocheck,trochvi01,Roughing,2 min
202311290NYR,2nd Period,10.57,NYR,Vincent Trocheck,trochvi01,Tripping,2 min
,3rd Period,,,,,,
202311290NYR,3rd Period,2.25,NYR,William Cuylle,cuyllwi01,Boarding,2 min
202311290NYR,3rd Period,2.25,DET,Klim Kostin,kostikl01,Roughing,2 min
202311290NYR,3rd Period,13.48,NYR,Alexis Lafrenière,lafreal01,Holding,2 min
202311290NYR,3rd Period,18.07,NYR,Vincent Trocheck,trochvi01,Tripping,2 min
,1st Period,,,,,,
202312030NYR,1st Period,5.82,SJS,Jacob MacDonald,macdoja02,High Sticking,2 min
202312030NYR,1st Period,7.92,SJS,William Eklund,eklunwi01,Hooking,2 min
202312030NYR,1st Period,17.53,SJS,Ryan Carpenter,carpery01,Holding,2 min
,2nd Period,,,,,,
202312030NYR,2nd Period,7.28,NYR,Mika Zibanejad,zibanmi01,Tripping,2 min
202312030NYR,2nd Period,10.27,SJS,Matt Benning,bennima01,Interference on breakaway,Penalty Shot (Alexis Lafrenière - Saved)
202312030NYR,2nd Period,11.53,NYR,William Cuylle,cuyllwi01,Interference,2 min
,1st Period,,,,,,
202312100NYR,1st Period,7.67,NYR,Artemi Panarin,panarar01,High Sticking,2 min
202312100NYR,1st Period,19.62,LAK,Trevor Moore,mooretr01,High Sticking,2 min
,2nd Period,,,,,,
202312100NYR,2nd Period,7.85,LAK,Drew Doughty,doughdr01,Slashing,2 min
202312100NYR,2nd Period,14.4,LAK,Adrian Kempe,kempead01,Slashing,2 min
202312100NYR,2nd Period,18.82,LAK,Michael Anderson,andermi02,Holding,2 min
,3rd Period,,,,,,
202312100NYR,3rd Period,2.78,NYR,Adam Fox,foxad01,Tripping,2 min
202312100NYR,3rd Period,4.7,LAK,Pierre-Luc Dubois,duboipi01,Interference,2 min
202312100NYR,3rd Period,4.7,NYR,Ryan Lindgren,lindgry01,Unsportsmanlike Conduct,2 min
202312100NYR,3rd Period,5.43,NYR,Vincent Trocheck,trochvi01,Interference,2 min
202312100NYR,3rd Period,5.43,NYR,Mika Zibanejad,zibanmi01,Misconduct,10 min
202312100NYR,3rd Period,5.7,LAK,Quinton Byfield,byfiequ01,Slashing,2 min
202312100NYR,3rd Period,5.7,LAK,Kevin Fiala,fialake01,Misconduct,10 min
202312100NYR,3rd Period,5.7,NYR,Jonathan Quick,quickjo01,Roughing,2 min
202312100NYR,3rd Period,9.95,LAK,Adrian Kempe,kempead01,Roughing,2 min
202312100NYR,3rd Period,9.95,LAK,Adrian Kempe,kempead01,Roughing,2 min
202312100NYR,3rd Period,9.95,NYR,Alexis Lafrenière,lafreal01,Roughing,2 min
,1st Period,,,,,,
202312120NYR,1st Period,6,NYR,Mika Zibanejad,zibanmi01,Tripping,2 min
202312120NYR,1st Period,10.77,TOR,Jake McCabe,mccabja01,Hooking,2 min
,2nd Period,,,,,,
202312120NYR,2nd Period,10.45,NYR,Chris Kreider,kreidch01,Roughing,2 min
202312120NYR,2nd Period,10.45,TOR,William Lagesson,lageswi01,Roughing,2 min
202312120NYR,2nd Period,14.93,TOR,Conor Timmins,timmico01,Hooking,2 min
,3rd Period,,,,,,
202312120NYR,3rd Period,1.37,NYR,Erik Gustafsson,gustaer02,Interference,2 min
202312120NYR,3rd Period,11.05,TOR,Jake McCabe,mccabja01,Roughing,2 min
202312120NYR,3rd Period,11.05,NYR,Mika Zibanejad,zibanmi01,Roughing,2 min
202312120NYR,3rd Period,11.05,NYR,Mika Zibanejad,zibanmi01,Roughing,2 min
,1st Period,,,,,,
202312150NYR,1st Period,9.38,NYR,Vincent Trocheck,trochvi01,Interference,2 min
202312150NYR,1st Period,11.25,NYR,Ryan Lindgren,lindgry01,Hooking,2 min
,2nd Period,,,,,,
202312150NYR,2nd Period,0.83,NYR,Jacob Trouba,troubja01,Holding,2 min
202312150NYR,2nd Period,0.87,ANA,Ryan Strome,stromry01,Tripping,2 min
202312150NYR,2nd Period,3.97,ANA,Radko Gudas,gudasra01,Interference,2 min
202312150NYR,2nd Period,6.53,ANA,Ilya Lyubushkin,lyubuil01,Holding,2 min
202312150NYR,2nd Period,15.65,ANA,Urho Vaakanainen,vaakaur01,Tripping,2 min
,3rd Period,,,,,,
202312150NYR,3rd Period,3.88,ANA,Alex Killorn,killoal01,Cross Checking,2 min
202312150NYR,3rd Period,14.37,ANA,Radko Gudas,gudasra01,Slashing,2 min
202312150NYR,3rd Period,14.37,ANA,Radko Gudas,gudasra01,Misconduct,10 min
202312150NYR,3rd Period,14.37,ANA,Alex Killorn,killoal01,Misconduct,10 min
,1st Period,,,,,,
202312220NYR,1st Period,19.65,EDM,Ryan Nugent-Hopkins,nugenry01,Delay of Game,2 min
,2nd Period,,,,,,
202312220NYR,2nd Period,5.93,EDM,Evan Bouchard,bouchev01,Slashing,2 min
202312220NYR,2nd Period,11.25,NYR,Ryan Lindgren,lindgry01,Roughing,2 min
202312220NYR,2nd Period,17.02,NYR,Nick Bonino,boninni01,Holding,2 min
,3rd Period,,,,,,
202312220NYR,3rd Period,14.12,EDM,Warren Foegele,foegewa01,Hooking,2 min
,1st Period,,,,,,
202312230NYR,1st Period,14.3,BUF,Jordan Greenway,greenjo02,Hooking,2 min
,2nd Period,,,,,,
202312230NYR,2nd Period,12.8,NYR,William Cuylle,cuyllwi01,Fighting,5 min
202312230NYR,2nd Period,12.8,BUF,Erik Johnson,johnser01,Unsportsmanlike Conduct,2 min
202312230NYR,2nd Period,12.8,BUF,Erik Johnson,johnser01,Fighting,5 min
202312230NYR,2nd Period,12.8,BUF,Erik Johnson,johnser01,Misconduct,10 min
202312230NYR,2nd Period,12.8,BUF,Jeff Skinner,skinnje01,Misconduct,10 min
,3rd Period,,,,,,
202312230NYR,3rd Period,11.53,BUF,Jeff Skinner,skinnje01,Tripping,2 min
202312230NYR,3rd Period,17.15,NYR,Barclay Goodrow,goodrba01,High Sticking,2 min
202312230NYR,3rd Period,18.77,BUF,Rasmus Dahlin,dahlira01,Hooking,2 min
,1st Period,,,,,,
202312270NYR,1st Period,6.4,WSH,John Carlson,carlsjo01,Hooking,2 min
202312270NYR,1st Period,19.58,NYR,Ryan Lindgren,lindgry01,Tripping,2 min
,2nd Period,,,,,,
202312270NYR,2nd Period,4.62,WSH,Dylan Strome,stromdy01,Hooking,2 min
202312270NYR,2nd Period,8.75,NYR,Barclay Goodrow,goodrba01,Tripping,2 min
202312270NYR,2nd Period,10.3,WSH,Ivan Miroshnichenko,mirosiv01,Tripping,2 min
,1st Period,,,,,,
202401020NYR,1st Period,0.5,NYR,Alexis Lafrenière,lafreal01,Interference,2 min
202401020NYR,1st Period,4.4,CAR,Jalen Chatfield,chatfja01,Holding,2 min
202401020NYR,1st Period,19.07,NYR,Jacob Trouba,troubja01,Holding,2 min
,2nd Period,,,,,,
202401020NYR,2nd Period,1.73,CAR,Jordan Martinook,martijo01,Slashing,2 min
202401020NYR,2nd Period,7.63,NYR,Tyler Pitlick,pitlity01,Slashing,2 min
202401020NYR,2nd Period,19.35,CAR,Martin Nečas,necasma01,Holding,2 min
,3rd Period,,,,,,
202401020NYR,3rd Period,6.73,NYR,Blake Wheeler,wheelbl01,Tripping,2 min
,1st Period,,,,,,
202401040NYR,1st Period,4.52,NYR,Adam Fox,foxad01,Interference,2 min
202401040NYR,1st Period,5.58,CHI,Kevin Korchinski,korchke01,Interference,2 min
202401040NYR,1st Period,17.17,NYR,K'Andre Miller,milleka01,Tripping,2 min
,3rd Period,,,,,,
202401040NYR,3rd Period,4.08,CHI,Jarred Tinordi,tinorja01,Fighting,5 min
202401040NYR,3rd Period,4.08,NYR,Blake Wheeler,wheelbl01,Fighting,5 min
202401040NYR,3rd Period,13.32,CHI,Jason Dickinson,dickija01,High Sticking,2 min
202401040NYR,3rd Period,13.6,NYR,Adam Fox,foxad01,Tripping,2 min
,1st Period,,,,,,
202401080NYR,1st Period,2.27,VAN,Nils Åman,amanni01,Tripping,2 min
,3rd Period,,,,,,
202401080NYR,3rd Period,9.3,VAN,Filip Hronek,hronefi01,Slashing,2 min
,1st Period,,,,,,
202401140NYR,1st Period,7.63,NYR,Chris Kreider,kreidch01,High Sticking,2 min
202401140NYR,1st Period,14.8,WSH,Martin Fehérváry,feherma01,High Sticking,2 min
202401140NYR,1st Period,19.8,NYR,Blake Wheeler,wheelbl01,High Sticking,2 min
,2nd Period,,,,,,
202401140NYR,2nd Period,13.52,WSH,Martin Fehérváry,feherma01,Interference,2 min
202401140NYR,2nd Period,14.9,WSH,Nic Dowd,dowdni01,Roughing,2 min
,3rd Period,,,,,,
202401140NYR,3rd Period,1.55,WSH,Joel Edmundson,edmunjo01,High Sticking,2 min
202401140NYR,3rd Period,11.7,WSH,John Carlson,carlsjo01,Tripping,2 min
202401140NYR,3rd Period,14.87,WSH,T.J. Oshie,oshietj01,Hooking,2 min
202401140NYR,3rd Period,14.87,NYR,Braden Schneider,schnebr01,Slashing,2 min
,1st Period,,,,,,
202401160NYR,1st Period,4.3,SEA,Jaden Schwartz,schwaja01,Hooking,2 min
202401160NYR,1st Period,7.02,SEA,Justin Schultz,schulju01,Delay of Game,2 min
202401160NYR,1st Period,9.23,NYR,Barclay Goodrow,goodrba01,Roughing,2 min
,3rd Period,,,,,,
202401160NYR,3rd Period,13.6,NYR,K'Andre Miller,milleka01,Tripping,2 min
,1st Period,,,,,,
202401260NYR,1st Period,11.72,VEG,Alex Pietrangelo,pietral01,Interference,2 min
,2nd Period,,,,,,
202401260NYR,2nd Period,0.5,NYR,Mika Zibanejad,zibanmi01,Slashing,2 min
202401260NYR,2nd Period,7.98,NYR,Jonny Brodzinski,brodzjo01,Interference,2 min
202401260NYR,2nd Period,19.4,VEG,Nicolas Roy,royni01,Holding,2 min
,1st Period,,,,,,
202402050NYR,1st Period,1.6,NYR,Erik Gustafsson,gustaer02,Holding,2 min
202402050NYR,1st Period,5.55,NYR,Kaapo Kakko,kakkoka01,Tripping,2 min
202402050NYR,1st Period,10.88,NYR,K'Andre Miller,milleka01,Roughing,2 min
202402050NYR,1st Period,10.88,COL,Mikko Rantanen,rantami01,Roughing,2 min
202402050NYR,1st Period,10.88,COL,Mikko Rantanen,rantami01,Cross Checking,2 min
202402050NYR,1st Period,12.4,NYR,Alexis Lafrenière,lafreal01,Tripping,2 min
,1st Period,,,,,,
202402070NYR,1st Period,2.08,TBL,Michael Eyssimont,eyssimi01,Holding,2 min
202402070NYR,1st Period,18.72,TBL,Brayden Point,pointbr01,Holding,2 min
,3rd Period,,,,,,
202402070NYR,3rd Period,15.37,NYR,Mika Zibanejad,zibanmi01,Holding,2 min
,1st Period,,,,,,
202402120NYR,1st Period,2.6,CGY,Oliver Kylington,kylinol01,Interference,2 min
202402120NYR,1st Period,12.47,NYR,William Cuylle,cuyllwi01,Roughing,2 min
202402120NYR,1st Period,12.47,CGY,Martin Pospisil,pospima01,Roughing,2 min
,2nd Period,,,,,,
202402120NYR,2nd Period,8.85,NYR,Erik Gustafsson,gustaer02,Roughing,2 min
202402120NYR,2nd Period,8.85,NYR,Alexis Lafrenière,lafreal01,Roughing,2 min
202402120NYR,2nd Period,8.85,CGY,Brayden Pachal,pachabr01,Roughing,2 min
202402120NYR,2nd Period,8.85,NYR,Artemi Panarin,panarar01,Roughing,2 min
202402120NYR,2nd Period,8.85,CGY,Martin Pospisil,pospima01,Roughing,2 min
202402120NYR,2nd Period,9.17,CGY,Jonathan Huberdeau,huberjo01,Tripping,2 min
202402120NYR,2nd Period,13.02,NYR,Kaapo Kakko,kakkoka01,Tripping,2 min
,3rd Period,,,,,,
202402120NYR,3rd Period,12.77,CGY,Brayden Pachal,pachabr01,Hooking,2 min
,1st Period,,,,,,
202402150NYR,1st Period,4.1,MTL,Jayden Struble,strubja01,High Sticking,2 min
,2nd Period,,,,,,
202402150NYR,2nd Period,12.93,NYR,Vincent Trocheck,trochvi01,High Sticking,2 min
202402150NYR,2nd Period,14.72,MTL,Bench,#N/A,Delay of Game,2 min
202402150NYR,2nd Period,17.87,NYR,Jonathan Quick,quickjo01,Tripping,2 min
202402150NYR,2nd Period,19.6,MTL,Tanner Pearson,pearsta01,Interference,2 min
,3rd Period,,,,,,
202402150NYR,3rd Period,5.25,NYR,Jonny Brodzinski,brodzjo01,Delay of Game,2 min
202402150NYR,3rd Period,14.13,MTL,Johnathan Kovacevic,kovacjo01,Hooking,2 min
202402150NYR,3rd Period,14.32,NYR,Adam Fox,foxad01,Slashing,2 min
202402150NYR,3rd Period,16.95,NYR,Alexis Lafrenière,lafreal01,High Sticking,2 min
,1st Period,,,,,,
202402200NYR,1st Period,11.78,DAL,Matt Duchene,duchema01,Interference,2 min
202402200NYR,1st Period,18.62,NYR,Adam Fox,foxad01,Holding,2 min
,2nd Period,,,,,,
202402200NYR,2nd Period,1.72,NYR,Artemi Panarin,panarar01,Hooking,2 min
202402200NYR,2nd Period,6.68,DAL,Jamie Benn,bennja01,Tripping,2 min
202402200NYR,2nd Period,7.73,NYR,Vincent Trocheck,trochvi01,Tripping,2 min
202402200NYR,2nd Period,10.33,DAL,Joel Hanley,hanlejo01,Holding,2 min
,3rd Period,,,,,,
202402200NYR,3rd Period,6.28,DAL,Roope Hintz,hintzro01,Interference,2 min
202402200NYR,3rd Period,10.28,NYR,Erik Gustafsson,gustaer02,Cross Checking,2 min
,1st Period,,,,,,
202402280NYR,1st Period,10.98,CBJ,Ivan Provorov,provoiv01,Interference,2 min
,2nd Period,,,,,,
202402280NYR,2nd Period,13.63,CBJ,Mathieu Olivier,olivima01,Cross Checking,2 min
,3rd Period,,,,,,
202402280NYR,3rd Period,1.87,NYR,Barclay Goodrow,goodrba01,Tripping,2 min
202402280NYR,3rd Period,2.48,CBJ,Kent Johnson,johnske01,Hooking,2 min
202402280NYR,3rd Period,5.33,NYR,Igor Shesterkin,shestig01,Tripping,2 min
202402280NYR,3rd Period,15.53,NYR,William Cuylle,cuyllwi01,Fighting,5 min
202402280NYR,3rd Period,15.53,CBJ,Dmitri Voronkov,vorondi01,Fighting,5 min
,1st Period,,,,,,
202403040NYR,1st Period,14.65,FLA,Matthew Tkachuk,tkachma01,Roughing,2 min
202403040NYR,1st Period,17.25,FLA,Kevin Stenlund,stenlke01,Holding,2 min
202403040NYR,1st Period,19.37,NYR,Adam Edstrom,edstrad01,Interference,2 min
,2nd Period,,,,,,
202403040NYR,2nd Period,6.97,NYR,Jacob Trouba,troubja01,Tripping,2 min
202403040NYR,2nd Period,9.3,NYR,Matt Rempe,rempema01,Tripping,2 min
202403040NYR,2nd Period,13.92,FLA,Anton Lundell,lundean01,High Sticking,4 min
,1st Period,,,,,,
202403090NYR,1st Period,2,STL,Zachary Bolduc,bolduza01,Slashing,2 min
202403090NYR,1st Period,4.6,STL,Kevin Hayes,hayeske01,Slashing,2 min
,2nd Period,,,,,,
202403090NYR,2nd Period,12.85,NYR,Erik Gustafsson,gustaer02,High Sticking,2 min
202403090NYR,2nd Period,13.98,STL,Justin Faulk,faulkju01,Hooking,2 min
,3rd Period,,,,,,
202403090NYR,3rd Period,5.02,STL,Justin Faulk,faulkju01,Holding,2 min
202403090NYR,3rd Period,8.88,NYR,Zachary Jones,jonesza01,Tripping,2 min
202403090NYR,3rd Period,9.82,STL,Pavel Buchnevich,buchnpa01,Tripping,2 min
202403090NYR,3rd Period,17.22,STL,Colton Parayko,parayco01,Holding,2 min
,1st Period,,,,,,
202403110NYR,1st Period,1.53,NJD,Erik Haula,haulaer01,Tripping,2 min
202403110NYR,1st Period,10,NYR,Kaapo Kakko,kakkoka01,High Sticking,2 min
202403110NYR,1st Period,12.53,NJD,Alexander Holtz,holtzal01,Slashing,2 min
,2nd Period,,,,,,
202403110NYR,2nd Period,4.67,NJD,Brendan Smith,smithbr05,Tripping,2 min
202403110NYR,2nd Period,5.17,NYR,Adam Fox,foxad01,Interference,2 min
202403110NYR,2nd Period,16.03,NYR,Alexis Lafrenière,lafreal01,Boarding,2 min
202403110NYR,2nd Period,19.5,NJD,Kurtis MacDermid,macdeku01,Misconduct,10 min
202403110NYR,2nd Period,19.5,NYR,Matt Rempe,rempema01,Elbowing,5 min
202403110NYR,2nd Period,19.5,NYR,Matt Rempe,rempema01,Misconduct,10 min
,3rd Period,,,,,,
202403110NYR,3rd Period,11.87,NJD,Erik Haula,haulaer01,Interference,2 min
,1st Period,,,,,,
202403170NYR,1st Period,11.95,NYR,Vincent Trocheck,trochvi01,Holding,2 min
202403170NYR,1st Period,13.83,NYI,Pierre Engvall,engvapi01,Holding Stick,2 min
202403170NYR,1st Period,14.53,NYR,Adam Fox,foxad01,Interference,2 min
,2nd Period,,,,,,
202403170NYR,2nd Period,17.75,NYR,Alexis Lafrenière,lafreal01,Tripping,2 min
,1st Period,,,,,,
202403190NYR,1st Period,10.73,NYR,Adam Fox,foxad01,Interference,2 min
202403190NYR,1st Period,11.6,WPG,Kyle Connor,connoky01,Interference,2 min
,2nd Period,,,,,,
202403190NYR,2nd Period,8.13,WPG,Josh Morrissey,morrijo04,Hooking,2 min
202403190NYR,2nd Period,11.83,NYR,Braden Schneider,schnebr01,Hooking,2 min
,3rd Period,,,,,,
202403190NYR,3rd Period,5.03,NYR,Kaapo Kakko,kakkoka01,Tripping,2 min
,1st Period,,,,,,
202403230NYR,1st Period,4.05,NYR,Erik Gustafsson,gustaer02,Slashing,2 min
202403230NYR,1st Period,13.77,FLA,Oliver Ekman-Larsson,ekmanol01,Tripping,2 min
,2nd Period,,,,,,
202403230NYR,2nd Period,5.27,FLA,Kyle Okposo,okposky01,Holding,2 min
202403230NYR,2nd Period,9.43,FLA,Carter Verhaeghe,verhaca01,Slashing,2 min
202403230NYR,2nd Period,11.73,NYR,Barclay Goodrow,goodrba01,Roughing,2 min
,1st Period,,,,,,
202403260NYR,1st Period,17.7,NYR,Adam Fox,foxad01,Hooking,2 min
,2nd Period,,,,,,
202403260NYR,2nd Period,10.1,NYR,Vincent Trocheck,trochvi01,Tripping,2 min
202403260NYR,2nd Period,14.67,PHI,Tyson Foerster,foersty01,High Sticking,2 min
,3rd Period,,,,,,
202403260NYR,3rd Period,8.63,NYR,Zachary Jones,jonesza01,High Sticking,2 min
,1st Period,,,,,,
202404010NYR,1st Period,10.65,NYR,Bench,#N/A,Delay of Game,2 min
202404010NYR,1st Period,11.35,PIT,Erik Karlsson,karlser01,Interference,2 min
,2nd Period,,,,,,
202404010NYR,2nd Period,2.03,PIT,Evgeni Malkin,malkiev01,Slashing,2 min
202404010NYR,2nd Period,13.28,NYR,Braden Schneider,schnebr01,Interference,2 min
202404010NYR,2nd Period,17.98,PIT,Erik Karlsson,karlser01,Hooking,2 min
,3rd Period,,,,,,
202404010NYR,3rd Period,13.97,NYR,Bench,#N/A,Too Many Men on the Ice,2 min
202404010NYR,3rd Period,19.4,NYR,Barclay Goodrow,goodrba01,Slashing,2 min
202404010NYR,3rd Period,19.4,NYR,Barclay Goodrow,goodrba01,Unsportsmanlike Conduct,2 min
202404010NYR,3rd Period,19.4,PIT,Evgeni Malkin,malkiev01,Slashing,2 min
202404010NYR,3rd Period,19.4,PIT,Evgeni Malkin,malkiev01,Unsportsmanlike Conduct,2 min
,1st Period,,,,,,
202404030NYR,1st Period,0.03,NJD,Kevin Bahl,bahlke01,Fighting,5 min
202404030NYR,1st Period,0.03,NYR,Jimmy Vesey,veseyji02,Fighting,5 min
202404030NYR,1st Period,0.03,NYR,Jacob Trouba,troubja01,Misconduct,10 min
202404030NYR,1st Period,0.03,NYR,Jacob Trouba,troubja01,Fighting,5 min
202404030NYR,1st Period,0.03,NJD,Chris Tierney,tiernch01,Misconduct,10 min
202404030NYR,1st Period,0.03,NJD,Chris Tierney,tiernch01,Fighting,5 min
202404030NYR,1st Period,0.03,NYR,Matt Rempe,rempema01,Misconduct,10 min
202404030NYR,1st Period,0.03,NYR,Matt Rempe,rempema01,Fighting,5 min
202404030NYR,1st Period,0.03,NYR,K'Andre Miller,milleka01,Misconduct,10 min
202404030NYR,1st Period,0.03,NYR,K'Andre Miller,milleka01,Fighting,5 min
202404030NYR,1st Period,0.03,NJD,John Marino,marinjo01,Misconduct,10 min
202404030NYR,1st Period,0.03,NJD,Kurtis MacDermid,macdeku01,Misconduct,10 min
202404030NYR,1st Period,0.03,NJD,Kevin Bahl,bahlke01,Misconduct,10 min
202404030NYR,1st Period,0.03,NYR,Barclay Goodrow,goodrba01,Fighting,5 min
202404030NYR,1st Period,0.03,NYR,Barclay Goodrow,goodrba01,Misconduct,10 min
202404030NYR,1st Period,0.03,NJD,Curtis Lazar,lazarcu01,Fighting,5 min
202404030NYR,1st Period,0.03,NJD,Kurtis MacDermid,macdeku01,Fighting,5 min
202404030NYR,1st Period,0.03,NJD,John Marino,marinjo01,Fighting,5 min
202404030NYR,1st Period,0.9,NYR,Jack Roslovic,rosloja01,Boarding,2 min
202404030NYR,1st Period,4.45,NJD,Dawson Mercer,merceda01,Instigator,10 min
202404030NYR,1st Period,4.45,NJD,Dawson Mercer,merceda01,Fighting,5 min
202404030NYR,1st Period,4.45,NJD,Dawson Mercer,merceda01,Instigator,2 min
202404030NYR,1st Period,4.45,NYR,William Cuylle,cuyllwi01,Fighting,5 min
202404030NYR,1st Period,4.45,NYR,William Cuylle,cuyllwi01,Boarding,2 min
202404030NYR,1st Period,9.37,NJD,Bench,#N/A,Delay of Game,2 min
202404030NYR,1st Period,15.93,NJD,Tomáš Nosek,nosekto01,Cross Checking,2 min
202404030NYR,1st Period,19,NYR,Vincent Trocheck,trochvi01,Hooking,2 min
,2nd Period,,,,,,
202404030NYR,2nd Period,15.32,NYR,Chris Kreider,kreidch01,Tripping,2 min
,3rd Period,,,,,,
202404030NYR,3rd Period,13.63,NJD,Brendan Smith,smithbr05,Hooking,2 min
,1st Period,,,,,,
202404070NYR,1st Period,8.8,MTL,Michael Pezzetta,pezzemi01,Cross Checking,2 min
,2nd Period,,,,,,
202404070NYR,2nd Period,12.35,MTL,Juraj Slafkovsky,slafkju01,Tripping,2 min
202404070NYR,2nd Period,19.52,NYR,William Cuylle,cuyllwi01,Tripping,2 min
,3rd Period,,,,,,
202404070NYR,3rd Period,3.08,MTL,Joel Armia,armiajo01,Hooking,2 min
,1st Period,,,,,,
202404110NYR,1st Period,8.42,PHI,Scott Laughton,laughsc01,Holding Stick,2 min
202404110NYR,1st Period,8.78,NYR,Artemi Panarin,panarar01,Interference,2 min
202404110NYR,1st Period,13.42,NYR,Jacob Trouba,troubja01,Tripping,2 min
202404110NYR,1st Period,16.37,PHI,Bench,#N/A,Too Many Men on the Ice,2 min
202404110NYR,1st Period,17.68,PHI,Erik Johnson,johnser01,Charging,2 min
,2nd Period,,,,,,
202404110NYR,2nd Period,0.82,PHI,Sean Couturier,coutuse01,Slashing,2 min
202404110NYR,2nd Period,6.1,NYR,K'Andre Miller,milleka01,Boarding,2 min
202404110NYR,2nd Period,11.48,PHI,Garnet Hathaway,hathaga01,Unsportsmanlike Conduct,2 min
202404110NYR,2nd Period,11.48,NYR,Jonathan Quick,quickjo01,Slashing,2 min
202404110NYR,2nd Period,20,NYR,Barclay Goodrow,goodrba01,Roughing,2 min
202404110NYR,2nd Period,20,NYR,Barclay Goodrow,goodrba01,Cross Checking,2 min
202404110NYR,2nd Period,20,PHI,Travis Sanheim,sanhetr01,Roughing,2 min
,1st Period,,,,,,
202404130NYR,1st Period,13.18,NYI,Mike Reilly,reillmi01,Holding,2 min
202404130NYR,1st Period,16.78,NYR,Barclay Goodrow,goodrba01,Holding,2 min
202404130NYR,1st Period,19.52,NYR,Kaapo Kakko,kakkoka01,High Sticking,4 min
,2nd Period,,,,,,
202404130NYR,2nd Period,3.32,NYR,Ryan Lindgren,lindgry01,Boarding,2 min
,3rd Period,,,,,,
202404130NYR,3rd Period,6.75,NYR,Ryan Lindgren,lindgry01,Tripping,2 min
202404130NYR,3rd Period,13.07,NYR,Artemi Panarin,panarar01,Interference on breakaway,Penalty Shot (Adam Pelech - Saved)
,1st Period,,,,,,
202404150NYR,1st Period,18.17,OTT,Jiri Smejkal,smejkji01,Holding,2 min
,2nd Period,,,,,,
202404150NYR,2nd Period,7.05,NYR,Kaapo Kakko,kakkoka01,Slashing,2 min
202404150NYR,2nd Period,13.18,OTT,Artem Zub,zubar01,Interference,2 min
,3rd Period,,,,,,
202404150NYR,3rd Period,13.77,NYR,Matt Rempe,rempema01,Tripping,2 min
202404150NYR,3rd Period,15.52,OTT,Ridly Greig,greigri01,Interference on breakaway,Penalty Shot (Jimmy Vesey - Saved)
202404150NYR,3rd Period,17.27,OTT,Brady Tkachuk,tkachbr01,Cross Checking,2 min
,1st Period,,,,,,
202310140OTT,1st Period,9,PHI,Sean Couturier,coutuse01,Boarding,2 min
202310140OTT,1st Period,11.23,PHI,Nick Seeler,seeleni01,Tripping,2 min
202310140OTT,1st Period,15.27,OTT,Drake Batherson,bathedr01,Hooking,2 min
202310140OTT,1st Period,15.58,OTT,Claude Giroux,giroucl01,Holding Stick,2 min
202310140OTT,1st Period,19.82,OTT,Brady Tkachuk,tkachbr01,Roughing,2 min
202310140OTT,1st Period,19.82,PHI,Travis Sanheim,sanhetr01,Roughing,2 min
202310140OTT,1st Period,19.93,OTT,Tim Stützle,stuetti02,Cross Checking,2 min
,2nd Period,,,,,,
202310140OTT,2nd Period,14.85,PHI,Nick Seeler,seeleni01,Fighting,5 min
