Game_ID,Home Team,Away Team,Period,Time,Team,Player,Player_ID,Penalty,PIM
202402170CGY,CGY,DET,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402170CGY,CGY,DET,1st Period,14:53,CGY,Connor Zary,zaryco01,High Sticking,2 min
202402170CGY,CGY,DET,1st Period,18:13,CGY,Martin Pospisil,pospima01,Roughing,2 min
202402170CGY,CGY,DET,1st Period,18:13,DET,Michael Rasmussen,rasmumi01,Roughing,2 min
202402170CGY,CGY,DET,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402170CGY,CGY,DET,2nd Period,0:46,DET,Ben Chiarot,chiarbe01,Boarding,2 min
202402170CGY,CGY,DET,2nd Period,4:11,CGY,Brayden Pachal,pachabr01,Roughing,2 min
202402170CGY,CGY,DET,2nd Period,4:11,DET,Joe Veleno,velenjo01,Roughing,2 min
202402170CGY,CGY,DET,2nd Period,4:53,CGY,Martin Pospisil,pospima01,Tripping,2 min
202402170CGY,CGY,DET,2nd Period,12:56,DET,Joe Veleno,velenjo01,Hooking,2 min
202402170CGY,CGY,DET,2nd Period,18:28,CGY,Andrei Kuzmenko,kuzmean01,Tripping,2 min
202402170CGY,CGY,DET,2nd Period,18:40,CGY,Mikael Backlund,backlmi01,Roughing,2 min
202402170CGY,CGY,DET,2nd Period,18:40,DET,Robby Fabbri,fabbrro01,Roughing,2 min
202402170CGY,CGY,DET,2nd Period,18:40,DET,Robby Fabbri,fabbrro01,Roughing,2 min
202402170CGY,CGY,DET,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402170CGY,CGY,DET,3rd Period,4:44,CGY,Martin Pospisil,pospima01,Unsportsmanlike Conduct,2 min
202402170CGY,CGY,DET,3rd Period,8:58,CGY,Connor Zary,zaryco01,Tripping,2 min
202402170CGY,CGY,DET,3rd Period,10:30,DET,Moritz Seider,seidemo01,Hooking,2 min
202402170CGY,CGY,DET,3rd Period,10:41,DET,Joe Veleno,velenjo01,Holding,2 min
202402190CGY,CGY,WPG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402190CGY,CGY,WPG,1st Period,5:26,CGY,Rasmus Andersson,anderra01,Hooking,2 min
202402190CGY,CGY,WPG,1st Period,9:52,CGY,Oliver Kylington,kylinol01,Tripping,2 min
202402190CGY,CGY,WPG,1st Period,14:34,WPG,Gabriel Vilardi,vilarga01,Hooking,2 min
202402190CGY,CGY,WPG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402190CGY,CGY,WPG,2nd Period,4:30,WPG,Sean Monahan,monahse01,Slashing,2 min
202402190CGY,CGY,WPG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402190CGY,CGY,WPG,3rd Period,11:02,CGY,Chris Tanev,tanevch01,Tripping,2 min
202402220CGY,CGY,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402220CGY,CGY,BOS,1st Period,7:06,CGY,Martin Pospisil,pospima01,Tripping,2 min
202402220CGY,CGY,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402220CGY,CGY,BOS,2nd Period,11:01,CGY,MacKenzie Weegar,weegama01,Hooking,2 min
202402220CGY,CGY,BOS,2nd Period,17:46,CGY,Chris Tanev,tanevch01,Hooking,2 min
202402220CGY,CGY,BOS,2nd Period,18:30,BOS,David Pastrňák,pastrda01,Slashing,2 min
202402270CGY,CGY,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402270CGY,CGY,LAK,1st Period,4:59,LAK,Drew Doughty,doughdr01,Slashing,2 min
202402270CGY,CGY,LAK,1st Period,16:00,LAK,Jacob Moverare,moverja01,Holding,2 min
202402270CGY,CGY,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402270CGY,CGY,LAK,2nd Period,3:59,CGY,Connor Zary,zaryco01,High Sticking,2 min
202402270CGY,CGY,LAK,2nd Period,15:22,CGY,Brayden Pachal,pachabr01,Tripping,2 min
202402270CGY,CGY,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402270CGY,CGY,LAK,3rd Period,9:13,LAK,Alex Laferriere,laferal01,Holding,2 min
202402270CGY,CGY,LAK,3rd Period,16:35,CGY,Brayden Pachal,pachabr01,High Sticking,2 min
202403020CGY,CGY,PIT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403020CGY,CGY,PIT,1st Period,3:13,PIT,Rickard Rakell,rakelri01,Tripping,2 min
202403020CGY,CGY,PIT,1st Period,9:32,CGY,Nazem Kadri,kadrina01,Holding,2 min
202403020CGY,CGY,PIT,1st Period,18:13,CGY,Jakob Pelletier,pelleja01,Tripping,2 min
202403020CGY,CGY,PIT,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403020CGY,CGY,PIT,2nd Period,4:02,PIT,Erik Karlsson,karlser01,Tripping,2 min
202403020CGY,CGY,PIT,2nd Period,13:34,PIT,Erik Karlsson,karlser01,Tripping,2 min
202403020CGY,CGY,PIT,2nd Period,13:38,CGY,Martin Pospisil,pospima01,Interference,2 min
202403020CGY,CGY,PIT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403020CGY,CGY,PIT,3rd Period,8:08,CGY,Bench,Bench,Too Many Men on the Ice,2 min
202403020CGY,CGY,PIT,3rd Period,9:49,PIT,Emil Bemström,bemstem01,Interference,2 min
202403020CGY,CGY,PIT,3rd Period,17:01,CGY,Blake Coleman,colembl01,Interference,2 min
202403020CGY,CGY,PIT,3rd Period,17:08,PIT,Lars Eller,ellerla01,High Sticking,2 min
202403040CGY,CGY,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403040CGY,CGY,SEA,1st Period,14:54,SEA,Oliver Bjorkstrand,bjorkol01,Holding,2 min
202403040CGY,CGY,SEA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403040CGY,CGY,SEA,2nd Period,7:14,SEA,Tye Kartye,kartyty01,Roughing,2 min
202403040CGY,CGY,SEA,2nd Period,7:14,SEA,Tye Kartye,kartyty01,Roughing,2 min
202403040CGY,CGY,SEA,2nd Period,7:14,CGY,Martin Pospisil,pospima01,Roughing,2 min
202403040CGY,CGY,SEA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403040CGY,CGY,SEA,3rd Period,2:59,CGY,Blake Coleman,colembl01,Roughing,2 min
202403040CGY,CGY,SEA,3rd Period,4:24,SEA,Matthew Beniers,beniema01,Slashing,2 min
202403040CGY,CGY,SEA,3rd Period,4:24,CGY,Brayden Pachal,pachabr01,Cross Checking,2 min
202403040CGY,CGY,SEA,3rd Period,8:09,SEA,Vince Dunn,dunnvi02,Delay of Game,2 min
202403040CGY,CGY,SEA,3rd Period,10:33,SEA,Jamie Oleksiak,oleksja01,High Sticking,2 min
202403040CGY,CGY,SEA,3rd Period,13:41,SEA,Matthew Beniers,beniema01,Roughing,2 min
202403040CGY,CGY,SEA,3rd Period,13:41,CGY,Martin Pospisil,pospima01,Misconduct,10 min
202403040CGY,CGY,SEA,3rd Period,13:41,CGY,Martin Pospisil,pospima01,Check From Behind,5 min
202403040CGY,CGY,SEA,3rd Period,13:41,CGY,Brayden Pachal,pachabr01,Roughing,2 min
202403040CGY,CGY,SEA,3rd Period,14:14,SEA,Eeli Tolvanen,tolvaee01,Hooking,2 min
202403040CGY,CGY,SEA,3rd Period,16:25,CGY,Blake Coleman,colembl01,Fighting,5 min
202403040CGY,CGY,SEA,3rd Period,16:25,CGY,Blake Coleman,colembl01,Tripping,2 min
202403040CGY,CGY,SEA,3rd Period,16:25,SEA,Brandon Tanev,tanevbr01,Slashing,2 min
202403040CGY,CGY,SEA,3rd Period,16:25,SEA,Brandon Tanev,tanevbr01,Fighting,5 min
202403040CGY,CGY,SEA,3rd Period,18:45,CGY,Yegor Sharangovich,sharaye01,Tripping,2 min
202403120CGY,CGY,COL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403120CGY,CGY,COL,1st Period,1:13,CGY,Martin Pospisil,pospima01,Slashing,2 min
202403120CGY,CGY,COL,1st Period,3:35,CGY,Nazem Kadri,kadrina01,High Sticking,2 min
202403120CGY,CGY,COL,1st Period,16:51,COL,Josh Manson,mansojo01,High Sticking,2 min
202403120CGY,CGY,COL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403120CGY,CGY,COL,2nd Period,1:58,CGY,Brayden Pachal,pachabr01,Tripping,2 min
202403120CGY,CGY,COL,2nd Period,10:23,CGY,Jonathan Huberdeau,huberjo01,Tripping,2 min
202403120CGY,CGY,COL,2nd Period,19:26,COL,Miles Wood,woodmi01,Delay of Game,2 min
202403120CGY,CGY,COL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403120CGY,CGY,COL,3rd Period,1:37,COL,Bench,Bench,Too Many Men on the Ice,2 min
202403140CGY,CGY,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403140CGY,CGY,VEG,1st Period,3:30,VEG,Anthony Mantha,manthan01,Hooking,2 min
202403140CGY,CGY,VEG,1st Period,8:47,CGY,Bench,Bench,Too Many Men on the Ice,2 min
202403140CGY,CGY,VEG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403140CGY,CGY,VEG,2nd Period,11:35,CGY,Jonathan Huberdeau,huberjo01,Tripping,2 min
202403140CGY,CGY,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403140CGY,CGY,VEG,3rd Period,1:48,VEG,Nicolas Hague,hagueni01,Interference,2 min
202403140CGY,CGY,VEG,3rd Period,10:55,CGY,Oliver Kylington,kylinol01,Holding,2 min
202403160CGY,CGY,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403160CGY,CGY,MTL,1st Period,14:43,MTL,Kaiden Guhle,guhleka01,Hooking,2 min
202403160CGY,CGY,MTL,1st Period,17:55,CGY,A.J. Greer,greeraj01,Hooking,2 min
202403160CGY,CGY,MTL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403160CGY,CGY,MTL,2nd Period,11:56,MTL,Jayden Struble,strubja01,Holding,2 min
202403160CGY,CGY,MTL,2nd Period,12:57,CGY,Nazem Kadri,kadrina01,Tripping,2 min
202403160CGY,CGY,MTL,2nd Period,15:50,MTL,Josh Anderson,anderjo05,Roughing,2 min
202403160CGY,CGY,MTL,2nd Period,15:50,CGY,Martin Pospisil,pospima01,Roughing,2 min
202403160CGY,CGY,MTL,2nd Period,15:50,CGY,Martin Pospisil,pospima01,Roughing,2 min
202403160CGY,CGY,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403160CGY,CGY,MTL,3rd Period,0:55,MTL,Juraj Slafkovsky,slafkju01,Interference,2 min
202403180CGY,CGY,WSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403180CGY,CGY,WSH,1st Period,1:47,WSH,Ivan Miroshnichenko,mirosiv01,Hooking,2 min
202403180CGY,CGY,WSH,1st Period,4:41,CGY,Brayden Pachal,pachabr01,Holding Stick,2 min
202403180CGY,CGY,WSH,1st Period,8:46,CGY,Brayden Pachal,pachabr01,Interference,2 min
202403180CGY,CGY,WSH,1st Period,10:41,WSH,Bench,Bench,Delay of Game,2 min
202403180CGY,CGY,WSH,1st Period,18:16,CGY,MacKenzie Weegar,weegama01,Tripping,2 min
202403180CGY,CGY,WSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403180CGY,CGY,WSH,3rd Period,13:37,WSH,Nic Dowd,dowdni01,Tripping,2 min
202403240CGY,CGY,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403240CGY,CGY,BUF,1st Period,10:04,BUF,Peyton Krebs,krebspe01,Hooking,2 min
202403240CGY,CGY,BUF,1st Period,17:42,CGY,Andrew Mangiapane,mangian01,Hooking,2 min
202403240CGY,CGY,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403240CGY,CGY,BUF,3rd Period,1:00,BUF,Zach Benson,bensoza01,Interference,2 min
202403300CGY,CGY,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403300CGY,CGY,LAK,1st Period,4:37,LAK,Quinton Byfield,byfiequ01,High Sticking,2 min
202403300CGY,CGY,LAK,1st Period,5:34,CGY,Joel Hanley,hanlejo01,Holding,2 min
202403300CGY,CGY,LAK,1st Period,7:57,LAK,Michael Anderson,andermi02,High Sticking,2 min
202403300CGY,CGY,LAK,1st Period,17:48,CGY,Martin Pospisil,pospima01,Tripping,2 min
202403300CGY,CGY,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403300CGY,CGY,LAK,2nd Period,2:24,LAK,Andreas Englund,engluan01,Cross Checking,2 min
202403300CGY,CGY,LAK,2nd Period,5:40,CGY,Martin Pospisil,pospima01,Hooking,2 min
202403300CGY,CGY,LAK,2nd Period,10:09,LAK,Jordan Spence,spencjo01,Cross Checking,2 min
202403300CGY,CGY,LAK,2nd Period,17:10,CGY,Connor Zary,zaryco01,Hooking,2 min
202403300CGY,CGY,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403300CGY,CGY,LAK,3rd Period,11:23,LAK,Kevin Fiala,fialake01,Roughing,2 min
202403300CGY,CGY,LAK,3rd Period,19:06,LAK,Viktor Arvidsson,arvidvi01,Tripping,2 min
202404020CGY,CGY,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404020CGY,CGY,ANA,1st Period,15:02,ANA,Jakob Silfverberg,silfvja01,Holding,2 min
202404020CGY,CGY,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404020CGY,CGY,ANA,2nd Period,2:25,ANA,Bench,Bench,Too Many Men on the Ice,2 min
202404020CGY,CGY,ANA,2nd Period,11:45,CGY,Brayden Pachal,pachabr01,Interference,2 min
202404060CGY,CGY,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404060CGY,CGY,EDM,1st Period,8:44,EDM,Corey Perry,perryco01,Slashing,2 min
202404060CGY,CGY,EDM,1st Period,12:17,EDM,Brett Kulak,kulakbr01,Interference,2 min
202404060CGY,CGY,EDM,1st Period,15:02,EDM,Evan Bouchard,bouchev01,Tripping,2 min
202404060CGY,CGY,EDM,1st Period,15:44,CGY,Yegor Sharangovich,sharaye01,Interference,2 min
202404060CGY,CGY,EDM,1st Period,18:55,CGY,Andrei Kuzmenko,kuzmean01,Tripping,2 min
202404060CGY,CGY,EDM,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404060CGY,CGY,EDM,2nd Period,3:46,EDM,Evander Kane,kaneev01,Slashing,2 min
202404060CGY,CGY,EDM,2nd Period,9:16,CGY,Dryden Hunt,huntdr01,Holding Stick,2 min
202404060CGY,CGY,EDM,2nd Period,19:47,EDM,Mattias Ekholm,ekholma01,Roughing,2 min
202404060CGY,CGY,EDM,2nd Period,19:47,CGY,Jonathan Huberdeau,huberjo01,Interference,2 min
202404060CGY,CGY,EDM,2nd Period,19:47,CGY,Jonathan Huberdeau,huberjo01,Roughing,2 min
202404060CGY,CGY,EDM,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404060CGY,CGY,EDM,3rd Period,5:59,EDM,Vincent Desharnais,deshavi01,Slashing,2 min
202404060CGY,CGY,EDM,3rd Period,9:52,CGY,Oliver Kylington,kylinol01,Slashing,2 min
202404060CGY,CGY,EDM,3rd Period,13:00,CGY,Connor Zary,zaryco01,Tripping,2 min
202404060CGY,CGY,EDM,3rd Period,13:49,EDM,Leon Draisaitl,draisle01,Slashing,2 min
202404140CGY,CGY,ARI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404140CGY,CGY,ARI,1st Period,10:27,CGY,Dryden Hunt,huntdr01,Fighting,5 min
202404140CGY,CGY,ARI,1st Period,10:27,ARI,Jan Jeník,jenikja01,Fighting,5 min
202404140CGY,CGY,ARI,1st Period,13:06,ARI,Michael Kesselring,kessemi01,Roughing,2 min
202404140CGY,CGY,ARI,1st Period,16:39,CGY,Nikita Okhotyuk,okhotni01,Tripping,2 min
202404140CGY,CGY,ARI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404140CGY,CGY,ARI,2nd Period,12:34,ARI,Dylan Guenther,guentdy01,Hooking,2 min
202404140CGY,CGY,ARI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404140CGY,CGY,ARI,3rd Period,3:49,ARI,J.J. Moser,moserja01,Tripping,2 min
202404140CGY,CGY,ARI,3rd Period,14:04,CGY,Oliver Kylington,kylinol01,Hooking,2 min
202404140CGY,CGY,ARI,3rd Period,19:15,CGY,Martin Pospisil,pospima01,Hooking,2 min
202404180CGY,CGY,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404180CGY,CGY,SJS,1st Period,8:35,CGY,Martin Pospisil,pospima01,Interference,2 min
202404180CGY,CGY,SJS,1st Period,12:33,SJS,Marc-Édouard Vlasic,vlasima01,High Sticking,2 min
202404180CGY,CGY,SJS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404180CGY,CGY,SJS,2nd Period,2:54,CGY,Adam Klapka,klapkad01,Fighting,5 min
202404180CGY,CGY,SJS,2nd Period,2:54,SJS,Givani Smith,smithgi01,Fighting,5 min
202404180CGY,CGY,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404180CGY,CGY,SJS,3rd Period,18:17,SJS,Luke Kunin,kuninlu01,Roughing,2 min
202404180CGY,CGY,SJS,3rd Period,18:17,CGY,Martin Pospisil,pospima01,Slashing,2 min
202404180CGY,CGY,SJS,3rd Period,18:17,CGY,Martin Pospisil,pospima01,Roughing,2 min
202310210CHI,CHI,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310210CHI,CHI,VEG,1st Period,1:25,VEG,Bench,Bench,Too Many Men on the Ice,2 min
202310210CHI,CHI,VEG,1st Period,2:13,CHI,Lukas Reichel,reichlu01,High Sticking,2 min
202310210CHI,CHI,VEG,1st Period,6:14,CHI,Taylor Raddysh,raddyta01,Cross Checking,2 min
202310210CHI,CHI,VEG,1st Period,16:09,CHI,Jason Dickinson,dickija01,Tripping,2 min
202310210CHI,CHI,VEG,1st Period,17:40,VEG,William Karlsson,karlswi01,Tripping,2 min
202310210CHI,CHI,VEG,1st Period,19:51,CHI,Taylor Raddysh,raddyta01,High Sticking,2 min
202310210CHI,CHI,VEG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310210CHI,CHI,VEG,2nd Period,15:35,VEG,Paul Cotter,cottepa01,Interference,2 min
202310210CHI,CHI,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310210CHI,CHI,VEG,3rd Period,8:41,VEG,Mark Stone,stonema01,High Sticking,2 min
202310210CHI,CHI,VEG,3rd Period,11:32,VEG,Nicolas Hague,hagueni01,Interference,2 min
202310210CHI,CHI,VEG,3rd Period,14:32,CHI,Reese Johnson,johnsre01,Hooking,2 min
202310240CHI,CHI,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310240CHI,CHI,BOS,1st Period,4:00,CHI,Kevin Korchinski,korchke01,Holding,2 min
202310240CHI,CHI,BOS,1st Period,12:25,BOS,Jakub Lauko,laukoja01,Tripping,2 min
202310240CHI,CHI,BOS,1st Period,13:49,CHI,Tyler Johnson,johnsty01,Hooking,2 min
202310240CHI,CHI,BOS,1st Period,19:36,BOS,Trent Frederic,fredetr01,Hooking,2 min
202310240CHI,CHI,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310240CHI,CHI,BOS,2nd Period,9:51,BOS,Charlie McAvoy,mcavoch01,Holding,2 min
202310240CHI,CHI,BOS,2nd Period,12:45,CHI,Boris Katchouk,katchbo01,Tripping,2 min
202310240CHI,CHI,BOS,2nd Period,19:03,CHI,Seth Jones,jonesse01,Hooking,2 min
202310240CHI,CHI,BOS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310240CHI,CHI,BOS,3rd Period,15:20,CHI,Corey Perry,perryco01,Roughing,2 min
202310240CHI,CHI,BOS,3rd Period,15:20,BOS,Kevin Shattenkirk,shattke01,Roughing,2 min
202311040CHI,CHI,FLA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311040CHI,CHI,FLA,1st Period,5:43,FLA,Kevin Stenlund,stenlke01,Interference,2 min
202311040CHI,CHI,FLA,1st Period,7:49,CHI,Corey Perry,perryco01,Roughing,2 min
202311040CHI,CHI,FLA,1st Period,8:10,FLA,Carter Verhaeghe,verhaca01,Holding,2 min
202311040CHI,CHI,FLA,1st Period,14:05,CHI,Jarred Tinordi,tinorja01,Interference,2 min
202311040CHI,CHI,FLA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311040CHI,CHI,FLA,2nd Period,17:48,FLA,Anthony Stolarz,stolaan01,Tripping,2 min
202311040CHI,CHI,FLA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311040CHI,CHI,FLA,3rd Period,5:07,CHI,Connor Bedard,bedarco01,High Sticking,2 min
202311040CHI,CHI,FLA,3rd Period,17:05,CHI,Wyatt Kaiser,kaisewy01,Holding Stick,2 min
202311040CHI,CHI,FLA,3rd Period,17:05,FLA,Anton Lundell,lundean01,Cross Checking,2 min
202311050CHI,CHI,NJD,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311050CHI,CHI,NJD,1st Period,11:28,CHI,Connor Murphy,murphco02,Interference,2 min
202311050CHI,CHI,NJD,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311050CHI,CHI,NJD,2nd Period,9:47,CHI,Connor Murphy,murphco02,Cross Checking,2 min
202311050CHI,CHI,NJD,2nd Period,16:22,NJD,Bench,Bench,Too Many Men on the Ice,2 min
202311050CHI,CHI,NJD,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311050CHI,CHI,NJD,3rd Period,1:31,CHI,Mackenzie Entwistle,entwima01,Holding,2 min
202311050CHI,CHI,NJD,3rd Period,11:46,NJD,Tyler Toffoli,toffoty01,Hooking,2 min
202311160CHI,CHI,TBL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311160CHI,CHI,TBL,1st Period,8:35,CHI,Wyatt Kaiser,kaisewy01,Hooking,2 min
202311160CHI,CHI,TBL,1st Period,11:41,TBL,Mikhail Sergachev,sergami01,Boarding,2 min
202311160CHI,CHI,TBL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311160CHI,CHI,TBL,2nd Period,3:51,CHI,Wyatt Kaiser,kaisewy01,Delay of Game,2 min
202311160CHI,CHI,TBL,2nd Period,4:40,CHI,Bench,Bench,Delay of Game,2 min
202311160CHI,CHI,TBL,2nd Period,9:12,TBL,Michael Eyssimont,eyssimi01,Roughing,2 min
202311160CHI,CHI,TBL,2nd Period,9:12,TBL,Michael Eyssimont,eyssimi01,Fighting,5 min
202311160CHI,CHI,TBL,2nd Period,9:12,CHI,Connor Murphy,murphco02,Fighting,5 min
202311160CHI,CHI,TBL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311160CHI,CHI,TBL,3rd Period,12:37,CHI,Wyatt Kaiser,kaisewy01,Roughing,2 min
202311160CHI,CHI,TBL,3rd Period,12:37,TBL,Nick Paul,paulni01,Roughing,2 min
202311190CHI,CHI,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311190CHI,CHI,BUF,1st Period,1:26,BUF,Casey Mittelstadt,mitteca01,Tripping,2 min
202311190CHI,CHI,BUF,1st Period,4:19,BUF,Owen Power,powerow01,High Sticking,2 min
202311190CHI,CHI,BUF,1st Period,9:38,CHI,Kevin Korchinski,korchke01,Tripping,2 min
202311190CHI,CHI,BUF,1st Period,13:26,CHI,Kevin Korchinski,korchke01,Holding Stick,2 min
202311190CHI,CHI,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311190CHI,CHI,BUF,3rd Period,2:33,BUF,Mattias Samuelsson,samuema02,Tripping,2 min
202311190CHI,CHI,BUF,3rd Period,11:31,CHI,Tyler Johnson,johnsty01,Delay of Game,2 min
202311240CHI,CHI,TOR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311240CHI,CHI,TOR,1st Period,3:46,TOR,Mark Giordano,giordma01,Tripping,2 min
202311240CHI,CHI,TOR,1st Period,10:50,CHI,Seth Jones,jonesse01,Hooking,2 min
202311240CHI,CHI,TOR,1st Period,19:42,TOR,Bench,Bench,Too Many Men on the Ice,2 min
202311240CHI,CHI,TOR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311240CHI,CHI,TOR,2nd Period,0:22,CHI,Tyler Johnson,johnsty01,Tripping,2 min
202311240CHI,CHI,TOR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311240CHI,CHI,TOR,3rd Period,9:47,CHI,Reese Johnson,johnsre01,Roughing,2 min
202311240CHI,CHI,TOR,3rd Period,9:47,CHI,Seth Jones,jonesse01,Roughing,2 min
202311240CHI,CHI,TOR,3rd Period,9:47,TOR,William Lagesson,lageswi01,Roughing,2 min
202311240CHI,CHI,TOR,3rd Period,9:47,TOR,Ryan Reaves,reavery01,Roughing,2 min
202311240CHI,CHI,TOR,3rd Period,13:35,TOR,Noah Gregor,gregono01,Roughing,2 min
202311260CHI,CHI,STL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311260CHI,CHI,STL,1st Period,12:21,STL,Tyler Tucker,tuckety01,Slashing,2 min
202311260CHI,CHI,STL,1st Period,16:00,CHI,Wyatt Kaiser,kaisewy01,Tripping,2 min
202311260CHI,CHI,STL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311260CHI,CHI,STL,2nd Period,10:20,CHI,Isaak Phillips,phillis01,Holding,2 min
202311260CHI,CHI,STL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311260CHI,CHI,STL,3rd Period,15:26,STL,Kasperi Kapanen,kapanka01,Tripping,2 min
202311280CHI,CHI,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311280CHI,CHI,SEA,1st Period,5:13,CHI,Seth Jones,jonesse01,Interference,2 min
202311280CHI,CHI,SEA,1st Period,12:16,CHI,Connor Murphy,murphco02,Tripping,2 min
202311280CHI,CHI,SEA,1st Period,16:33,CHI,Wyatt Kaiser,kaisewy01,Tripping,2 min
202311280CHI,CHI,SEA,1st Period,17:43,SEA,Jared McCann,mccanja01,Hooking,2 min
