Game_ID,Home Team,Away Team,Period,Time,Team,Player,Player_ID,Penalty,PIM
202404130EDM,EDM,VAN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404130EDM,EDM,VAN,3rd Period,8:14,EDM,Evander Kane,kaneev01,Tripping,2 min
202404150EDM,EDM,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404150EDM,EDM,SJS,1st Period,15:01,EDM,Zach Hyman,hymanza01,High Sticking,2 min
202310190FLA,FLA,TOR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310190FLA,FLA,TOR,1st Period,2:20,TOR,Fraser Minten,mintefr01,Tripping,2 min
202310190FLA,FLA,TOR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310190FLA,FLA,TOR,2nd Period,2:43,FLA,Nick Cousins,cousini01,Slashing,2 min
202310190FLA,FLA,TOR,2nd Period,8:39,TOR,Noah Gregor,gregono01,Holding Stick,2 min
202310190FLA,FLA,TOR,2nd Period,10:11,FLA,Sam Reinhart,reinhsa01,Hooking,2 min
202310190FLA,FLA,TOR,2nd Period,13:42,TOR,Matthew Knies,kniesma01,Interference,2 min
202310190FLA,FLA,TOR,2nd Period,14:38,FLA,Evan Rodrigues,rodriev01,Hooking,2 min
202310190FLA,FLA,TOR,2nd Period,17:35,TOR,Ryan Reaves,reavery01,Tripping,2 min
202310190FLA,FLA,TOR,2nd Period,20:00,FLA,Uvis Balinskis,balinuv01,Tripping,2 min
202310190FLA,FLA,TOR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310190FLA,FLA,TOR,3rd Period,18:51,FLA,Aleksander Barkov,barkoal01,Tripping,2 min
202310210FLA,FLA,VAN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310210FLA,FLA,VAN,1st Period,0:31,VAN,J.T. Miller,millejt01,Holding,2 min
202310210FLA,FLA,VAN,1st Period,9:38,FLA,Josh Mahura,mahurjo01,Interference,2 min
202310210FLA,FLA,VAN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310210FLA,FLA,VAN,2nd Period,8:43,FLA,Oliver Ekman-Larsson,ekmanol01,Hooking,2 min
202310210FLA,FLA,VAN,2nd Period,12:45,VAN,Carson Soucy,soucyca01,Tripping,2 min
202310210FLA,FLA,VAN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310210FLA,FLA,VAN,3rd Period,6:27,FLA,Dmitry Kulikov,kulikdm01,Interference,2 min
202310240FLA,FLA,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310240FLA,FLA,SJS,1st Period,14:00,SJS,Kyle Burroughs,burroky01,Tripping,2 min
202310240FLA,FLA,SJS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310240FLA,FLA,SJS,2nd Period,6:35,FLA,Oliver Ekman-Larsson,ekmanol01,Holding,2 min
202310240FLA,FLA,SJS,2nd Period,14:03,SJS,Tomáš Hertl,hertlto01,Delay of Game,2 min
202310240FLA,FLA,SJS,2nd Period,14:52,SJS,Kyle Burroughs,burroky01,Tripping,2 min
202310240FLA,FLA,SJS,2nd Period,14:56,FLA,Carter Verhaeghe,verhaca01,Hooking,2 min
202310240FLA,FLA,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310240FLA,FLA,SJS,3rd Period,10:54,SJS,Mike Hoffman,hoffmmi02,Hooking,2 min
202310240FLA,FLA,SJS,3rd Period,15:50,FLA,Eetu Luostarinen,luostee01,Hooking,2 min
202310280FLA,FLA,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310280FLA,FLA,SEA,1st Period,12:30,FLA,Dmitry Kulikov,kulikdm01,Tripping,2 min
202310280FLA,FLA,SEA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310280FLA,FLA,SEA,2nd Period,8:18,SEA,Jamie Oleksiak,oleksja01,Interference,2 min
202311060FLA,FLA,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311060FLA,FLA,CBJ,1st Period,8:44,FLA,Josh Mahura,mahurjo01,Delay of Game,2 min
202311060FLA,FLA,CBJ,1st Period,16:48,CBJ,Alexandre Texier,texieal01,Cross Checking,2 min
202311060FLA,FLA,CBJ,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311060FLA,FLA,CBJ,3rd Period,2:12,FLA,Kevin Stenlund,stenlke01,Unsportsmanlike Conduct,2 min
202311060FLA,FLA,CBJ,3rd Period,2:12,FLA,Kevin Stenlund,stenlke01,Roughing,2 min
202311060FLA,FLA,CBJ,3rd Period,2:12,CBJ,Dmitri Voronkov,vorondi01,Roughing,2 min
202311100FLA,FLA,CAR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311100FLA,FLA,CAR,1st Period,3:37,FLA,Gustav Forsling,forslgu02,Interference,2 min
202311100FLA,FLA,CAR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311100FLA,FLA,CAR,2nd Period,12:45,FLA,Steven Lorentz,lorenst01,Hooking,2 min
202311100FLA,FLA,CAR,2nd Period,16:56,CAR,Andrei Svechnikov,svechan01,Roughing,2 min
202311100FLA,FLA,CAR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311100FLA,FLA,CAR,3rd Period,4:45,FLA,Evan Rodrigues,rodriev01,Roughing,2 min
202311100FLA,FLA,CAR,3rd Period,5:33,CAR,Sebastian Aho,ahose01,Tripping,2 min
202311120FLA,FLA,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311120FLA,FLA,CHI,1st Period,3:10,FLA,Gustav Forsling,forslgu02,Tripping,2 min
202311120FLA,FLA,CHI,1st Period,11:37,CHI,Connor Bedard,bedarco01,Holding Stick,2 min
202311120FLA,FLA,CHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311120FLA,FLA,CHI,2nd Period,11:13,FLA,Sam Bennett,bennesa01,Hooking,2 min
202311120FLA,FLA,CHI,2nd Period,14:45,CHI,Nick Foligno,foligni01,Hooking,2 min
202311120FLA,FLA,CHI,2nd Period,14:45,CHI,Nick Foligno,foligni01,Roughing,2 min
202311120FLA,FLA,CHI,2nd Period,18:34,FLA,Sam Bennett,bennesa01,Tripping,2 min
202311120FLA,FLA,CHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311120FLA,FLA,CHI,3rd Period,1:30,CHI,Jason Dickinson,dickija01,Interference,2 min
202311200FLA,FLA,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311200FLA,FLA,EDM,1st Period,9:08,EDM,Evander Kane,kaneev01,Roughing,2 min
202311200FLA,FLA,EDM,1st Period,11:14,FLA,Anton Lundell,lundean01,Holding,2 min
202311200FLA,FLA,EDM,1st Period,13:02,EDM,Evander Kane,kaneev01,Hooking,2 min
202311200FLA,FLA,EDM,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311200FLA,FLA,EDM,2nd Period,3:17,EDM,Vincent Desharnais,deshavi01,Fighting,5 min
202311200FLA,FLA,EDM,2nd Period,3:17,FLA,Jonah Gadjovich,gadjojo01,Fighting,5 min
202311200FLA,FLA,EDM,2nd Period,4:19,FLA,Sam Bennett,bennesa01,Roughing,2 min
202311200FLA,FLA,EDM,2nd Period,4:19,EDM,Zach Hyman,hymanza01,Slashing,2 min
202311200FLA,FLA,EDM,2nd Period,5:00,FLA,Sam Reinhart,reinhsa01,Interference on breakaway,Penalty Shot (Connor McDavid - Goal)
202311200FLA,FLA,EDM,2nd Period,10:37,EDM,Mattias Ekholm,ekholma01,Tripping,2 min
202311200FLA,FLA,EDM,2nd Period,18:11,EDM,Calvin Pickard,pickaca01,Holding,2 min
202311200FLA,FLA,EDM,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311200FLA,FLA,EDM,3rd Period,5:53,FLA,Gustav Forsling,forslgu02,Interference,2 min
202311200FLA,FLA,EDM,3rd Period,6:20,EDM,Evan Bouchard,bouchev01,Holding,2 min
202311200FLA,FLA,EDM,3rd Period,6:20,FLA,Ryan Lomberg,lombery01,Unsportsmanlike Conduct,2 min
202311200FLA,FLA,EDM,3rd Period,6:34,FLA,Sam Bennett,bennesa01,Roughing,2 min
202311200FLA,FLA,EDM,3rd Period,6:34,EDM,Evander Kane,kaneev01,Misconduct,10 min
202311200FLA,FLA,EDM,3rd Period,6:34,EDM,Zach Hyman,hymanza01,Roughing,2 min
202311200FLA,FLA,EDM,3rd Period,12:22,FLA,Kevin Stenlund,stenlke01,Holding,2 min
202311220FLA,FLA,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311220FLA,FLA,BOS,1st Period,6:20,FLA,Nick Cousins,cousini01,Unsportsmanlike Conduct,2 min
202311220FLA,FLA,BOS,1st Period,6:20,BOS,Charlie McAvoy,mcavoch01,Unsportsmanlike Conduct,2 min
202311220FLA,FLA,BOS,1st Period,9:07,BOS,Kevin Shattenkirk,shattke01,Roughing,2 min
202311220FLA,FLA,BOS,1st Period,12:23,BOS,Mason Lohrei,lohrema01,Holding,2 min
202311220FLA,FLA,BOS,1st Period,17:41,FLA,Gustav Forsling,forslgu02,Holding,2 min
202311220FLA,FLA,BOS,1st Period,18:16,BOS,David Pastrňák,pastrda01,Tripping,2 min
202311220FLA,FLA,BOS,1st Period,19:01,FLA,Anton Lundell,lundean01,High Sticking,2 min
202311220FLA,FLA,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311220FLA,FLA,BOS,2nd Period,5:16,BOS,Derek Forbort,forbode01,Fighting,5 min
202311220FLA,FLA,BOS,2nd Period,5:16,FLA,Jonah Gadjovich,gadjojo01,Fighting,5 min
202311220FLA,FLA,BOS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311220FLA,FLA,BOS,3rd Period,9:58,FLA,Matthew Tkachuk,tkachma01,Tripping,2 min
202311240FLA,FLA,WPG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311240FLA,FLA,WPG,1st Period,6:34,FLA,Nick Cousins,cousini01,Interference,2 min
202311240FLA,FLA,WPG,1st Period,18:07,FLA,Sergei Bobrovsky,bobrose01,Tripping,2 min
202311240FLA,FLA,WPG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311240FLA,FLA,WPG,2nd Period,8:23,WPG,Dylan DeMelo,demeldy01,Tripping,2 min
202311240FLA,FLA,WPG,2nd Period,14:17,FLA,Nick Cousins,cousini01,Interference,2 min
202311240FLA,FLA,WPG,2nd Period,14:17,WPG,Mark Scheifele,scheima01,Unsportsmanlike Conduct,2 min
202311240FLA,FLA,WPG,2nd Period,19:27,WPG,Dylan Samberg,sambedy01,Roughing,2 min
202311240FLA,FLA,WPG,2nd Period,19:27,FLA,Matthew Tkachuk,tkachma01,Cross Checking,2 min
202311240FLA,FLA,WPG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311240FLA,FLA,WPG,3rd Period,12:42,WPG,Brenden Dillon,dillobr01,Fighting,5 min
202311240FLA,FLA,WPG,3rd Period,12:42,WPG,Neal Pionk,pionkne01,Roughing,2 min
202311240FLA,FLA,WPG,3rd Period,12:42,FLA,Sam Reinhart,reinhsa01,Fighting,5 min
202311240FLA,FLA,WPG,3rd Period,12:42,FLA,Carter Verhaeghe,verhaca01,Unsportsmanlike Conduct,2 min
202311240FLA,FLA,WPG,3rd Period,15:33,WPG,Vladislav Namestnikov,namesvl01,Delay of Game,2 min
202311240FLA,FLA,WPG,3rd Period,19:00,FLA,Jonah Gadjovich,gadjojo01,Misconduct,10 min
202312020FLA,FLA,NYI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312020FLA,FLA,NYI,1st Period,12:29,FLA,Carter Verhaeghe,verhaca01,Hooking,2 min
202312020FLA,FLA,NYI,1st Period,14:53,NYI,Pierre Engvall,engvapi01,Tripping,2 min
202312020FLA,FLA,NYI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312020FLA,FLA,NYI,2nd Period,14:54,FLA,Niko Mikkola,mikkoni01,Holding,2 min
202312020FLA,FLA,NYI,2nd Period,19:57,NYI,Casey Cizikas,cizikca01,Interference,2 min
202312060FLA,FLA,DAL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312060FLA,FLA,DAL,1st Period,14:24,FLA,Brandon Montour,montobr01,Holding Stick,2 min
202312060FLA,FLA,DAL,1st Period,14:24,DAL,Craig Smith,smithcr01,High Sticking,2 min
202312060FLA,FLA,DAL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312060FLA,FLA,DAL,2nd Period,6:29,FLA,Jonah Gadjovich,gadjojo01,Interference,2 min
202312060FLA,FLA,DAL,2nd Period,12:06,FLA,Brandon Montour,montobr01,Tripping,2 min
202312060FLA,FLA,DAL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312060FLA,FLA,DAL,3rd Period,0:34,FLA,Sam Bennett,bennesa01,Roughing,2 min
202312060FLA,FLA,DAL,3rd Period,6:05,DAL,Sam Steel,steelsa01,High Sticking,2 min
202312060FLA,FLA,DAL,3rd Period,10:58,FLA,Eetu Luostarinen,luostee01,High Sticking,2 min
202312080FLA,FLA,PIT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312080FLA,FLA,PIT,1st Period,18:40,FLA,Aleksander Barkov,barkoal01,Hooking,2 min
202312080FLA,FLA,PIT,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312080FLA,FLA,PIT,2nd Period,2:46,FLA,Carter Verhaeghe,verhaca01,Slashing,2 min
202312080FLA,FLA,PIT,2nd Period,9:46,PIT,Evgeni Malkin,malkiev01,Slashing,2 min
202312080FLA,FLA,PIT,2nd Period,14:55,PIT,Marcus Pettersson,pettema01,Tripping,2 min
202312080FLA,FLA,PIT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312080FLA,FLA,PIT,3rd Period,17:21,FLA,Anton Lundell,lundean01,Hooking,2 min
202312210FLA,FLA,STL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312210FLA,FLA,STL,1st Period,4:50,STL,Brandon Saad,saadbr01,Holding,2 min
202312210FLA,FLA,STL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312210FLA,FLA,STL,3rd Period,13:05,FLA,Kevin Stenlund,stenlke01,Slashing,2 min
202312230FLA,FLA,VEG,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312230FLA,FLA,VEG,1st Period,7:32,VEG,Brayden McNabb,mcnabbr01,Tripping,2 min
202312230FLA,FLA,VEG,1st Period,11:55,FLA,Ryan Lomberg,lombery01,Fighting,5 min
202312230FLA,FLA,VEG,1st Period,11:55,VEG,Keegan Kolesar,koleske01,Fighting,5 min
202312230FLA,FLA,VEG,1st Period,12:10,VEG,Nicolas Roy,royni01,High Sticking,2 min
202312230FLA,FLA,VEG,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312230FLA,FLA,VEG,2nd Period,2:25,VEG,Bench,Bench,Too Many Men on the Ice,2 min
202312230FLA,FLA,VEG,2nd Period,4:28,FLA,Evan Rodrigues,rodriev01,Holding,2 min
202312230FLA,FLA,VEG,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312230FLA,FLA,VEG,3rd Period,3:31,FLA,Sam Bennett,bennesa01,Holding Stick,2 min
202312230FLA,FLA,VEG,3rd Period,5:53,VEG,Ben Hutton,huttobe01,Interference,2 min
202312230FLA,FLA,VEG,3rd Period,7:33,VEG,Zach Whitecloud,whiteza01,Cross Checking,2 min
202312230FLA,FLA,VEG,3rd Period,10:09,VEG,Paul Cotter,cottepa01,Roughing,2 min
202312230FLA,FLA,VEG,3rd Period,20:00,VEG,William Karlsson,karlswi01,Misconduct,10 min
202312230FLA,FLA,VEG,3rd Period,20:00,FLA,Aaron Ekblad,ekblaaa01,Misconduct,10 min
202312230FLA,FLA,VEG,3rd Period,20:00,VEG,Alex Pietrangelo,pietral01,Roughing,2 min
202312230FLA,FLA,VEG,3rd Period,20:00,VEG,Alex Pietrangelo,pietral01,Misconduct,10 min
202312230FLA,FLA,VEG,3rd Period,20:00,FLA,Sam Bennett,bennesa01,Misconduct,10 min
202312230FLA,FLA,VEG,3rd Period,20:00,FLA,Matthew Tkachuk,tkachma01,Roughing,2 min
202312230FLA,FLA,VEG,3rd Period,20:00,FLA,Matthew Tkachuk,tkachma01,Misconduct,10 min
202312290FLA,FLA,NYR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312290FLA,FLA,NYR,1st Period,6:10,FLA,Kevin Stenlund,stenlke01,Tripping,2 min
202312290FLA,FLA,NYR,1st Period,14:03,NYR,Vincent Trocheck,trochvi01,Hooking,2 min
202312290FLA,FLA,NYR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312290FLA,FLA,NYR,2nd Period,8:52,FLA,Anton Lundell,lundean01,Roughing,2 min
202312290FLA,FLA,NYR,2nd Period,15:51,NYR,Braden Schneider,schnebr01,Interference,2 min
202312290FLA,FLA,NYR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312290FLA,FLA,NYR,3rd Period,11:23,NYR,Alexis Lafrenière,lafreal01,Illegal Check to Head,2 min
202312300FLA,FLA,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312300FLA,FLA,MTL,1st Period,2:53,FLA,William Lockwood,lockwwi01,Fighting,5 min
202312300FLA,FLA,MTL,1st Period,2:53,MTL,Michael Pezzetta,pezzemi01,Fighting,5 min
202312300FLA,FLA,MTL,1st Period,7:31,FLA,Carter Verhaeghe,verhaca01,High Sticking,2 min
202312300FLA,FLA,MTL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312300FLA,FLA,MTL,2nd Period,2:22,MTL,Nick Suzuki,suzukni01,Holding,2 min
202312300FLA,FLA,MTL,2nd Period,5:31,FLA,Evan Rodrigues,rodriev01,Holding,2 min
202312300FLA,FLA,MTL,2nd Period,7:52,MTL,Bench,Bench,Too Many Men on the Ice,2 min
202312300FLA,FLA,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312300FLA,FLA,MTL,3rd Period,6:42,MTL,Joel Armia,armiajo01,Illegal Equipment,2 min
202401110FLA,FLA,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401110FLA,FLA,LAK,1st Period,17:24,LAK,Pierre-Luc Dubois,duboipi01,Roughing,2 min
202401110FLA,FLA,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401110FLA,FLA,LAK,2nd Period,1:15,FLA,Sam Reinhart,reinhsa01,Tripping,2 min
202401110FLA,FLA,LAK,2nd Period,7:08,LAK,Adrian Kempe,kempead01,Roughing,2 min
202401110FLA,FLA,LAK,2nd Period,7:08,FLA,Dmitry Kulikov,kulikdm01,Roughing,2 min
202401110FLA,FLA,LAK,2nd Period,8:56,LAK,Kevin Fiala,fialake01,Slashing,2 min
202401110FLA,FLA,LAK,2nd Period,19:32,FLA,Aaron Ekblad,ekblaaa01,Holding,2 min
202401110FLA,FLA,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401110FLA,FLA,LAK,3rd Period,13:34,FLA,Gustav Forsling,forslgu02,Tripping,2 min
202401110FLA,FLA,LAK,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202401110FLA,FLA,LAK,1st OT Period,3:37,LAK,Adrian Kempe,kempead01,Cross Checking,2 min
202401130FLA,FLA,NJD,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401130FLA,FLA,NJD,1st Period,17:32,NJD,Colin Miller,milleco02,Slashing,2 min
202401130FLA,FLA,NJD,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401130FLA,FLA,NJD,3rd Period,8:30,FLA,Carter Verhaeghe,verhaca01,Tripping,2 min
202401130FLA,FLA,NJD,3rd Period,11:36,FLA,Aleksander Barkov,barkoal01,Holding,2 min
202401130FLA,FLA,NJD,3rd Period,14:27,NJD,Kevin Bahl,bahlke01,Holding,2 min
202401150FLA,FLA,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401150FLA,FLA,ANA,1st Period,6:43,ANA,Sam Carrick,carrisa01,Cross Checking,2 min
202401150FLA,FLA,ANA,1st Period,16:24,FLA,Oliver Ekman-Larsson,ekmanol01,Slashing,2 min
202401150FLA,FLA,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401150FLA,FLA,ANA,2nd Period,4:35,ANA,Troy Terry,terrytr01,Hooking,2 min
202401150FLA,FLA,ANA,2nd Period,5:55,FLA,Sam Reinhart,reinhsa01,Tripping,2 min
202401150FLA,FLA,ANA,2nd Period,7:47,ANA,Ryan Strome,stromry01,Slashing,2 min
202401150FLA,FLA,ANA,2nd Period,9:59,FLA,Oliver Ekman-Larsson,ekmanol01,Hooking,2 min
202401150FLA,FLA,ANA,2nd Period,15:10,FLA,Anton Lundell,lundean01,Tripping,2 min
202401150FLA,FLA,ANA,2nd Period,17:58,FLA,Sam Bennett,bennesa01,Interference,2 min
202401150FLA,FLA,ANA,2nd Period,17:58,ANA,Alex Killorn,killoal01,Cross Checking,2 min
202401150FLA,FLA,ANA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401150FLA,FLA,ANA,3rd Period,13:27,FLA,Sam Bennett,bennesa01,Roughing,2 min
202401150FLA,FLA,ANA,3rd Period,13:27,ANA,Mason McTavish,mctavma01,Roughing,2 min
202401150FLA,FLA,ANA,3rd Period,13:27,FLA,Matthew Tkachuk,tkachma01,Roughing,2 min
202401150FLA,FLA,ANA,3rd Period,13:27,ANA,Frank Vatrano,vatrafr01,Roughing,2 min
202401150FLA,FLA,ANA,3rd Period,17:22,FLA,Niko Mikkola,mikkoni01,Illegal Equipment,2 min
202401150FLA,FLA,ANA,3rd Period,17:28,ANA,Alex Killorn,killoal01,Holding Stick,2 min
202401170FLA,FLA,DET,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401170FLA,FLA,DET,1st Period,10:54,DET,J.T. Compher,comphj.01,Roughing,2 min
202401170FLA,FLA,DET,1st Period,10:54,FLA,Ryan Lomberg,lombery01,Roughing,2 min
202401170FLA,FLA,DET,1st Period,11:55,DET,Ben Chiarot,chiarbe01,Illegal Equipment,2 min
202401170FLA,FLA,DET,1st Period,11:55,FLA,Matthew Tkachuk,tkachma01,Roughing,2 min
202401170FLA,FLA,DET,1st Period,12:36,FLA,Brandon Montour,montobr01,Slashing,2 min
202401170FLA,FLA,DET,1st Period,16:45,DET,Shayne Gostisbehere,gostish01,Roughing,2 min
202401170FLA,FLA,DET,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401170FLA,FLA,DET,2nd Period,4:00,FLA,Brandon Montour,montobr01,Interference,2 min
202401170FLA,FLA,DET,2nd Period,19:05,DET,Daniel Sprong,spronda01,Holding,2 min
202401170FLA,FLA,DET,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401170FLA,FLA,DET,3rd Period,14:23,DET,Robby Fabbri,fabbrro01,Hooking,2 min
202401170FLA,FLA,DET,3rd Period,14:23,FLA,Evan Rodrigues,rodriev01,Unsportsmanlike Conduct,2 min
202401170FLA,FLA,DET,3rd Period,19:21,FLA,Aaron Ekblad,ekblaaa01,Hooking,2 min
202401190FLA,FLA,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401190FLA,FLA,MIN,1st Period,2:15,MIN,Zach Bogosian,bogosza01,Roughing,2 min
202401190FLA,FLA,MIN,1st Period,2:15,FLA,William Lockwood,lockwwi01,Interference,2 min
202401190FLA,FLA,MIN,1st Period,2:15,FLA,William Lockwood,lockwwi01,Roughing,2 min
202401190FLA,FLA,MIN,1st Period,5:58,FLA,William Lockwood,lockwwi01,Fighting,5 min
202401190FLA,FLA,MIN,1st Period,5:58,MIN,Brandon Duhaime,duhaibr01,Fighting,5 min
202401190FLA,FLA,MIN,1st Period,7:09,MIN,Marcus Foligno,foligma01,Boarding,2 min
202401190FLA,FLA,MIN,1st Period,9:14,FLA,Jonah Gadjovich,gadjojo01,Fighting,5 min
202401190FLA,FLA,MIN,1st Period,9:14,MIN,Marcus Foligno,foligma01,Fighting,5 min
202401190FLA,FLA,MIN,1st Period,10:54,MIN,Brock Faber,faberbr01,Interference,2 min
202401190FLA,FLA,MIN,1st Period,13:38,FLA,Kevin Stenlund,stenlke01,Tripping,2 min
202401190FLA,FLA,MIN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401190FLA,FLA,MIN,2nd Period,1:51,FLA,Sergei Bobrovsky,bobrose01,Tripping,2 min
202401190FLA,FLA,MIN,2nd Period,6:55,FLA,Niko Mikkola,mikkoni01,High Sticking,2 min
202401190FLA,FLA,MIN,2nd Period,9:11,FLA,Eetu Luostarinen,luostee01,Slashing,2 min
202401190FLA,FLA,MIN,2nd Period,13:10,MIN,Brandon Duhaime,duhaibr01,Unsportsmanlike Conduct,2 min
202401190FLA,FLA,MIN,2nd Period,13:10,FLA,Ryan Lomberg,lombery01,Unsportsmanlike Conduct,2 min
202401190FLA,FLA,MIN,2nd Period,13:10,MIN,Bench,Bench,Too Many Men on the Ice,2 min
202401190FLA,FLA,MIN,2nd Period,15:04,MIN,Zach Bogosian,bogosza01,Delay of Game,2 min
202401190FLA,FLA,MIN,2nd Period,18:48,FLA,Aaron Ekblad,ekblaaa01,Elbowing,2 min
202401240FLA,FLA,ARI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401240FLA,FLA,ARI,1st Period,0:05,ARI,Jack McBain,mcbaija03,Fighting,5 min
202401240FLA,FLA,ARI,1st Period,0:05,FLA,Ryan Lomberg,lombery01,Fighting,5 min
202401240FLA,FLA,ARI,1st Period,0:07,ARI,Liam O'Brien,obrieli01,Fighting,5 min
202401240FLA,FLA,ARI,1st Period,0:07,FLA,Jonah Gadjovich,gadjojo01,Fighting,5 min
202401240FLA,FLA,ARI,1st Period,5:47,FLA,Aaron Ekblad,ekblaaa01,Interference,2 min
202401240FLA,FLA,ARI,1st Period,8:18,ARI,Liam O'Brien,obrieli01,Roughing,2 min
202401240FLA,FLA,ARI,1st Period,11:30,FLA,Oliver Ekman-Larsson,ekmanol01,Tripping,2 min
202401240FLA,FLA,ARI,1st Period,16:41,ARI,Dylan Guenther,guentdy01,Hooking,2 min
202401240FLA,FLA,ARI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401240FLA,FLA,ARI,2nd Period,6:37,FLA,Sam Bennett,bennesa01,Hooking,2 min
