Game_ID,Date,Team,Location,Opp,Result,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID,Goalie,Goalie_ID username,Per.,Time
202311070CGY,11/7/2023,NSH,@,CGY,L,Michael McCarron,mccarmi01,Liam Foudy,foudyli01,Marc Del Gaizo,delgama01,Jacob Markström,marksja02,1,4.58
202311070CGY,11/7/2023,NSH,@,CGY,L,Kiefer Sherwood,sherwki01,Luke Evangelista,evanglu01,Thomas Novak,novakth01,Jacob Markström,marksja02,1,14.57
202311100TOR,11/10/2023,TOR,vs,CGY,W,William Nylander,nylanwi01,-,,--,--,Daniel Vladař,vladada01,1,3.02
202311100TOR,11/10/2023,TOR,vs,CGY,W,Calle Järnkrok,jarnkca01,Max Domi,domima01,Nicholas Robertson,roberni01,Daniel Vladař,vladada01,1,8.3
202311100TOR,11/10/2023,TOR,vs,CGY,W,William Nylander,nylanwi01,-,,--,--,Daniel Vladař,vladada01,2,1.1
202311100TOR,11/10/2023,TOR,vs,CGY,W,John Tavares,tavarjo01,William Nylander,nylanwi01,Morgan Rielly,riellmo01,Daniel Vladař,vladada01,2,4.75
202311110OTT,11/11/2023,OTT,vs,CGY,W,Mathieu Joseph,josepma01,Jake Sanderson,sandeja01,Tim Stützle,stuetti02,Dustin Wolf,wolfdu01,1,11.35
202311110OTT,11/11/2023,OTT,vs,CGY,W,Drake Batherson,bathedr01,Brady Tkachuk,tkachbr01,Jakob Chychrun,chychja01,Dustin Wolf,wolfdu01,2,3.12
202311110OTT,11/11/2023,OTT,vs,CGY,W,Rourke Chartier,chartro01,Dominik Kubalík,kubaldo01,Drake Batherson,bathedr01,Dustin Wolf,wolfdu01,3,3.83
202311110OTT,11/11/2023,OTT,vs,CGY,W,Travis Hamonic,hamontr01,Tim Stützle,stuetti02,Claude Giroux,giroucl01,Dustin Wolf,wolfdu01,3,5.2
202311140MTL,11/14/2023,MTL,vs,CGY,L,Gustav Lindström,lindsgu01,Christian Dvorak,dvorach01,Juraj Slafkovsky,slafkju01,Jacob Markström,marksja02,2,2.87
202311160CGY,11/16/2023,VAN,@,CGY,L,Elias Pettersson,petteel01,J.T. Miller,millejt01,Quinn Hughes,hughequ01,Jacob Markström,marksja02,1,9.63
202311160CGY,11/16/2023,VAN,@,CGY,L,Nils Höglander,hoglani01,Tyler Myers,myersty01,Sam Lafferty,laffesa01,Jacob Markström,marksja02,3,10.1
202311180CGY,11/18/2023,NYI,@,CGY,W,Hudson Fasching,faschhu01,Cal Clutterbuck,cluttca01,Brock Nelson,nelsobr01,Jacob Markström,marksja02,1,16.87
202311180CGY,11/18/2023,NYI,@,CGY,W,Kyle Palmieri,palmiky01,Bo Horvat,horvabo01,Noah Dobson,dobsono01,Jacob Markström,marksja02,2,4.12
202311180CGY,11/18/2023,NYI,@,CGY,W,Mathew Barzal,barzama01,-,,--,--,Jacob Markström,marksja02,2,8.12
202311180CGY,11/18/2023,NYI,@,CGY,W,Brock Nelson,nelsobr01,Pierre Engvall,engvapi01,Sebastian Aho,ahose01,Jacob Markström,marksja02,3,3.53
202311200SEA,11/20/2023,SEA,vs,CGY,L,Vince Dunn,dunnvi02,Alexander Wennberg,wennbal01,--,--,Daniel Vladař,vladada01,1,8.7
202311200SEA,11/20/2023,SEA,vs,CGY,L,Jordan Eberle,eberljo01,Vince Dunn,dunnvi02,Yanni Gourde,gourdya01,Daniel Vladař,vladada01,2,8.35
202311200SEA,11/20/2023,SEA,vs,CGY,L,Jared McCann,mccanja01,Adam Larsson,larssad01,--,--,Daniel Vladař,vladada01,2,10.42
202311220NSH,11/22/2023,NSH,vs,CGY,W,Colton Sissons,sissoco01,Roman Josi,josiro01,Cole Smith,smithco02,Jacob Markström,marksja02,1,2.55
202311220NSH,11/22/2023,NSH,vs,CGY,W,Ryan O'Reilly,oreilry01,Ryan McDonagh,mcdonry01,Gustav Nyquist,nyquigu01,Jacob Markström,marksja02,1,11.38
202311220NSH,11/22/2023,NSH,vs,CGY,W,Alexandre Carrier,carrial01,-,,--,--,Jacob Markström,marksja02,3,11.93
202311220NSH,11/22/2023,NSH,vs,CGY,W,Juuso Pärssinen,parssju01,Philip Tomasino,tomasph01,Ryan McDonagh,mcdonry01,Jacob Markström,marksja02,3,17.37
202311240DAL,11/24/2023,DAL,vs,CGY,L,Wyatt Johnston,johnswy01,Jamie Benn,bennja01,Evgenii Dadonov,dadonev01,Jacob Markström,marksja02,1,1.22
202311240DAL,11/24/2023,DAL,vs,CGY,L,Jason Robertson,roberja01,Nils Lundkvist,lundkni01,--,--,Jacob Markström,marksja02,1,11.45
202311240DAL,11/24/2023,DAL,vs,CGY,L,Wyatt Johnston,johnswy01,Jamie Benn,bennja01,Evgenii Dadonov,dadonev01,Jacob Markström,marksja02,2,4.73
202311240DAL,11/24/2023,DAL,vs,CGY,L,Joe Pavelski,paveljo01,Matt Duchene,duchema01,Jason Robertson,roberja01,Jacob Markström,marksja02,2,8.88
202311250COL,11/25/2023,COL,vs,CGY,W,Jonathan Drouin,drouijo01,Mikko Rantanen,rantami01,Nathan MacKinnon,mackina01,Daniel Vladař,vladada01,1,6.52
202311250COL,11/25/2023,COL,vs,CGY,W,Ryan Johansen,johanry01,-,,--,--,Daniel Vladař,vladada01,2,10.17
202311250COL,11/25/2023,COL,vs,CGY,W,Nathan MacKinnon,mackina01,Valeri Nichushkin,nichuva01,Cale Makar,makarca01,Daniel Vladař,vladada01,2,12.62
202311270CGY,11/27/2023,VEG,@,CGY,L,William Karlsson,karlswi01,Nicolas Roy,royni01,Michael Amadio,amadimi01,Daniel Vladař,vladada01,1,13.88
202311300CGY,11/30/2023,DAL,@,CGY,L,Thomas Harley,harleth01,Joe Pavelski,paveljo01,Jason Robertson,roberja01,Jacob Markström,marksja02,1,4.85
202311300CGY,11/30/2023,DAL,@,CGY,L,Mason Marchment,marchma01,Miro Heiskanen,heiskmi01,Tyler Seguin,seguity01,Jacob Markström,marksja02,1,19
202311300CGY,11/30/2023,DAL,@,CGY,L,Mason Marchment,marchma01,PS,,--,--,Jacob Markström,marksja02,3,1.82
202312020CGY,12/2/2023,VAN,@,CGY,W,Quinn Hughes,hughequ01,Brock Boeser,boesebr01,Filip Hronek,hronefi01,Jacob Markström,marksja02,1,2.05
202312020CGY,12/2/2023,VAN,@,CGY,W,Sam Lafferty,laffesa01,Ilya Mikheyev,mikheil01,Filip Hronek,hronefi01,Jacob Markström,marksja02,1,8.63
202312020CGY,12/2/2023,VAN,@,CGY,W,Ilya Mikheyev,mikheil01,Elias Pettersson,petteel01,Sam Lafferty,laffesa01,Jacob Markström,marksja02,2,19.53
202312020CGY,12/2/2023,VAN,@,CGY,W,Elias Pettersson,petteel01,Nikita Zadorov,zadorni01,Tyler Myers,myersty01,EN,--,3,18.67
202312050CGY,12/5/2023,MIN,@,CGY,W,Marcus Foligno,foligma01,Matt Boldy,boldyma01,--,--,Daniel Vladař,vladada01,1,1.43
202312050CGY,12/5/2023,MIN,@,CGY,W,Kirill Kaprizov,kapriki01,Marco Rossi,rossima01,Mats Zuccarello,zuccama01,Daniel Vladař,vladada01,2,0.75
202312050CGY,12/5/2023,MIN,@,CGY,W,Matt Boldy,boldyma01,-,,--,--,Daniel Vladař,vladada01,2,1.5
202312050CGY,12/5/2023,MIN,@,CGY,W,Matt Boldy,boldyma01,Kirill Kaprizov,kapriki01,Jared Spurgeon,spurgja01,Dustin Wolf,wolfdu01,2,13.97
202312050CGY,12/5/2023,MIN,@,CGY,W,Joel Eriksson Ek,eriksjo02,Marcus Johansson,johanma03,--,--,Dustin Wolf,wolfdu01,3,6.82
202312070CGY,12/7/2023,CAR,@,CGY,L,Stefan Noesen,noesest01,Jaccob Slavin,slavija01,Jack Drury,druryja01,Dustin Wolf,wolfdu01,1,2.17
202312070CGY,12/7/2023,CAR,@,CGY,L,Michael Bunting,buntimi01,Dmitry Orlov,orlovdm01,Martin Nečas,necasma01,Dustin Wolf,wolfdu01,1,8.82
202312090CGY,12/9/2023,NJD,@,CGY,W,Nico Hischier,hischni01,Jesper Bratt,brattje01,Luke Hughes,hughelu01,Dustin Wolf,wolfdu01,2,3.47
202312090CGY,12/9/2023,NJD,@,CGY,W,Jesper Bratt,brattje01,-,,--,--,Dustin Wolf,wolfdu01,2,12.52
202312090CGY,12/9/2023,NJD,@,CGY,W,Alexander Holtz,holtzal01,-,,--,--,Dustin Wolf,wolfdu01,3,8.98
202312090CGY,12/9/2023,NJD,@,CGY,W,Nico Hischier,hischni01,John Marino,marinjo01,--,--,EN,--,3,19.37
202312110COL,12/11/2023,COL,vs,CGY,W,Tomáš Tatar,tatarto01,Ross Colton,coltoro01,Fredrik Olofsson,olofsfr01,Daniel Vladař,vladada01,1,18.23
202312110COL,12/11/2023,COL,vs,CGY,W,Cale Makar,makarca01,Mikko Rantanen,rantami01,Nathan MacKinnon,mackina01,Daniel Vladař,vladada01,2,1.72
202312110COL,12/11/2023,COL,vs,CGY,W,Ben Meyers,meyerbe01,Andrew Cogliano,coglian01,Sam Malinski,malinsa01,Daniel Vladař,vladada01,2,14.95
202312110COL,12/11/2023,COL,vs,CGY,W,Ross Colton,coltoro01,Josh Manson,mansojo01,Bowen Byram,byrambo01,Daniel Vladař,vladada01,3,11.33
202312110COL,12/11/2023,COL,vs,CGY,W,Mikko Rantanen,rantami01,Valeri Nichushkin,nichuva01,Cale Makar,makarca01,Daniel Vladař,vladada01,3,13.52
202312110COL,12/11/2023,COL,vs,CGY,W,Nathan MacKinnon,mackina01,Valeri Nichushkin,nichuva01,Mikko Rantanen,rantami01,Daniel Vladař,vladada01,3,15.5
202312120VEG,12/12/2023,VEG,vs,CGY,W,Chandler Stephenson,stephch02,Jonathan Marchessault,audymjo01,Mark Stone,stonema01,Dustin Wolf,wolfdu01,1,13.55
202312120VEG,12/12/2023,VEG,vs,CGY,W,Ivan Barbashev,barbaiv01,Mark Stone,stonema01,--,--,Dustin Wolf,wolfdu01,2,5.33
202312120VEG,12/12/2023,VEG,vs,CGY,W,Mark Stone,stonema01,William Karlsson,karlswi01,Jonathan Marchessault,audymjo01,Dustin Wolf,wolfdu01,3,6
202312120VEG,12/12/2023,VEG,vs,CGY,W,William Karlsson,karlswi01,Chandler Stephenson,stephch02,Jonathan Marchessault,audymjo01,Dustin Wolf,wolfdu01,3,16.23
202312120VEG,12/12/2023,VEG,vs,CGY,W,Mark Stone,stonema01,Jack Eichel,eicheja01,Alex Pietrangelo,pietral01,Dustin Wolf,wolfdu01,OT,1.18
202312140MIN,12/14/2023,MIN,vs,CGY,W,Matt Boldy,boldyma01,-,,--,--,Daniel Vladař,vladada01,1,4.7
202312140MIN,12/14/2023,MIN,vs,CGY,W,Marco Rossi,rossima01,Alex Goligoski,goligal01,Marcus Johansson,johanma03,Daniel Vladař,vladada01,3,4.97
202312160CGY,12/16/2023,TBL,@,CGY,L,Brayden Point,pointbr01,Nikita Kucherov,kucheni01,--,--,Daniel Vladař,vladada01,3,4.17
202312160CGY,12/16/2023,TBL,@,CGY,L,Steven Stamkos,stamkst01,Nikita Kucherov,kucheni01,Victor Hedman,hedmavi01,Daniel Vladař,vladada01,3,5.67
202312180CGY,12/18/2023,FLA,@,CGY,L,Sam Reinhart,reinhsa01,Matthew Tkachuk,tkachma01,Aleksander Barkov,barkoal01,Jacob Markström,marksja02,1,19.48
202312230LAK,12/23/2023,LAK,vs,CGY,W,Quinton Byfield,byfiequ01,Drew Doughty,doughdr01,Anže Kopitar,kopitan01,Jacob Markström,marksja02,1,1.02
202312230LAK,12/23/2023,LAK,vs,CGY,W,Pierre-Luc Dubois,duboipi01,Jordan Spence,spencjo01,Phillip Danault,danauph01,Jacob Markström,marksja02,1,15.33
202312230LAK,12/23/2023,LAK,vs,CGY,W,Alex Laferriere,laferal01,Drew Doughty,doughdr01,Michael Anderson,andermi02,Jacob Markström,marksja02,2,6.47
202312230LAK,12/23/2023,LAK,vs,CGY,W,Trevor Moore,mooretr01,Matt Roy,royma04,--,--,Jacob Markström,marksja02,2,9.95
202312230LAK,12/23/2023,LAK,vs,CGY,W,Quinton Byfield,byfiequ01,Adrian Kempe,kempead01,Anže Kopitar,kopitan01,EN,--,3,19
202312270CGY,12/27/2023,SEA,@,CGY,W,Kailer Yamamoto,yamamka01,Vince Dunn,dunnvi02,Adam Larsson,larssad01,Jacob Markström,marksja02,1,2.4
202312270CGY,12/27/2023,SEA,@,CGY,W,Alexander Wennberg,wennbal01,Jared McCann,mccanja01,William Borgen,borgewi01,Jacob Markström,marksja02,3,6
202312310CGY,12/31/2023,PHI,@,CGY,L,Rasmus Ristolainen,ristora01,Ryan Poehling,poehlry01,Joel Farabee,farabjo01,Jacob Markström,marksja02,1,9.73
202312310CGY,12/31/2023,PHI,@,CGY,L,Bobby Brink,brinkbo01,Cam Atkinson,atkinca01,Travis Konecny,konectr01,Jacob Markström,marksja02,3,16.6
202312310CGY,12/31/2023,PHI,@,CGY,L,Yegor Zamula,zamulye01,Travis Konecny,konectr01,Morgan Frost,frostmo01,Jacob Markström,marksja02,3,18.63
202401020MIN,1/2/2024,MIN,vs,CGY,L,Pat Maroon,maroopa01,Nic Petan,petanni01,Marco Rossi,rossima01,Jacob Markström,marksja02,2,9.47
202401040NSH,1/4/2024,NSH,vs,CGY,L,Filip Forsberg,forsbfi01,Ryan O'Reilly,oreilry01,Gustav Nyquist,nyquigu01,Daniel Vladař,vladada01,1,6.15
202401040NSH,1/4/2024,NSH,vs,CGY,L,Colton Sissons,sissoco01,Dante Fabbro,fabbrda01,Roman Josi,josiro01,Daniel Vladař,vladada01,1,15.83
202401040NSH,1/4/2024,NSH,vs,CGY,L,Michael McCarron,mccarmi01,Philip Tomasino,tomasph01,Thomas Novak,novakth01,Daniel Vladař,vladada01,3,2.25
202401060PHI,1/6/2024,PHI,vs,CGY,W,Morgan Frost,frostmo01,Sean Walker,walkese01,Tyson Foerster,foersty01,Jacob Markström,marksja02,2,4.25
202401060PHI,1/6/2024,PHI,vs,CGY,W,Sean Couturier,coutuse01,Morgan Frost,frostmo01,Yegor Zamula,zamulye01,Jacob Markström,marksja02,2,16.1
202401060PHI,1/6/2024,PHI,vs,CGY,W,Travis Konecny,konectr01,Scott Laughton,laughsc01,Cameron York,yorkca01,Jacob Markström,marksja02,3,2.45
202401070CHI,1/7/2024,CHI,vs,CGY,W,Colin Blackwell,blackco01,Jarred Tinordi,tinorja01,Connor Murphy,murphco02,Daniel Vladař,vladada01,1,4.53
202401070CHI,1/7/2024,CHI,vs,CGY,W,Philipp Kurashev,kurasph01,Jason Dickinson,dickija01,Alex Vlasic,vlasial01,Daniel Vladař,vladada01,2,12.15
202401070CHI,1/7/2024,CHI,vs,CGY,W,Nikita Zaitsev,zaitsni01,Colin Blackwell,blackco01,Jarred Tinordi,tinorja01,Daniel Vladař,vladada01,2,14.82
202401070CHI,1/7/2024,CHI,vs,CGY,W,Colin Blackwell,blackco01,Zach Sanford,sanfoza01,Nikita Zaitsev,zaitsni01,Daniel Vladař,vladada01,3,14.62
202401090CGY,1/9/2024,OTT,@,CGY,L,Jacob Bernard-Docker,bernaja01,Vladimir Tarasenko,tarasvl01,Ridly Greig,greigri01,Jacob Markström,marksja02,1,4.15
202401090CGY,1/9/2024,OTT,@,CGY,L,Dominik Kubalík,kubaldo01,Ridly Greig,greigri01,Jakob Chychrun,chychja01,Jacob Markström,marksja02,1,19.95
202401090CGY,1/9/2024,OTT,@,CGY,L,Brady Tkachuk,tkachbr01,Claude Giroux,giroucl01,Drake Batherson,bathedr01,Jacob Markström,marksja02,2,12.65
202401110ARI,1/11/2024,ARI,vs,CGY,L,Lawson Crouse,crousla01,Nick Bjugstad,bjugsni01,Matias Maccelli,maccema01,Jacob Markström,marksja02,1,13.73
202401110ARI,1/11/2024,ARI,vs,CGY,L,Clayton Keller,kellecl01,Logan Cooley,coolelo01,Michael Kesselring,kessemi01,Jacob Markström,marksja02,2,1.73
202401130VEG,1/13/2024,VEG,vs,CGY,L,Chandler Stephenson,stephch02,Mark Stone,stonema01,Alec Martinez,martial01,Jacob Markström,marksja02,3,8.9
202401160CGY,1/16/2024,ARI,@,CGY,L,Sean Durzi,durzise01,Nick Schmaltz,schmani01,J.J. Moser,moserja01,Daniel Vladař,vladada01,2,8.37
202401160CGY,1/16/2024,ARI,@,CGY,L,Logan Cooley,coolelo01,Sean Durzi,durzise01,Clayton Keller,kellecl01,Daniel Vladař,vladada01,3,6.62
202401180CGY,1/18/2024,TOR,@,CGY,W,Auston Matthews,matthau01,Noah Gregor,gregono01,Bobby McMann,mcmanbo02,Daniel Vladař,vladada01,1,18.4
202401180CGY,1/18/2024,TOR,@,CGY,W,Auston Matthews,matthau01,William Nylander,nylanwi01,Pontus Holmberg,holmbpo01,Daniel Vladař,vladada01,2,4.13
202401180CGY,1/18/2024,TOR,@,CGY,W,Mitch Marner,marnemi01,William Nylander,nylanwi01,Auston Matthews,matthau01,Daniel Vladař,vladada01,2,7.73
202401180CGY,1/18/2024,TOR,@,CGY,W,Auston Matthews,matthau01,Matthew Knies,kniesma01,T.J. Brodie,broditj01,Daniel Vladař,vladada01,2,13.65
202401200CGY,1/20/2024,EDM,@,CGY,W,Ryan McLeod,mcleory01,Warren Foegele,foegewa01,Vincent Desharnais,deshavi01,Daniel Vladař,vladada01,1,15.05
202401200CGY,1/20/2024,EDM,@,CGY,W,Sam Gagner,gagnesa01,Cody Ceci,cecico01,Dylan Holloway,hollody01,Daniel Vladař,vladada01,3,1.65
202401200CGY,1/20/2024,EDM,@,CGY,W,Zach Hyman,hymanza01,Ryan Nugent-Hopkins,nugenry01,--,--,EN,--,3,19.42
202401230CGY,1/23/2024,STL,@,CGY,W,Brandon Saad,saadbr01,Colton Parayko,parayco01,Nick Leddy,leddyni01,Jacob Markström,marksja02,2,8.45
202401230CGY,1/23/2024,STL,@,CGY,W,Brayden Schenn,schenbr01,-,,--,--,Jacob Markström,marksja02,2,17.22
202401230CGY,1/23/2024,STL,@,CGY,W,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01,Nick Leddy,leddyni01,Jacob Markström,marksja02,3,6.93
202401230CGY,1/23/2024,STL,@,CGY,W,Brandon Saad,saadbr01,Colton Parayko,parayco01,Nick Leddy,leddyni01,Jacob Markström,marksja02,3,19.2
202401250CGY,1/25/2024,CBJ,@,CGY,W,Yegor Chinakhov,chinaye01,Zach Werenski,werenza01,Cole Sillinger,sillico01,Jacob Markström,marksja02,1,2.83
202401250CGY,1/25/2024,CBJ,@,CGY,W,Damon Severson,severda01,-,,--,--,Jacob Markström,marksja02,1,11.8
202401250CGY,1/25/2024,CBJ,@,CGY,W,Alexandre Texier,texieal01,Sean Kuraly,kuralse01,Erik Gudbranson,gudbrer01,Jacob Markström,marksja02,2,6.55
202401250CGY,1/25/2024,CBJ,@,CGY,W,Dmitri Voronkov,vorondi01,Adam Fantilli,fantiad01,Damon Severson,severda01,Jacob Markström,marksja02,3,13.72
202401250CGY,1/25/2024,CBJ,@,CGY,W,Adam Fantilli,fantiad01,Yegor Chinakhov,chinaye01,--,--,EN,--,3,18.3
202402060BOS,2/6/2024,BOS,vs,CGY,L,Pavel Zacha,zachapa01,David Pastrňák,pastrda01,Charlie Coyle,coylech01,Jacob Markström,marksja02,3,4.23
202402080NJD,2/8/2024,NJD,vs,CGY,L,Ondřej Palát,palaton01,Jesper Bratt,brattje01,Nico Hischier,hischni01,Jacob Markström,marksja02,1,15.65
202402080NJD,2/8/2024,NJD,vs,CGY,L,Nico Hischier,hischni01,Jesper Bratt,brattje01,--,--,Jacob Markström,marksja02,3,4.03
202402080NJD,2/8/2024,NJD,vs,CGY,L,Ondřej Palát,palaton01,Colin Miller,milleco02,Jesper Bratt,brattje01,Jacob Markström,marksja02,3,13.77
202402100NYI,2/10/2024,NYI,vs,CGY,L,Brock Nelson,nelsobr01,Noah Dobson,dobsono01,Kyle Palmieri,palmiky01,Jacob Markström,marksja02,3,4
202402100NYI,2/10/2024,NYI,vs,CGY,L,Jean-Gabriel Pageau,pageaje01,Mathew Barzal,barzama01,--,--,Jacob Markström,marksja02,3,17.47
202402120NYR,2/12/2024,NYR,vs,CGY,W,William Cuylle,cuyllwi01,Kaapo Kakko,kakkoka01,Jonny Brodzinski,brodzjo01,Jacob Markström,marksja02,2,12.52
202402120NYR,2/12/2024,NYR,vs,CGY,W,Jimmy Vesey,veseyji02,-,,--,--,EN,--,3,19.68
202402150CGY,2/15/2024,SJS,@,CGY,W,Mikael Granlund,granlmi01,Filip Zadina,zadinfi01,--,--,Dustin Wolf,wolfdu01,2,4.87
202402150CGY,2/15/2024,SJS,@,CGY,W,Justin Bailey,baileju01,Filip Zadina,zadinfi01,--,--,Dustin Wolf,wolfdu01,2,7.83
202402150CGY,2/15/2024,SJS,@,CGY,W,Luke Kunin,kuninlu01,William Eklund,eklunwi01,Kyle Burroughs,burroky01,Dustin Wolf,wolfdu01,2,12.5
202402150CGY,2/15/2024,SJS,@,CGY,W,Filip Zadina,zadinfi01,Nico Sturm,sturmni01,Justin Bailey,baileju01,Dustin Wolf,wolfdu01,3,4.63
202402150CGY,2/15/2024,SJS,@,CGY,W,Filip Zadina,zadinfi01,Justin Bailey,baileju01,Marc-Édouard Vlasic,vlasima01,Dustin Wolf,wolfdu01,3,5.25
202402150CGY,2/15/2024,SJS,@,CGY,W,Luke Kunin,kuninlu01,-,,--,--,Dustin Wolf,wolfdu01,3,15.5
202402170CGY,2/17/2024,DET,@,CGY,W,Patrick Kane,kanepa01,Moritz Seider,seidemo01,Robby Fabbri,fabbrro01,Jacob Markström,marksja02,1,14.93
202402170CGY,2/17/2024,DET,@,CGY,W,J.T. Compher,comphj.01,Lucas Raymond,raymolu01,Alex DeBrincat,debrial01,Jacob Markström,marksja02,1,15.98
202402170CGY,2/17/2024,DET,@,CGY,W,Dylan Larkin,larkidy01,Patrick Kane,kanepa01,Shayne Gostisbehere,gostish01,Jacob Markström,marksja02,2,5.2
202402170CGY,2/17/2024,DET,@,CGY,W,David Perron,perroda01,Andrew Copp,coppan01,Joe Veleno,velenjo01,Jacob Markström,marksja02,2,6.68
202402170CGY,2/17/2024,DET,@,CGY,W,Lucas Raymond,raymolu01,Moritz Seider,seidemo01,--,--,Daniel Vladař,vladada01,3,15.67
202402190CGY,2/19/2024,WPG,@,CGY,L,Sean Monahan,monahse01,Kyle Connor,connoky01,Gabriel Vilardi,vilarga01,Jacob Markström,marksja02,1,6.12
202402190CGY,2/19/2024,WPG,@,CGY,L,Sean Monahan,monahse01,Dylan DeMelo,demeldy01,Josh Morrissey,morrijo04,Jacob Markström,marksja02,1,6.82
202402190CGY,2/19/2024,WPG,@,CGY,L,Sean Monahan,monahse01,Gabriel Vilardi,vilarga01,Kyle Connor,connoky01,Jacob Markström,marksja02,1,11.4
202402220CGY,2/22/2024,BOS,@,CGY,L,Charlie Coyle,coylech01,-,,--,--,Jacob Markström,marksja02,1,18.68
202402220CGY,2/22/2024,BOS,@,CGY,L,Charlie Coyle,coylech01,Anthony Richard,richaan01,Parker Wotherspoon,wothepa01,Jacob Markström,marksja02,3,2.55
202402240EDM,2/24/2024,EDM,vs,CGY,L,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01,Daniel Vladař,vladada01,1,18.48
202402240EDM,2/24/2024,EDM,vs,CGY,L,Zach Hyman,hymanza01,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01,Daniel Vladař,vladada01,2,4.57
202402240EDM,2/24/2024,EDM,vs,CGY,L,Mattias Janmark,janmama02,Mattias Ekholm,ekholma01,--,--,Daniel Vladař,vladada01,3,16.27
202402270CGY,2/27/2024,LAK,@,CGY,L,Phillip Danault,danauph01,Kevin Fiala,fialake01,Drew Doughty,doughdr01,Jacob Markström,marksja02,2,12.13
202402270CGY,2/27/2024,LAK,@,CGY,L,Kevin Fiala,fialake01,Anže Kopitar,kopitan01,Quinton Byfield,byfiequ01,Jacob Markström,marksja02,2,18.9
202403020CGY,3/2/2024,PIT,@,CGY,L,Jonathan Gruden,grudejo02,-,,--,--,Jacob Markström,marksja02,1,16.7
202403020CGY,3/2/2024,PIT,@,CGY,L,Lars Eller,ellerla01,Valtteri Puustinen,puustva01,Sidney Crosby,crosbsi01,Jacob Markström,marksja02,1,19.43
202403020CGY,3/2/2024,PIT,@,CGY,L,Jeff Carter,carteje01,Ryan Graves,gravery01,Noel Acciari,acciano01,Jacob Markström,marksja02,3,2.85
202403040CGY,3/4/2024,SEA,@,CGY,W,Yanni Gourde,gourdya01,Brandon Tanev,tanevbr01,Vince Dunn,dunnvi02,Jacob Markström,marksja02,1,4.07
202403040CGY,3/4/2024,SEA,@,CGY,W,Oliver Bjorkstrand,bjorkol01,Jared McCann,mccanja01,Jaden Schwartz,schwaja01,Jacob Markström,marksja02,2,12.57
202403040CGY,3/4/2024,SEA,@,CGY,W,Adam Larsson,larssad01,Matthew Beniers,beniema01,Jordan Eberle,eberljo01,Jacob Markström,marksja02,3,0.35
202403040CGY,3/4/2024,SEA,@,CGY,W,Jared McCann,mccanja01,-,,--,--,Jacob Markström,marksja02,3,12.48
202403070TBL,3/7/2024,TBL,vs,CGY,L,Conor Sheary,shearco01,Nick Paul,paulni01,Victor Hedman,hedmavi01,Jacob Markström,marksja02,1,14.47
202403070TBL,3/7/2024,TBL,vs,CGY,L,Anthony Cirelli,cirelan01,Steven Stamkos,stamkst01,Nikita Kucherov,kucheni01,Jacob Markström,marksja02,2,12.48
202403070TBL,3/7/2024,TBL,vs,CGY,L,Michael Eyssimont,eyssimi01,Conor Sheary,shearco01,Nick Paul,paulni01,Jacob Markström,marksja02,3,14.58
202403090FLA,3/9/2024,FLA,vs,CGY,W,Vladimir Tarasenko,tarasvl01,-,,--,--,Jacob Markström,marksja02,2,0.38
202403090FLA,3/9/2024,FLA,vs,CGY,W,Aleksander Barkov,barkoal01,Sam Reinhart,reinhsa01,Vladimir Tarasenko,tarasvl01,Jacob Markström,marksja02,2,6.32
202403090FLA,3/9/2024,FLA,vs,CGY,W,Sam Bennett,bennesa01,Gustav Forsling,forslgu02,Matthew Tkachuk,tkachma01,Jacob Markström,marksja02,2,13.2
202403090FLA,3/9/2024,FLA,vs,CGY,W,Vladimir Tarasenko,tarasvl01,Gustav Forsling,forslgu02,Oliver Ekman-Larsson,ekmanol01,Jacob Markström,marksja02,2,14.92
202403090FLA,3/9/2024,FLA,vs,CGY,W,Kevin Stenlund,stenlke01,Eetu Luostarinen,luostee01,--,--,Jacob Markström,marksja02,3,4.5
202403100CAR,3/10/2024,CAR,vs,CGY,W,Jordan Martinook,martijo01,Sebastian Aho,ahose01,--,--,Daniel Vladař,vladada01,1,6.5
202403100CAR,3/10/2024,CAR,vs,CGY,W,Sebastian Aho,ahose01,Teuvo Teräväinen,teravte01,Andrei Svechnikov,svechan01,Daniel Vladař,vladada01,1,17.72
202403100CAR,3/10/2024,CAR,vs,CGY,W,Jalen Chatfield,chatfja01,Seth Jarvis,jarvise01,Jordan Staal,staaljo01,Daniel Vladař,vladada01,2,0.28
202403100CAR,3/10/2024,CAR,vs,CGY,W,Andrei Svechnikov,svechan01,Sebastian Aho,ahose01,Teuvo Teräväinen,teravte01,Daniel Vladař,vladada01,2,1.25
202403100CAR,3/10/2024,CAR,vs,CGY,W,Brent Burns,burnsbr01,Jaccob Slavin,slavija01,Jesperi Kotkaniemi,kotkaje01,Daniel Vladař,vladada01,2,13.92
202403100CAR,3/10/2024,CAR,vs,CGY,W,Seth Jarvis,jarvise01,Jalen Chatfield,chatfja01,Jordan Staal,staaljo01,Daniel Vladař,vladada01,2,19.43
