Game_ID,Date,Team,Location,Opp,Result,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID,Goalie,Goalie_ID username,Per.,Time
202402250PIT,2/25/2024,PHI,@,PIT,L,Scott Laughton,laughsc01,Olle Lycksell,lycksol01,Travis Sanheim,sanhetr01,Tristan Jarry,jarrytr01,1,2.18
202402250PIT,2/25/2024,PHI,@,PIT,L,Tyson Foerster,foersty01,Owen Tippett,tippeow01,Sean Walker,walkese01,Tristan Jarry,jarrytr01,2,0.92
202402250PIT,2/25/2024,PHI,@,PIT,L,Travis Sanheim,sanhetr01,Sean Couturier,coutuse01,--,--,Tristan Jarry,jarrytr01,2,16.55
202402250PIT,2/25/2024,PHI,@,PIT,L,Scott Laughton,laughsc01,Noah Cates,catesno01,Cameron York,yorkca01,Tristan Jarry,jarrytr01,2,17.6
202402250PIT,2/25/2024,PHI,@,PIT,L,Cameron York,yorkca01,Olle Lycksell,lycksol01,Tyson Foerster,foersty01,Tristan Jarry,jarrytr01,3,10.17
202402250PIT,2/25/2024,PHI,@,PIT,L,Tyson Foerster,foersty01,Sean Couturier,coutuse01,Scott Laughton,laughsc01,Tristan Jarry,jarrytr01,3,17.95
202402270VAN,2/27/2024,VAN,vs,PIT,L,Nils Höglander,hoglani01,Tyler Myers,myersty01,Ilya Mikheyev,mikheil01,Tristan Jarry,jarrytr01,1,10.38
202402270VAN,2/27/2024,VAN,vs,PIT,L,Brock Boeser,boesebr01,J.T. Miller,millejt01,Filip Hronek,hronefi01,Tristan Jarry,jarrytr01,1,17.72
202402270VAN,2/27/2024,VAN,vs,PIT,L,J.T. Miller,millejt01,Elias Pettersson,petteel01,Thatcher Demko,demkoth01,Tristan Jarry,jarrytr01,2,10.08
202402290SEA,2/29/2024,SEA,vs,PIT,W,Oliver Bjorkstrand,bjorkol01,Alexander Wennberg,wennbal01,William Borgen,borgewi01,Tristan Jarry,jarrytr01,1,12.42
202402290SEA,2/29/2024,SEA,vs,PIT,W,Alexander Wennberg,wennbal01,Kailer Yamamoto,yamamka01,Eeli Tolvanen,tolvaee01,Tristan Jarry,jarrytr01,3,15.03
202403020CGY,3/2/2024,CGY,vs,PIT,W,Yegor Sharangovich,sharaye01,-,,--,--,Tristan Jarry,jarrytr01,2,3.62
202403020CGY,3/2/2024,CGY,vs,PIT,W,Nazem Kadri,kadrina01,MacKenzie Weegar,weegama01,Noah Hanifin,hanifno01,Tristan Jarry,jarrytr01,3,10.15
202403020CGY,3/2/2024,CGY,vs,PIT,W,Blake Coleman,colembl01,Andrew Mangiapane,mangian01,Mikael Backlund,backlmi01,Tristan Jarry,jarrytr01,3,10.68
202403020CGY,3/2/2024,CGY,vs,PIT,W,Yegor Sharangovich,sharaye01,Mikael Backlund,backlmi01,--,--,Tristan Jarry,jarrytr01,3,19.17
202403030EDM,3/3/2024,EDM,vs,PIT,W,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01,Alex Nedeljkovic,nedelal01,1,14.12
202403030EDM,3/3/2024,EDM,vs,PIT,W,Corey Perry,perryco01,Ryan McLeod,mcleory01,Warren Foegele,foegewa01,Alex Nedeljkovic,nedelal01,2,2.95
202403030EDM,3/3/2024,EDM,vs,PIT,W,Zach Hyman,hymanza01,Leon Draisaitl,draisle01,Evan Bouchard,bouchev01,Alex Nedeljkovic,nedelal01,2,5.92
202403030EDM,3/3/2024,EDM,vs,PIT,W,Ryan McLeod,mcleory01,Brett Kulak,kulakbr01,Evander Kane,kaneev01,Alex Nedeljkovic,nedelal01,2,18.78
202403030EDM,3/3/2024,EDM,vs,PIT,W,Cody Ceci,cecico01,Warren Foegele,foegewa01,Brett Kulak,kulakbr01,Alex Nedeljkovic,nedelal01,2,19.17
202403030EDM,3/3/2024,EDM,vs,PIT,W,Connor McDavid,mcdavco01,Leon Draisaitl,draisle01,Mattias Ekholm,ekholma01,Alex Nedeljkovic,nedelal01,3,6.05
202403050PIT,3/5/2024,CBJ,@,PIT,L,Johnny Gaudreau,gaudrjo01,Jack Roslovic,rosloja01,Zach Werenski,werenza01,Tristan Jarry,jarrytr01,2,4.52
202403050PIT,3/5/2024,CBJ,@,PIT,L,Andrew Peeke,peekean01,Jake Bean,beanja01,Alexandre Texier,texieal01,Tristan Jarry,jarrytr01,2,5.47
202403050PIT,3/5/2024,CBJ,@,PIT,L,Jack Roslovic,rosloja01,Andrew Peeke,peekean01,--,--,Tristan Jarry,jarrytr01,3,8.07
202403070PIT,3/7/2024,WSH,@,PIT,W,Tom Wilson,wilsoto01,Beck Malenstyn,malenbe01,--,--,Tristan Jarry,jarrytr01,1,1.85
202403070PIT,3/7/2024,WSH,@,PIT,W,Alex Ovechkin,ovechal01,Dylan Strome,stromdy01,John Carlson,carlsjo01,Tristan Jarry,jarrytr01,2,0.5
202403070PIT,3/7/2024,WSH,@,PIT,W,Nick Jensen,jenseni02,Beck Malenstyn,malenbe01,--,--,Tristan Jarry,jarrytr01,2,3.27
202403070PIT,3/7/2024,WSH,@,PIT,W,Hendrix Lapierre,lapiehe01,Trevor van Riemsdyk,vanritr01,Alex Ovechkin,ovechal01,Tristan Jarry,jarrytr01,2,8.83
202403070PIT,3/7/2024,WSH,@,PIT,W,Ivan Miroshnichenko,mirosiv01,Dylan Strome,stromdy01,Sonny Milano,milanso01,Alex Nedeljkovic,nedelal01,2,16.35
202403070PIT,3/7/2024,WSH,@,PIT,W,Sonny Milano,milanso01,Alexander Alexeyev,alexeal01,Dylan Strome,stromdy01,Alex Nedeljkovic,nedelal01,3,2.22
202403090BOS,3/9/2024,BOS,vs,PIT,W,David Pastrňák,pastrda01,Jake DeBrusk,debruja01,Pavel Zacha,zachapa01,Alex Nedeljkovic,nedelal01,2,2.43
202403090BOS,3/9/2024,BOS,vs,PIT,W,Pavel Zacha,zachapa01,Morgan Geekie,geekimo01,Mason Lohrei,lohrema01,Alex Nedeljkovic,nedelal01,2,12.8
202403090BOS,3/9/2024,BOS,vs,PIT,W,Brad Marchand,marchbr03,Charlie Coyle,coylech01,Hampus Lindholm,lindhha01,Alex Nedeljkovic,nedelal01,2,18.42
202403090BOS,3/9/2024,BOS,vs,PIT,W,Jake DeBrusk,debruja01,Brad Marchand,marchbr03,Hampus Lindholm,lindhha01,Alex Nedeljkovic,nedelal01,3,9.6
202403090BOS,3/9/2024,BOS,vs,PIT,W,Pavel Zacha,zachapa01,David Pastrňák,pastrda01,Danton Heinen,heineda01,Alex Nedeljkovic,nedelal01,3,15.55
202403100PIT,3/10/2024,EDM,@,PIT,W,Connor McDavid,mcdavco01,-,,--,--,Tristan Jarry,jarrytr01,1,1.13
202403100PIT,3/10/2024,EDM,@,PIT,W,Mattias Ekholm,ekholma01,Evan Bouchard,bouchev01,Connor McDavid,mcdavco01,Tristan Jarry,jarrytr01,1,8.88
202403100PIT,3/10/2024,EDM,@,PIT,W,Darnell Nurse,nurseda01,Connor McDavid,mcdavco01,Ryan Nugent-Hopkins,nugenry01,Tristan Jarry,jarrytr01,3,10.7
202403100PIT,3/10/2024,EDM,@,PIT,W,Darnell Nurse,nurseda01,Mattias Ekholm,ekholma01,--,--,Tristan Jarry,jarrytr01,3,15.97
202403120OTT,3/12/2024,OTT,vs,PIT,W,Jake Sanderson,sandeja01,Mathieu Joseph,josepma01,Claude Giroux,giroucl01,Tristan Jarry,jarrytr01,3,11.1
202403120OTT,3/12/2024,OTT,vs,PIT,W,Drake Batherson,bathedr01,Tim Stützle,stuetti02,Jake Sanderson,sandeja01,Tristan Jarry,jarrytr01,OT,3.22
202403140PIT,3/14/2024,SJS,@,PIT,L,Fabian Zetterlund,zettefa01,Calen Addison,addisca01,Henry Thrun,thrunhe01,Tristan Jarry,jarrytr01,1,14.52
202403140PIT,3/14/2024,SJS,@,PIT,L,Marc-Édouard Vlasic,vlasima01,Klim Kostin,kostikl01,Mikael Granlund,granlmi01,Tristan Jarry,jarrytr01,1,19.02
202403140PIT,3/14/2024,SJS,@,PIT,L,Klim Kostin,kostikl01,Mikael Granlund,granlmi01,Marc-Édouard Vlasic,vlasima01,Tristan Jarry,jarrytr01,2,18.7
202403160PIT,3/16/2024,NYR,@,PIT,W,Kaapo Kakko,kakkoka01,Jimmy Vesey,veseyji02,Alexander Wennberg,wennbal01,Tristan Jarry,jarrytr01,1,3.12
202403160PIT,3/16/2024,NYR,@,PIT,W,Adam Fox,foxad01,Artemi Panarin,panarar01,Vincent Trocheck,trochvi01,Tristan Jarry,jarrytr01,1,3.55
202403160PIT,3/16/2024,NYR,@,PIT,W,Artemi Panarin,panarar01,Vincent Trocheck,trochvi01,K'Andre Miller,milleka01,Tristan Jarry,jarrytr01,1,15.53
202403160PIT,3/16/2024,NYR,@,PIT,W,Artemi Panarin,panarar01,Chris Kreider,kreidch01,Adam Fox,foxad01,Tristan Jarry,jarrytr01,2,16.45
202403160PIT,3/16/2024,NYR,@,PIT,W,Mika Zibanejad,zibanmi01,Chris Kreider,kreidch01,Artemi Panarin,panarar01,Tristan Jarry,jarrytr01,2,17.53
202403160PIT,3/16/2024,NYR,@,PIT,W,K'Andre Miller,milleka01,Alexis Lafrenière,lafreal01,Artemi Panarin,panarar01,Tristan Jarry,jarrytr01,3,4.68
202403160PIT,3/16/2024,NYR,@,PIT,W,Chris Kreider,kreidch01,K'Andre Miller,milleka01,--,--,EN,--,3,19.7
202403170PIT,3/17/2024,DET,@,PIT,L,Lucas Raymond,raymolu01,David Perron,perroda01,Ben Chiarot,chiarbe01,Alex Nedeljkovic,nedelal01,1,15.65
202403170PIT,3/17/2024,DET,@,PIT,L,Christian Fischer,fischch01,Michael Rasmussen,rasmumi01,Jeff Petry,petryje01,Alex Nedeljkovic,nedelal01,2,17.58
202403170PIT,3/17/2024,DET,@,PIT,L,Lucas Raymond,raymolu01,Patrick Kane,kanepa01,Shayne Gostisbehere,gostish01,Alex Nedeljkovic,nedelal01,3,16.62
202403190NJD,3/19/2024,NJD,vs,PIT,W,Dawson Mercer,merceda01,Tomáš Nosek,nosekto01,Ondřej Palát,palaton01,Tristan Jarry,jarrytr01,1,5.58
202403190NJD,3/19/2024,NJD,vs,PIT,W,Timo Meier,meierti01,Luke Hughes,hughelu01,Jesper Bratt,brattje01,Tristan Jarry,jarrytr01,2,14.33
202403190NJD,3/19/2024,NJD,vs,PIT,W,Alexander Holtz,holtzal01,Jack Hughes,hugheja03,Luke Hughes,hughelu01,Tristan Jarry,jarrytr01,3,8.97
202403190NJD,3/19/2024,NJD,vs,PIT,W,Dawson Mercer,merceda01,Tomáš Nosek,nosekto01,Ondřej Palát,palaton01,Tristan Jarry,jarrytr01,3,9.23
202403190NJD,3/19/2024,NJD,vs,PIT,W,Timo Meier,meierti01,Jesper Bratt,brattje01,Jack Hughes,hugheja03,Tristan Jarry,jarrytr01,3,16.88
202403220DAL,3/22/2024,DAL,vs,PIT,W,Joe Pavelski,paveljo01,Thomas Harley,harleth01,Jason Robertson,roberja01,Tristan Jarry,jarrytr01,1,7.27
202403220DAL,3/22/2024,DAL,vs,PIT,W,Jamie Benn,bennja01,Miro Heiskanen,heiskmi01,Jason Robertson,roberja01,Tristan Jarry,jarrytr01,2,5.87
202403220DAL,3/22/2024,DAL,vs,PIT,W,Jamie Benn,bennja01,Logan Stankoven,stanklo01,--,--,Tristan Jarry,jarrytr01,2,7.15
202403220DAL,3/22/2024,DAL,vs,PIT,W,Sam Steel,steelsa01,Craig Smith,smithcr01,--,--,Tristan Jarry,jarrytr01,3,4.62
202403240COL,3/24/2024,COL,vs,PIT,W,Sean Walker,walkese01,Ross Colton,coltoro01,Miles Wood,woodmi01,Alex Nedeljkovic,nedelal01,2,16.08
202403240COL,3/24/2024,COL,vs,PIT,W,Yakov Trenin,treniya01,Brandon Duhaime,duhaibr01,--,--,Alex Nedeljkovic,nedelal01,2,19.5
202403240COL,3/24/2024,COL,vs,PIT,W,Jonathan Drouin,drouijo01,Nathan MacKinnon,mackina01,Devon Toews,toewsde01,Alex Nedeljkovic,nedelal01,3,3.53
202403240COL,3/24/2024,COL,vs,PIT,W,Nathan MacKinnon,mackina01,Jonathan Drouin,drouijo01,Devon Toews,toewsde01,Tristan Jarry,jarrytr01,3,15.37
202403240COL,3/24/2024,COL,vs,PIT,W,Jonathan Drouin,drouijo01,Cale Makar,makarca01,Nathan MacKinnon,mackina01,Alex Nedeljkovic,nedelal01,OT,0.9
202403260PIT,3/26/2024,CAR,@,PIT,L,Dmitry Orlov,orlovdm01,-,,--,--,Alex Nedeljkovic,nedelal01,2,11.28
202403280PIT,3/28/2024,CBJ,@,PIT,L,Mathieu Olivier,olivima01,Damon Severson,severda01,Cole Sillinger,sillico01,Alex Nedeljkovic,nedelal01,2,5.33
202403280PIT,3/28/2024,CBJ,@,PIT,L,Cole Sillinger,sillico01,Alexandre Texier,texieal01,Ivan Provorov,provoiv01,Alex Nedeljkovic,nedelal01,2,13.18
202403300CBJ,3/30/2024,CBJ,vs,PIT,W,Mathieu Olivier,olivima01,Cole Sillinger,sillico01,--,--,Alex Nedeljkovic,nedelal01,1,7.78
202403300CBJ,3/30/2024,CBJ,vs,PIT,W,Kirill Marchenko,marchki01,Damon Severson,severda01,Zach Werenski,werenza01,Alex Nedeljkovic,nedelal01,3,9.13
202403300CBJ,3/30/2024,CBJ,vs,PIT,W,Zach Werenski,werenza01,Johnny Gaudreau,gaudrjo01,--,--,Alex Nedeljkovic,nedelal01,3,11.78
202404010NYR,4/1/2024,NYR,vs,PIT,L,Kaapo Kakko,kakkoka01,Adam Fox,foxad01,Artemi Panarin,panarar01,Alex Nedeljkovic,nedelal01,3,10.7
202404010NYR,4/1/2024,NYR,vs,PIT,L,Jack Roslovic,rosloja01,Mika Zibanejad,zibanmi01,--,--,Alex Nedeljkovic,nedelal01,3,16.88
202404020NJD,4/2/2024,NJD,vs,PIT,L,Timo Meier,meierti01,Luke Hughes,hughelu01,Nico Hischier,hischni01,Alex Nedeljkovic,nedelal01,1,19.72
202404020NJD,4/2/2024,NJD,vs,PIT,L,Curtis Lazar,lazarcu01,Tomáš Nosek,nosekto01,John Marino,marinjo01,Alex Nedeljkovic,nedelal01,2,9.7
202404020NJD,4/2/2024,NJD,vs,PIT,L,Jesper Bratt,brattje01,Nico Hischier,hischni01,John Marino,marinjo01,Alex Nedeljkovic,nedelal01,2,17.78
202404040WSH,4/4/2024,WSH,vs,PIT,L,Alex Ovechkin,ovechal01,Sonny Milano,milanso01,Hendrix Lapierre,lapiehe01,Alex Nedeljkovic,nedelal01,3,6.03
202404060PIT,4/6/2024,TBL,@,PIT,L,Steven Stamkos,stamkst01,Victor Hedman,hedmavi01,Nikita Kucherov,kucheni01,Alex Nedeljkovic,nedelal01,2,12.25
202404060PIT,4/6/2024,TBL,@,PIT,L,Nick Paul,paulni01,Michael Eyssimont,eyssimi01,Mitchell Chaffee,chaffmi01,Alex Nedeljkovic,nedelal01,3,0.42
202404060PIT,4/6/2024,TBL,@,PIT,L,Anthony Duclair,duclaan01,Nikita Kucherov,kucheni01,Victor Hedman,hedmavi01,Alex Nedeljkovic,nedelal01,3,7.38
202404060PIT,4/6/2024,TBL,@,PIT,L,Steven Stamkos,stamkst01,Victor Hedman,hedmavi01,Nikita Kucherov,kucheni01,Alex Nedeljkovic,nedelal01,3,10.75
202404080TOR,4/8/2024,TOR,vs,PIT,W,Matthew Knies,kniesma01,T.J. Brodie,broditj01,Morgan Rielly,riellmo01,Alex Nedeljkovic,nedelal01,2,5.6
202404080TOR,4/8/2024,TOR,vs,PIT,W,Auston Matthews,matthau01,John Tavares,tavarjo01,--,--,Alex Nedeljkovic,nedelal01,3,1.37
202404080TOR,4/8/2024,TOR,vs,PIT,W,Jake McCabe,mccabja01,Auston Matthews,matthau01,Mitch Marner,marnemi01,Alex Nedeljkovic,nedelal01,OT,1.5
202404110PIT,4/11/2024,DET,@,PIT,L,Lucas Raymond,raymolu01,Alex DeBrincat,debrial01,--,--,Alex Nedeljkovic,nedelal01,1,3.65
202404110PIT,4/11/2024,DET,@,PIT,L,Lucas Raymond,raymolu01,Alex DeBrincat,debrial01,Dylan Larkin,larkidy01,Alex Nedeljkovic,nedelal01,1,19.77
202404110PIT,4/11/2024,DET,@,PIT,L,Jeff Petry,petryje01,Moritz Seider,seidemo01,Daniel Sprong,spronda01,Alex Nedeljkovic,nedelal01,2,19.4
202404110PIT,4/11/2024,DET,@,PIT,L,Dylan Larkin,larkidy01,Lucas Raymond,raymolu01,J.T. Compher,comphj.01,Alex Nedeljkovic,nedelal01,3,12.93
202404110PIT,4/11/2024,DET,@,PIT,L,Lucas Raymond,raymolu01,Dylan Larkin,larkidy01,Alex DeBrincat,debrial01,Alex Nedeljkovic,nedelal01,3,14.88
202404130PIT,4/13/2024,BOS,@,PIT,W,Jake DeBrusk,debruja01,Andrew Peeke,peekean01,Charlie Coyle,coylech01,Alex Nedeljkovic,nedelal01,2,8.13
202404130PIT,4/13/2024,BOS,@,PIT,W,Pavel Zacha,zachapa01,Matt Grzelcyk,grzelma01,Charlie McAvoy,mcavoch01,Alex Nedeljkovic,nedelal01,2,8.37
202404130PIT,4/13/2024,BOS,@,PIT,W,Kevin Shattenkirk,shattke01,David Pastrňák,pastrda01,Pavel Zacha,zachapa01,Alex Nedeljkovic,nedelal01,2,11.58
202404130PIT,4/13/2024,BOS,@,PIT,W,Brad Marchand,marchbr03,Charlie Coyle,coylech01,--,--,Tristan Jarry,jarrytr01,2,14.9
202404130PIT,4/13/2024,BOS,@,PIT,W,Morgan Geekie,geekimo01,Jakub Lauko,laukoja01,Trent Frederic,fredetr01,Tristan Jarry,jarrytr01,3,14.17
202404130PIT,4/13/2024,BOS,@,PIT,W,Danton Heinen,heineda01,David Pastrňák,pastrda01,--,--,EN,--,3,17.22
202404150PIT,4/15/2024,NSH,@,PIT,L,Gustav Nyquist,nyquigu01,Ryan O'Reilly,oreilry01,Ryan McDonagh,mcdonry01,Alex Nedeljkovic,nedelal01,2,7.4
202404150PIT,4/15/2024,NSH,@,PIT,L,Filip Forsberg,forsbfi01,Ryan McDonagh,mcdonry01,--,--,Alex Nedeljkovic,nedelal01,2,17.6
202404170NYI,4/17/2024,NYI,vs,PIT,W,Brock Nelson,nelsobr01,Simon Holmström,holmssi01,--,--,Alex Nedeljkovic,nedelal01,1,4.93
202404170NYI,4/17/2024,NYI,vs,PIT,W,Casey Cizikas,cizikca01,Alexander Romanov,romanal01,Samuel Bolduc,boldusa01,Alex Nedeljkovic,nedelal01,2,13.32
202404170NYI,4/17/2024,NYI,vs,PIT,W,Kyle Palmieri,palmiky01,Brock Nelson,nelsobr01,Mike Reilly,reillmi01,Alex Nedeljkovic,nedelal01,2,19.73
202404170NYI,4/17/2024,NYI,vs,PIT,W,Samuel Bolduc,boldusa01,Ryan Pulock,pulocry01,Ruslan Iskhakov,iskharu01,Alex Nedeljkovic,nedelal01,3,1.6
202404170NYI,4/17/2024,NYI,vs,PIT,W,Simon Holmström,holmssi01,Kyle MacLean,macleky01,--,--,Alex Nedeljkovic,nedelal01,3,14.45
202310100VEG,10/10/2023,VEG,vs,SEA,W,Chandler Stephenson,stephch02,Brett Howden,howdebr01,Mark Stone,stonema01,Philipp Grubauer,grubaph01,1,7.27
202310100VEG,10/10/2023,VEG,vs,SEA,W,Jonathan Marchessault,audymjo01,-,,--,--,Philipp Grubauer,grubaph01,1,14.95
202310100VEG,10/10/2023,VEG,vs,SEA,W,Ivan Barbashev,barbaiv01,Brayden McNabb,mcnabbr01,--,--,Philipp Grubauer,grubaph01,2,1.33
202310100VEG,10/10/2023,VEG,vs,SEA,W,Jack Eichel,eicheja01,Mark Stone,stonema01,Chandler Stephenson,stephch02,EN,--,3,18.75
202310120NSH,10/12/2023,NSH,vs,SEA,W,Colton Sissons,sissoco01,Cole Smith,smithco02,--,--,Philipp Grubauer,grubaph01,2,10.4
202310120NSH,10/12/2023,NSH,vs,SEA,W,Gustav Nyquist,nyquigu01,Alexandre Carrier,carrial01,Ryan McDonagh,mcdonry01,Philipp Grubauer,grubaph01,3,10.05
202310120NSH,10/12/2023,NSH,vs,SEA,W,Juuso Pärssinen,parssju01,-,,--,--,EN,--,3,18.32
202310140STL,10/14/2023,STL,vs,SEA,W,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01,--,--,Joey Daccord,daccojo01,2,7.82
202310170SEA,10/17/2023,COL,@,SEA,W,Artturi Lehkonen,lehkoar01,-,,--,--,Philipp Grubauer,grubaph01,2,3.83
202310170SEA,10/17/2023,COL,@,SEA,W,Logan O'Connor,oconnlo01,Cale Makar,makarca01,Devon Toews,toewsde01,Philipp Grubauer,grubaph01,2,11.83
202310170SEA,10/17/2023,COL,@,SEA,W,Mikko Rantanen,rantami01,Samuel Girard,girarsa01,Andrew Cogliano,coglian01,Philipp Grubauer,grubaph01,3,13.75
202310170SEA,10/17/2023,COL,@,SEA,W,Valeri Nichushkin,nichuva01,-,,--,--,EN,--,3,16.77
202310190SEA,10/19/2023,CAR,@,SEA,L,Jesper Fast,fastje01,Jaccob Slavin,slavija01,Jordan Staal,staaljo01,Joey Daccord,daccojo01,1,7.58
202310190SEA,10/19/2023,CAR,@,SEA,L,Seth Jarvis,jarvise01,Stefan Noesen,noesest01,Jaccob Slavin,slavija01,Joey Daccord,daccojo01,3,1.13
202310190SEA,10/19/2023,CAR,@,SEA,L,Jesperi Kotkaniemi,kotkaje01,Stefan Noesen,noesest01,Seth Jarvis,jarvise01,Joey Daccord,daccojo01,3,5.9
202310190SEA,10/19/2023,CAR,@,SEA,L,Seth Jarvis,jarvise01,Jordan Staal,staaljo01,Martin Nečas,necasma01,Joey Daccord,daccojo01,3,15.93
202310210SEA,10/21/2023,NYR,@,SEA,W,Artemi Panarin,panarar01,Filip Chytil,chytifi01,--,--,Philipp Grubauer,grubaph01,1,12.25
202310210SEA,10/21/2023,NYR,@,SEA,W,Kaapo Kakko,kakkoka01,Jacob Trouba,troubja01,K'Andre Miller,milleka01,Philipp Grubauer,grubaph01,2,13.03
202310210SEA,10/21/2023,NYR,@,SEA,W,Alexis Lafrenière,lafreal01,Filip Chytil,chytifi01,--,--,Philipp Grubauer,grubaph01,2,17.98
202310210SEA,10/21/2023,NYR,@,SEA,W,Artemi Panarin,panarar01,Filip Chytil,chytifi01,K'Andre Miller,milleka01,Philipp Grubauer,grubaph01,3,5.5
202310240DET,10/24/2023,DET,vs,SEA,L,Joe Veleno,velenjo01,Olli Määttä,maattol01,Daniel Sprong,spronda01,Joey Daccord,daccojo01,2,1.12
202310240DET,10/24/2023,DET,vs,SEA,L,Shayne Gostisbehere,gostish01,Moritz Seider,seidemo01,Dylan Larkin,larkidy01,Joey Daccord,daccojo01,3,2.17
202310240DET,10/24/2023,DET,vs,SEA,L,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01,Moritz Seider,seidemo01,Joey Daccord,daccojo01,3,4.63
202310240DET,10/24/2023,DET,vs,SEA,L,Alex DeBrincat,debrial01,Dylan Larkin,larkidy01,Shayne Gostisbehere,gostish01,Joey Daccord,daccojo01,3,10.43
202310260CAR,10/26/2023,CAR,vs,SEA,W,Martin Nečas,necasma01,Michael Bunting,buntimi01,Jesperi Kotkaniemi,kotkaje01,Joey Daccord,daccojo01,1,18.37
202310260CAR,10/26/2023,CAR,vs,SEA,W,Jesperi Kotkaniemi,kotkaje01,Martin Nečas,necasma01,Brady Skjei,skjeibr01,Joey Daccord,daccojo01,3,15.6
202310260CAR,10/26/2023,CAR,vs,SEA,W,Martin Nečas,necasma01,Tony DeAngelo,deangan01,Sebastian Aho,ahose01,Joey Daccord,daccojo01,OT,4.83
202310280FLA,10/28/2023,FLA,vs,SEA,W,Gustav Forsling,forslgu02,Anton Lundell,lundean01,Carter Verhaeghe,verhaca01,Joey Daccord,daccojo01,2,8.88
202310280FLA,10/28/2023,FLA,vs,SEA,W,Matthew Tkachuk,tkachma01,Dmitry Kulikov,kulikdm01,Niko Mikkola,mikkoni01,Joey Daccord,daccojo01,2,9.07
202310280FLA,10/28/2023,FLA,vs,SEA,W,Nick Cousins,cousini01,Josh Mahura,mahurjo01,Dmitry Kulikov,kulikdm01,Joey Daccord,daccojo01,3,14.13
202310300TBL,10/30/2023,TBL,vs,SEA,L,Tanner Jeannot,jeannta01,Haydn Fleury,fleurha01,Darren Raddysh,raddyda01,Philipp Grubauer,grubaph01,1,13.62
202310300TBL,10/30/2023,TBL,vs,SEA,L,Alex Barré-Boulet,barreal01,Brandon Hagel,hagelbr01,Tanner Jeannot,jeannta01,Philipp Grubauer,grubaph01,2,3.67
202310300TBL,10/30/2023,TBL,vs,SEA,L,Brandon Hagel,hagelbr01,Anthony Cirelli,cirelan01,Alex Barré-Boulet,barreal01,Philipp Grubauer,grubaph01,3,14.53
202311020SEA,11/2/2023,NSH,@,SEA,L,Thomas Novak,novakth01,Colton Sissons,sissoco01,Luke Evangelista,evanglu01,Philipp Grubauer,grubaph01,1,6.58
202311020SEA,11/2/2023,NSH,@,SEA,L,Roman Josi,josiro01,Tyson Barrie,barrity01,Filip Forsberg,forsbfi01,Philipp Grubauer,grubaph01,2,16.57
202311040SEA,11/4/2023,CGY,@,SEA,W,Martin Pospisil,pospima01,Nazem Kadri,kadrina01,Dillon Dubé,dubedi01,Philipp Grubauer,grubaph01,1,13.98
202311040SEA,11/4/2023,CGY,@,SEA,W,Noah Hanifin,hanifno01,Jonathan Huberdeau,huberjo01,Connor Zary,zaryco01,Philipp Grubauer,grubaph01,2,19
202311040SEA,11/4/2023,CGY,@,SEA,W,Yegor Sharangovich,sharaye01,Nikita Zadorov,zadorni01,Nick DeSimone,desimni01,Philipp Grubauer,grubaph01,3,1.55
202311040SEA,11/4/2023,CGY,@,SEA,W,Mikael Backlund,backlmi01,Walker Duehr,duehrwa01,A.J. Greer,greeraj01,Philipp Grubauer,grubaph01,3,4
202311040SEA,11/4/2023,CGY,@,SEA,W,Mikael Backlund,backlmi01,-,,--,--,EN,--,3,19.2
202311040SEA,11/4/2023,CGY,@,SEA,W,Rasmus Andersson,anderra01,-,,--,--,EN,--,3,19.65
202311070ARI,11/7/2023,ARI,vs,SEA,W,Matias Maccelli,maccema01,Nick Bjugstad,bjugsni01,Travis Dermott,dermotr01,Joey Daccord,daccojo01,1,6.12
202311070ARI,11/7/2023,ARI,vs,SEA,W,Barrett Hayton,haytoba01,Clayton Keller,kellecl01,Nick Schmaltz,schmani01,Joey Daccord,daccojo01,2,3.98
202311070ARI,11/7/2023,ARI,vs,SEA,W,Clayton Keller,kellecl01,Nick Schmaltz,schmani01,Sean Durzi,durzise01,Joey Daccord,daccojo01,3,1.97
202311090COL,11/9/2023,COL,vs,SEA,L,Bowen Byram,byrambo01,Nathan MacKinnon,mackina01,Artturi Lehkonen,lehkoar01,Philipp Grubauer,grubaph01,2,4.95
202311090COL,11/9/2023,COL,vs,SEA,L,Nathan MacKinnon,mackina01,Cale Makar,makarca01,Mikko Rantanen,rantami01,Philipp Grubauer,grubaph01,2,15.67
202311090COL,11/9/2023,COL,vs,SEA,L,Valeri Nichushkin,nichuva01,Devon Toews,toewsde01,Nathan MacKinnon,mackina01,Philipp Grubauer,grubaph01,3,12.25
202311110SEA,11/11/2023,EDM,@,SEA,W,Zach Hyman,hymanza01,Evander Kane,kaneev01,--,--,Philipp Grubauer,grubaph01,1,9.93
202311110SEA,11/11/2023,EDM,@,SEA,W,Zach Hyman,hymanza01,Evan Bouchard,bouchev01,Ryan Nugent-Hopkins,nugenry01,Philipp Grubauer,grubaph01,1,14.15
202311110SEA,11/11/2023,EDM,@,SEA,W,Zach Hyman,hymanza01,Evander Kane,kaneev01,--,--,Philipp Grubauer,grubaph01,1,18.67
