Game_ID,Home Team,Away Team,Goalie,Goalie_ID,Team,DEC,GA,SA,SV,SV%,SO,PIM,Goalie TOI
202312050CGY,CGY,MIN,Filip Gustavsson,gustafi01,MIN,W,2,30,28,0.933,0,0,60:00:00
202312050CGY,CGY,MIN,Daniel Vladař,vladada01,CGY,L,3,16,13,0.813,0,0,21:30
202312050CGY,CGY,MIN,Dustin Wolf,wolfdu01,CGY,--,2,13,11,0.846,0,0,38:30:00
202312070CGY,CGY,CAR,Pyotr Kochetkov,kochepy01,CAR,L,3,27,24,0.889,0,2,57:54:00
202312070CGY,CGY,CAR,Dustin Wolf,wolfdu01,CGY,W,2,30,28,0.933,0,0,60:00:00
202312090CGY,CGY,NJD,Vítek Vaněček,vanecvi01,NJD,W,2,25,23,0.92,0,0,59:52:00
202312090CGY,CGY,NJD,Dustin Wolf,wolfdu01,CGY,L,3,29,26,0.897,0,0,58:42:00
202312090CGY,CGY,NJD,Empty Net,--,CGY,--,1,1,0,0,0,0,0
202312160CGY,CGY,TBL,Andrei Vasilevskiy,vasilan02,TBL,L,4,26,22,0.846,0,0,56:41:00
202312160CGY,CGY,TBL,Daniel Vladař,vladada01,CGY,W,2,33,31,0.939,0,0,60:00:00
202312180CGY,CGY,FLA,Anthony Stolarz,stolaan01,FLA,L,2,24,22,0.917,0,0,57:24:00
202312180CGY,CGY,FLA,Empty Net,--,FLA,--,1,1,0,0,0,0,0
202312180CGY,CGY,FLA,Jacob Markström,marksja02,CGY,W,1,34,33,0.971,0,0,60:00:00
202312270CGY,CGY,SEA,Chris Driedger,driedch01,SEA,W,1,38,37,0.974,0,0,60:00:00
202312270CGY,CGY,SEA,Jacob Markström,marksja02,CGY,L,2,21,19,0.905,0,0,57:54:00
202312310CGY,CGY,PHI,Samuel Ersson,erssosa01,PHI,L,3,32,29,0.906,0,2,57:06:00
202312310CGY,CGY,PHI,Empty Net,--,PHI,--,1,1,0,0,0,0,0
202312310CGY,CGY,PHI,Jacob Markström,marksja02,CGY,W,3,31,28,0.903,0,0,60:00:00
202401090CGY,CGY,OTT,Joonas Korpisalo,korpijo01,OTT,L,5,35,30,0.857,0,0,59:44:00
202401090CGY,CGY,OTT,Empty Net,--,OTT,--,1,1,0,0,0,0,0
202401090CGY,CGY,OTT,Jacob Markström,marksja02,CGY,W,3,33,30,0.909,0,0,60:00:00
202401160CGY,CGY,ARI,Connor Ingram,ingraco01,ARI,O,3,30,27,0.9,0,0,64:43:00
202401160CGY,CGY,ARI,Daniel Vladař,vladada01,CGY,W,2,25,23,0.92,0,0,64:43:00
202401180CGY,CGY,TOR,Martin Jones,jonesma02,TOR,W,3,26,23,0.885,0,0,59:38:00
202401180CGY,CGY,TOR,Daniel Vladař,vladada01,CGY,L,4,32,28,0.875,0,0,58:27:00
202401200CGY,CGY,EDM,Stuart Skinner,skinnst01,EDM,W,1,27,26,0.963,0,0,59:51:00
202401200CGY,CGY,EDM,Daniel Vladař,vladada01,CGY,L,2,31,29,0.935,0,0,58:45:00
202401200CGY,CGY,EDM,Empty Net,--,CGY,--,1,1,0,0,0,0,0
202401230CGY,CGY,STL,Jordan Binnington,binnijo01,STL,W,3,35,32,0.914,0,0,60:00:00
202401230CGY,CGY,STL,Jacob Markström,marksja02,CGY,L,4,26,22,0.846,0,0,59:23:00
202401250CGY,CGY,CBJ,Daniil Tarasov,tarasda02,CBJ,W,2,30,28,0.933,0,0,60:00:00
202401250CGY,CGY,CBJ,Jacob Markström,marksja02,CGY,L,4,31,27,0.871,0,0,59:17:00
202401250CGY,CGY,CBJ,Empty Net,--,CGY,--,1,1,0,0,0,0,0
202401270CGY,CGY,CHI,Petr Mrázek,mrazepe01,CHI,L,1,31,30,0.968,0,0,57:42:00
202401270CGY,CGY,CHI,Jacob Markström,marksja02,CGY,W,0,32,32,1,1,0,60:00:00
202402150CGY,CGY,SJS,Mackenzie Blackwood,blackma01,SJS,W,3,34,31,0.912,0,0,60:00:00
202402150CGY,CGY,SJS,Dustin Wolf,wolfdu01,CGY,L,6,31,25,0.806,0,0,60:00:00
202402170CGY,CGY,DET,James Reimer,reimeja01,DET,W,0,38,38,1,1,0,60:00:00
202402170CGY,CGY,DET,Jacob Markström,marksja02,CGY,L,4,12,8,0.667,0,0,26:41:00
202402170CGY,CGY,DET,Daniel Vladař,vladada01,CGY,--,1,9,8,0.889,0,0,33:19:00
202402190CGY,CGY,WPG,Connor Hellebuyck,helleco01,WPG,L,5,33,28,0.848,0,0,59:31:00
202402190CGY,CGY,WPG,Empty Net,--,WPG,--,1,1,0,0,0,0,0
202402190CGY,CGY,WPG,Jacob Markström,marksja02,CGY,W,3,31,28,0.903,0,0,60:00:00
202402220CGY,CGY,BOS,Linus Ullmark,ullmali01,BOS,O,3,30,27,0.9,0,0,63:41:00
202402220CGY,CGY,BOS,Jacob Markström,marksja02,CGY,W,2,34,32,0.941,0,0,63:56:00
202402270CGY,CGY,LAK,Cam Talbot,talboca01,LAK,L,3,36,33,0.917,0,0,58:26:00
202402270CGY,CGY,LAK,Empty Net,--,LAK,--,1,1,0,0,0,0,0
202402270CGY,CGY,LAK,Jacob Markström,marksja02,CGY,W,2,23,21,0.913,0,0,60:00:00
202403020CGY,CGY,PIT,Tristan Jarry,jarrytr01,PIT,L,4,20,16,0.8,0,0,59:15:00
202403020CGY,CGY,PIT,Jacob Markström,marksja02,CGY,W,3,30,27,0.9,0,0,60:00:00
202403040CGY,CGY,SEA,Philipp Grubauer,grubaph01,SEA,W,2,37,35,0.946,0,0,59:07:00
202403040CGY,CGY,SEA,Jacob Markström,marksja02,CGY,L,4,30,26,0.867,0,0,58:06:00
202403120CGY,CGY,COL,Justus Annunen,annunju01,COL,W,2,27,25,0.926,0,0,59:57:00
202403120CGY,CGY,COL,Daniel Vladař,vladada01,CGY,L,6,35,29,0.829,0,0,40:00:00
202403120CGY,CGY,COL,Dustin Wolf,wolfdu01,CGY,--,0,3,3,1,0,0,20:00
202403140CGY,CGY,VEG,Adin Hill,hillad01,VEG,L,3,36,33,0.917,0,0,59:43:00
202403140CGY,CGY,VEG,Empty Net,--,VEG,--,1,1,0,0,0,0,0
202403140CGY,CGY,VEG,Dustin Wolf,wolfdu01,CGY,W,1,29,28,0.966,0,0,60:00:00
202403160CGY,CGY,MTL,Cayden Primeau,primeca01,MTL,L,5,28,23,0.821,0,0,59:56:00
202403160CGY,CGY,MTL,Dustin Wolf,wolfdu01,CGY,W,2,38,36,0.947,0,0,59:47:00
202403180CGY,CGY,WSH,Charlie Lindgren,lindgch01,WSH,W,2,36,34,0.944,0,0,60:00:00
202403180CGY,CGY,WSH,Dustin Wolf,wolfdu01,CGY,L,4,32,28,0.875,0,0,57:26:00
202403180CGY,CGY,WSH,Empty Net,--,CGY,--,1,1,0,0,0,0,0
202403240CGY,CGY,BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,W,1,33,32,0.97,0,0,60:00:00
202403240CGY,CGY,BUF,Dustin Wolf,wolfdu01,CGY,L,2,27,25,0.926,0,0,58:00:00
202403240CGY,CGY,BUF,Empty Net,--,CGY,--,2,2,0,0,0,0,0
202403300CGY,CGY,LAK,David Rittich,rittida01,LAK,L,4,35,31,0.886,0,0,58:17:00
202403300CGY,CGY,LAK,Jacob Markström,marksja02,CGY,W,2,18,16,0.889,0,0,60:00:00
202404020CGY,CGY,ANA,Lukáš Dostál,dostalu01,ANA,W,3,24,21,0.875,0,0,60:00:00
202404020CGY,CGY,ANA,Jacob Markström,marksja02,CGY,L,5,29,24,0.828,0,0,60:00:00
202404060CGY,CGY,EDM,Calvin Pickard,pickaca01,EDM,W,2,35,33,0.943,0,0,60:00:00
202404060CGY,CGY,EDM,Jacob Markström,marksja02,CGY,L,3,26,23,0.885,0,0,59:06:00
202404060CGY,CGY,EDM,Empty Net,--,CGY,--,1,1,0,0,0,0,0
202404140CGY,CGY,ARI,Connor Ingram,ingraco01,ARI,L,6,31,25,0.806,0,0,57:20:00
202404140CGY,CGY,ARI,Karel Vejmelka,vejmeka01,ARI,--,0,0,0,0,0,0,0:29
202404140CGY,CGY,ARI,Dustin Wolf,wolfdu01,CGY,W,5,35,30,0.857,0,0,60:00:00
202404180CGY,CGY,SJS,Devin Cooley,coolede01,SJS,L,5,23,18,0.783,0,0,26:56:00
202404180CGY,CGY,SJS,Georgi Romanov,romange01,SJS,--,0,14,14,1,0,0,33:04:00
202404180CGY,CGY,SJS,Dustin Wolf,wolfdu01,CGY,W,1,17,16,0.941,0,0,60:00:00
202310210CHI,CHI,VEG,Adin Hill,hillad01,VEG,W,3,24,21,0.875,0,0,59:27:00
202310210CHI,CHI,VEG,Arvid Söderblom,soderar01,CHI,L,5,24,19,0.792,0,0,60:00:00
202310240CHI,CHI,BOS,Jeremy Swayman,swaymje01,BOS,W,0,23,23,1,1,0,59:49:00
202310240CHI,CHI,BOS,Petr Mrázek,mrazepe01,CHI,L,3,43,40,0.93,0,0,59:26:00
202311040CHI,CHI,FLA,Anthony Stolarz,stolaan01,FLA,L,4,24,20,0.833,0,2,57:04:00
202311040CHI,CHI,FLA,Empty Net,--,FLA,--,1,1,0,0,0,0,0
202311040CHI,CHI,FLA,Petr Mrázek,mrazepe01,CHI,W,2,40,38,0.95,0,0,60:00:00
202311050CHI,CHI,NJD,Vítek Vaněček,vanecvi01,NJD,W,2,34,32,0.941,0,0,59:55:00
202311050CHI,CHI,NJD,Arvid Söderblom,soderar01,CHI,L,3,40,37,0.925,0,0,57:53:00
202311050CHI,CHI,NJD,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202311160CHI,CHI,TBL,Jonas Johansson,johanjo03,TBL,W,2,14,12,0.857,0,0,60:00:00
202311160CHI,CHI,TBL,Petr Mrázek,mrazepe01,CHI,L,3,31,28,0.903,0,0,58:45:00
202311160CHI,CHI,TBL,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202311190CHI,CHI,BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,W,2,26,24,0.923,0,0,60:00:00
202311190CHI,CHI,BUF,Petr Mrázek,mrazepe01,CHI,L,3,20,17,0.85,0,0,57:47:00
202311240CHI,CHI,TOR,Ilya Samsonov,samsoil01,TOR,O,4,34,30,0.882,0,0,64:30:00
202311240CHI,CHI,TOR,Arvid Söderblom,soderar01,CHI,W,3,37,34,0.919,0,0,64:30:00
202311260CHI,CHI,STL,Jordan Binnington,binnijo01,STL,W,2,33,31,0.939,0,0,60:00:00
202311260CHI,CHI,STL,Arvid Söderblom,soderar01,CHI,L,4,28,24,0.857,0,0,59:12:00
202311280CHI,CHI,SEA,Philipp Grubauer,grubaph01,SEA,L,4,23,19,0.826,0,2,57:14:00
202311280CHI,CHI,SEA,Petr Mrázek,mrazepe01,CHI,W,3,36,33,0.917,0,0,59:53:00
202312050CHI,CHI,NSH,Juuse Saros,sarosju01,NSH,W,3,28,25,0.893,0,0,65:00:00
202312050CHI,CHI,NSH,Arvid Söderblom,soderar01,CHI,O,3,30,27,0.9,0,0,65:00:00
202312070CHI,CHI,ANA,Lukáš Dostál,dostalu01,ANA,L,1,25,24,0.96,0,0,58:23:00
202312070CHI,CHI,ANA,Petr Mrázek,mrazepe01,CHI,W,0,37,37,1,1,0,59:53:00
202312090CHI,CHI,STL,Jordan Binnington,binnijo01,STL,L,3,24,21,0.875,0,0,56:16:00
202312090CHI,CHI,STL,Petr Mrázek,mrazepe01,CHI,W,1,39,38,0.974,0,0,60:00:00
202312100CHI,CHI,WSH,Darcy Kuemper,kuempda01,WSH,W,2,34,32,0.941,0,0,60:00:00
202312100CHI,CHI,WSH,Arvid Söderblom,soderar01,CHI,L,4,27,23,0.852,0,0,58:32:00
202312170CHI,CHI,VAN,Thatcher Demko,demkoth01,VAN,W,3,28,25,0.893,0,0,60:00:00
202312170CHI,CHI,VAN,Petr Mrázek,mrazepe01,CHI,L,4,27,23,0.852,0,0,58:00:00
202312190CHI,CHI,COL,Alexandar Georgiev,georgal01,COL,L,3,22,19,0.864,0,0,58:15:00
202312190CHI,CHI,COL,Petr Mrázek,mrazepe01,CHI,W,2,37,35,0.946,0,0,59:52:00
202312220CHI,CHI,MTL,Cayden Primeau,primeca01,MTL,W,2,21,19,0.905,0,0,60:00:00
202312220CHI,CHI,MTL,Petr Mrázek,mrazepe01,CHI,L,4,27,23,0.852,0,0,57:59:00
202312220CHI,CHI,MTL,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202312270CHI,CHI,WPG,Connor Hellebuyck,helleco01,WPG,O,2,25,23,0.92,0,0,61:48:00
202312270CHI,CHI,WPG,Petr Mrázek,mrazepe01,CHI,W,1,38,37,0.974,0,0,62:15:00
202401070CHI,CHI,CGY,Daniel Vladař,vladada01,CGY,L,4,20,16,0.8,0,0,57:45:00
202401070CHI,CHI,CGY,Petr Mrázek,mrazepe01,CHI,W,3,30,27,0.9,0,0,59:57:00
202401090CHI,CHI,EDM,Stuart Skinner,skinnst01,EDM,W,1,26,25,0.962,0,0,60:00:00
202401090CHI,CHI,EDM,Petr Mrázek,mrazepe01,CHI,L,2,15,13,0.867,0,0,57:40:00
202401130CHI,CHI,DAL,Scott Wedgewood,wedgesc01,DAL,--,0,14,14,1,0,0,28:49:00
202401130CHI,CHI,DAL,Jake Oettinger,oettija01,DAL,W,1,21,20,0.952,0,0,31:11:00
202401130CHI,CHI,DAL,Petr Mrázek,mrazepe01,CHI,L,2,29,27,0.931,0,0,58:11:00
202401130CHI,CHI,DAL,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202401160CHI,CHI,SJS,Mackenzie Blackwood,blackma01,SJS,O,1,25,24,0.96,0,0,64:54:00
202401160CHI,CHI,SJS,Petr Mrázek,mrazepe01,CHI,W,1,38,37,0.974,0,0,65:00:00
202401190CHI,CHI,NYI,Ilya Sorokin,sorokil01,NYI,O,4,24,20,0.833,0,0,60:22:00
202401190CHI,CHI,NYI,Petr Mrázek,mrazepe01,CHI,W,3,30,27,0.9,0,0,60:22:00
202402070CHI,CHI,MIN,Filip Gustavsson,gustafi01,MIN,W,1,21,20,0.952,0,0,59:56:00
202402070CHI,CHI,MIN,Petr Mrázek,mrazepe01,CHI,L,2,25,23,0.92,0,0,57:33:00
202402090CHI,CHI,NYR,Igor Shesterkin,shestig01,NYR,W,3,31,28,0.903,0,2,62:11:00
202402090CHI,CHI,NYR,Petr Mrázek,mrazepe01,CHI,O,4,35,31,0.886,0,0,61:53:00
202402130CHI,CHI,VAN,Thatcher Demko,demkoth01,VAN,W,2,24,22,0.917,0,0,59:38:00
202402130CHI,CHI,VAN,Petr Mrázek,mrazepe01,CHI,L,4,38,34,0.895,0,0,57:43:00
202402150CHI,CHI,PIT,Alex Nedeljkovic,nedelal01,PIT,W,1,28,27,0.964,0,0,59:59:00
202402150CHI,CHI,PIT,Arvid Söderblom,soderar01,CHI,L,3,26,23,0.885,0,0,59:30:00
202402150CHI,CHI,PIT,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202402170CHI,CHI,OTT,Joonas Korpisalo,korpijo01,OTT,L,3,22,19,0.864,0,0,58:02:00
202402170CHI,CHI,OTT,Petr Mrázek,mrazepe01,CHI,W,2,42,40,0.952,0,0,59:54:00
202402210CHI,CHI,PHI,Samuel Ersson,erssosa01,PHI,W,1,22,21,0.955,0,0,60:00:00
202402210CHI,CHI,PHI,Arvid Söderblom,soderar01,CHI,L,3,33,30,0.909,0,0,58:07:00
202402230CHI,CHI,WPG,Connor Hellebuyck,helleco01,WPG,W,2,35,33,0.943,0,0,60:13:00
202402230CHI,CHI,WPG,Petr Mrázek,mrazepe01,CHI,O,3,31,28,0.903,0,0,59:00:00
202402250CHI,CHI,DET,James Reimer,reimeja01,DET,W,2,36,34,0.944,0,0,61:43:00
202402250CHI,CHI,DET,Petr Mrázek,mrazepe01,CHI,O,3,31,28,0.903,0,0,61:43:00
202402290CHI,CHI,COL,Justus Annunen,annunju01,COL,W,0,24,24,1,1,0,60:00:00
202402290CHI,CHI,COL,Petr Mrázek,mrazepe01,CHI,L,5,33,28,0.848,0,0,60:00:00
202403020CHI,CHI,CBJ,Elvis Merzļikins,merzlel01,CBJ,W,2,28,26,0.929,0,0,60:00:00
202403020CHI,CHI,CBJ,Arvid Söderblom,soderar01,CHI,L,4,30,26,0.867,0,0,59:43:00
202403020CHI,CHI,CBJ,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202403100CHI,CHI,ARI,Connor Ingram,ingraco01,ARI,L,6,40,34,0.85,0,0,59:49:00
202403100CHI,CHI,ARI,Empty Net,--,ARI,--,1,1,0,0,0,0,0
202403100CHI,CHI,ARI,Arvid Söderblom,soderar01,CHI,W,4,36,32,0.889,0,0,60:00:00
202403120CHI,CHI,ANA,John Gibson,gibsojo02,ANA,L,6,26,20,0.769,0,12,48:30:00
202403120CHI,CHI,ANA,Lukáš Dostál,dostalu01,ANA,--,1,5,4,0.8,0,0,10:42
202403120CHI,CHI,ANA,Petr Mrázek,mrazepe01,CHI,W,2,29,27,0.931,0,12,59:50:00
202403150CHI,CHI,LAK,Cam Talbot,talboca01,LAK,W,0,28,28,1,1,0,59:33:00
202403150CHI,CHI,LAK,Arvid Söderblom,soderar01,CHI,L,4,14,10,0.714,0,0,14:19
202403150CHI,CHI,LAK,Petr Mrázek,mrazepe01,CHI,--,1,23,22,0.957,0,2,45:41:00
202403170CHI,CHI,SJS,Devin Cooley,coolede01,SJS,L,4,30,26,0.867,0,0,56:53:00
202403170CHI,CHI,SJS,Empty Net,--,SJS,--,1,1,0,0,0,0,0
202403170CHI,CHI,SJS,Petr Mrázek,mrazepe01,CHI,W,2,27,25,0.926,0,0,60:00:00
202403260CHI,CHI,CGY,Jacob Markström,marksja02,CGY,L,3,27,24,0.889,0,0,56:30:00
202403260CHI,CHI,CGY,Petr Mrázek,mrazepe01,CHI,W,1,39,38,0.974,0,0,60:00:00
202404060CHI,CHI,DAL,Scott Wedgewood,wedgesc01,DAL,L,3,17,14,0.824,0,0,57:20:00
202404060CHI,CHI,DAL,Petr Mrázek,mrazepe01,CHI,W,2,44,42,0.955,0,0,60:00:00
202404070CHI,CHI,MIN,Jesper Wallstedt,wallsje01,MIN,W,0,24,24,1,1,0,59:17:00
202404070CHI,CHI,MIN,Arvid Söderblom,soderar01,CHI,L,4,37,33,0.892,0,0,60:00:00
202404120CHI,CHI,NSH,Kevin Lankinen,lankike01,NSH,W,1,26,25,0.962,0,0,59:49:00
202404120CHI,CHI,NSH,Arvid Söderblom,soderar01,CHI,L,5,40,35,0.875,0,0,60:00:00
202404140CHI,CHI,CAR,Pyotr Kochetkov,kochepy01,CAR,W,2,16,14,0.875,0,2,59:56:00
202404140CHI,CHI,CAR,Petr Mrázek,mrazepe01,CHI,L,3,33,30,0.909,0,0,59:40:00
202404140CHI,CHI,CAR,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202310190COL,COL,CHI,Petr Mrázek,mrazepe01,CHI,L,4,41,37,0.902,0,0,60:00:00
202310190COL,COL,CHI,Alexandar Georgiev,georgal01,COL,W,0,18,18,1,1,0,60:00:00
202310210COL,COL,CAR,Pyotr Kochetkov,kochepy01,CAR,L,6,27,21,0.778,0,0,56:57:00
202310210COL,COL,CAR,Alexandar Georgiev,georgal01,COL,W,4,27,23,0.852,0,0,60:00:00
202311010COL,COL,STL,Jordan Binnington,binnijo01,STL,L,4,28,24,0.857,0,0,59:32:00
202311010COL,COL,STL,Ivan Prosvetov,prosviv01,COL,W,1,28,27,0.964,0,0,60:00:00
202311070COL,COL,NJD,Vítek Vaněček,vanecvi01,NJD,L,5,31,26,0.839,0,0,58:28:00
202311070COL,COL,NJD,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202311070COL,COL,NJD,Alexandar Georgiev,georgal01,COL,W,3,23,20,0.87,0,0,60:00:00
202311090COL,COL,SEA,Philipp Grubauer,grubaph01,SEA,W,3,26,23,0.885,0,0,60:00:00
202311090COL,COL,SEA,Ivan Prosvetov,prosviv01,COL,L,4,22,18,0.818,0,0,59:28:00
202311110COL,COL,STL,Jordan Binnington,binnijo01,STL,W,2,38,36,0.947,0,0,60:00:00
202311110COL,COL,STL,Alexandar Georgiev,georgal01,COL,L,6,28,22,0.786,0,0,42:49:00
202311110COL,COL,STL,Ivan Prosvetov,prosviv01,COL,--,2,14,12,0.857,0,0,17:11
202311150COL,COL,ANA,Lukáš Dostál,dostalu01,ANA,L,8,38,30,0.789,0,0,60:00:00
202311150COL,COL,ANA,Alexandar Georgiev,georgal01,COL,W,2,17,15,0.882,0,0,59:53:00
202311220COL,COL,VAN,Thatcher Demko,demkoth01,VAN,L,4,24,20,0.833,0,0,59:25:00
202311220COL,COL,VAN,Empty Net,--,VAN,--,1,1,0,0,0,0,0
202311220COL,COL,VAN,Alexandar Georgiev,georgal01,COL,W,2,29,27,0.931,0,0,60:00:00
202311250COL,COL,CGY,Daniel Vladař,vladada01,CGY,L,3,24,21,0.875,0,0,57:59:00
202311250COL,COL,CGY,Ivan Prosvetov,prosviv01,COL,W,1,30,29,0.967,0,0,59:21:00
202311270COL,COL,TBL,Andrei Vasilevskiy,vasilan02,TBL,L,3,22,19,0.864,0,0,58:32:00
202311270COL,COL,TBL,Empty Net,--,TBL,--,1,1,0,0,0,0,0
202311270COL,COL,TBL,Alexandar Georgiev,georgal01,COL,W,1,39,38,0.974,0,0,59:55:00
202312050COL,COL,ANA,John Gibson,gibsojo02,ANA,L,3,30,27,0.9,0,0,59:04:00
202312050COL,COL,ANA,Alexandar Georgiev,georgal01,COL,W,2,33,31,0.939,0,0,60:00:00
202312070COL,COL,WPG,Connor Hellebuyck,helleco01,WPG,W,2,34,32,0.941,0,0,60:00:00
202312070COL,COL,WPG,Alexandar Georgiev,georgal01,COL,L,3,27,24,0.889,0,0,58:56:00
202312070COL,COL,WPG,Empty Net,--,COL,--,1,1,0,0,0,0,0
202312090COL,COL,PHI,Carter Hart,hartca01,PHI,W,2,38,36,0.947,0,0,60:00:00
202312090COL,COL,PHI,Ivan Prosvetov,prosviv01,COL,L,5,34,29,0.853,0,0,60:00:00
202312110COL,COL,CGY,Daniel Vladař,vladada01,CGY,L,6,38,32,0.842,0,0,58:21:00
202312110COL,COL,CGY,Alexandar Georgiev,georgal01,COL,--,5,21,16,0.762,0,2,40:00:00
202312110COL,COL,CGY,Ivan Prosvetov,prosviv01,COL,W,0,11,11,1,0,0,20:00
202312130COL,COL,BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,L,5,29,24,0.828,0,0,60:00:00
202312130COL,COL,BUF,Ivan Prosvetov,prosviv01,COL,W,1,30,29,0.967,0,0,60:00:00
202312170COL,COL,SJS,Mackenzie Blackwood,blackma01,SJS,L,5,28,23,0.821,0,0,59:41:00
202312170COL,COL,SJS,Empty Net,--,SJS,--,1,1,0,0,0,0,0
202312170COL,COL,SJS,Alexandar Georgiev,georgal01,COL,W,2,27,25,0.926,0,0,60:00:00
202312210COL,COL,OTT,Joonas Korpisalo,korpijo01,OTT,L,5,38,33,0.868,0,0,59:23:00
202312210COL,COL,OTT,Empty Net,--,OTT,--,1,1,0,0,0,0,0
202312210COL,COL,OTT,Alexandar Georgiev,georgal01,COL,W,4,45,41,0.911,0,0,59:22:00
202312230COL,COL,ARI,Connor Ingram,ingraco01,ARI,L,4,26,22,0.846,0,0,60:00:00
202312230COL,COL,ARI,Alexandar Georgiev,georgal01,COL,W,1,25,24,0.96,0,0,60:00:00
202312310COL,COL,SJS,Kaapo Kähkönen,kahkoka01,SJS,L,2,32,30,0.938,0,0,58:55:00
202312310COL,COL,SJS,Empty Net,--,SJS,--,1,1,0,0,0,0,0
202312310COL,COL,SJS,Alexandar Georgiev,georgal01,COL,W,1,11,10,0.909,0,0,59:48:00
202401020COL,COL,NYI,Semyon Varlamov,varlasi01,NYI,--,1,12,11,0.917,0,0,14:52
202401020COL,COL,NYI,Ilya Sorokin,sorokil01,NYI,O,4,27,23,0.852,0,0,45:40:00
202401020COL,COL,NYI,Alexandar Georgiev,georgal01,COL,W,4,22,18,0.818,0,0,60:28:00
202401060COL,COL,FLA,Sergei Bobrovsky,bobrose01,FLA,W,4,26,22,0.846,0,0,59:42:00
202401060COL,COL,FLA,Ivan Prosvetov,prosviv01,COL,--,4,13,9,0.692,0,0,28:50:00
202401060COL,COL,FLA,Alexandar Georgiev,georgal01,COL,L,3,15,12,0.8,0,0,30:55:00
202401060COL,COL,FLA,Empty Net,--,COL,--,1,1,0,0,0,0,0
202401080COL,COL,BOS,Jeremy Swayman,swaymje01,BOS,O,3,36,33,0.917,0,0,65:00:00
202401080COL,COL,BOS,Alexandar Georgiev,georgal01,COL,W,3,26,23,0.885,0,0,65:00:00
202401100COL,COL,VEG,Jiří Patera,paterji01,VEG,L,3,35,32,0.914,0,0,60:00:00
202401100COL,COL,VEG,Alexandar Georgiev,georgal01,COL,W,0,25,25,1,1,0,60:00:00
202401240COL,COL,WSH,Charlie Lindgren,lindgch01,WSH,L,6,31,25,0.806,0,0,59:50:00
202401240COL,COL,WSH,Alexandar Georgiev,georgal01,COL,W,2,25,23,0.92,0,0,60:00:00
202401260COL,COL,LAK,Cam Talbot,talboca01,LAK,L,3,12,9,0.75,0,0,20:00
202401260COL,COL,LAK,David Rittich,rittida01,LAK,--,2,19,17,0.895,0,0,40:00:00
202401260COL,COL,LAK,Alexandar Georgiev,georgal01,COL,W,1,27,26,0.963,0,0,59:30:00
202402180COL,COL,ARI,Karel Vejmelka,vejmeka01,ARI,L,4,37,33,0.892,0,0,58:03:00
202402180COL,COL,ARI,Alexandar Georgiev,georgal01,COL,W,3,30,27,0.9,0,0,60:00:00
202402200COL,COL,VAN,Thatcher Demko,demkoth01,VAN,L,2,26,24,0.923,0,0,59:17:00
202402200COL,COL,VAN,Empty Net,--,VAN,--,1,1,0,0,0,0,0
202402200COL,COL,VAN,Alexandar Georgiev,georgal01,COL,W,1,25,24,0.96,0,0,59:47:00
202402240COL,COL,TOR,Ilya Samsonov,samsoil01,TOR,W,3,29,26,0.897,0,0,60:00:00
202402240COL,COL,TOR,Alexandar Georgiev,georgal01,COL,L,4,30,26,0.867,0,0,58:13:00
202402270COL,COL,DAL,Jake Oettinger,oettija01,DAL,L,5,27,22,0.815,0,0,60:00:00
202402270COL,COL,DAL,Alexandar Georgiev,georgal01,COL,W,1,34,33,0.971,0,0,60:00:00
202403040COL,COL,CHI,Petr Mrázek,mrazepe01,CHI,L,5,37,32,0.865,0,0,59:49:00
202403040COL,COL,CHI,Justus Annunen,annunju01,COL,W,0,37,37,1,1,0,59:55:00
202403060COL,COL,DET,Alex Lyon,lyonal01,DET,L,5,40,35,0.875,0,0,40:00:00
202403060COL,COL,DET,James Reimer,reimeja01,DET,--,2,14,12,0.857,0,0,20:00
202403060COL,COL,DET,Alexandar Georgiev,georgal01,COL,W,2,29,27,0.931,0,0,60:00:00
202403080COL,COL,MIN,Filip Gustavsson,gustafi01,MIN,O,2,40,38,0.95,0,0,62:32:00
202403080COL,COL,MIN,Alexandar Georgiev,georgal01,COL,W,1,30,29,0.967,0,0,62:32:00
202403220COL,COL,CBJ,Elvis Merzļikins,merzlel01,CBJ,L,6,50,44,0.88,0,0,60:00:00
202403220COL,COL,CBJ,Alexandar Georgiev,georgal01,COL,W,1,24,23,0.958,0,0,60:00:00
202403240COL,COL,PIT,Alex Nedeljkovic,nedelal01,PIT,O,4,25,21,0.84,0,0,50:46:00
202403240COL,COL,PIT,Tristan Jarry,jarrytr01,PIT,--,1,5,4,0.8,0,0,10:05
202403240COL,COL,PIT,Alexandar Georgiev,georgal01,COL,W,4,34,30,0.882,0,0,60:54:00
202403260COL,COL,MTL,Sam Montembeault,montesa01,MTL,W,1,28,27,0.964,0,0,60:00:00
