Game_ID,Home Team,Away Team,Goalie,Goalie_ID,Team,DEC,GA,SA,SV,SV%,SO,PIM,Goalie TOI
202403140MIN,MIN,ANA,Marc-André Fleury,fleurma01,MIN,W,0,16,16,1,1,2,60:00:00
202403230MIN,MIN,STL,Jordan Binnington,binnijo01,STL,W,4,34,30,0.882,0,0,62:05:00
202403230MIN,MIN,STL,Marc-André Fleury,fleurma01,MIN,O,5,27,22,0.815,0,0,62:05:00
202403280MIN,MIN,SJS,Mackenzie Blackwood,blackma01,SJS,L,2,31,29,0.935,0,0,59:27:00
202403280MIN,MIN,SJS,Empty Net,--,SJS,--,1,1,0,0,0,0,0
202403280MIN,MIN,SJS,Filip Gustavsson,gustafi01,MIN,W,1,27,26,0.963,0,0,60:00:00
202403300MIN,MIN,VEG,Logan Thompson,thomplo01,VEG,W,1,33,32,0.97,0,0,63:30:00
202403300MIN,MIN,VEG,Filip Gustavsson,gustafi01,MIN,L,1,30,29,0.967,0,0,63:03:00
202403300MIN,MIN,VEG,Empty Net,--,MIN,--,1,1,0,0,0,0,0
202404020MIN,MIN,OTT,Joonas Korpisalo,korpijo01,OTT,L,3,19,16,0.842,0,0,58:17:00
202404020MIN,MIN,OTT,Marc-André Fleury,fleurma01,MIN,W,2,32,30,0.938,0,0,59:59:00
202404040MIN,MIN,COL,Justus Annunen,annunju01,COL,W,2,46,44,0.957,0,0,60:00:00
202404040MIN,MIN,COL,Filip Gustavsson,gustafi01,MIN,L,4,35,31,0.886,0,0,58:29:00
202404040MIN,MIN,COL,Empty Net,--,MIN,--,1,1,0,0,0,0,0
202404060MIN,MIN,WPG,Connor Hellebuyck,helleco01,WPG,W,2,27,25,0.926,0,0,60:00:00
202404060MIN,MIN,WPG,Marc-André Fleury,fleurma01,MIN,L,4,25,21,0.84,0,0,57:53:00
202404180MIN,MIN,SEA,Joey Daccord,daccojo01,SEA,W,3,24,21,0.875,0,0,60:00:00
202404180MIN,MIN,SEA,Marc-André Fleury,fleurma01,MIN,L,3,26,23,0.885,0,0,58:09:00
202404180MIN,MIN,SEA,Empty Net,--,MIN,--,1,1,0,0,0,0,0
202310140MTL,MTL,CHI,Petr Mrázek,mrazepe01,CHI,L,3,36,33,0.917,0,0,58:06:00
202310140MTL,MTL,CHI,Sam Montembeault,montesa01,MTL,W,2,30,28,0.933,0,0,60:00:00
202310170MTL,MTL,MIN,Marc-André Fleury,fleurma01,MIN,W,2,28,26,0.929,0,0,59:54:00
202310170MTL,MTL,MIN,Sam Montembeault,montesa01,MTL,L,5,35,30,0.857,0,0,58:16:00
202310210MTL,MTL,WSH,Darcy Kuemper,kuempda01,WSH,O,3,28,25,0.893,0,0,60:31:00
202310210MTL,MTL,WSH,Jake Allen,allenja01,MTL,W,2,33,31,0.939,0,0,60:47:00
202310240MTL,MTL,NJD,Vítek Vaněček,vanecvi01,NJD,W,2,29,27,0.931,0,0,59:39:00
202310240MTL,MTL,NJD,Cayden Primeau,primeca01,MTL,L,4,33,29,0.879,0,0,57:48:00
202310240MTL,MTL,NJD,Empty Net,--,MTL,--,1,1,0,0,0,0,0
202310260MTL,MTL,CBJ,Elvis Merzļikins,merzlel01,CBJ,O,4,29,25,0.862,0,0,64:17:00
202310260MTL,MTL,CBJ,Sam Montembeault,montesa01,MTL,W,3,36,33,0.917,0,0,64:17:00
202310280MTL,MTL,WPG,Laurent Brossoit,brossla01,WPG,O,3,29,26,0.897,0,0,65:00:00
202310280MTL,MTL,WPG,Jake Allen,allenja01,MTL,W,3,45,42,0.933,0,0,65:00:00
202311070MTL,MTL,TBL,Matt Tomkins,tomkima01,TBL,W,3,26,23,0.885,0,0,60:00:00
202311070MTL,MTL,TBL,Jake Allen,allenja01,MTL,L,4,9,5,0.556,0,0,13:50
202311070MTL,MTL,TBL,Sam Montembeault,montesa01,MTL,--,1,23,22,0.957,0,0,46:10:00
202311110MTL,MTL,BOS,Jeremy Swayman,swaymje01,BOS,O,3,27,24,0.889,0,0,62:13:00
202311110MTL,MTL,BOS,Sam Montembeault,montesa01,MTL,W,2,28,26,0.929,0,0,62:04:00
202311120MTL,MTL,VAN,Casey DeSmith,desmica01,VAN,W,2,32,30,0.938,0,0,59:33:00
202311120MTL,MTL,VAN,Jake Allen,allenja01,MTL,L,3,35,32,0.914,0,0,58:53:00
202311120MTL,MTL,VAN,Empty Net,--,MTL,--,2,2,0,0,0,0,0
202311140MTL,MTL,CGY,Jacob Markström,marksja02,CGY,W,1,35,34,0.971,0,0,60:00:00
202311140MTL,MTL,CGY,Sam Montembeault,montesa01,MTL,L,2,29,27,0.931,0,0,58:35:00
202311160MTL,MTL,VEG,Adin Hill,hillad01,VEG,W,5,28,23,0.821,0,0,60:00:00
202311160MTL,MTL,VEG,Cayden Primeau,primeca01,MTL,L,6,42,36,0.857,0,0,59:04:00
202311300MTL,MTL,FLA,Sergei Bobrovsky,bobrose01,FLA,W,1,22,21,0.955,0,0,60:00:00
202311300MTL,MTL,FLA,Cayden Primeau,primeca01,MTL,L,5,29,24,0.828,0,0,60:00:00
202312020MTL,MTL,DET,Ville Husso,hussovi01,DET,W,4,30,26,0.867,0,0,60:52:00
202312020MTL,MTL,DET,Jake Allen,allenja01,MTL,O,5,33,28,0.848,0,2,60:49:00
202312040MTL,MTL,SEA,Philipp Grubauer,grubaph01,SEA,L,3,29,26,0.897,0,0,59:01:00
202312040MTL,MTL,SEA,Empty Net,--,SEA,--,1,1,0,0,0,0,0
202312040MTL,MTL,SEA,Sam Montembeault,montesa01,MTL,W,2,33,31,0.939,0,0,60:00:00
202312070MTL,MTL,LAK,Cam Talbot,talboca01,LAK,W,0,24,24,1,1,0,60:00:00
202312070MTL,MTL,LAK,Sam Montembeault,montesa01,MTL,L,4,42,38,0.905,0,0,59:36:00
202312100MTL,MTL,NSH,Juuse Saros,sarosju01,NSH,W,1,37,36,0.973,0,0,59:58:00
202312100MTL,MTL,NSH,Jake Allen,allenja01,MTL,L,2,32,30,0.938,0,0,58:32:00
202312130MTL,MTL,PIT,Alex Nedeljkovic,nedelal01,PIT,W,3,42,39,0.929,0,0,65:00:00
202312130MTL,MTL,PIT,Sam Montembeault,montesa01,MTL,O,3,30,27,0.9,0,0,64:30:00
202312160MTL,MTL,NYI,Semyon Varlamov,varlasi01,NYI,L,4,40,36,0.9,0,0,58:57:00
202312160MTL,MTL,NYI,Empty Net,--,NYI,--,1,1,0,0,0,0,0
202312160MTL,MTL,NYI,Sam Montembeault,montesa01,MTL,W,3,33,30,0.909,0,0,60:00:00
202401040MTL,MTL,BUF,Devon Levi,levide01,BUF,W,1,33,32,0.97,0,0,60:00:00
202401040MTL,MTL,BUF,Jake Allen,allenja01,MTL,L,5,37,32,0.865,0,0,59:26:00
202401040MTL,MTL,BUF,Empty Net,--,MTL,--,1,1,0,0,0,0,0
202401060MTL,MTL,NYR,Jonathan Quick,quickjo01,NYR,O,3,30,27,0.9,0,0,65:00:00
202401060MTL,MTL,NYR,Sam Montembeault,montesa01,MTL,W,3,48,45,0.938,0,0,65:00:00
202401110MTL,MTL,SJS,Mackenzie Blackwood,blackma01,SJS,W,2,35,33,0.943,0,0,60:00:00
202401110MTL,MTL,SJS,Sam Montembeault,montesa01,MTL,L,3,35,32,0.914,0,0,55:47:00
202401130MTL,MTL,EDM,Stuart Skinner,skinnst01,EDM,W,1,24,23,0.958,0,0,61:32:00
202401130MTL,MTL,EDM,Sam Montembeault,montesa01,MTL,O,2,41,39,0.951,0,0,62:01:00
202401150MTL,MTL,COL,Alexandar Georgiev,georgal01,COL,L,4,34,30,0.882,0,0,58:08:00
202401150MTL,MTL,COL,Jake Allen,allenja01,MTL,W,3,35,32,0.914,0,0,60:00:00
202401230MTL,MTL,OTT,Joonas Korpisalo,korpijo01,OTT,W,1,25,24,0.96,0,0,60:00:00
202401230MTL,MTL,OTT,Jake Allen,allenja01,MTL,L,3,27,24,0.889,0,0,58:28:00
202401230MTL,MTL,OTT,Empty Net,--,MTL,--,1,1,0,0,0,0,0
202401250MTL,MTL,NYI,Semyon Varlamov,varlasi01,NYI,L,4,26,22,0.846,0,0,58:21:00
202401250MTL,MTL,NYI,Sam Montembeault,montesa01,MTL,W,3,46,43,0.935,0,0,60:00:00
202402100MTL,MTL,DAL,Jake Oettinger,oettija01,DAL,W,2,20,18,0.9,0,0,60:00:00
202402100MTL,MTL,DAL,Sam Montembeault,montesa01,MTL,L,3,38,35,0.921,0,0,58:26:00
202402110MTL,MTL,STL,Jordan Binnington,binnijo01,STL,W,2,32,30,0.938,0,0,60:00:00
202402110MTL,MTL,STL,Jake Allen,allenja01,MTL,L,7,36,29,0.806,0,0,60:00:00
202402130MTL,MTL,ANA,Lukáš Dostál,dostalu01,ANA,L,5,38,33,0.868,0,0,60:00:00
202402130MTL,MTL,ANA,Cayden Primeau,primeca01,MTL,W,0,13,13,1,1,0,59:33:00
202402170MTL,MTL,WSH,Darcy Kuemper,kuempda01,WSH,W,3,31,28,0.903,0,0,59:49:00
202402170MTL,MTL,WSH,Jake Allen,allenja01,MTL,L,4,34,30,0.882,0,0,57:40:00
202402210MTL,MTL,BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,W,2,31,29,0.935,0,0,60:00:00
202402210MTL,MTL,BUF,Sam Montembeault,montesa01,MTL,L,3,23,20,0.87,0,0,58:15:00
202402270MTL,MTL,ARI,Connor Ingram,ingraco01,ARI,L,3,20,17,0.85,0,0,58:32:00
202402270MTL,MTL,ARI,Empty Net,--,ARI,--,1,1,0,0,0,0,0
202402270MTL,MTL,ARI,Sam Montembeault,montesa01,MTL,W,2,38,36,0.947,0,0,60:00:00
202403090MTL,MTL,TOR,Ilya Samsonov,samsoil01,TOR,W,2,31,29,0.935,0,0,60:00:00
202403090MTL,MTL,TOR,Sam Montembeault,montesa01,MTL,L,3,27,24,0.889,0,0,57:53:00
202403120MTL,MTL,CBJ,Elvis Merzļikins,merzlel01,CBJ,L,3,4,1,0.25,0,0,5:48
202403120MTL,MTL,CBJ,Daniil Tarasov,tarasda02,CBJ,--,0,19,19,1,0,0,54:12:00
202403120MTL,MTL,CBJ,Cayden Primeau,primeca01,MTL,W,0,41,41,1,1,0,60:00:00
202403140MTL,MTL,BOS,Linus Ullmark,ullmali01,BOS,W,1,19,18,0.947,0,0,60:25:00
202403140MTL,MTL,BOS,Sam Montembeault,montesa01,MTL,O,2,24,22,0.917,0,0,60:25:00
202403280MTL,MTL,PHI,Samuel Ersson,erssosa01,PHI,L,2,15,13,0.867,0,0,57:48:00
202403280MTL,MTL,PHI,Empty Net,--,PHI,--,2,2,0,0,0,0,0
202403280MTL,MTL,PHI,Cayden Primeau,primeca01,MTL,W,1,30,29,0.967,0,0,59:38:00
202403300MTL,MTL,CAR,Pyotr Kochetkov,kochepy01,CAR,W,0,26,26,1,1,0,60:00:00
202403300MTL,MTL,CAR,Sam Montembeault,montesa01,MTL,L,2,29,27,0.931,0,0,59:40:00
202403300MTL,MTL,CAR,Empty Net,--,MTL,--,1,1,0,0,0,0,0
202404020MTL,MTL,FLA,Anthony Stolarz,stolaan01,FLA,L,5,38,33,0.868,0,0,60:00:00
202404020MTL,MTL,FLA,Sam Montembeault,montesa01,MTL,W,3,40,37,0.925,0,0,60:00:00
202404040MTL,MTL,TBL,Matt Tomkins,tomkima01,TBL,W,4,30,26,0.867,0,0,60:00:00
202404040MTL,MTL,TBL,Cayden Primeau,primeca01,MTL,L,6,34,28,0.824,0,0,57:18:00
202404040MTL,MTL,TBL,Empty Net,--,MTL,--,1,1,0,0,0,0,0
202404060MTL,MTL,TOR,Ilya Samsonov,samsoil01,TOR,W,2,26,24,0.923,0,0,60:00:00
202404060MTL,MTL,TOR,Sam Montembeault,montesa01,MTL,L,4,12,8,0.667,0,0,27:54:00
202404060MTL,MTL,TOR,Cayden Primeau,primeca01,MTL,--,0,18,18,1,0,0,29:42:00
202404090MTL,MTL,PHI,Samuel Ersson,erssosa01,PHI,L,5,17,12,0.706,0,0,32:42:00
202404090MTL,MTL,PHI,Ivan Fedotov,fedotiv01,PHI,--,4,13,9,0.692,0,0,27:18:00
202404090MTL,MTL,PHI,Sam Montembeault,montesa01,MTL,W,3,36,33,0.917,0,0,60:00:00
202404160MTL,MTL,DET,James Reimer,reimeja01,DET,W,4,33,29,0.879,0,0,63:24:00
202404160MTL,MTL,DET,Cayden Primeau,primeca01,MTL,O,4,40,36,0.9,0,0,65:00:00
202310120NJD,NJD,DET,Ville Husso,hussovi01,DET,L,3,26,23,0.885,0,0,57:48:00
202310120NJD,NJD,DET,Empty Net,--,DET,--,1,1,0,0,0,0,0
202310120NJD,NJD,DET,Vítek Vaněček,vanecvi01,NJD,W,3,35,32,0.914,0,0,59:58:00
202310130NJD,NJD,ARI,Karel Vejmelka,vejmeka01,ARI,W,3,36,33,0.917,0,0,65:00:00
202310130NJD,NJD,ARI,Akira Schmid,schmiak01,NJD,O,3,33,30,0.909,0,0,65:00:00
202310160NJD,NJD,FLA,Sergei Bobrovsky,bobrose01,FLA,W,3,34,31,0.912,0,0,60:00:00
202310160NJD,NJD,FLA,Vítek Vaněček,vanecvi01,NJD,L,4,30,26,0.867,0,0,56:00:00
202310250NJD,NJD,WSH,Hunter Shepard,shepahu01,WSH,W,4,22,18,0.818,0,0,60:00:00
202310250NJD,NJD,WSH,Akira Schmid,schmiak01,NJD,--,3,8,5,0.625,0,0,20:00
202310250NJD,NJD,WSH,Vítek Vaněček,vanecvi01,NJD,L,2,16,14,0.875,0,0,37:13:00
202310250NJD,NJD,WSH,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202310270NJD,NJD,BUF,Eric Comrie,comrier01,BUF,--,2,18,16,0.889,0,0,29:46:00
202310270NJD,NJD,BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,L,3,21,18,0.857,0,2,28:08:00
202310270NJD,NJD,BUF,Vítek Vaněček,vanecvi01,NJD,W,4,27,23,0.852,0,0,60:00:00
202310290NJD,NJD,MIN,Marc-André Fleury,fleurma01,MIN,L,4,30,26,0.867,0,0,57:18:00
202310290NJD,NJD,MIN,Vítek Vaněček,vanecvi01,NJD,W,3,34,31,0.912,0,0,60:00:00
202311100NJD,NJD,WSH,Charlie Lindgren,lindgch01,WSH,W,2,26,24,0.923,0,0,59:06:00
202311100NJD,NJD,WSH,Vítek Vaněček,vanecvi01,NJD,--,2,5,3,0.6,0,0,10:37
202311100NJD,NJD,WSH,Akira Schmid,schmiak01,NJD,L,1,21,20,0.952,0,0,47:30:00
202311100NJD,NJD,WSH,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202311180NJD,NJD,NYR,Igor Shesterkin,shestig01,NYR,W,3,33,30,0.909,0,0,60:00:00
202311180NJD,NJD,NYR,Vítek Vaněček,vanecvi01,NJD,L,4,34,30,0.882,0,0,57:36:00
202311180NJD,NJD,NYR,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202311240NJD,NJD,CBJ,Elvis Merzļikins,merzlel01,CBJ,W,1,38,37,0.974,0,0,60:00:00
202311240NJD,NJD,CBJ,Akira Schmid,schmiak01,NJD,L,2,28,26,0.929,0,0,57:43:00
202311250NJD,NJD,BUF,Eric Comrie,comrier01,BUF,L,4,17,13,0.765,0,0,20:00
202311250NJD,NJD,BUF,Devon Levi,levide01,BUF,--,3,20,17,0.85,0,0,39:45:00
202311250NJD,NJD,BUF,Vítek Vaněček,vanecvi01,NJD,W,2,12,10,0.833,0,0,59:24:00
202311280NJD,NJD,NYI,Ilya Sorokin,sorokil01,NYI,L,5,33,28,0.848,0,0,59:37:00
202311280NJD,NJD,NYI,Vítek Vaněček,vanecvi01,NJD,--,4,18,14,0.778,0,0,33:05:00
202311280NJD,NJD,NYI,Akira Schmid,schmiak01,NJD,W,0,8,8,1,0,0,26:55:00
202312010NJD,NJD,SJS,Kaapo Kähkönen,kahkoka01,SJS,W,3,47,44,0.936,0,0,60:00:00
202312010NJD,NJD,SJS,Akira Schmid,schmiak01,NJD,L,5,17,12,0.706,0,0,56:16:00
202312010NJD,NJD,SJS,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202312130NJD,NJD,BOS,Jeremy Swayman,swaymje01,BOS,O,2,35,33,0.943,0,0,62:47:00
202312130NJD,NJD,BOS,Vítek Vaněček,vanecvi01,NJD,W,1,24,23,0.958,0,0,62:47:00
202312170NJD,NJD,ANA,John Gibson,gibsojo02,ANA,W,1,19,18,0.947,0,0,40:00:00
202312170NJD,NJD,ANA,Lukáš Dostál,dostalu01,ANA,--,0,10,10,1,0,0,20:00
202312170NJD,NJD,ANA,Akira Schmid,schmiak01,NJD,L,4,27,23,0.852,0,0,58:02:00
202312170NJD,NJD,ANA,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202312190NJD,NJD,PHI,Samuel Ersson,erssosa01,PHI,W,2,26,24,0.923,0,0,63:08:00
202312190NJD,NJD,PHI,Vítek Vaněček,vanecvi01,NJD,O,3,26,23,0.885,0,0,63:25:00
202312210NJD,NJD,EDM,Calvin Pickard,pickaca01,EDM,W,3,26,23,0.885,0,0,60:00:00
202312210NJD,NJD,EDM,Akira Schmid,schmiak01,NJD,--,2,6,4,0.667,0,0,5:24
202312210NJD,NJD,EDM,Vítek Vaněček,vanecvi01,NJD,L,4,32,28,0.875,0,0,54:36:00
202312230NJD,NJD,DET,Michael Hutchinson,hutchmi01,DET,L,3,36,33,0.917,0,0,57:48:00
202312230NJD,NJD,DET,Vítek Vaněček,vanecvi01,NJD,W,2,24,22,0.917,0,0,60:00:00
202312270NJD,NJD,CBJ,Elvis Merzļikins,merzlel01,CBJ,O,4,35,31,0.886,0,0,62:06:00
202312270NJD,NJD,CBJ,Vítek Vaněček,vanecvi01,NJD,W,3,29,26,0.897,0,0,61:46:00
202401050NJD,NJD,CHI,Arvid Söderblom,soderar01,CHI,L,3,31,28,0.903,0,0,58:16:00
202401050NJD,NJD,CHI,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202401050NJD,NJD,CHI,Vítek Vaněček,vanecvi01,NJD,W,2,25,23,0.92,0,0,59:51:00
202401060NJD,NJD,VAN,Thatcher Demko,demkoth01,VAN,W,4,25,21,0.84,0,0,60:00:00
202401060NJD,NJD,VAN,Nico Daws,dawsni01,NJD,L,5,42,37,0.881,0,0,58:47:00
202401060NJD,NJD,VAN,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202401170NJD,NJD,MTL,Sam Montembeault,montesa01,MTL,W,2,30,28,0.933,0,0,60:00:00
202401170NJD,NJD,MTL,Nico Daws,dawsni01,NJD,L,3,25,22,0.88,0,0,58:14:00
202401200NJD,NJD,DAL,Scott Wedgewood,wedgesc01,DAL,W,2,31,29,0.935,0,0,59:49:00
202401200NJD,NJD,DAL,Nico Daws,dawsni01,NJD,L,6,36,30,0.833,0,0,59:43:00
202401220NJD,NJD,VEG,Logan Thompson,thomplo01,VEG,O,6,38,32,0.842,0,0,62:35:00
202401220NJD,NJD,VEG,Vítek Vaněček,vanecvi01,NJD,W,5,32,27,0.844,0,0,62:35:00
202402060NJD,NJD,COL,Justus Annunen,annunju01,COL,L,4,30,26,0.867,0,0,58:40:00
202402060NJD,NJD,COL,Empty Net,--,COL,--,1,1,0,0,0,0,0
202402060NJD,NJD,COL,Vítek Vaněček,vanecvi01,NJD,W,3,38,35,0.921,0,0,60:00:00
202402080NJD,NJD,CGY,Jacob Markström,marksja02,CGY,W,3,40,37,0.925,0,0,59:35:00
202402080NJD,NJD,CGY,Vítek Vaněček,vanecvi01,NJD,L,4,29,25,0.862,0,0,58:06:00
202402080NJD,NJD,CGY,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202402120NJD,NJD,SEA,Joey Daccord,daccojo01,SEA,L,3,37,34,0.919,0,0,58:09:00
202402120NJD,NJD,SEA,Nico Daws,dawsni01,NJD,W,1,28,27,0.964,0,0,59:44:00
202402150NJD,NJD,LAK,David Rittich,rittida01,LAK,W,1,27,26,0.963,0,0,59:14:00
202402150NJD,NJD,LAK,Nico Daws,dawsni01,NJD,L,2,29,27,0.931,0,0,58:04:00
202402170NJD,NJD,PHI,Samuel Ersson,erssosa01,PHI,L,5,39,34,0.872,0,0,58:25:00
202402170NJD,NJD,PHI,Empty Net,--,PHI,--,1,1,0,0,0,0,0
202402170NJD,NJD,PHI,Nico Daws,dawsni01,NJD,W,3,48,45,0.938,0,0,60:00:00
202402220NJD,NJD,NYR,Igor Shesterkin,shestig01,NYR,W,1,40,39,0.975,0,0,59:39:00
202402220NJD,NJD,NYR,Nico Daws,dawsni01,NJD,L,5,18,13,0.722,0,0,59:40:00
202402240NJD,NJD,MTL,Jake Allen,allenja01,MTL,L,4,24,20,0.833,0,0,57:48:00
202402240NJD,NJD,MTL,Nico Daws,dawsni01,NJD,W,3,26,23,0.885,0,0,60:00:00
202402250NJD,NJD,TBL,Jonas Johansson,johanjo03,TBL,W,1,19,18,0.947,0,0,59:57:00
202402250NJD,NJD,TBL,Akira Schmid,schmiak01,NJD,L,3,26,23,0.885,0,0,59:16:00
202402250NJD,NJD,TBL,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202403050NJD,NJD,FLA,Anthony Stolarz,stolaan01,FLA,W,3,24,21,0.875,0,0,60:00:00
202403050NJD,NJD,FLA,Akira Schmid,schmiak01,NJD,L,4,30,26,0.867,0,0,58:55:00
202403050NJD,NJD,FLA,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202403070NJD,NJD,STL,Jordan Binnington,binnijo01,STL,L,3,32,29,0.906,0,0,57:58:00
202403070NJD,NJD,STL,Empty Net,--,STL,--,1,1,0,0,0,0,0
202403070NJD,NJD,STL,Nico Daws,dawsni01,NJD,W,1,24,23,0.958,0,0,60:00:00
202403090NJD,NJD,CAR,Pyotr Kochetkov,kochepy01,CAR,W,2,25,23,0.92,0,0,59:53:00
202403090NJD,NJD,CAR,Nico Daws,dawsni01,NJD,L,2,24,22,0.917,0,0,58:55:00
202403090NJD,NJD,CAR,Empty Net,--,NJD,--,2,2,0,0,0,0,0
202403190NJD,NJD,PIT,Tristan Jarry,jarrytr01,PIT,L,5,38,33,0.868,0,0,58:02:00
202403190NJD,NJD,PIT,Jake Allen,allenja01,NJD,W,2,38,36,0.947,0,0,60:00:00
202403210NJD,NJD,WPG,Laurent Brossoit,brossla01,WPG,L,3,40,37,0.925,0,0,57:13:00
202403210NJD,NJD,WPG,Empty Net,--,WPG,--,1,1,0,0,0,0,0
202403210NJD,NJD,WPG,Jake Allen,allenja01,NJD,W,1,19,18,0.947,0,0,60:00:00
202403230NJD,NJD,OTT,Joonas Korpisalo,korpijo01,OTT,W,2,20,18,0.9,0,0,59:52:00
202403230NJD,NJD,OTT,Jake Allen,allenja01,NJD,L,5,25,20,0.8,0,0,60:00:00
202404020NJD,NJD,PIT,Alex Nedeljkovic,nedelal01,PIT,W,3,26,23,0.885,0,0,60:00:00
202404020NJD,NJD,PIT,Jake Allen,allenja01,NJD,L,5,20,15,0.75,0,0,59:15:00
202404020NJD,NJD,PIT,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202404070NJD,NJD,NSH,Juuse Saros,sarosju01,NSH,W,2,25,23,0.92,0,0,65:00:00
202404070NJD,NJD,NSH,Kaapo Kähkönen,kahkoka01,NJD,--,1,5,4,0.8,0,0,8:39
202404070NJD,NJD,NSH,Jake Allen,allenja01,NJD,O,1,30,29,0.967,0,0,56:21:00
202404090NJD,NJD,TOR,Joseph Woll,wolljo01,TOR,W,2,20,18,0.9,0,0,59:20:00
202404090NJD,NJD,TOR,Jake Allen,allenja01,NJD,L,4,38,34,0.895,0,0,57:53:00
202404090NJD,NJD,TOR,Empty Net,--,NJD,--,1,1,0,0,0,0,0
202404150NJD,NJD,NYI,Semyon Varlamov,varlasi01,NYI,W,1,24,23,0.958,0,0,60:00:00
202404150NJD,NJD,NYI,Jake Allen,allenja01,NJD,L,4,19,15,0.789,0,0,60:00:00
202310120NSH,NSH,SEA,Philipp Grubauer,grubaph01,SEA,L,2,34,32,0.941,0,0,57:52:00
202310120NSH,NSH,SEA,Empty Net,--,SEA,--,1,1,0,0,0,0,0
202310120NSH,NSH,SEA,Juuse Saros,sarosju01,NSH,W,0,23,23,1,1,0,59:36:00
202310170NSH,NSH,EDM,Jack Campbell,campbja01,EDM,W,1,44,43,0.977,0,0,60:00:00
202310170NSH,NSH,EDM,Juuse Saros,sarosju01,NSH,L,4,11,7,0.636,0,0,18:52
202310170NSH,NSH,EDM,Kevin Lankinen,lankike01,NSH,--,2,19,17,0.895,0,0,40:00:00
202310210NSH,NSH,SJS,Mackenzie Blackwood,blackma01,SJS,L,5,34,29,0.853,0,2,60:00:00
202310210NSH,NSH,SJS,Juuse Saros,sarosju01,NSH,W,1,32,31,0.969,0,0,60:00:00
202310240NSH,NSH,VAN,Thatcher Demko,demkoth01,VAN,W,2,18,16,0.889,0,0,60:00:00
202310240NSH,NSH,VAN,Juuse Saros,sarosju01,NSH,L,3,24,21,0.875,0,0,58:57:00
202310280NSH,NSH,TOR,Ilya Samsonov,samsoil01,TOR,O,3,24,21,0.875,0,0,62:05:00
202310280NSH,NSH,TOR,Juuse Saros,sarosju01,NSH,W,2,35,33,0.943,0,0,62:13:00
202311110NSH,NSH,ARI,Connor Ingram,ingraco01,ARI,W,5,42,37,0.881,0,0,59:46:00
202311110NSH,NSH,ARI,Juuse Saros,sarosju01,NSH,L,6,24,18,0.75,0,0,58:14:00
202311110NSH,NSH,ARI,Empty Net,--,NSH,--,1,1,0,0,0,0,0
202311140NSH,NSH,ANA,John Gibson,gibsojo02,ANA,W,2,30,28,0.933,0,0,59:38:00
202311140NSH,NSH,ANA,Juuse Saros,sarosju01,NSH,L,3,20,17,0.85,0,0,59:08:00
202311180NSH,NSH,CHI,Arvid Söderblom,soderar01,CHI,L,3,30,27,0.9,0,0,58:08:00
202311180NSH,NSH,CHI,Empty Net,--,CHI,--,1,1,0,0,0,0,0
202311180NSH,NSH,CHI,Kevin Lankinen,lankike01,NSH,W,2,31,29,0.935,0,0,60:00:00
202311200NSH,NSH,COL,Alexandar Georgiev,georgal01,COL,L,4,30,26,0.867,0,0,59:14:00
202311200NSH,NSH,COL,Juuse Saros,sarosju01,NSH,W,3,29,26,0.897,0,0,58:44:00
202311220NSH,NSH,CGY,Jacob Markström,marksja02,CGY,L,4,45,41,0.911,0,0,59:49:00
202311220NSH,NSH,CGY,Juuse Saros,sarosju01,NSH,W,2,26,24,0.923,0,0,59:50:00
202311260NSH,NSH,WPG,Laurent Brossoit,brossla01,WPG,L,3,26,23,0.885,0,0,58:29:00
202311260NSH,NSH,WPG,Juuse Saros,sarosju01,NSH,W,2,34,32,0.941,0,0,60:00:00
202311280NSH,NSH,PIT,Tristan Jarry,jarrytr01,PIT,O,3,25,22,0.88,0,0,59:55:00
202311280NSH,NSH,PIT,Juuse Saros,sarosju01,NSH,W,2,31,29,0.935,0,0,59:14:00
202311300NSH,NSH,MIN,Filip Gustavsson,gustafi01,MIN,W,1,27,26,0.963,0,0,59:58:00
202311300NSH,NSH,MIN,Juuse Saros,sarosju01,NSH,L,4,15,11,0.733,0,0,21:00
202311300NSH,NSH,MIN,Kevin Lankinen,lankike01,NSH,--,2,16,14,0.875,0,0,38:17:00
202312020NSH,NSH,NYR,Igor Shesterkin,shestig01,NYR,W,3,40,37,0.925,0,0,60:00:00
202312020NSH,NSH,NYR,Kevin Lankinen,lankike01,NSH,L,4,25,21,0.84,0,0,57:51:00
202312070NSH,NSH,TBL,Jonas Johansson,johanjo03,TBL,L,4,29,25,0.862,0,0,58:25:00
202312070NSH,NSH,TBL,Empty Net,--,TBL,--,1,1,0,0,0,0,0
202312070NSH,NSH,TBL,Juuse Saros,sarosju01,NSH,W,1,33,32,0.97,0,0,60:00:00
