Season,Date,Game_ID,Player,Player_ID,Team,Location,Opp,Result,GA,SA,SV,SV%,TOI
2023-24,11/19/2023,202311190CHI,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,CHI,W,2,26,24,92.00%,60.00
2023-24,11/24/2023,202311240BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,PIT,W,2,33,31,94.00%,59.83
2023-24,11/27/2023,202311270NYR,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,NYR,W,1,26,25,96.00%,60.00
2023-24,11/30/2023,202311300STL,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,STL,L,6,20,14,70.00%,55.33
2023-24,12/3/2023,202312030BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,NSH,L,2,29,27,93.00%,57.70
2023-24,12/13/2023,202312130COL,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,COL,L,5,29,24,83.00%,60.00
2023-24,12/16/2023,202312160ARI,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,ARI,L,2,22,20,91.00%,56.82
2023-24,12/19/2023,202312190BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,CBJ,L,5,16,11,69.00%,32.20
2023-24,12/23/2023,202312230NYR,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,NYR,L-OT,4,33,29,88.00%,62.08
2023-24,12/30/2023,202312300BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,CBJ,W,2,20,18,90.00%,61.33
2023-24,1/6/2024,202401060PIT,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,PIT,W,1,41,40,98.00%,60.00
2023-24,1/11/2024,202401110BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,OTT,W,3,28,25,89.00%,60.00
2023-24,1/13/2024,202401130BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,VAN,L,1,23,22,96.00%,58.08
2023-24,1/15/2024,202401150BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,SJS,W,0,28,28,100.00%,59.83
2023-24,1/18/2024,202401180BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,CHI,W,0,19,19,100.00%,60.00
2023-24,1/20/2024,202401200BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,TBL,L,2,15,13,87.00%,58.88
2023-24,1/23/2024,202401230ANA,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,ANA,L,3,35,32,91.00%,57.30
2023-24,1/27/2024,202401270SJS,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,SJS,W,2,26,24,92.00%,60.00
2023-24,2/6/2024,202402060BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,DAL,L,2,30,28,93.00%,59.28
2023-24,2/10/2024,202402100BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,STL,L,3,26,23,89.00%,58.30
2023-24,2/13/2024,202402130BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,LAK,W,0,33,33,100.00%,60.00
2023-24,2/17/2024,202402170MIN,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,MIN,W,2,32,30,94.00%,59.78
2023-24,2/19/2024,202402190BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,ANA,L,4,14,10,71.00%,58.88
2023-24,2/21/2024,202402210MTL,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,MTL,W,2,31,29,94.00%,60.00
2023-24,2/23/2024,202402230CBJ,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,CBJ,W,1,26,25,96.00%,59.90
2023-24,2/25/2024,202402250BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,CAR,W,2,32,30,94.00%,65.00
2023-24,2/27/2024,202402270FLA,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,FLA,L,3,37,34,92.00%,59.67
2023-24,2/29/2024,202402290TBL,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,TBL,W,2,23,21,91.00%,61.70
2023-24,3/2/2024,202403020BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,VEG,W,2,24,22,92.00%,60.00
2023-24,3/3/2024,202403030BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,WPG,L,3,33,30,91.00%,59.48
2023-24,3/6/2024,202403060TOR,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,TOR,L-OT,2,27,25,93.00%,63.87
2023-24,3/9/2024,202403090BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,EDM,W,2,32,30,94.00%,65.00
2023-24,3/12/2024,202403120BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,DET,W,3,24,21,88.00%,59.17
2023-24,3/14/2024,202403140BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,NYI,W,0,21,21,100.00%,60.00
2023-24,3/16/2024,202403160DET,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,DET,L,3,25,22,88.00%,57.22
2023-24,3/18/2024,202403180SEA,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,SEA,W,2,34,32,94.00%,60.00
2023-24,3/21/2024,202403210EDM,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,EDM,L,8,39,31,80.00%,59.45
2023-24,3/24/2024,202403240CGY,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,CGY,W,1,33,32,97.00%,60.00
2023-24,3/27/2024,202403270BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,OTT,L,4,9,5,56.00%,8.82
2023-24,3/30/2024,202403300BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,TOR,L,3,22,19,86.00%,56.80
2023-24,4/2/2024,202404020BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,WSH,W,2,26,24,92.00%,60.00
2023-24,4/5/2024,202404050BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,PHI,W,2,34,32,94.00%,60.00
2023-24,4/7/2024,202404070DET,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,DET,L,3,24,21,88.00%,56.93
2023-24,4/9/2024,202404090DAL,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,DAL,L,3,24,21,88.00%,58.03
2023-24,4/11/2024,202404110BUF,Ukko-Pekka Luukkonen,luukkuk01,BUF,vs,WSH,W,2,24,22,92.00%,60.00
2023-24,4/13/2024,202404130FLA,Ukko-Pekka Luukkonen,luukkuk01,BUF,@,FLA,L-OT,3,42,39,93.00%,63.60
2023-24,11/17/2023,202311170DET,Alex Lyon,lyonal01,DET,vs,TOR,L,3,29,26,90.00%,58.47
2023-24,11/22/2023,202311220DET,Alex Lyon,lyonal01,DET,vs,NJD,W,0,16,16,100.00%,59.53
2023-24,11/26/2023,202311260DET,Alex Lyon,lyonal01,DET,vs,MIN,W,1,38,37,97.00%,60.00
2023-24,11/30/2023,202311300DET,Alex Lyon,lyonal01,DET,vs,CHI,W,1,35,34,97.00%,60.00
2023-24,12/5/2023,202312050BUF,Alex Lyon,lyonal01,DET,@,BUF,W,3,32,29,91.00%,60.00
2023-24,12/9/2023,202312090DET,Alex Lyon,lyonal01,DET,vs,OTT,L,4,25,21,84.00%,40.00
2023-24,12/16/2023,202312160PHI,Alex Lyon,lyonal01,DET,@,PHI,L,1,16,15,94.00%,26.83
2023-24,12/29/2023,202312290DET,Alex Lyon,lyonal01,DET,vs,NSH,W,4,37,33,89.00%,62.22
2023-24,12/31/2023,202312310DET,Alex Lyon,lyonal01,DET,vs,BOS,L,3,22,19,86.00%,57.80
2023-24,1/2/2024,202401020SJS,Alex Lyon,lyonal01,DET,@,SJS,W,3,27,24,89.00%,60.00
2023-24,1/4/2024,202401040LAK,Alex Lyon,lyonal01,DET,@,LAK,W,3,43,40,93.00%,65.00
2023-24,1/7/2024,202401070ANA,Alex Lyon,lyonal01,DET,@,ANA,W,2,31,29,94.00%,60.00
2023-24,1/11/2024,202401110DET,Alex Lyon,lyonal01,DET,vs,EDM,L-OT,3,47,44,94.00%,61.33
2023-24,1/13/2024,202401130DET,Alex Lyon,lyonal01,DET,vs,LAK,W,3,36,33,92.00%,59.88
2023-24,1/17/2024,202401170FLA,Alex Lyon,lyonal01,DET,@,FLA,W,2,34,32,94.00%,60.87
2023-24,1/19/2024,202401190CAR,Alex Lyon,lyonal01,DET,@,CAR,L,3,29,26,90.00%,59.65
2023-24,1/21/2024,202401210DET,Alex Lyon,lyonal01,DET,vs,TBL,W,1,28,27,96.00%,60.00
2023-24,1/23/2024,202401230DET,Alex Lyon,lyonal01,DET,vs,DAL,L,5,32,27,84.00%,40.00
2023-24,1/25/2024,202401250DET,Alex Lyon,lyonal01,DET,vs,PHI,W,0,30,30,100.00%,59.57
2023-24,1/27/2024,202401270DET,Alex Lyon,lyonal01,DET,vs,VEG,W,2,30,28,93.00%,59.73
2023-24,1/31/2024,202401310DET,Alex Lyon,lyonal01,DET,vs,OTT,L-OT,3,25,22,88.00%,62.08
2023-24,2/10/2024,202402100DET,Alex Lyon,lyonal01,DET,vs,VAN,W,3,31,28,90.00%,60.38
2023-24,2/13/2024,202402130EDM,Alex Lyon,lyonal01,DET,@,EDM,L,7,29,22,76.00%,51.20
2023-24,2/15/2024,202402150VAN,Alex Lyon,lyonal01,DET,@,VAN,L,4,21,17,81.00%,56.08
2023-24,2/19/2024,202402190SEA,Alex Lyon,lyonal01,DET,@,SEA,W,3,41,38,93.00%,61.12
2023-24,2/22/2024,202402220DET,Alex Lyon,lyonal01,DET,vs,COL,W,1,31,30,97.00%,63.70
2023-24,2/24/2024,202402240DET,Alex Lyon,lyonal01,DET,vs,STL,W,1,23,22,96.00%,59.93
2023-24,2/27/2024,202402270DET,Alex Lyon,lyonal01,DET,vs,WSH,W,3,21,18,86.00%,59.10
2023-24,2/29/2024,202402290DET,Alex Lyon,lyonal01,DET,vs,NYI,L,4,26,22,85.00%,58.97
2023-24,3/2/2024,202403020DET,Alex Lyon,lyonal01,DET,vs,FLA,L,4,37,33,89.00%,60.00
2023-24,3/6/2024,202403060COL,Alex Lyon,lyonal01,DET,@,COL,L,5,40,35,88.00%,40.00
2023-24,3/8/2024,202403080ARI,Alex Lyon,lyonal01,DET,@,ARI,L,4,24,20,83.00%,60.00
2023-24,3/12/2024,202403120BUF,Alex Lyon,lyonal01,DET,@,BUF,L,4,13,9,69.00%,15.48
2023-24,3/14/2024,202403140DET,Alex Lyon,lyonal01,DET,vs,ARI,L,3,26,23,89.00%,59.48
2023-24,3/17/2024,202403170PIT,Alex Lyon,lyonal01,DET,@,PIT,L,5,37,32,87.00%,56.47
2023-24,3/23/2024,202403230NSH,Alex Lyon,lyonal01,DET,@,NSH,L,1,32,31,97.00%,57.98
2023-24,3/26/2024,202403260WSH,Alex Lyon,lyonal01,DET,@,WSH,L-OT,4,30,26,87.00%,61.92
2023-24,3/30/2024,202403300FLA,Alex Lyon,lyonal01,DET,@,FLA,L-SO,2,38,36,95.00%,65.00
2023-24,4/1/2024,202404010TBL,Alex Lyon,lyonal01,DET,@,TBL,W,2,36,34,94.00%,59.75
2023-24,4/5/2024,202404050DET,Alex Lyon,lyonal01,DET,vs,NYR,L,4,38,34,90.00%,57.47
2023-24,4/7/2024,202404070DET,Alex Lyon,lyonal01,DET,vs,BUF,W,1,38,37,97.00%,60.00
2023-24,4/9/2024,202404090DET,Alex Lyon,lyonal01,DET,vs,WSH,L,2,23,21,91.00%,56.65
2023-24,4/11/2024,202404110PIT,Alex Lyon,lyonal01,DET,@,PIT,L-OT,6,27,21,78.00%,61.67
2023-24,4/15/2024,202404150DET,Alex Lyon,lyonal01,DET,vs,MTL,W,4,21,17,81.00%,63.53
2023-24,10/11/2023,202310110CGY,Jacob Markström,marksja02,CGY,vs,WPG,W,3,37,34,92.00%,59.73
2023-24,10/14/2023,202310140PIT,Jacob Markström,marksja02,CGY,@,PIT,L,4,28,24,86.00%,57.82
2023-24,10/16/2023,202310160WSH,Jacob Markström,marksja02,CGY,@,WSH,L-SO,2,23,21,91.00%,64.80
2023-24,10/20/2023,202310200CBJ,Jacob Markström,marksja02,CGY,@,CBJ,L,2,28,26,93.00%,57.87
2023-24,10/24/2023,202310240CGY,Jacob Markström,marksja02,CGY,vs,NYR,L,3,20,17,85.00%,59.28
2023-24,10/26/2023,202310260CGY,Jacob Markström,marksja02,CGY,vs,STL,L,2,34,32,94.00%,59.42
2023-24,10/29/2023,202310290EDM,Jacob Markström,marksja02,CGY,@,EDM,L,4,32,28,88.00%,58.05
2023-24,11/1/2023,202311010CGY,Jacob Markström,marksja02,CGY,vs,DAL,L,4,30,26,87.00%,58.85
2023-24,11/7/2023,202311070CGY,Jacob Markström,marksja02,CGY,vs,NSH,W,2,18,16,89.00%,59.70
2023-24,11/14/2023,202311140MTL,Jacob Markström,marksja02,CGY,@,MTL,W,1,35,34,97.00%,60.00
2023-24,11/16/2023,202311160CGY,Jacob Markström,marksja02,CGY,vs,VAN,W,2,22,20,91.00%,58.68
2023-24,11/18/2023,202311180CGY,Jacob Markström,marksja02,CGY,vs,NYI,L-SO,4,33,29,88.00%,65.00
2023-24,11/22/2023,202311220NSH,Jacob Markström,marksja02,CGY,@,NSH,L,4,45,41,91.00%,59.82
2023-24,11/24/2023,202311240DAL,Jacob Markström,marksja02,CGY,@,DAL,W,4,28,24,86.00%,60.00
2023-24,11/30/2023,202311300CGY,Jacob Markström,marksja02,CGY,vs,DAL,W,3,16,13,81.00%,61.02
2023-24,12/2/2023,202312020CGY,Jacob Markström,marksja02,CGY,vs,VAN,L,3,21,18,86.00%,57.55
2023-24,12/18/2023,202312180CGY,Jacob Markström,marksja02,CGY,vs,FLA,W,1,34,33,97.00%,60.00
2023-24,12/21/2023,202312210ANA,Jacob Markström,marksja02,CGY,@,ANA,W,0,25,25,100.00%,60.00
2023-24,12/23/2023,202312230LAK,Jacob Markström,marksja02,CGY,@,LAK,L,4,33,29,88.00%,58.93
2023-24,12/27/2023,202312270CGY,Jacob Markström,marksja02,CGY,vs,SEA,L,2,21,19,91.00%,57.90
2023-24,12/31/2023,202312310CGY,Jacob Markström,marksja02,CGY,vs,PHI,W,3,31,28,90.00%,60.00
2023-24,1/2/2024,202401020MIN,Jacob Markström,marksja02,CGY,@,MIN,W,1,29,28,97.00%,59.43
2023-24,1/6/2024,202401060PHI,Jacob Markström,marksja02,CGY,@,PHI,L,3,42,39,93.00%,57.70
2023-24,1/9/2024,202401090CGY,Jacob Markström,marksja02,CGY,vs,OTT,W,3,33,30,91.00%,60.00
2023-24,1/11/2024,202401110ARI,Jacob Markström,marksja02,CGY,@,ARI,W,2,34,32,94.00%,60.00
2023-24,1/13/2024,202401130VEG,Jacob Markström,marksja02,CGY,@,VEG,W,1,32,31,97.00%,60.00
2023-24,1/23/2024,202401230CGY,Jacob Markström,marksja02,CGY,vs,STL,L,4,26,22,85.00%,59.38
2023-24,1/25/2024,202401250CGY,Jacob Markström,marksja02,CGY,vs,CBJ,L,4,31,27,87.00%,59.28
2023-24,1/27/2024,202401270CGY,Jacob Markström,marksja02,CGY,vs,CHI,W,0,32,32,100.00%,60.00
2023-24,2/6/2024,202402060BOS,Jacob Markström,marksja02,CGY,@,BOS,W,1,22,21,96.00%,60.00
2023-24,2/8/2024,202402080NJD,Jacob Markström,marksja02,CGY,@,NJD,W,3,40,37,93.00%,59.58
2023-24,2/10/2024,202402100NYI,Jacob Markström,marksja02,CGY,@,NYI,W,2,36,34,94.00%,60.00
2023-24,2/12/2024,202402120NYR,Jacob Markström,marksja02,CGY,@,NYR,L,1,30,29,97.00%,58.73
2023-24,2/17/2024,202402170CGY,Jacob Markström,marksja02,CGY,vs,DET,L,4,12,8,67.00%,26.68
2023-24,2/19/2024,202402190CGY,Jacob Markström,marksja02,CGY,vs,WPG,W,3,31,28,90.00%,60.00
2023-24,2/22/2024,202402220CGY,Jacob Markström,marksja02,CGY,vs,BOS,W,2,34,32,94.00%,63.93
2023-24,2/27/2024,202402270CGY,Jacob Markström,marksja02,CGY,vs,LAK,W,2,23,21,91.00%,60.00
2023-24,3/2/2024,202403020CGY,Jacob Markström,marksja02,CGY,vs,PIT,W,3,30,27,90.00%,60.00
2023-24,3/4/2024,202403040CGY,Jacob Markström,marksja02,CGY,vs,SEA,L,4,30,26,87.00%,58.10
2023-24,3/7/2024,202403070TBL,Jacob Markström,marksja02,CGY,@,TBL,W,3,22,19,86.00%,60.00
2023-24,3/9/2024,202403090FLA,Jacob Markström,marksja02,CGY,@,FLA,L,5,31,26,84.00%,60.00
2023-24,3/23/2024,202403230VAN,Jacob Markström,marksja02,CGY,@,VAN,L,3,25,22,88.00%,58.45
2023-24,3/26/2024,202403260CHI,Jacob Markström,marksja02,CGY,@,CHI,L,3,27,24,89.00%,56.50
2023-24,3/30/2024,202403300CGY,Jacob Markström,marksja02,CGY,vs,LAK,W,2,18,16,89.00%,60.00
2023-24,4/2/2024,202404020CGY,Jacob Markström,marksja02,CGY,vs,ANA,L,5,29,24,83.00%,60.00
2023-24,4/6/2024,202404060CGY,Jacob Markström,marksja02,CGY,vs,EDM,L,3,26,23,89.00%,59.10
2023-24,4/11/2024,202404110LAK,Jacob Markström,marksja02,CGY,@,LAK,L,3,29,26,90.00%,59.82
2023-24,4/16/2024,202404160VAN,Jacob Markström,marksja02,CGY,@,VAN,L,4,31,27,87.00%,60.00
2023-24,10/14/2023,202310140CBJ,Spencer Martin,martisp01,CBJ,vs,NYR,W,2,17,15,88.00%,20.00
2023-24,10/14/2023,202310140CBJ,Spencer Martin,martisp01,CBJ,vs,NYR,W,2,17,15,88.00%,20.00
2023-24,10/16/2023,202310160CBJ,Spencer Martin,martisp01,CBJ,vs,DET,L,4,28,24,86.00%,59.27
2023-24,10/16/2023,202310160CBJ,Spencer Martin,martisp01,CBJ,vs,DET,L,4,28,24,86.00%,59.27
2023-24,10/20/2023,202310200CBJ,Spencer Martin,martisp01,CBJ,vs,CGY,W,1,37,36,97.00%,60.00
2023-24,10/20/2023,202310200CBJ,Spencer Martin,martisp01,CBJ,vs,CGY,W,1,37,36,97.00%,60.00
2023-24,10/28/2023,202310280CBJ,Spencer Martin,martisp01,CBJ,vs,NYI,L,2,34,32,94.00%,57.13
2023-24,10/28/2023,202310280CBJ,Spencer Martin,martisp01,CBJ,vs,NYI,L,2,34,32,94.00%,57.13
2023-24,11/6/2023,202311060FLA,Spencer Martin,martisp01,CBJ,@,FLA,L-OT,2,36,34,94.00%,55.28
2023-24,11/6/2023,202311060FLA,Spencer Martin,martisp01,CBJ,@,FLA,L-OT,2,36,34,94.00%,55.28
2023-24,11/9/2023,202311090CBJ,Spencer Martin,martisp01,CBJ,vs,DAL,L,4,30,26,87.00%,58.43
2023-24,11/9/2023,202311090CBJ,Spencer Martin,martisp01,CBJ,vs,DAL,L,4,30,26,87.00%,58.43
2023-24,11/11/2023,202311110DET,Spencer Martin,martisp01,CBJ,@,DET,L,5,28,23,82.00%,57.98
2023-24,11/11/2023,202311110DET,Spencer Martin,martisp01,CBJ,@,DET,L,5,28,23,82.00%,57.98
2023-24,11/19/2023,202311190PHI,Spencer Martin,martisp01,CBJ,@,PHI,L,4,26,22,85.00%,58.90
2023-24,11/19/2023,202311190PHI,Spencer Martin,martisp01,CBJ,@,PHI,L,4,26,22,85.00%,58.90
2023-24,11/27/2023,202311270CBJ,Spencer Martin,martisp01,CBJ,vs,BOS,W,2,33,31,94.00%,60.00
2023-24,11/27/2023,202311270CBJ,Spencer Martin,martisp01,CBJ,vs,BOS,W,2,33,31,94.00%,60.00
2023-24,12/3/2023,202312030BOS,Spencer Martin,martisp01,CBJ,@,BOS,L,3,28,25,89.00%,57.28
2023-24,12/3/2023,202312030BOS,Spencer Martin,martisp01,CBJ,@,BOS,L,3,28,25,89.00%,57.28
2023-24,12/7/2023,202312070NYI,Spencer Martin,martisp01,CBJ,@,NYI,L,7,36,29,81.00%,60.00
2023-24,12/7/2023,202312070NYI,Spencer Martin,martisp01,CBJ,@,NYI,L,7,36,29,81.00%,60.00
2023-24,12/29/2023,202312290CBJ,Spencer Martin,martisp01,CBJ,vs,TOR,W,3,19,16,84.00%,42.93
2023-24,12/29/2023,202312290CBJ,Spencer Martin,martisp01,CBJ,vs,TOR,W,3,19,16,84.00%,42.93
2023-24,1/2/2024,202401020CBJ,Spencer Martin,martisp01,CBJ,vs,BOS,L,4,27,23,85.00%,60.00
2023-24,1/2/2024,202401020CBJ,Spencer Martin,martisp01,CBJ,vs,BOS,L,4,27,23,85.00%,60.00
2023-24,1/24/2024,202401240BOS,Spencer Martin,martisp01,CAR,@,BOS,W,2,28,26,93.00%,60.00
2023-24,1/24/2024,202401240BOS,Spencer Martin,martisp01,CAR,@,BOS,W,2,28,26,93.00%,60.00
2023-24,2/17/2024,202402170VEG,Spencer Martin,martisp01,CAR,@,VEG,W,1,30,29,97.00%,60.00
2023-24,2/17/2024,202402170VEG,Spencer Martin,martisp01,CAR,@,VEG,W,1,30,29,97.00%,60.00
2023-24,2/19/2024,202402190CAR,Spencer Martin,martisp01,CAR,vs,CHI,W,3,17,14,82.00%,60.00
2023-24,2/19/2024,202402190CAR,Spencer Martin,martisp01,CAR,vs,CHI,W,3,17,14,82.00%,60.00
2023-24,2/25/2024,202402250BUF,Spencer Martin,martisp01,CAR,@,BUF,L-SO,2,32,30,94.00%,65.00
2023-24,2/25/2024,202402250BUF,Spencer Martin,martisp01,CAR,@,BUF,L-SO,2,32,30,94.00%,65.00
2023-24,2/29/2024,202402290CBJ,Spencer Martin,martisp01,CAR,@,CBJ,W,2,22,20,91.00%,60.00
2023-24,2/29/2024,202402290CBJ,Spencer Martin,martisp01,CAR,@,CBJ,W,2,22,20,91.00%,60.00
2023-24,4/16/2024,202404160CBJ,Spencer Martin,martisp01,CAR,@,CBJ,L,6,25,19,76.00%,60.00
2023-24,4/16/2024,202404160CBJ,Spencer Martin,martisp01,CAR,@,CBJ,L,6,25,19,76.00%,60.00
2023-24,10/12/2023,202310120CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,PHI,L,2,35,33,94.00%,58.02
2023-24,10/14/2023,202310140CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,NYR,W,1,25,24,96.00%,39.90
2023-24,10/21/2023,202310210MIN,Elvis Merzļikins,merzlel01,CBJ,@,MIN,W,4,28,24,86.00%,63.03
2023-24,10/24/2023,202310240CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,ANA,L-OT,3,27,24,89.00%,61.73
2023-24,10/26/2023,202310260MTL,Elvis Merzļikins,merzlel01,CBJ,@,MTL,L-OT,4,29,25,86.00%,64.28
2023-24,10/30/2023,202310300DAL,Elvis Merzļikins,merzlel01,CBJ,@,DAL,L,4,32,28,88.00%,57.22
2023-24,11/2/2023,202311020CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,TBL,W,2,29,27,93.00%,60.00
2023-24,11/4/2023,202311040WSH,Elvis Merzļikins,merzlel01,CBJ,@,WSH,L,2,27,25,93.00%,58.05
2023-24,11/6/2023,202311060FLA,Elvis Merzļikins,merzlel01,CBJ,@,FLA,L-OT,3,10,7,70.00%,6.15
2023-24,11/12/2023,202311120NYR,Elvis Merzļikins,merzlel01,CBJ,@,NYR,L-SO,3,40,37,93.00%,65.00
2023-24,11/14/2023,202311140CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,PIT,L,4,40,36,90.00%,58.90
2023-24,11/16/2023,202311160CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,ARI,L,3,32,29,91.00%,56.67
2023-24,11/18/2023,202311180WSH,Elvis Merzļikins,merzlel01,CBJ,@,WSH,L,4,26,22,85.00%,58.78
2023-24,11/22/2023,202311220CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,CHI,W,3,36,33,92.00%,60.00
2023-24,11/24/2023,202311240NJD,Elvis Merzļikins,merzlel01,CBJ,@,NJD,W,1,38,37,97.00%,60.00
2023-24,11/26/2023,202311260CAR,Elvis Merzļikins,merzlel01,CBJ,@,CAR,L,3,43,40,93.00%,58.92
2023-24,11/29/2023,202311290CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,MTL,L,3,30,27,90.00%,58.93
2023-24,12/1/2023,202312010CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,OTT,W,2,43,41,95.00%,59.95
2023-24,12/5/2023,202312050CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,LAK,L-OT,4,39,35,90.00%,60.55
2023-24,12/14/2023,202312140TOR,Elvis Merzļikins,merzlel01,CBJ,@,TOR,W,5,48,43,90.00%,63.43
2023-24,12/21/2023,202312210CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,WSH,L-OT,3,32,29,91.00%,64.12
2023-24,12/27/2023,202312270NJD,Elvis Merzļikins,merzlel01,CBJ,@,NJD,L-OT,4,35,31,89.00%,62.10
2023-24,12/29/2023,202312290CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,TOR,W,2,14,12,86.00%,20.00
2023-24,1/15/2024,202401150CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,VAN,W,3,30,27,90.00%,65.00
2023-24,1/19/2024,202401190CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,NJD,L,4,33,29,88.00%,60.00
2023-24,1/23/2024,202401230EDM,Elvis Merzļikins,merzlel01,CBJ,@,EDM,L,4,24,20,83.00%,59.77
2023-24,1/27/2024,202401270VAN,Elvis Merzļikins,merzlel01,CBJ,@,VAN,L-OT,5,34,29,85.00%,64.02
2023-24,1/30/2024,202401300STL,Elvis Merzļikins,merzlel01,CBJ,@,STL,W,0,21,21,100.00%,59.77
2023-24,2/10/2024,202402100CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,TBL,L,3,36,33,92.00%,58.43
2023-24,2/17/2024,202402170SJS,Elvis Merzļikins,merzlel01,CBJ,@,SJS,W,3,31,28,90.00%,58.87
2023-24,2/20/2024,202402200LAK,Elvis Merzļikins,merzlel01,CBJ,@,LAK,L,5,35,30,86.00%,60.00
2023-24,2/21/2024,202402210ANA,Elvis Merzļikins,merzlel01,CBJ,@,ANA,W,2,2,0,0.00%,3.92
2023-24,2/25/2024,202402250CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,NYR,W,2,40,38,95.00%,59.70
2023-24,2/28/2024,202402280NYR,Elvis Merzļikins,merzlel01,CBJ,@,NYR,L,2,28,26,93.00%,58.62
2023-24,3/2/2024,202403020CHI,Elvis Merzļikins,merzlel01,CBJ,@,CHI,W,2,28,26,93.00%,60.00
2023-24,3/12/2024,202403120MTL,Elvis Merzļikins,merzlel01,CBJ,@,MTL,L,3,4,1,25.00%,5.80
2023-24,3/14/2024,202403140CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,OTT,L-SO,2,37,35,95.00%,65.00
2023-24,3/17/2024,202403170CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,WPG,L,6,27,21,78.00%,59.63
2023-24,3/22/2024,202403220COL,Elvis Merzļikins,merzlel01,CBJ,@,COL,L,6,50,44,88.00%,60.00
2023-24,3/26/2024,202403260ARI,Elvis Merzļikins,merzlel01,CBJ,@,ARI,L,6,35,29,83.00%,59.98
2023-24,3/30/2024,202403300CBJ,Elvis Merzļikins,merzlel01,CBJ,vs,PIT,W,3,33,30,91.00%,64.43
2023-24,10/14/2023,202310140MTL,Sam Montembeault,montesa01,MTL,vs,CHI,W,2,30,28,93.00%,60.00
2023-24,10/17/2023,202310170MTL,Sam Montembeault,montesa01,MTL,vs,MIN,L,5,35,30,86.00%,58.27
2023-24,10/26/2023,202310260MTL,Sam Montembeault,montesa01,MTL,vs,CBJ,W,3,36,33,92.00%,64.28
2023-24,10/30/2023,202310300VEG,Sam Montembeault,montesa01,MTL,@,VEG,L-SO,2,25,23,92.00%,65.00
