Season,Date,Game_ID,Player,Player_ID,Team,Location,Opp,Result,GA,SA,SV,SV%,TOI
2023-24,2/21/2024,202402210ANA,John Gibson,gibsojo02,ANA,vs,CBJ,L,6,26,20,77.00%,57.07
2023-24,2/24/2024,202402240LAK,John Gibson,gibsojo02,ANA,@,LAK,L-SO,2,50,48,96.00%,65.00
2023-24,2/29/2024,202402290SJS,John Gibson,gibsojo02,ANA,@,SJS,W,4,28,24,86.00%,60.00
2023-24,3/8/2024,202403080ANA,John Gibson,gibsojo02,ANA,vs,DAL,L,6,36,30,83.00%,60.00
2023-24,3/12/2024,202403120CHI,John Gibson,gibsojo02,ANA,@,CHI,L,6,26,20,77.00%,48.50
2023-24,3/15/2024,202403150WPG,John Gibson,gibsojo02,ANA,@,WPG,L,6,38,32,84.00%,59.60
2023-24,3/19/2024,202403190ANA,John Gibson,gibsojo02,ANA,vs,MIN,L,4,32,28,88.00%,59.52
2023-24,3/26/2024,202403260SEA,John Gibson,gibsojo02,ANA,@,SEA,L,4,36,32,89.00%,60.00
2023-24,3/30/2024,202403300EDM,John Gibson,gibsojo02,ANA,@,EDM,L,6,37,31,84.00%,59.12
2023-24,4/12/2024,202404120ANA,John Gibson,gibsojo02,ANA,vs,CGY,L,6,27,21,78.00%,59.65
2023-24,12/8/2023,202312080CBJ,Jet Greaves,greavje01,CBJ,vs,STL,W,2,43,41,95.00%,60.00
2023-24,12/10/2023,202312100CBJ,Jet Greaves,greavje01,CBJ,vs,FLA,L,3,33,30,91.00%,58.93
2023-24,3/5/2024,202403050PIT,Jet Greaves,greavje01,CBJ,@,PIT,L,5,31,26,84.00%,58.72
2023-24,4/4/2024,202404040CBJ,Jet Greaves,greavje01,CBJ,vs,NYI,L,1,25,24,96.00%,39.17
2023-24,4/6/2024,202404060CBJ,Jet Greaves,greavje01,CBJ,vs,PHI,W,2,39,37,95.00%,60.00
2023-24,4/9/2024,202404090TBL,Jet Greaves,greavje01,CBJ,@,TBL,L,4,32,28,88.00%,59.05
2023-24,4/11/2024,202404110FLA,Jet Greaves,greavje01,CBJ,@,FLA,L,4,46,42,91.00%,60.00
2023-24,4/13/2024,202404130NSH,Jet Greaves,greavje01,CBJ,@,NSH,L,6,37,31,84.00%,60.00
2023-24,4/16/2024,202404160CBJ,Jet Greaves,greavje01,CBJ,vs,CAR,W,3,41,38,93.00%,60.00
2023-24,10/10/2023,202310100VEG,Philipp Grubauer,grubaph01,SEA,@,VEG,L,3,27,24,89.00%,59.62
2023-24,10/12/2023,202310120NSH,Philipp Grubauer,grubaph01,SEA,@,NSH,L,2,34,32,94.00%,57.87
2023-24,10/17/2023,202310170SEA,Philipp Grubauer,grubaph01,SEA,vs,COL,L,3,27,24,89.00%,59.65
2023-24,10/21/2023,202310210SEA,Philipp Grubauer,grubaph01,SEA,vs,NYR,L,4,27,23,85.00%,60.00
2023-24,10/30/2023,202310300TBL,Philipp Grubauer,grubaph01,SEA,@,TBL,W,3,37,34,92.00%,62.88
2023-24,11/2/2023,202311020SEA,Philipp Grubauer,grubaph01,SEA,vs,NSH,W,2,34,32,94.00%,59.90
2023-24,11/4/2023,202311040SEA,Philipp Grubauer,grubaph01,SEA,vs,CGY,L,4,29,25,86.00%,58.70
2023-24,11/9/2023,202311090COL,Philipp Grubauer,grubaph01,SEA,@,COL,W,3,26,23,89.00%,60.00
2023-24,11/11/2023,202311110SEA,Philipp Grubauer,grubaph01,SEA,vs,EDM,L,4,17,13,77.00%,20.00
2023-24,11/16/2023,202311160SEA,Philipp Grubauer,grubaph01,SEA,vs,NYI,W,3,23,20,87.00%,65.00
2023-24,11/18/2023,202311180VAN,Philipp Grubauer,grubaph01,SEA,@,VAN,W,3,24,21,88.00%,60.00
2023-24,11/20/2023,202311200SEA,Philipp Grubauer,grubaph01,SEA,vs,CGY,L-OT,2,7,5,71.00%,20.00
2023-24,11/28/2023,202311280CHI,Philipp Grubauer,grubaph01,SEA,@,CHI,L,4,23,19,83.00%,57.23
2023-24,11/30/2023,202311300TOR,Philipp Grubauer,grubaph01,SEA,@,TOR,L-SO,3,28,25,89.00%,64.73
2023-24,12/4/2023,202312040MTL,Philipp Grubauer,grubaph01,SEA,@,MTL,L,3,29,26,90.00%,59.02
2023-24,12/7/2023,202312070SEA,Philipp Grubauer,grubaph01,SEA,vs,NJD,L,2,17,15,88.00%,57.95
2023-24,12/9/2023,202312090SEA,Philipp Grubauer,grubaph01,SEA,vs,TBL,L-OT,2,23,21,91.00%,39.48
2023-24,2/13/2024,202402130NYI,Philipp Grubauer,grubaph01,SEA,@,NYI,W,1,27,26,96.00%,65.00
2023-24,2/22/2024,202402220SEA,Philipp Grubauer,grubaph01,SEA,vs,VAN,W,2,21,19,91.00%,60.00
2023-24,2/24/2024,202402240SEA,Philipp Grubauer,grubaph01,SEA,vs,MIN,L,1,18,17,94.00%,37.77
2023-24,2/26/2024,202402260SEA,Philipp Grubauer,grubaph01,SEA,vs,BOS,W,3,32,29,91.00%,65.00
2023-24,2/29/2024,202402290SEA,Philipp Grubauer,grubaph01,SEA,vs,PIT,W,0,33,33,100.00%,60.00
2023-24,3/2/2024,202403020SEA,Philipp Grubauer,grubaph01,SEA,vs,EDM,L,2,24,22,92.00%,58.35
2023-24,3/4/2024,202403040CGY,Philipp Grubauer,grubaph01,SEA,@,CGY,W,2,37,35,95.00%,59.12
2023-24,3/12/2024,202403120SEA,Philipp Grubauer,grubaph01,SEA,vs,VEG,L-OT,5,34,29,85.00%,63.02
2023-24,3/16/2024,202403160SEA,Philipp Grubauer,grubaph01,SEA,vs,NSH,L,3,29,26,90.00%,58.12
2023-24,3/18/2024,202403180SEA,Philipp Grubauer,grubaph01,SEA,vs,BUF,L,3,26,23,89.00%,54.32
2023-24,3/21/2024,202403210VEG,Philipp Grubauer,grubaph01,SEA,@,VEG,L,2,36,34,94.00%,59.30
2023-24,3/24/2024,202403240SEA,Philipp Grubauer,grubaph01,SEA,vs,MTL,L,4,6,2,33.00%,18.00
2023-24,3/28/2024,202403280SEA,Philipp Grubauer,grubaph01,SEA,vs,ANA,W,2,23,21,91.00%,59.67
2023-24,4/1/2024,202404010SJS,Philipp Grubauer,grubaph01,SEA,@,SJS,W,2,26,24,92.00%,60.00
2023-24,4/3/2024,202404030LAK,Philipp Grubauer,grubaph01,SEA,@,LAK,L,5,27,22,82.00%,60.00
2023-24,4/5/2024,202404050ANA,Philipp Grubauer,grubaph01,SEA,@,ANA,W,1,17,16,94.00%,58.83
2023-24,4/9/2024,202404090SEA,Philipp Grubauer,grubaph01,SEA,vs,ARI,W,0,39,39,100.00%,60.00
2023-24,4/13/2024,202404130DAL,Philipp Grubauer,grubaph01,SEA,@,DAL,L,3,30,27,90.00%,58.85
2023-24,4/16/2024,202404160WPG,Philipp Grubauer,grubaph01,SEA,@,WPG,L,4,24,20,83.00%,59.23
2023-24,10/12/2023,202310120MIN,Filip Gustavsson,gustafi01,MIN,vs,FLA,W,0,41,41,100.00%,60.00
2023-24,10/14/2023,202310140TOR,Filip Gustavsson,gustafi01,MIN,@,TOR,L,7,33,26,79.00%,60.00
2023-24,10/21/2023,202310210MIN,Filip Gustavsson,gustafi01,MIN,vs,CBJ,L-OT,5,54,49,91.00%,63.03
2023-24,10/24/2023,202310240MIN,Filip Gustavsson,gustafi01,MIN,vs,EDM,W,4,28,24,86.00%,60.00
2023-24,10/26/2023,202310260PHI,Filip Gustavsson,gustafi01,MIN,@,PHI,L,6,35,29,83.00%,59.92
2023-24,11/2/2023,202311020MIN,Filip Gustavsson,gustafi01,MIN,vs,NJD,L,5,38,33,87.00%,58.52
2023-24,11/4/2023,202311040MIN,Filip Gustavsson,gustafi01,MIN,vs,NYR,W,3,4,1,25.00%,6.88
2023-24,11/10/2023,202311100BUF,Filip Gustavsson,gustafi01,MIN,@,BUF,L,3,25,22,88.00%,58.25
2023-24,11/18/2023,202311180OTT,Filip Gustavsson,gustafi01,MIN,@,OTT,L-SO,1,31,30,97.00%,64.68
2023-24,11/24/2023,202311240MIN,Filip Gustavsson,gustafi01,MIN,vs,COL,L,3,25,22,88.00%,59.12
2023-24,11/26/2023,202311260DET,Filip Gustavsson,gustafi01,MIN,@,DET,L,3,22,19,86.00%,58.50
2023-24,11/28/2023,202311280MIN,Filip Gustavsson,gustafi01,MIN,vs,STL,W,1,24,23,96.00%,59.77
2023-24,11/30/2023,202311300NSH,Filip Gustavsson,gustafi01,MIN,@,NSH,W,1,27,26,96.00%,59.97
2023-24,12/5/2023,202312050CGY,Filip Gustavsson,gustafi01,MIN,@,CGY,W,2,30,28,93.00%,60.00
2023-24,12/7/2023,202312070VAN,Filip Gustavsson,gustafi01,MIN,@,VAN,L,2,17,15,88.00%,57.45
2023-24,12/10/2023,202312100SEA,Filip Gustavsson,gustafi01,MIN,@,SEA,W,0,24,24,100.00%,60.00
2023-24,12/14/2023,202312140MIN,Filip Gustavsson,gustafi01,MIN,vs,CGY,W,2,37,35,95.00%,65.00
2023-24,12/16/2023,202312160MIN,Filip Gustavsson,gustafi01,MIN,vs,VAN,W,1,36,35,97.00%,65.00
2023-24,12/18/2023,202312180PIT,Filip Gustavsson,gustafi01,MIN,@,PIT,L,4,30,26,87.00%,58.30
2023-24,12/21/2023,202312210MIN,Filip Gustavsson,gustafi01,MIN,vs,MTL,W,3,25,22,88.00%,64.62
2023-24,12/27/2023,202312270MIN,Filip Gustavsson,gustafi01,MIN,vs,DET,W,3,28,25,89.00%,59.88
2023-24,12/30/2023,202312300WPG,Filip Gustavsson,gustafi01,MIN,@,WPG,L,3,22,19,86.00%,40.00
2023-24,1/13/2024,202401130MIN,Filip Gustavsson,gustafi01,MIN,vs,ARI,L,5,18,13,72.00%,26.67
2023-24,1/18/2024,202401180TBL,Filip Gustavsson,gustafi01,MIN,@,TBL,L,7,38,31,82.00%,60.00
2023-24,1/19/2024,202401190FLA,Filip Gustavsson,gustafi01,MIN,@,FLA,W,3,24,21,88.00%,29.47
2023-24,1/21/2024,202401210CAR,Filip Gustavsson,gustafi01,MIN,@,CAR,W,2,42,40,95.00%,60.00
2023-24,1/23/2024,202401230MIN,Filip Gustavsson,gustafi01,MIN,vs,WSH,W,3,33,30,91.00%,60.00
2023-24,1/25/2024,202401250MIN,Filip Gustavsson,gustafi01,MIN,vs,NSH,L,3,29,26,90.00%,58.82
2023-24,1/27/2024,202401270MIN,Filip Gustavsson,gustafi01,MIN,vs,ANA,L,3,25,22,88.00%,58.02
2023-24,2/7/2024,202402070CHI,Filip Gustavsson,gustafi01,MIN,@,CHI,W,1,21,20,95.00%,59.93
2023-24,2/12/2024,202402120VEG,Filip Gustavsson,gustafi01,MIN,@,VEG,W,3,30,27,90.00%,60.00
2023-24,2/17/2024,202402170MIN,Filip Gustavsson,gustafi01,MIN,vs,BUF,L-OT,3,28,25,89.00%,61.48
2023-24,2/19/2024,202402190MIN,Filip Gustavsson,gustafi01,MIN,vs,VAN,W,5,16,11,69.00%,39.78
2023-24,2/23/2024,202402230EDM,Filip Gustavsson,gustafi01,MIN,@,EDM,W,2,43,41,95.00%,60.00
2023-24,2/27/2024,202402270MIN,Filip Gustavsson,gustafi01,MIN,vs,CAR,L,3,28,25,89.00%,58.72
2023-24,2/29/2024,202402290NSH,Filip Gustavsson,gustafi01,MIN,@,NSH,L,6,31,25,81.00%,59.77
2023-24,3/3/2024,202403030MIN,Filip Gustavsson,gustafi01,MIN,vs,SJS,W,3,15,12,80.00%,60.00
2023-24,3/8/2024,202403080COL,Filip Gustavsson,gustafi01,MIN,@,COL,L-OT,2,40,38,95.00%,62.53
2023-24,3/19/2024,202403190ANA,Filip Gustavsson,gustafi01,MIN,@,ANA,W,0,27,27,100.00%,60.00
2023-24,3/20/2024,202403200LAK,Filip Gustavsson,gustafi01,MIN,@,LAK,L,1,11,10,91.00%,31.87
2023-24,3/28/2024,202403280MIN,Filip Gustavsson,gustafi01,MIN,vs,SJS,W,1,27,26,96.00%,60.00
2023-24,3/30/2024,202403300MIN,Filip Gustavsson,gustafi01,MIN,vs,VEG,L-OT,1,30,29,97.00%,63.05
2023-24,4/4/2024,202404040MIN,Filip Gustavsson,gustafi01,MIN,vs,COL,L,4,35,31,89.00%,58.48
2023-24,4/9/2024,202404090COL,Filip Gustavsson,gustafi01,MIN,@,COL,L,5,32,27,84.00%,59.08
2023-24,4/15/2024,202404150LAK,Filip Gustavsson,gustafi01,MIN,@,LAK,W,1,24,23,96.00%,60.00
2023-24,10/12/2023,202310120CBJ,Carter Hart,hartca01,PHI,@,CBJ,W,2,33,31,94.00%,60.00
2023-24,10/14/2023,202310140OTT,Carter Hart,hartca01,PHI,@,OTT,L,5,31,26,84.00%,58.95
2023-24,10/17/2023,202310170PHI,Carter Hart,hartca01,PHI,vs,VAN,W,0,26,26,100.00%,59.72
2023-24,10/19/2023,202310190PHI,Carter Hart,hartca01,PHI,vs,EDM,W,1,23,22,96.00%,60.00
2023-24,10/24/2023,202310240VEG,Carter Hart,hartca01,PHI,@,VEG,L,3,29,26,90.00%,59.75
2023-24,10/26/2023,202310260PHI,Carter Hart,hartca01,PHI,vs,MIN,W,2,28,26,93.00%,60.00
2023-24,10/30/2023,202310300PHI,Carter Hart,hartca01,PHI,vs,CAR,L,3,32,29,91.00%,59.73
2023-24,11/1/2023,202311010PHI,Carter Hart,hartca01,PHI,vs,BUF,L,2,5,3,60.00%,10.00
2023-24,11/15/2023,202311150CAR,Carter Hart,hartca01,PHI,@,CAR,W,1,32,31,97.00%,60.00
2023-24,11/18/2023,202311180PHI,Carter Hart,hartca01,PHI,vs,VEG,W,3,31,28,90.00%,61.00
2023-24,11/22/2023,202311220NYI,Carter Hart,hartca01,PHI,@,NYI,L,3,25,22,88.00%,58.25
2023-24,11/24/2023,202311240PHI,Carter Hart,hartca01,PHI,vs,NYR,L,3,19,16,84.00%,57.02
2023-24,11/28/2023,202311280PHI,Carter Hart,hartca01,PHI,vs,CAR,L,3,35,32,91.00%,59.40
2023-24,11/30/2023,202311300PHI,Carter Hart,hartca01,PHI,vs,NJD,L-OT,4,35,31,89.00%,59.10
2023-24,12/4/2023,202312040PHI,Carter Hart,hartca01,PHI,vs,PIT,W,1,32,31,97.00%,63.92
2023-24,12/7/2023,202312070ARI,Carter Hart,hartca01,PHI,@,ARI,W,1,26,25,96.00%,60.00
2023-24,12/9/2023,202312090COL,Carter Hart,hartca01,PHI,@,COL,W,2,38,36,95.00%,60.00
2023-24,12/22/2023,202312220DET,Carter Hart,hartca01,PHI,@,DET,L-SO,6,37,31,84.00%,65.00
2023-24,12/28/2023,202312280VAN,Carter Hart,hartca01,PHI,@,VAN,W,0,8,8,100.00%,17.40
2023-24,12/29/2023,202312290SEA,Carter Hart,hartca01,PHI,@,SEA,L-OT,2,29,27,93.00%,62.58
2023-24,1/2/2024,202401020EDM,Carter Hart,hartca01,PHI,@,EDM,L,5,36,31,86.00%,60.00
2023-24,1/6/2024,202401060PHI,Carter Hart,hartca01,PHI,vs,CGY,W,2,24,22,92.00%,60.00
2023-24,1/8/2024,202401080PHI,Carter Hart,hartca01,PHI,vs,PIT,L,4,39,35,90.00%,59.83
2023-24,1/12/2024,202401120MIN,Carter Hart,hartca01,PHI,@,MIN,W,3,29,26,90.00%,63.60
2023-24,1/15/2024,202401150STL,Carter Hart,hartca01,PHI,@,STL,W,2,30,28,93.00%,59.93
2023-24,1/20/2024,202401200PHI,Carter Hart,hartca01,PHI,vs,COL,L,5,15,10,67.00%,40.00
2023-24,10/28/2023,202310280PIT,Magnus Hellberg,hellbma01,PIT,vs,OTT,L,2,17,15,88.00%,34.53
2023-24,11/7/2023,202311070ANA,Magnus Hellberg,hellbma01,PIT,@,ANA,W,0,11,11,100.00%,21.60
2023-24,11/9/2023,202311090LAK,Magnus Hellberg,hellbma01,PIT,@,LAK,W,3,36,33,92.00%,63.75
2023-24,10/11/2023,202310110CGY,Connor Hellebuyck,helleco01,WPG,@,CGY,L,4,21,17,81.00%,58.20
2023-24,10/14/2023,202310140WPG,Connor Hellebuyck,helleco01,WPG,vs,FLA,W,4,33,29,88.00%,59.87
2023-24,10/17/2023,202310170WPG,Connor Hellebuyck,helleco01,WPG,vs,LAK,L,5,29,24,83.00%,59.92
2023-24,10/21/2023,202310210EDM,Connor Hellebuyck,helleco01,WPG,@,EDM,W,2,40,38,95.00%,63.88
2023-24,10/24/2023,202310240WPG,Connor Hellebuyck,helleco01,WPG,vs,STL,W,2,20,18,90.00%,59.53
2023-24,10/26/2023,202310260DET,Connor Hellebuyck,helleco01,WPG,@,DET,W,1,36,35,97.00%,60.00
2023-24,10/30/2023,202310300WPG,Connor Hellebuyck,helleco01,WPG,vs,NYR,L-OT,3,26,23,89.00%,64.57
2023-24,11/2/2023,202311020VEG,Connor Hellebuyck,helleco01,WPG,@,VEG,L,4,25,21,84.00%,59.38
2023-24,11/4/2023,202311040ARI,Connor Hellebuyck,helleco01,WPG,@,ARI,W,3,25,22,88.00%,60.00
2023-24,11/7/2023,202311070STL,Connor Hellebuyck,helleco01,WPG,@,STL,W,2,22,20,91.00%,59.53
2023-24,11/11/2023,202311110WPG,Connor Hellebuyck,helleco01,WPG,vs,DAL,L,3,29,26,90.00%,58.62
2023-24,11/14/2023,202311140WPG,Connor Hellebuyck,helleco01,WPG,vs,NJD,W,3,34,31,91.00%,59.85
2023-24,11/17/2023,202311170WPG,Connor Hellebuyck,helleco01,WPG,vs,BUF,W,2,28,26,93.00%,60.00
2023-24,11/22/2023,202311220TBL,Connor Hellebuyck,helleco01,WPG,@,TBL,W,2,33,31,94.00%,61.65
2023-24,11/24/2023,202311240FLA,Connor Hellebuyck,helleco01,WPG,@,FLA,W,0,33,33,100.00%,59.92
2023-24,11/28/2023,202311280WPG,Connor Hellebuyck,helleco01,WPG,vs,DAL,L,2,21,19,91.00%,58.78
2023-24,11/30/2023,202311300WPG,Connor Hellebuyck,helleco01,WPG,vs,EDM,L,2,38,36,95.00%,58.95
2023-24,12/2/2023,202312020WPG,Connor Hellebuyck,helleco01,WPG,vs,CHI,W,1,21,20,95.00%,59.85
2023-24,12/7/2023,202312070COL,Connor Hellebuyck,helleco01,WPG,@,COL,W,2,34,32,94.00%,60.00
2023-24,12/10/2023,202312100ANA,Connor Hellebuyck,helleco01,WPG,@,ANA,W,2,26,24,92.00%,59.43
2023-24,12/13/2023,202312130LAK,Connor Hellebuyck,helleco01,WPG,@,LAK,W,2,34,32,94.00%,60.00
2023-24,12/16/2023,202312160WPG,Connor Hellebuyck,helleco01,WPG,vs,COL,W,2,32,30,94.00%,60.00
2023-24,12/18/2023,202312180WPG,Connor Hellebuyck,helleco01,WPG,vs,MTL,L-OT,3,26,23,89.00%,61.15
2023-24,12/22/2023,202312220WPG,Connor Hellebuyck,helleco01,WPG,vs,BOS,W,1,25,24,96.00%,60.00
2023-24,12/27/2023,202312270CHI,Connor Hellebuyck,helleco01,WPG,@,CHI,L-OT,2,25,23,92.00%,61.80
2023-24,12/30/2023,202312300WPG,Connor Hellebuyck,helleco01,WPG,vs,MIN,W,2,36,34,94.00%,59.87
2023-24,1/2/2024,202401020WPG,Connor Hellebuyck,helleco01,WPG,vs,TBL,W,2,34,32,94.00%,59.70
2023-24,1/4/2024,202401040SJS,Connor Hellebuyck,helleco01,WPG,@,SJS,W,1,28,27,96.00%,59.80
2023-24,1/7/2024,202401070ARI,Connor Hellebuyck,helleco01,WPG,@,ARI,W,2,17,15,88.00%,59.18
2023-24,1/9/2024,202401090WPG,Connor Hellebuyck,helleco01,WPG,vs,CBJ,W,0,29,29,100.00%,60.00
2023-24,1/13/2024,202401130WPG,Connor Hellebuyck,helleco01,WPG,vs,PHI,L,2,36,34,94.00%,57.40
2023-24,1/16/2024,202401160WPG,Connor Hellebuyck,helleco01,WPG,vs,NYI,W,2,37,35,95.00%,59.90
2023-24,1/20/2024,202401200OTT,Connor Hellebuyck,helleco01,WPG,@,OTT,W,1,35,34,97.00%,64.23
2023-24,1/22/2024,202401220BOS,Connor Hellebuyck,helleco01,WPG,@,BOS,L,3,20,17,85.00%,58.98
2023-24,1/27/2024,202401270WPG,Connor Hellebuyck,helleco01,WPG,vs,TOR,L,3,29,26,90.00%,59.72
2023-24,2/6/2024,202402060PIT,Connor Hellebuyck,helleco01,WPG,@,PIT,L,3,27,24,89.00%,60.00
2023-24,2/10/2024,202402100WPG,Connor Hellebuyck,helleco01,WPG,vs,PIT,W,1,36,35,97.00%,60.00
2023-24,2/14/2024,202402140WPG,Connor Hellebuyck,helleco01,WPG,vs,SJS,W,0,17,17,100.00%,59.65
2023-24,2/17/2024,202402170VAN,Connor Hellebuyck,helleco01,WPG,@,VAN,W,2,37,35,95.00%,59.92
2023-24,2/19/2024,202402190CGY,Connor Hellebuyck,helleco01,WPG,@,CGY,L,5,33,28,85.00%,59.52
2023-24,2/23/2024,202402230CHI,Connor Hellebuyck,helleco01,WPG,@,CHI,W,2,35,33,94.00%,60.22
2023-24,2/25/2024,202402250WPG,Connor Hellebuyck,helleco01,WPG,vs,ARI,W,3,32,29,91.00%,60.55
2023-24,2/29/2024,202402290DAL,Connor Hellebuyck,helleco01,WPG,@,DAL,L,3,35,32,91.00%,58.63
2023-24,3/2/2024,202403020CAR,Connor Hellebuyck,helleco01,WPG,@,CAR,W,3,35,32,91.00%,60.00
2023-24,3/5/2024,202403050WPG,Connor Hellebuyck,helleco01,WPG,vs,SEA,L,4,24,20,83.00%,57.88
2023-24,3/9/2024,202403090VAN,Connor Hellebuyck,helleco01,WPG,@,VAN,L,5,37,32,87.00%,59.83
2023-24,3/11/2024,202403110WPG,Connor Hellebuyck,helleco01,WPG,vs,WSH,W,0,23,23,100.00%,60.00
2023-24,3/13/2024,202403130WPG,Connor Hellebuyck,helleco01,WPG,vs,NSH,L,4,38,34,90.00%,58.53
2023-24,3/17/2024,202403170CBJ,Connor Hellebuyck,helleco01,WPG,@,CBJ,W,1,31,30,97.00%,60.00
2023-24,3/19/2024,202403190NYR,Connor Hellebuyck,helleco01,WPG,@,NYR,W,2,41,39,95.00%,59.92
2023-24,3/23/2024,202403230NYI,Connor Hellebuyck,helleco01,WPG,@,NYI,L,5,26,21,81.00%,29.18
2023-24,3/24/2024,202403240WSH,Connor Hellebuyck,helleco01,WPG,@,WSH,L,3,19,16,84.00%,60.00
2023-24,3/26/2024,202403260WPG,Connor Hellebuyck,helleco01,WPG,vs,EDM,L-OT,4,42,38,91.00%,61.32
2023-24,3/28/2024,202403280WPG,Connor Hellebuyck,helleco01,WPG,vs,VEG,L,2,25,23,92.00%,58.62
2023-24,3/30/2024,202403300WPG,Connor Hellebuyck,helleco01,WPG,vs,OTT,L,3,27,24,89.00%,58.48
2023-24,4/4/2024,202404040WPG,Connor Hellebuyck,helleco01,WPG,vs,CGY,W,2,33,31,94.00%,59.92
2023-24,4/6/2024,202404060MIN,Connor Hellebuyck,helleco01,WPG,@,MIN,W,2,27,25,93.00%,60.00
2023-24,4/9/2024,202404090NSH,Connor Hellebuyck,helleco01,WPG,@,NSH,W,3,48,45,94.00%,61.87
2023-24,4/13/2024,202404130COL,Connor Hellebuyck,helleco01,WPG,@,COL,W,0,30,30,100.00%,60.00
2023-24,4/16/2024,202404160WPG,Connor Hellebuyck,helleco01,WPG,vs,SEA,W,3,23,20,87.00%,59.63
2023-24,10/10/2023,202310100VEG,Adin Hill,hillad01,VEG,vs,SEA,W,1,33,32,97.00%,60.00
2023-24,10/14/2023,202310140VEG,Adin Hill,hillad01,VEG,vs,ANA,W,1,23,22,96.00%,59.05
2023-24,10/17/2023,202310170VEG,Adin Hill,hillad01,VEG,vs,DAL,W,2,26,24,92.00%,64.23
2023-24,10/21/2023,202310210CHI,Adin Hill,hillad01,VEG,@,CHI,W,3,24,21,88.00%,59.45
2023-24,10/27/2023,202310270VEG,Adin Hill,hillad01,VEG,vs,CHI,L-OT,4,24,20,83.00%,62.83
2023-24,10/30/2023,202310300VEG,Adin Hill,hillad01,VEG,vs,MTL,W,2,39,37,95.00%,64.33
2023-24,11/4/2023,202311040VEG,Adin Hill,hillad01,VEG,vs,COL,W,0,41,41,100.00%,60.00
2023-24,11/8/2023,202311080VEG,Adin Hill,hillad01,VEG,vs,LAK,L,3,32,29,91.00%,58.38
2023-24,11/10/2023,202311100VEG,Adin Hill,hillad01,VEG,vs,SJS,W,0,20,20,100.00%,60.00
2023-24,11/16/2023,202311160MTL,Adin Hill,hillad01,VEG,@,MTL,W,5,28,23,82.00%,60.00
2023-24,11/19/2023,202311190PIT,Adin Hill,hillad01,VEG,@,PIT,L,2,31,29,94.00%,59.90
2023-24,11/22/2023,202311220DAL,Adin Hill,hillad01,VEG,@,DAL,W,1,32,31,97.00%,61.95
2023-24,11/27/2023,202311270CGY,Adin Hill,hillad01,VEG,@,CGY,L-OT,2,34,32,94.00%,64.58
2023-24,11/30/2023,202311300VAN,Adin Hill,hillad01,VEG,@,VAN,W,0,16,16,100.00%,40.00
2023-24,12/17/2023,202312170VEG,Adin Hill,hillad01,VEG,vs,OTT,W,1,3,2,67.00%,6.42
2023-24,1/23/2024,202401230NYI,Adin Hill,hillad01,VEG,@,NYI,W,2,42,40,95.00%,60.00
2023-24,1/26/2024,202401260NYR,Adin Hill,hillad01,VEG,@,NYR,W,2,38,36,95.00%,60.00
2023-24,2/6/2024,202402060VEG,Adin Hill,hillad01,VEG,vs,EDM,W,1,31,30,97.00%,60.00
2023-24,2/8/2024,202402080ARI,Adin Hill,hillad01,VEG,@,ARI,W,2,22,20,91.00%,60.00
2023-24,2/12/2024,202402120VEG,Adin Hill,hillad01,VEG,vs,MIN,L,4,28,24,86.00%,57.72
2023-24,2/17/2024,202402170VEG,Adin Hill,hillad01,VEG,vs,CAR,L,3,28,25,89.00%,58.15
2023-24,2/20/2024,202402200VEG,Adin Hill,hillad01,VEG,vs,NSH,L,4,39,35,90.00%,58.80
2023-24,2/22/2024,202402220VEG,Adin Hill,hillad01,VEG,vs,TOR,L,3,20,17,85.00%,14.33
2023-24,2/27/2024,202402270TOR,Adin Hill,hillad01,VEG,@,TOR,W,2,30,28,93.00%,60.00
2023-24,2/29/2024,202402290BOS,Adin Hill,hillad01,VEG,@,BOS,L,5,32,27,84.00%,58.15
2023-24,3/4/2024,202403040CBJ,Adin Hill,hillad01,VEG,@,CBJ,L,5,32,27,84.00%,58.38
2023-24,3/7/2024,202403070VEG,Adin Hill,hillad01,VEG,vs,VAN,L,3,35,32,91.00%,57.42
2023-24,3/9/2024,202403090VEG,Adin Hill,hillad01,VEG,vs,DET,W,3,26,23,89.00%,60.00
2023-24,3/12/2024,202403120SEA,Adin Hill,hillad01,VEG,@,SEA,W,4,30,26,87.00%,61.75
2023-24,3/14/2024,202403140CGY,Adin Hill,hillad01,VEG,@,CGY,L,3,36,33,92.00%,59.72
2023-24,3/19/2024,202403190VEG,Adin Hill,hillad01,VEG,vs,TBL,L,4,20,16,80.00%,59.70
2023-24,3/23/2024,202403230VEG,Adin Hill,hillad01,VEG,vs,CBJ,W,1,13,12,92.00%,44.00
2023-24,4/10/2024,202404100EDM,Adin Hill,hillad01,VEG,@,EDM,L,5,25,20,80.00%,60.00
2023-24,4/14/2024,202404140VEG,Adin Hill,hillad01,VEG,vs,COL,W,3,24,21,88.00%,61.38
2023-24,4/18/2024,202404180VEG,Adin Hill,hillad01,VEG,vs,ANA,L,3,22,19,86.00%,58.18
2023-24,10/19/2023,202310190STL,Joel Hofer,hoferjo01,STL,vs,ARI,L,6,42,36,86.00%,59.82
2023-24,10/26/2023,202310260CGY,Joel Hofer,hoferjo01,STL,@,CGY,W,0,27,27,100.00%,59.93
2023-24,11/4/2023,202311040STL,Joel Hofer,hoferjo01,STL,vs,MTL,W,3,33,30,91.00%,60.00
